p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,32.0,,,,,,,,9961,,838699,,,text,,1
,,,,,,,32.0,,,,,,,,6398,,824584,,,text,,6
,,,,,,,32.0,,,,,,,,11838,,834250,,,text,,7
,,,,,,,32.0,,,,,,,,10708,,992416,,,text,,9
,,,,,,,32.0,,,,,,,,4561,,888119,,,text,,10
,,,,,,,32.0,,,,,,,,8603,,752744,,,text,,11
,,,,,,,32.0,,,,,,,,9947,,1036052,,,text,,12
,,,,,,,32.0,,,,,,,,4814,,862247,,,text,,13
,,,,,,,32.0,,,,,,,,5467,,850418,,,text,,15
,,,,,,,32.0,,,,,,,,5487,,715184,,,text,,16
,,,,,,,32.0,,,,,,,,4437,,1285233,,,text,,17
,,,,,,,32.0,,,,,,,,5858,,1004024,,,text,,18
,,,,,,,32.0,,,,,,,,3415,,762646,,,text,,19
,,,,,,,32.0,,,,,,,,2934,,1018378,,,text,,23
,,,,,,,32.0,,,,,,,,8921,,849789,,,text,,24
,,,,,,,32.0,,,,,,,,8117,,865374,,,text,,25
,,,,,,,32.0,,,,,,,,5728,,628823,,,text,,30
,,,,,,,32.0,,,,,,,,2486,,886018,,,text,,31
,,,,,,,32.0,,,,,,,,10293,,1777572,,,text,,34
,,,,,,,32.0,,,,,,,,7919,,933245,,,text,,35
,,,,,,,32.0,,,,,,,,5866,,902432,,,text,,38
,,,,,,,32.0,,,,,,,,2352,,977161,,,text,,40
,,,,,,,32.0,,,,,,,,2327,,929023,,,text,,41
,,,,,,,32.0,,,,,,,,3544,,640198,,,text,,42
,,,,,,,32.0,,,,,,,,4166,,755837,,,text,,43
,,,,,,,32.0,,,,,,,,3342,,1138695,,,text,,44
,,,,,,,32.0,,,,,,,,1499,,1070033,,,text,,46
,,,,,,,32.0,,,,,,,,7320,,791782,,,text,,49
,,,,,,,32.0,,,,,,,,9303,,771329,,,text,,50
,,,,,,,32.0,,,,,,,,6285,,699884,,,text,,52
,,,,,,,32.0,,,,,,,,1763,,857877,,,text,,54
,,,,,,,32.0,,,,,,,,6219,,986804,,,text,,55
,,,,,,,32.0,,,,,,,,7940,,724269,,,text,,56
,,,,,,,32.0,,,,,,,,5374,,769464,,,text,,58
,,,,,,,32.0,,,,,,,,1222,,693556,,,text,,59
,,,,,,,32.0,,,,,,,,6289,,1143354,,,text,,61
,,,,,,,32.0,,,,,,,,4087,,1130653,,,text,,65
,,,,,,,32.0,,,,,,,,6786,,630567,,,text,,66
,,,,,,,32.0,,,,,,,,6654,,645330,,,text,,67
,,,,,,,32.0,,,,,,,,7830,,1051391,,,text,,68
,,,,,,,32.0,,,,,,,,6470,,748624,,,text,,70
,,,,,,,32.0,,,,,,,,4124,,667840,,,text,,71
,,,,,,,32.0,,,,,,,,4588,,855945,,,text,,72
,,,,,,,32.0,,,,,,,,6051,,1227835,,,text,,73
