PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,test_idx,time_limit,version
objectLevel,2.96,0.01,True,6,24,4,True,after_each_move,0.1,full,119,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",295.7,"[6, 10, 13, 4, 3, 2]",True,1.7
featureBased,3.67,0.01,True,3,24,4,True,after_each_move,0.1,full,120,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",367.1,"[7, 13, 8, 2, 5, 1]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,121,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-88.0,"[10, 8, 14, 1, 9, 0]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,122,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-120.0,"[7, 2, 10, 3, 5, 4]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,123,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-104.0,"[2, 11, 14, 8, 6, 1]",True,1.7
objectLevel,0.22,0.01,True,7,24,4,True,after_each_move,1.25,full,124,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",21.5,"[15, 5, 14, 12, 11, 7]",True,1.7
none,0.56,0.01,True,0,24,4,False,after_each_move,0.1,none,125,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",56.0,"[11, 9, 0, 6, 5, 14]",True,1.7
objectLevel,3.77,0.01,True,6,24,4,True,after_each_move,0.1,full,126,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",377.4,"[2, 10, 9, 11, 3, 6]",True,1.7
none,2.13,0.01,True,0,24,4,False,after_each_move,0.1,none,127,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",213.2,"[7, 11, 6, 2, 1, 14]",True,1.7
featureBased,3.6,0.01,True,3,24,4,True,after_each_move,0.1,full,128,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",360.1,"[7, 6, 4, 3, 2, 13]",True,1.7
none,1.75,0.01,True,1,24,4,False,after_each_move,1.25,none,129,,174.75,"[5, 2, 11, 4, 8, 10]",True,1.7
objectLevel,1.62,0.01,True,6,24,4,True,after_each_move,0.1,full,130,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",161.8,"[13, 0, 5, 8, 10, 9]",True,1.7
none,3.81,0.01,True,0,24,4,False,after_each_move,0.1,none,131,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",380.6,"[1, 4, 0, 8, 12, 13]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,132,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-60.0,"[6, 10, 5, 0, 13, 4]",True,1.7
objectLevel,1.86,0.01,True,7,24,4,True,after_each_move,1.25,full,133,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",185.5,"[8, 13, 4, 12, 7, 15]",True,1.7
featureBased,1.85,0.01,True,4,24,4,True,after_each_move,1.25,full,134,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",185.0,"[14, 13, 15, 3, 1, 2]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,135,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-36.0,"[2, 0, 12, 7, 14, 5]",True,1.7
none,3.6,0.01,True,0,24,4,False,after_each_move,0.1,none,136,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",360.3,"[12, 9, 15, 5, 6, 13]",True,1.7
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,137,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-40.0,"[5, 8, 4, 10, 15, 3]",True,1.7
none,0.24,0.01,True,0,24,4,False,after_each_move,0.1,none,138,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",24.0,"[8, 1, 0, 12, 4, 5]",True,1.7
featureBased,2.38,0.01,True,4,24,4,True,after_each_move,1.25,full,139,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",238.25,"[9, 8, 1, 15, 4, 5]",True,1.7
none,0.72,0.01,True,0,24,4,False,after_each_move,0.1,none,140,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",72.0,"[9, 4, 12, 5, 2, 10]",True,1.7
featureBased,0.82,0.01,True,4,24,4,True,after_each_move,1.25,full,141,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",82.0,"[12, 2, 4, 7, 10, 8]",True,1.7
objectLevel,2.6,0.01,True,6,24,4,True,after_each_move,0.1,full,142,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",260.2,"[6, 9, 12, 14, 13, 5]",True,1.7
objectLevel,1.12,0.01,True,8,24,4,True,after_each_move,4.0,full,143,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",112.0,"[0, 6, 11, 14, 13, 15]",True,1.7
featureBased,3.66,0.01,True,3,24,4,True,after_each_move,0.1,full,144,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",366.4,"[9, 5, 10, 4, 15, 8]",True,1.7
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,145,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-24.0,"[4, 5, 8, 2, 0, 10]",True,1.7
none,0.48,0.01,True,2,24,4,False,after_each_move,4.0,none,146,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",48.0,"[12, 1, 3, 4, 6, 2]",True,1.7
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,147,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-16.0,"[4, 6, 2, 10, 0, 13]",True,1.7
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,148,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,149,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
objectLevel,1.71,0.01,True,7,24,4,True,after_each_move,1.25,full,150,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",171.25,"[4, 5, 10, 11, 15, 7]",True,1.7
objectLevel,3.63,0.01,True,6,24,4,True,after_each_move,0.1,full,151,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",363.0,"[13, 0, 7, 14, 2, 10]",True,1.7
none,0.24,0.01,True,1,24,4,False,after_each_move,1.25,none,152,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",24.0,"[2, 8, 12, 4, 7, 14]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,153,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-12.0,"[7, 14, 11, 8, 15, 12]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,154,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-116.0,"[1, 5, 8, 3, 11, 0]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,155,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
none,1.47,0.01,True,1,24,4,False,after_each_move,1.25,none,156,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",146.5,"[3, 0, 14, 13, 10, 6]",True,1.7
featureBased,3.47,0.01,True,3,24,4,True,after_each_move,0.1,full,157,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",347.1,"[2, 12, 0, 6, 4, 1]",True,1.7
objectLevel,1.06,0.01,True,6,24,4,True,after_each_move,0.1,full,158,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",106.2,"[5, 9, 0, 13, 6, 12]",True,1.7
featureBased,3.69,0.01,True,3,24,4,True,after_each_move,0.1,full,159,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",369.4,"[10, 6, 3, 7, 5, 0]",True,1.7
featureBased,3.31,0.01,True,3,24,4,True,after_each_move,0.1,full,160,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",331.1,"[8, 10, 11, 12, 4, 7]",True,1.7
featureBased,1.38,0.01,True,4,24,4,True,after_each_move,1.25,full,161,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",138.25,"[12, 4, 9, 10, 14, 1]",True,1.7
featureBased,1.13,0.01,True,4,24,4,True,after_each_move,1.25,full,162,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",113.25,"[10, 5, 1, 14, 8, 13]",True,1.7
objectLevel,3.78,0.01,True,6,24,4,True,after_each_move,0.1,full,163,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",378.2,"[1, 2, 5, 8, 14, 11]",True,1.7
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,164,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
featureBased,2.46,0.01,True,3,24,4,True,after_each_move,0.1,full,165,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",246.3,"[9, 5, 6, 8, 2, 10]",True,1.7
none,0.0,0.01,False,2,24,4,False,after_each_move,4.0,none,166,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
featureBased,1.52,0.01,True,5,24,4,True,after_each_move,4.0,full,167,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",152.0,"[3, 11, 4, 7, 1, 12]",True,1.7
featureBased,3.56,0.01,True,3,24,4,True,after_each_move,0.1,full,168,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",355.9,"[15, 3, 6, 4, 14, 12]",True,1.7
none,3.4,0.01,True,0,24,4,False,after_each_move,0.1,none,169,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",340.1,"[12, 6, 2, 7, 13, 15]",True,1.7
featureBased,0.8,0.01,True,5,24,4,True,after_each_move,4.0,full,170,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",80.0,"[15, 6, 1, 9, 11, 3]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,171,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-92.0,"[14, 15, 8, 4, 12, 1]",True,1.7
objectLevel,1.36,0.01,True,8,24,4,True,after_each_move,4.0,full,172,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",136.0,"[5, 2, 15, 10, 4, 3]",True,1.7
featureBased,0.12,0.01,True,5,24,4,True,after_each_move,4.0,full,173,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",12.0,"[3, 13, 4, 5, 0, 15]",True,1.7
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,174,,,,True,1.7
featureBased,3.83,0.01,True,3,24,4,True,after_each_move,0.1,full,175,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",383.3,"[3, 2, 14, 15, 1, 13]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,176,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
featureBased,3.82,0.01,True,3,24,4,True,after_each_move,0.1,full,177,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",381.9,"[13, 8, 12, 14, 0, 6]",True,1.7
objectLevel,0.0,0.01,True,6,24,4,True,after_each_move,0.1,full,178,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-24.0,"[7, 11, 2, 10, 8, 4]",True,1.7
none,1.36,0.01,True,2,24,4,False,after_each_move,4.0,none,179,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",136.0,"[12, 13, 9, 1, 14, 8]",True,1.7
objectLevel,1.57,0.01,True,7,24,4,True,after_each_move,1.25,full,180,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",157.25,"[3, 9, 1, 12, 11, 4]",True,1.7
none,0.16,0.01,True,2,24,4,False,after_each_move,4.0,none,181,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",16.0,"[11, 4, 12, 7, 10, 2]",True,1.7
featureBased,3.81,0.01,True,3,24,4,True,after_each_move,0.1,full,182,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",381.4,"[5, 10, 8, 15, 11, 12]",True,1.7
objectLevel,3.41,0.01,True,6,24,4,True,after_each_move,0.1,full,183,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",340.7,"[5, 14, 3, 8, 4, 13]",True,1.7
featureBased,1.87,0.01,True,4,24,4,True,after_each_move,1.25,full,184,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",186.75,"[6, 1, 14, 9, 2, 4]",True,1.7
featureBased,2.87,0.01,True,3,24,4,True,after_each_move,0.1,full,185,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",287.1,"[14, 7, 5, 6, 13, 9]",True,1.7
featureBased,3.84,0.01,True,3,24,4,True,after_each_move,0.1,full,186,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",383.6,"[12, 0, 13, 11, 6, 4]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,187,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-52.0,"[5, 0, 6, 14, 9, 2]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,188,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-8.0,"[3, 8, 6, 9, 0, 12]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,189,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-56.0,"[10, 1, 13, 6, 5, 8]",True,1.7
none,0.0,0.01,False,2,24,4,False,after_each_move,4.0,none,190,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,191,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-28.0,"[8, 1, 5, 10, 15, 12]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,192,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,193,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-12.0,"[12, 0, 15, 6, 7, 5]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,194,,,,True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,195,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-28.0,"[10, 0, 1, 14, 15, 11]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,196,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-40.0,"[5, 4, 7, 9, 0, 11]",True,1.7
objectLevel,3.51,0.01,True,6,24,4,True,after_each_move,0.1,full,197,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",350.5,"[1, 7, 13, 9, 12, 14]",True,1.7
none,2.32,0.01,True,1,24,4,False,after_each_move,1.25,none,198,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",232.0,"[2, 15, 13, 14, 3, 7]",True,1.7
objectLevel,1.52,0.01,True,7,24,4,True,after_each_move,1.25,full,199,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",151.5,"[13, 2, 3, 12, 4, 7]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,200,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
none,0.96,0.01,True,1,24,4,False,after_each_move,1.25,none,201,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",96.0,"[8, 2, 11, 12, 0, 6]",True,1.7
featureBased,3.8,0.01,True,3,24,4,True,after_each_move,0.1,full,202,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",380.4,"[0, 13, 10, 14, 8, 6]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,203,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-76.0,"[12, 13, 11, 14, 6, 3]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,204,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-72.0,"[15, 13, 9, 6, 0, 10]",True,1.7
none,0.99,0.01,True,0,24,4,False,after_each_move,0.1,none,205,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",99.1,"[14, 3, 2, 9, 1, 4]",True,1.7
featureBased,1.16,0.01,True,4,24,4,True,after_each_move,1.25,full,206,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",115.75,"[14, 3, 12, 15, 1, 0]",True,1.7
none,0.36,0.01,True,2,24,4,False,after_each_move,4.0,none,207,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",36.0,"[8, 12, 6, 0, 9, 1]",True,1.7
none,0.0,0.01,False,0,24,4,False,after_each_move,0.1,none,208,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,2.31,0.01,True,4,24,4,True,after_each_move,1.25,full,209,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",231.25,"[8, 12, 9, 14, 0, 10]",True,1.7
objectLevel,1.97,0.01,True,7,24,4,True,after_each_move,1.25,full,210,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",196.75,"[1, 14, 9, 0, 3, 13]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,211,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,212,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-32.0,"[14, 10, 0, 5, 4, 2]",True,1.7
objectLevel,3.77,0.01,True,6,24,4,True,after_each_move,0.1,full,213,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",376.6,"[3, 7, 14, 9, 5, 10]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,214,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-104.0,"[0, 7, 8, 13, 12, 14]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,215,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
none,0.04,0.01,True,2,24,4,False,after_each_move,4.0,none,216,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",4.0,"[2, 8, 13, 12, 3, 0]",True,1.7
none,0.52,0.01,True,2,24,4,False,after_each_move,4.0,none,217,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",52.0,"[15, 1, 0, 3, 10, 14]",True,1.7
objectLevel,0.56,0.01,True,8,24,4,True,after_each_move,4.0,full,218,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",56.0,"[2, 15, 14, 5, 10, 4]",True,1.7
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,219,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-24.0,"[15, 2, 13, 6, 10, 0]",True,1.7
none,0.88,0.01,True,1,24,4,False,after_each_move,1.25,none,220,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",88.0,"[2, 4, 10, 8, 12, 14]",True,1.7
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,221,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,0.04,0.01,True,5,24,4,True,after_each_move,4.0,full,222,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",4.0,"[0, 5, 10, 6, 3, 1]",True,1.7
objectLevel,1.99,0.01,True,7,24,4,True,after_each_move,1.25,full,223,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",198.75,"[3, 4, 0, 5, 12, 6]",True,1.7
none,3.49,0.01,True,0,24,4,False,after_each_move,0.1,none,224,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",349.2,"[7, 0, 2, 6, 10, 15]",True,1.7
featureBased,0.24,0.01,True,5,24,4,True,after_each_move,4.0,full,225,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",24.0,"[1, 4, 5, 11, 12, 6]",True,1.7
none,0.84,0.01,True,1,24,4,False,after_each_move,1.25,none,226,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",84.0,"[5, 10, 1, 7, 14, 0]",True,1.7
none,0.12,0.01,True,2,24,4,False,after_each_move,4.0,none,227,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",12.0,"[14, 7, 4, 2, 8, 9]",True,1.7
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,228,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-56.0,"[10, 13, 1, 15, 9, 11]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,229,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",0.0,"[10, 8, 11, 5, 7, 6]",True,1.7
objectLevel,3.66,0.01,True,6,24,4,True,after_each_move,0.1,full,230,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",366.4,"[8, 2, 10, 12, 1, 7]",True,1.7
objectLevel,1.22,0.01,True,7,24,4,True,after_each_move,1.25,full,231,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",121.75,"[3, 14, 2, 10, 13, 12]",True,1.7
none,0.08,0.01,True,2,24,4,False,after_each_move,4.0,none,232,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",8.0,"[15, 8, 1, 7, 5, 9]",True,1.7
featureBased,1.91,0.01,True,4,24,4,True,after_each_move,1.25,full,233,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",190.5,"[1, 7, 11, 5, 0, 13]",True,1.7
objectLevel,1.66,0.01,True,7,24,4,True,after_each_move,1.25,full,234,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",165.5,"[13, 1, 6, 2, 7, 12]",True,1.7
none,0.0,0.01,False,1,24,4,False,after_each_move,1.25,none,235,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,0.8,0.01,True,6,24,4,True,after_each_move,0.1,full,236,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",79.6,"[1, 6, 0, 2, 15, 8]",True,1.7
none,1.75,0.01,True,1,24,4,False,after_each_move,1.25,none,237,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",175.0,"[2, 13, 12, 9, 1, 15]",True,1.7
featureBased,3.55,0.01,True,3,24,4,True,after_each_move,0.1,full,238,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",354.9,"[4, 2, 1, 7, 12, 5]",True,1.7
featureBased,2.49,0.01,True,4,24,4,True,after_each_move,1.25,full,239,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",248.5,"[0, 3, 11, 8, 14, 9]",True,1.7
objectLevel,1.39,0.01,True,6,24,4,True,after_each_move,0.1,full,240,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",139.2,"[8, 3, 10, 11, 7, 14]",True,1.7
