p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,,89159,,89167,,,instructions,"[{""page_index"":0,""viewing_time"":45159},{""page_index"":1,""viewing_time"":27826},{""page_index"":2,""viewing_time"":16170}]",0
,,,,,,,,,,,,,,,203244,,203244,,,instructions,"[{""page_index"":0,""viewing_time"":57436},{""page_index"":1,""viewing_time"":64861},{""page_index"":2,""viewing_time"":50999},{""page_index"":3,""viewing_time"":29947}]",1
,,,,,,,,,,,,,,,556568,,556579,,,instructions,"[{""page_index"":0,""viewing_time"":20964},{""page_index"":1,""viewing_time"":510580},{""page_index"":0,""viewing_time"":8447},{""page_index"":1,""viewing_time"":11331},{""page_index"":2,""viewing_time"":1838},{""page_index"":3,""viewing_time"":3370}]",2
,,,,,,,,,,,,,,,39391,,39396,,,instructions,"[{""page_index"":0,""viewing_time"":7125},{""page_index"":1,""viewing_time"":23218},{""page_index"":2,""viewing_time"":5921},{""page_index"":3,""viewing_time"":3123}]",3
,,,,,,,,,,,,,,,72685,,129975,,,instructions,"[{""page_index"":0,""viewing_time"":24050},{""page_index"":1,""viewing_time"":22926},{""page_index"":2,""viewing_time"":15637},{""page_index"":3,""viewing_time"":10068}]",3
,,,,,,,,,,,,,,,3687,,166675,,,instructions,"[{""page_index"":0,""viewing_time"":2207},{""page_index"":1,""viewing_time"":671},{""page_index"":2,""viewing_time"":407},{""page_index"":3,""viewing_time"":399}]",3
,,,,,,,,,,,,,,,3602,,185250,,,instructions,"[{""page_index"":0,""viewing_time"":1702},{""page_index"":1,""viewing_time"":324},{""page_index"":0,""viewing_time"":546},{""page_index"":1,""viewing_time"":162},{""page_index"":2,""viewing_time"":418},{""page_index"":3,""viewing_time"":450}]",3
,,,,,,,,,,,,,,,17951,,226346,,,instructions,"[{""page_index"":0,""viewing_time"":4708},{""page_index"":1,""viewing_time"":944},{""page_index"":2,""viewing_time"":5676},{""page_index"":3,""viewing_time"":6623}]",3
,,,,,,,,,,,,,,,388151,,388151,,,instructions,"[{""page_index"":0,""viewing_time"":274779},{""page_index"":1,""viewing_time"":48245},{""page_index"":2,""viewing_time"":24743},{""page_index"":1,""viewing_time"":3296},{""page_index"":0,""viewing_time"":34271},{""page_index"":1,""viewing_time"":1024},{""page_index"":2,""viewing_time"":1792}]",4
,,,,,,,,,,,,,,,155080,,155081,,,instructions,"[{""page_index"":0,""viewing_time"":64102},{""page_index"":1,""viewing_time"":54379},{""page_index"":2,""viewing_time"":36595}]",5
