,pid,info_cost,PR_type,message,trial_index,trial_id,delays,score,n_click,clicks,click_times,path,action_times
0,0,0.1,none,none,1,4.0,[15],27.4,6,"[13, 16, 14, 5, 6, 7]","[2245, 4759, 8493, 10310, 11169, 12027]","[1, 6, 7]","[13667, 30531, 32651]"
1,0,0.1,none,none,2,15.0,[15],35.6,4,"[1, 9, 12, 10]","[3030, 4385, 6502, 7914]","[1, 10, 12]","[9268, 26523, 28055]"
2,0,0.1,none,none,3,5.0,[15],27.2,8,"[1, 2, 4, 3, 9, 10, 11, 12]","[2437, 3815, 4439, 5288, 7634, 8207, 8741, 9529]","[1, 10, 12]","[11229, 27368, 29842]"
3,0,0.1,none,none,4,2.0,[15],34.9,11,"[5, 7, 8, 16, 15, 4, 3, 11, 12, 10, 9]","[2174, 2934, 3690, 5022, 5808, 6941, 7675, 8626, 9395, 10072, 10622]","[1, 10, 12]","[11626, 31309, 32938]"
4,0,0.1,none,none,5,6.0,[15],18.8,12,"[1, 3, 4, 2, 16, 15, 7, 8, 12, 11, 9, 10]","[895, 1990, 2937, 3550, 5256, 5920, 6792, 7443, 8165, 8794, 9412, 10671]","[1, 2, 4]","[12378, 30706, 31533]"
5,0,0.1,none,none,6,13.0,[15],43.7,3,"[4, 1, 2]","[8807, 9815, 10254]","[1, 2, 4]","[11479, 29457, 29980]"
6,0,0.1,none,none,7,9.0,[15],10.4,16,"[12, 4, 16, 15, 13, 14, 8, 7, 5, 6, 3, 11, 1, 2, 9, 10]","[3744, 5507, 6296, 7260, 8232, 8889, 10085, 10738, 11254, 11902, 13400, 14749, 17501, 18000, 18711, 19506]","[1, 14, 15]","[29056, 45223, 45918]"
7,0,0.1,none,none,8,12.0,[15],18.9,11,"[3, 15, 16, 11, 12, 8, 7, 5, 6, 2, 1]","[3145, 4493, 5066, 5734, 6344, 7293, 7883, 8528, 8974, 9799, 10272]","[1, 2, 3]","[11164, 27057, 27693]"
8,0,0.1,none,none,9,10.0,[15],27.1,9,"[4, 1, 2, 8, 7, 12, 11, 9, 10]","[2016, 3803, 4243, 4893, 5434, 5999, 6763, 7395, 8264]","[1, 10, 12]","[11182, 28496, 31264]"
9,0,0.1,none,none,10,1.0,[15],35.1,9,"[7, 12, 16, 15, 4, 3, 8, 6, 5]","[2790, 3512, 4436, 5027, 5584, 6321, 7016, 7585, 8472]","[1, 6, 8]","[9983, 27419, 52411]"
