action_times,actions,button_pressed,correct,delays,information_used_correctly,key_press,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[8091, 27839, 33111]","[u'left', u'left', u'down']",,,"[15, 0, 3]",,,"[u'1', 4, 8, 15]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'14'], u'time': [4212, 31045]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8090, 2082, 4300]",17.0,,452812,5.0,7.0,mouselab-mdp,,28
"[3107, 22534, 39907]","[u'down', u'down', u'left']",,,"[15, 0, 3]",,,"[u'1', 5, 9, 16]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3107, 2138, 16418]",2.0,,527554,6.0,0.0,mouselab-mdp,,28
"[1605, 25521, 28136]","[u'right', u'right', u'down']",,,"[15, 0, 3]",,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11'], u'time': [22672]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1605, 6522, 869]",11.5,,607882,7.0,8.0,mouselab-mdp,,28
"[7208, 25547, 27328]","[u'up', u'up', u'right']",,,"[15, 0, 3]",,,"[u'1', 3, 7, 13]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12'], u'time': [4012]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7207, 539, 819]",21.5,,677019,8.0,9.0,mouselab-mdp,,28
"[6322, 27793, 31001]","[u'right', u'right', u'up']",,,"[15, 0, 3]",,,"[u'1', 2, 6, 10]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11'], u'time': [25424]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6322, 4183, 1817]",10.5,,748730,9.0,6.0,mouselab-mdp,,28
"[6887, 25309, 38844]","[u'down', u'down', u'left']",,,"[15, 0, 3]",,,"[u'1', 5, 9, 16]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16'], u'time': [4643]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6887, 608, 12575]",25.5,,824115,10.0,2.0,mouselab-mdp,,28
"[7980, 12705, 15351]","[u'down', u'down', u'left']",,,[],,,"[u'1', 5, 9, 16]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'15', u'13'], u'time': [1964, 5753]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7980, 4209, 2134]",12.0,,872848,11.0,12.0,mouselab-mdp,,28
"[3725, 5304, 7290]","[u'left', u'left', u'down']",,,[],,,"[u'1', 4, 8, 15]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3725, 1062, 1482]",20.0,,922306,12.0,10.0,mouselab-mdp,,28
"[9519, 11180, 12310]","[u'up', u'up', u'right']",,,[],,,"[u'1', 3, 7, 13]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13'], u'time': [7569]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9519, 1148, 626]",16.5,,971336,13.0,13.0,mouselab-mdp,,28
"[7927, 9556, 10790]","[u'down', u'down', u'right']",,,[],,,"[u'1', 5, 9, 17]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12'], u'time': [3496, 5784]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7926, 1119, 717]",5.0,,1026575,14.0,14.0,mouselab-mdp,,28
"[4046, 5422, 10558]","[u'left', u'left', u'down']",,,[],,,"[u'1', 4, 8, 15]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'14'], u'time': [1880, 8691]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4046, 858, 4633]",26.0,,1088712,15.0,15.0,mouselab-mdp,,28
"[5079, 6038, 10798]","[u'right', u'right', u'down']",,,[],,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5079, 455, 4247]",9.0,,1137011,16.0,11.0,mouselab-mdp,,28
"[15134, 23050, 25554]","[u'left', u'left', u'up']",,,"[4, 0, 1]",,,"[u'1', 4, 8, 14]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'14'], u'time': [1418, 3035, 3896]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15132, 423, 1573]",33.97,,148679,1.0,5.0,mouselab-mdp,,29
"[18289, 27233, 32280]","[u'down', u'down', u'left']",,,"[4, 0, 1]",,,"[u'1', 5, 9, 16]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'5', u'2', u'3', u'7', u'13', u'12', u'10', u'6', u'11', u'17', u'9', u'16', u'15', u'8', u'14'], u'time': [1990, 2838, 3461, 4055, 5492, 6209, 7039, 9105, 9966, 10855, 11567, 12151, 12599, 13987, 14582, 15023]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18289, 506, 4496]",45.84,,207544,2.0,1.0,mouselab-mdp,,29
"[39157, 52078, 53573]","[u'right', u'right', u'down']",,,"[4, 0, 1]",,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'16', u'4', u'8', u'14', u'15', u'3', u'2', u'6', u'10', u'11', u'7', u'13', u'12', u'17'], u'time': [1614, 2938, 3539, 5604, 6418, 6909, 7473, 8104, 8773, 9282, 9757, 10353, 11872, 12328, 12968, 14137]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[39157, 402, 968]",43.84,,270298,3.0,9.0,mouselab-mdp,,29
"[13415, 22106, 23780]","[u'down', u'down', u'right']",,,"[4, 0, 1]",,,"[u'1', 5, 9, 17]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'4', u'3', u'2', u'9', u'16', u'17', u'11', u'6', u'10', u'13', u'7', u'12', u'14', u'8', u'15'], u'time': [712, 1285, 2139, 2750, 3467, 4054, 4754, 5615, 6053, 6539, 7533, 8007, 8484, 9254, 9707, 10163]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13414, 418, 1149]",41.84,,327715,4.0,4.0,mouselab-mdp,,29
"[19591, 28634, 33390]","[u'right', u'right', u'up']",,,"[4, 0, 1]",,,"[u'1', 2, 6, 10]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'15', u'14', u'3', u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'7', u'13', u'12'], u'time': [669, 1279, 1800, 2343, 3055, 3832, 4201, 4577, 5323, 6066, 6544, 6961, 7634, 8514, 9258, 9810]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[19591, 950, 4234]",33.84,,383319,5.0,3.0,mouselab-mdp,,29
"[25205, 34417, 35809]","[u'right', u'right', u'up']",,,"[4, 0, 1]",,,"[u'1', 2, 6, 10]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'9', u'16', u'17', u'11', u'6', u'10', u'7', u'13', u'12', u'14', u'8', u'15'], u'time': [1318, 2003, 2628, 3143, 3867, 4436, 5151, 6027, 6669, 7238, 8116, 8571, 9111, 10292, 13996, 15188]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[25204, 412, 869]",33.84,,440898,6.0,2.0,mouselab-mdp,,29
"[14168, 22569, 28905]","[u'right', u'right', u'down']",,,"[4, 0, 1]",,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'4', u'8', u'14', u'15', u'3', u'7', u'13', u'12'], u'time': [1863, 2828, 3370, 4072, 4841, 5203, 5666, 6305, 6976, 7394, 7712, 8229, 8978, 9378, 9761, 10625]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[14167, 552, 5809]",37.84,,498472,7.0,6.0,mouselab-mdp,,29
"[17639, 25855, 29439]","[u'up', u'up', u'left']",,,"[4, 0, 1]",,,"[u'1', 3, 7, 12]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'16', u'17', u'2', u'6', u'11', u'10', u'3', u'7', u'13', u'12', u'14', u'8', u'4', u'15'], u'time': [1403, 2057, 3100, 3869, 4845, 5220, 5627, 6243, 7244, 7854, 9150, 9884, 10748, 11227, 11667, 12293]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17639, 409, 3060]",40.84,,555369,8.0,8.0,mouselab-mdp,,29
"[18257, 26849, 28662]","[u'down', u'down', u'left']",,,"[4, 0, 1]",,,"[u'1', 5, 9, 16]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'6', u'10', u'11', u'7', u'13', u'12', u'9', u'17', u'16', u'8', u'14', u'15'], u'time': [1704, 2310, 2887, 3310, 4505, 5003, 5586, 7203, 7602, 8130, 9033, 9555, 10348, 12180, 12608, 13265]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18257, 338, 1294]",33.84,,612490,9.0,7.0,mouselab-mdp,,29
"[16028, 24647, 27114]","[u'left', u'left', u'down']",,,"[4, 0, 1]",,,"[u'1', 4, 8, 15]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'9', u'17', u'16', u'8', u'14', u'15', u'6', u'10', u'11', u'7', u'13', u'12'], u'time': [1195, 1775, 2516, 3005, 4446, 5005, 5570, 6932, 7346, 8019, 9204, 9644, 10150, 10938, 11344, 12147]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16028, 356, 1937]",39.84,,668619,10.0,0.0,mouselab-mdp,,29
"[21581, 22942, 23868]","[u'up', u'up', u'left']",,,[],,,"[u'1', 3, 7, 12]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'8', u'14', u'15', u'7', u'13', u'12', u'9', u'16', u'17', u'6', u'11', u'10'], u'time': [859, 1893, 2425, 2956, 3628, 4202, 4830, 5736, 6197, 6948, 9272, 9950, 10494, 11343, 12246, 12877]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21581, 843, 418]",36.84,,719895,11.0,12.0,mouselab-mdp,,29
"[15876, 17023, 17952]","[u'left', u'left', u'down']",,,[],,,"[u'1', 4, 8, 15]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'2', u'3', u'4', u'9', u'17', u'16', u'8', u'14', u'15', u'12', u'7', u'13', u'10', u'6', u'11'], u'time': [3065, 3637, 4166, 4685, 6075, 6693, 7341, 8161, 8682, 9194, 10527, 10964, 11437, 12254, 12622, 14364]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15875, 637, 415]",37.84,,767835,12.0,10.0,mouselab-mdp,,29
"[14779, 15894, 16921]","[u'up', u'up', u'right']",,,[],,,"[u'1', 3, 7, 13]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'5', u'2', u'3', u'7', u'6', u'9', u'8', u'12', u'13'], u'time': [1751, 2413, 2950, 3437, 4396, 5077, 6278, 7134, 10514, 11069]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[14779, 597, 509]",38.9,,816191,13.0,15.0,mouselab-mdp,,29
"[19101, 20004, 20799]","[u'right', u'right', u'up']",,,[],,,"[u'1', 2, 6, 10]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'6', u'10', u'11', u'9', u'8', u'7', u'13', u'12', u'16', u'17', u'15', u'14'], u'time': [1500, 2085, 2612, 3036, 3779, 4795, 5587, 6438, 7477, 8085, 8838, 9395, 10485, 11373, 12348, 12957]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[19101, 394, 287]",21.84,,865856,14.0,13.0,mouselab-mdp,,29
"[17681, 18578, 19335]","[u'right', u'right', u'down']",,,[],,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'6', u'10', u'11', u'9', u'16', u'17', u'7', u'13', u'12', u'8', u'14', u'15'], u'time': [1961, 2729, 3267, 3961, 4900, 5770, 6389, 8429, 9093, 9752, 11873, 12475, 13059, 13989, 14602, 16178]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17680, 384, 241]",37.84,,914466,15.0,14.0,mouselab-mdp,,29
"[15786, 16652, 17593]","[u'left', u'left', u'up']",,,[],,,"[u'1', 4, 8, 14]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'9', u'17', u'16', u'8', u'15', u'14', u'10', u'6', u'11', u'7'], u'time': [992, 1487, 2007, 2489, 3808, 4326, 5305, 7121, 7772, 8537, 9791, 10246, 10654, 12329]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15785, 316, 421]",39.86,,962524,16.0,11.0,mouselab-mdp,,29
"[8448, 15054, 16822]","[u'right', u'right', u'up']",,,"[2, -1, -1]",,,"[u'1', 2, 6, 10]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10'], u'time': [6080]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8447, 2978, 770]",5.5,,278839,1.0,0.0,mouselab-mdp,,30
"[16383, 24306, 26506]","[u'left', u'left', u'up']",,,"[1, -1, 2]",,,"[u'1', 4, 8, 14]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13'], u'time': [9556]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16383, 5373, 1209]",5.5,,345789,2.0,8.0,mouselab-mdp,,30
"[10427, 17467, 19001]","[u'up', u'up', u'right']",,,"[4, -1, -1]",,,"[u'1', 3, 7, 13]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13'], u'time': [5668]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10427, 1421, 553]",20.5,,417320,3.0,3.0,mouselab-mdp,,30
"[13779, 19233, 21048]","[u'left', u'left', u'down']",,,"[2, -1, -1]",,,"[u'1', 4, 8, 15]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10'], u'time': [1723]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13779, 1890, 823]",26.5,,472009,4.0,5.0,mouselab-mdp,,30
"[13638, 16479, 18191]","[u'left', u'left', u'up']",,,"[-1, -1, -1]",,,"[u'1', 4, 8, 14]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'17'], u'time': [4467]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13638, 1296, 766]",34.5,,524809,5.0,9.0,mouselab-mdp,,30
"[13453, 33883, 36657]","[u'right', u'right', u'down']",,,"[12, -1, 19]",,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13'], u'time': [9603]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13453, 6855, 1793]",-7.5,,607513,6.0,7.0,mouselab-mdp,,30
"[7160, 21457, 24176]","[u'up', u'up', u'right']",,,"[11, -1, -1]",,,"[u'1', 3, 7, 13]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'14'], u'time': [3888]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7159, 1844, 1667]",15.5,,672720,7.0,2.0,mouselab-mdp,,30
"[3807, 9493, 13169]","[u'down', u'down', u'left']",,,"[3, -1, -1]",,,"[u'1', 5, 9, 16]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3807, 1234, 2703]",24.0,,726421,8.0,4.0,mouselab-mdp,,30
"[10484, 13420, 18658]","[u'right', u'right', u'down']",,,"[-1, -1, -1]",,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'15'], u'time': [5430]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10483, 1421, 4248]",11.5,,795831,9.0,6.0,mouselab-mdp,,30
"[5010, 7974, 11464]","[u'down', u'down', u'right']",,,"[-1, -1, -1]",,,"[u'1', 5, 9, 17]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5010, 1586, 2513]",15.0,,845179,10.0,1.0,mouselab-mdp,,30
"[18417, 22496, 26103]","[u'down', u'down', u'left']",,,[],,,"[u'1', 5, 9, 16]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18417, 3575, 3099]",9.0,,911705,11.0,13.0,mouselab-mdp,,30
"[8076, 9908, 11794]","[u'left', u'left', u'up']",,,[],,,"[u'1', 4, 8, 14]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8076, 1327, 1380]",17.0,,963761,12.0,10.0,mouselab-mdp,,30
"[6531, 8741, 10430]","[u'down', u'down', u'right']",,,[],,,"[u'1', 5, 9, 17]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6531, 1699, 1170]",9.0,,1011998,13.0,12.0,mouselab-mdp,,30
"[1287, 3131, 5345]","[u'up', u'up', u'right']",,,[],,,"[u'1', 3, 7, 13]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1287, 1327, 1708]",10.0,,1060593,14.0,14.0,mouselab-mdp,,30
"[4019, 5971, 16542]","[u'right', u'right', u'up']",,,[],,,"[u'1', 2, 6, 10]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'11'], u'time': [1944, 15756]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4018, 1428, 10066]",11.0,,1112158,15.0,11.0,mouselab-mdp,,30
"[11453, 13335, 14978]","[u'down', u'down', u'right']",,,[],,,"[u'1', 5, 9, 17]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11453, 1363, 1124]",14.0,,1162110,16.0,15.0,mouselab-mdp,,30
"[26460, 28111, 28764]","[u'right', u'right', u'down']",,,"[-1, -1, -1]",,,"[u'1', 2, 6, 11]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'9', u'17', u'16', u'7', u'13', u'12', u'10', u'6', u'11', u'15', u'8', u'14'], u'time': [5367, 7464, 8990, 10412, 12606, 13580, 14952, 17162, 17802, 18913, 19980, 20632, 21574, 23129, 24009, 25039]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[26459, 3, 114]",37.84,,396781,1.0,6.0,mouselab-mdp,,31
"[19782, 21477, 22452]","[u'down', u'down', u'right']",,,"[-1, -1, -1]",,,"[u'1', 5, 9, 17]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'3', u'5', u'15', u'8', u'14', u'16', u'9', u'17', u'11', u'6', u'10', u'13', u'7', u'12'], u'time': [2281, 3153, 3801, 4993, 6079, 6620, 7409, 8662, 9880, 10727, 11993, 12785, 13725, 15193, 15960, 16735]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[19782, 3, 456]",41.84,,446837,2.0,4.0,mouselab-mdp,,31
"[18612, 20291, 21239]","[u'right', u'right', u'up']",,,"[-1, -1, -1]",,,"[u'1', 2, 6, 10]",,,"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'9', u'17', u'16', u'15', u'8', u'14', u'12', u'7', u'13', u'10', u'6', u'11'], u'time': [2398, 3374, 4100, 5040, 5851, 6558, 7429, 8524, 9195, 10053, 10855, 11400, 12204, 13296, 14003, 14814]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18611, 2, 433]",33.84,,500772,3.0,2.0,mouselab-mdp,,31
