action_times,actions,button_pressed,correct,delays,information_used_correctly,key_press,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,,,,,,,,,128005,,,128007,,,instructions,"[{""page_index"":0,""viewing_time"":82248},{""page_index"":1,""viewing_time"":15581},{""page_index"":2,""viewing_time"":17200},{""page_index"":3,""viewing_time"":12976}]",0
,,,,,,,,,,,,,357228,,,357228,,,instructions,"[{""page_index"":0,""viewing_time"":121789},{""page_index"":1,""viewing_time"":57517},{""page_index"":2,""viewing_time"":93579},{""page_index"":3,""viewing_time"":84343}]",1
,,,,,,,,,,,,,150598,,,550255,,,instructions,"[{""page_index"":0,""viewing_time"":51123},{""page_index"":1,""viewing_time"":18938},{""page_index"":2,""viewing_time"":69528},{""page_index"":3,""viewing_time"":11008}]",1
,,,,,,,,,,,,,89615,,,89616,,,instructions,"[{""page_index"":0,""viewing_time"":51551},{""page_index"":1,""viewing_time"":5128},{""page_index"":2,""viewing_time"":32936}]",2
,,,,,,,,,,,,,233642,,,364248,,,instructions,"[{""page_index"":0,""viewing_time"":107346},{""page_index"":1,""viewing_time"":87883},{""page_index"":2,""viewing_time"":38411}]",2
,,,,,,,,,,,,,241004,,,241006,,,instructions,"[{""page_index"":0,""viewing_time"":84605},{""page_index"":1,""viewing_time"":66818},{""page_index"":2,""viewing_time"":54619},{""page_index"":3,""viewing_time"":34960}]",3
,,,,,,,,,,,,,118680,,,409166,,,instructions,"[{""page_index"":0,""viewing_time"":49701},{""page_index"":1,""viewing_time"":19758},{""page_index"":2,""viewing_time"":13818},{""page_index"":3,""viewing_time"":35402}]",3
,,,,,,,,,,,,,123369,,,123370,,,instructions,"[{""page_index"":0,""viewing_time"":46041},{""page_index"":1,""viewing_time"":70529},{""page_index"":2,""viewing_time"":6798}]",4
,,,,,,,,,,,,,106109,,,266224,,,instructions,"[{""page_index"":0,""viewing_time"":35117},{""page_index"":1,""viewing_time"":42560},{""page_index"":2,""viewing_time"":28432}]",4
,,,,,,,,,,,,,46948,,,46951,,,instructions,"[{""page_index"":0,""viewing_time"":21875},{""page_index"":1,""viewing_time"":14150},{""page_index"":2,""viewing_time"":5431},{""page_index"":3,""viewing_time"":5491}]",5
,,,,,,,,,,,,,186759,,,186759,,,instructions,"[{""page_index"":0,""viewing_time"":51405},{""page_index"":1,""viewing_time"":65226},{""page_index"":2,""viewing_time"":49154},{""page_index"":3,""viewing_time"":20973}]",6
,,,,,,,,,,,,,804450,,,804451,,,instructions,"[{""page_index"":0,""viewing_time"":627200},{""page_index"":1,""viewing_time"":172975},{""page_index"":2,""viewing_time"":2859},{""page_index"":3,""viewing_time"":1416}]",7
,,,,,,,,,,,,,247033,,,1075158,,,instructions,"[{""page_index"":0,""viewing_time"":147685},{""page_index"":1,""viewing_time"":37772},{""page_index"":2,""viewing_time"":35134},{""page_index"":3,""viewing_time"":26441}]",7
,,,,,,,,,,,,,149591,,,149592,,,instructions,"[{""page_index"":0,""viewing_time"":53998},{""page_index"":1,""viewing_time"":50360},{""page_index"":2,""viewing_time"":45232}]",8
,,,,,,,,,,,,,256568,,,256584,,,instructions,"[{""page_index"":0,""viewing_time"":121574},{""page_index"":1,""viewing_time"":76796},{""page_index"":2,""viewing_time"":58180}]",9
,,,,,,,,,,,,,145984,,,145985,,,instructions,"[{""page_index"":0,""viewing_time"":57307},{""page_index"":1,""viewing_time"":61323},{""page_index"":2,""viewing_time"":16522},{""page_index"":3,""viewing_time"":10831}]",10
,,,,,,,,,,,,,27303,,,217165,,,instructions,"[{""page_index"":0,""viewing_time"":21281},{""page_index"":1,""viewing_time"":1507},{""page_index"":2,""viewing_time"":1143},{""page_index"":3,""viewing_time"":3371}]",10
,,,,,,,,,,,,,389667,,,389669,,,instructions,"[{""page_index"":0,""viewing_time"":56389},{""page_index"":1,""viewing_time"":12897},{""page_index"":0,""viewing_time"":27716},{""page_index"":1,""viewing_time"":191000},{""page_index"":2,""viewing_time"":65403},{""page_index"":3,""viewing_time"":36261}]",11
,,,,,,,,,,,,,117764,,,117765,,,instructions,"[{""page_index"":0,""viewing_time"":33004},{""page_index"":1,""viewing_time"":36749},{""page_index"":2,""viewing_time"":28482},{""page_index"":3,""viewing_time"":19529}]",12
,,,,,,,,,,,,,25708,,,171273,,,instructions,"[{""page_index"":0,""viewing_time"":15438},{""page_index"":1,""viewing_time"":5224},{""page_index"":2,""viewing_time"":2863},{""page_index"":3,""viewing_time"":2183}]",12
,,,,,,,,,,,,,190594,,,190597,,,instructions,"[{""page_index"":0,""viewing_time"":90056},{""page_index"":1,""viewing_time"":24971},{""page_index"":2,""viewing_time"":43614},{""page_index"":3,""viewing_time"":31948}]",13
,,,,,,,,,,,,,185771,,,185781,,,instructions,"[{""page_index"":0,""viewing_time"":85367},{""page_index"":1,""viewing_time"":48269},{""page_index"":2,""viewing_time"":33578},{""page_index"":1,""viewing_time"":9052},{""page_index"":2,""viewing_time"":9505}]",14
,,,,,,,,,,,,,35847,,,35847,,,instructions,"[{""page_index"":0,""viewing_time"":3911},{""page_index"":1,""viewing_time"":9744},{""page_index"":2,""viewing_time"":9916},{""page_index"":1,""viewing_time"":11571},{""page_index"":2,""viewing_time"":704}]",15
,,,,,,,,,,,,,285608,,,285611,,,instructions,"[{""page_index"":0,""viewing_time"":61574},{""page_index"":1,""viewing_time"":54958},{""page_index"":2,""viewing_time"":130751},{""page_index"":3,""viewing_time"":38323}]",16
,,,,,,,,,,,,,124728,,,124730,,,instructions,"[{""page_index"":0,""viewing_time"":42909},{""page_index"":1,""viewing_time"":39220},{""page_index"":2,""viewing_time"":15204},{""page_index"":3,""viewing_time"":27394}]",17
,,,,,,,,,,,,,98523,,,98527,,,instructions,"[{""page_index"":0,""viewing_time"":43331},{""page_index"":1,""viewing_time"":31230},{""page_index"":2,""viewing_time"":23960}]",18
,,,,,,,,,,,,,195933,,,195936,,,instructions,"[{""page_index"":0,""viewing_time"":18360},{""page_index"":1,""viewing_time"":38080},{""page_index"":2,""viewing_time"":69852},{""page_index"":3,""viewing_time"":69638}]",19
,,,,,,,,,,,,,92046,,,92047,,,instructions,"[{""page_index"":0,""viewing_time"":38611},{""page_index"":1,""viewing_time"":32082},{""page_index"":2,""viewing_time"":21351}]",20
,,,,,,,,,,,,,378412,,,378418,,,instructions,"[{""page_index"":0,""viewing_time"":317623},{""page_index"":1,""viewing_time"":43716},{""page_index"":2,""viewing_time"":17066}]",21
,,,,,,,,,,,,,40299,,,40301,,,instructions,"[{""page_index"":0,""viewing_time"":15322},{""page_index"":1,""viewing_time"":11983},{""page_index"":2,""viewing_time"":12992}]",22
,,,,,,,,,,,,,35741,,,103515,,,instructions,"[{""page_index"":0,""viewing_time"":10628},{""page_index"":1,""viewing_time"":20808},{""page_index"":2,""viewing_time"":4304}]",22
,,,,,,,,,,,,,94450,,,94450,,,instructions,"[{""page_index"":0,""viewing_time"":40619},{""page_index"":1,""viewing_time"":38661},{""page_index"":2,""viewing_time"":15170}]",23
,,,,,,,,,,,,,231885,,,231886,,,instructions,"[{""page_index"":0,""viewing_time"":41356},{""page_index"":1,""viewing_time"":124408},{""page_index"":2,""viewing_time"":39152},{""page_index"":3,""viewing_time"":26968}]",24
,,,,,,,,,,,,,108169,,,108171,,,instructions,"[{""page_index"":0,""viewing_time"":29849},{""page_index"":1,""viewing_time"":26148},{""page_index"":2,""viewing_time"":31125},{""page_index"":3,""viewing_time"":21046}]",25
,,,,,,,,,,,,,675450,,,675451,,,instructions,"[{""page_index"":0,""viewing_time"":154442},{""page_index"":1,""viewing_time"":41600},{""page_index"":2,""viewing_time"":7356},{""page_index"":1,""viewing_time"":17186},{""page_index"":0,""viewing_time"":2886},{""page_index"":1,""viewing_time"":1158},{""page_index"":2,""viewing_time"":11528},{""page_index"":1,""viewing_time"":2005},{""page_index"":0,""viewing_time"":31601},{""page_index"":1,""viewing_time"":403666},{""page_index"":2,""viewing_time"":2020}]",26
,,,,,,,,,,,,,10282,,,769145,,,instructions,"[{""page_index"":0,""viewing_time"":4294},{""page_index"":1,""viewing_time"":3069},{""page_index"":2,""viewing_time"":2918}]",26
,,,,,,,,,,,,,46739,,,826128,,,instructions,"[{""page_index"":0,""viewing_time"":37182},{""page_index"":1,""viewing_time"":3852},{""page_index"":2,""viewing_time"":5704}]",26
,,,,,,,,,,,,,106322,,,959094,,,instructions,"[{""page_index"":0,""viewing_time"":29777},{""page_index"":1,""viewing_time"":72734},{""page_index"":2,""viewing_time"":3810}]",26
,,,,,,,,,,,,,13942,,,989865,,,instructions,"[{""page_index"":0,""viewing_time"":6226},{""page_index"":1,""viewing_time"":6256},{""page_index"":2,""viewing_time"":1460}]",26
,,,,,,,,,,,,,69343,,,69345,,,instructions,"[{""page_index"":0,""viewing_time"":27498},{""page_index"":1,""viewing_time"":24050},{""page_index"":2,""viewing_time"":17794}]",27
,,,,,,,,,,,,,71282,,,71284,,,instructions,"[{""page_index"":0,""viewing_time"":29559},{""page_index"":1,""viewing_time"":22239},{""page_index"":2,""viewing_time"":19482}]",28
,,,,,,,,,,,,,75858,,,75859,,,instructions,"[{""page_index"":0,""viewing_time"":24604},{""page_index"":1,""viewing_time"":37701},{""page_index"":2,""viewing_time"":13552}]",29
,,,,,,,,,,,,,103175,,,103176,,,instructions,"[{""page_index"":0,""viewing_time"":40977},{""page_index"":1,""viewing_time"":20329},{""page_index"":2,""viewing_time"":21783},{""page_index"":3,""viewing_time"":20084}]",30
,,,,,,,,,,,,,50218,,,204859,,,instructions,"[{""page_index"":0,""viewing_time"":7057},{""page_index"":1,""viewing_time"":8272},{""page_index"":2,""viewing_time"":27677},{""page_index"":3,""viewing_time"":7210}]",30
,,,,,,,,,,,,,137406,,,137406,,,instructions,"[{""page_index"":0,""viewing_time"":26594},{""page_index"":1,""viewing_time"":38576},{""page_index"":2,""viewing_time"":42550},{""page_index"":3,""viewing_time"":29685}]",31
,,,,,,,,,,,,,126591,,,308537,,,instructions,"[{""page_index"":0,""viewing_time"":24218},{""page_index"":1,""viewing_time"":43048},{""page_index"":2,""viewing_time"":41869},{""page_index"":3,""viewing_time"":17455}]",31
,,,,,,,,,,,,,219754,,,219755,,,instructions,"[{""page_index"":0,""viewing_time"":58249},{""page_index"":1,""viewing_time"":49189},{""page_index"":2,""viewing_time"":50002},{""page_index"":1,""viewing_time"":2208},{""page_index"":2,""viewing_time"":1696},{""page_index"":3,""viewing_time"":58409}]",32
,,,,,,,,,,,,,180946,,,180947,,,instructions,"[{""page_index"":0,""viewing_time"":53826},{""page_index"":1,""viewing_time"":45903},{""page_index"":2,""viewing_time"":38760},{""page_index"":3,""viewing_time"":42456}]",33
,,,,,,,,,,,,,40392,,,261904,,,instructions,"[{""page_index"":0,""viewing_time"":4319},{""page_index"":1,""viewing_time"":4105},{""page_index"":2,""viewing_time"":30191},{""page_index"":3,""viewing_time"":1776}]",33
,,,,,,,,,,,,,166667,,,166668,,,instructions,"[{""page_index"":0,""viewing_time"":38872},{""page_index"":1,""viewing_time"":39229},{""page_index"":2,""viewing_time"":71330},{""page_index"":3,""viewing_time"":17234}]",34
,,,,,,,,,,,,,155513,,,155515,,,instructions,"[{""page_index"":0,""viewing_time"":58688},{""page_index"":1,""viewing_time"":14816},{""page_index"":2,""viewing_time"":50784},{""page_index"":3,""viewing_time"":31223}]",35
,,,,,,,,,,,,,130241,,,329807,,,instructions,"[{""page_index"":0,""viewing_time"":35745},{""page_index"":1,""viewing_time"":59920},{""page_index"":2,""viewing_time"":27807},{""page_index"":3,""viewing_time"":6768}]",35
,,,,,,,,,,,,,144263,,,144265,,,instructions,"[{""page_index"":0,""viewing_time"":36871},{""page_index"":1,""viewing_time"":86934},{""page_index"":2,""viewing_time"":20457}]",36
,,,,,,,,,,,,,63650,,,63652,,,instructions,"[{""page_index"":0,""viewing_time"":25031},{""page_index"":1,""viewing_time"":23104},{""page_index"":2,""viewing_time"":15512}]",37
,,,,,,,,,,,,,38337,,,127585,,,instructions,"[{""page_index"":0,""viewing_time"":5814},{""page_index"":1,""viewing_time"":16808},{""page_index"":2,""viewing_time"":9345},{""page_index"":1,""viewing_time"":5850},{""page_index"":2,""viewing_time"":518}]",37
,,,,,,,,,,,,,184142,,,184143,,,instructions,"[{""page_index"":0,""viewing_time"":63516},{""page_index"":1,""viewing_time"":39172},{""page_index"":2,""viewing_time"":55607},{""page_index"":3,""viewing_time"":25846}]",38
,,,,,,,,,,,,,133911,,,133912,,,instructions,"[{""page_index"":0,""viewing_time"":24344},{""page_index"":1,""viewing_time"":68212},{""page_index"":2,""viewing_time"":28342},{""page_index"":3,""viewing_time"":13011}]",39
,,,,,,,,,,,,,132349,,,132351,,,instructions,"[{""page_index"":0,""viewing_time"":36782},{""page_index"":1,""viewing_time"":47684},{""page_index"":2,""viewing_time"":19487},{""page_index"":1,""viewing_time"":221},{""page_index"":0,""viewing_time"":25850},{""page_index"":1,""viewing_time"":1081},{""page_index"":2,""viewing_time"":1242}]",40
,,,,,,,,,,,,,183827,,,183829,,,instructions,"[{""page_index"":0,""viewing_time"":37655},{""page_index"":1,""viewing_time"":30878},{""page_index"":2,""viewing_time"":55993},{""page_index"":3,""viewing_time"":32098},{""page_index"":2,""viewing_time"":5554},{""page_index"":3,""viewing_time"":8382},{""page_index"":2,""viewing_time"":939},{""page_index"":1,""viewing_time"":10949},{""page_index"":2,""viewing_time"":729},{""page_index"":3,""viewing_time"":650}]",41
,,,,,,,,,,,,,135934,,,359499,,,instructions,"[{""page_index"":0,""viewing_time"":27723},{""page_index"":1,""viewing_time"":21948},{""page_index"":2,""viewing_time"":73995},{""page_index"":3,""viewing_time"":12267}]",41
,,,,,,,,,,,,,135128,,,135131,,,instructions,"[{""page_index"":0,""viewing_time"":48069},{""page_index"":1,""viewing_time"":39479},{""page_index"":2,""viewing_time"":24280},{""page_index"":3,""viewing_time"":23296}]",42
,,,,,,,,,,,,,47015,,,47017,,,instructions,"[{""page_index"":0,""viewing_time"":14021},{""page_index"":1,""viewing_time"":5543},{""page_index"":2,""viewing_time"":14672},{""page_index"":3,""viewing_time"":12775}]",43
,,,,,,,,,,,,,150352,,,150352,,,instructions,"[{""page_index"":0,""viewing_time"":46753},{""page_index"":1,""viewing_time"":31861},{""page_index"":0,""viewing_time"":9098},{""page_index"":1,""viewing_time"":830},{""page_index"":2,""viewing_time"":37992},{""page_index"":3,""viewing_time"":23818}]",44
,,,,,,,,,,,,,1881527,,,1881529,,,instructions,"[{""page_index"":0,""viewing_time"":1709157},{""page_index"":1,""viewing_time"":54897},{""page_index"":2,""viewing_time"":75006},{""page_index"":3,""viewing_time"":42466}]",45
,,,,,,,,,,,,,96908,,,96909,,,instructions,"[{""page_index"":0,""viewing_time"":75456},{""page_index"":1,""viewing_time"":8724},{""page_index"":2,""viewing_time"":12727}]",46
,,,,,,,,,,,,,35532,,,429980,,,instructions,"[{""page_index"":0,""viewing_time"":4812},{""page_index"":1,""viewing_time"":9922},{""page_index"":2,""viewing_time"":16443},{""page_index"":1,""viewing_time"":3697},{""page_index"":2,""viewing_time"":657}]",46
,,,,,,,,,,,,,55849,,,503666,,,instructions,"[{""page_index"":0,""viewing_time"":26849},{""page_index"":1,""viewing_time"":1864},{""page_index"":2,""viewing_time"":27134}]",46
,,,,,,,,,,,,,93776,,,612699,,,instructions,"[{""page_index"":0,""viewing_time"":31479},{""page_index"":1,""viewing_time"":37869},{""page_index"":2,""viewing_time"":24426}]",46
,,,,,,,,,,,,,9979,,,641313,,,instructions,"[{""page_index"":0,""viewing_time"":8815},{""page_index"":1,""viewing_time"":1016},{""page_index"":2,""viewing_time"":148}]",46
,,,,,,,,,,,,,3513,,,666777,,,instructions,"[{""page_index"":0,""viewing_time"":1483},{""page_index"":1,""viewing_time"":768},{""page_index"":2,""viewing_time"":1262}]",46
,,,,,,,,,,,,,246060,,,246062,,,instructions,"[{""page_index"":0,""viewing_time"":45075},{""page_index"":1,""viewing_time"":60780},{""page_index"":2,""viewing_time"":65738},{""page_index"":3,""viewing_time"":74465}]",47
,,,,,,,,,,,,,71207,,,71208,,,instructions,"[{""page_index"":0,""viewing_time"":4061},{""page_index"":1,""viewing_time"":56894},{""page_index"":2,""viewing_time"":10251}]",48
,,,,,,,,,,,,,212993,,,212996,,,instructions,"[{""page_index"":0,""viewing_time"":74584},{""page_index"":1,""viewing_time"":70831},{""page_index"":2,""viewing_time"":35680},{""page_index"":3,""viewing_time"":31896}]",49
,,,,,,,,,,,,,127490,,,127491,,,instructions,"[{""page_index"":0,""viewing_time"":70001},{""page_index"":1,""viewing_time"":40523},{""page_index"":2,""viewing_time"":16966}]",50
,,,,,,,,,,,,,25976,,,25976,,,instructions,"[{""page_index"":0,""viewing_time"":4527},{""page_index"":1,""viewing_time"":2736},{""page_index"":2,""viewing_time"":15839},{""page_index"":3,""viewing_time"":2873}]",51
,,,,,,,,,,,,,160180,,,271908,,,instructions,"[{""page_index"":0,""viewing_time"":20374},{""page_index"":1,""viewing_time"":27354},{""page_index"":2,""viewing_time"":84022},{""page_index"":3,""viewing_time"":28430}]",51
,,,,,,,,,,,,,26656,,,26656,,,instructions,"[{""page_index"":0,""viewing_time"":5919},{""page_index"":1,""viewing_time"":13592},{""page_index"":2,""viewing_time"":7144}]",52
,,,,,,,,,,,,,41280,,,85569,,,instructions,"[{""page_index"":0,""viewing_time"":19152},{""page_index"":1,""viewing_time"":14136},{""page_index"":2,""viewing_time"":7991}]",52
,,,,,,,,,,,,,94134,,,94135,,,instructions,"[{""page_index"":0,""viewing_time"":41443},{""page_index"":1,""viewing_time"":30723},{""page_index"":2,""viewing_time"":21967}]",53
,,,,,,,,,,,,,109034,,,109036,,,instructions,"[{""page_index"":0,""viewing_time"":35674},{""page_index"":1,""viewing_time"":27200},{""page_index"":2,""viewing_time"":29360},{""page_index"":3,""viewing_time"":16799}]",54
,,,,,,,,,,,,,117624,,,117625,,,instructions,"[{""page_index"":0,""viewing_time"":67070},{""page_index"":1,""viewing_time"":17310},{""page_index"":2,""viewing_time"":14911},{""page_index"":3,""viewing_time"":18332}]",55
,,,,,,,,,,,,,76157,,,233271,,,instructions,"[{""page_index"":0,""viewing_time"":8095},{""page_index"":1,""viewing_time"":48306},{""page_index"":2,""viewing_time"":7507},{""page_index"":3,""viewing_time"":12248}]",55
