action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_id,trial_type,pid
"[3925, 11904, 13147]","[u'up', u'up', u'right']",train_basic,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 8, 8]","[3920, 7463, 736]",-8.0,"[None, None, None]",,20163,0.0,93266.0,mouselab-mdp,0
"[5108, 5971, 7127]","[u'left', u'left', u'down']",train_basic,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 40, -8]","[5105, 343, 652]",40.0,"[None, None, None]",,30325,1.0,8276.0,mouselab-mdp,0
"[5757, 6532, 7297]","[u'right', u'right', u'down']",train_basic,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 8, 40]","[5752, 269, 269]",24.0,"[None, None, None]",,40579,2.0,15650.0,mouselab-mdp,0
"[1513, 2208, 2950]","[u'down', u'down', u'left']",train_basic,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 40]","[1510, 196, 238]",40.0,"[None, None, None]",,46453,3.0,11610.0,mouselab-mdp,0
"[1730, 2440, 3187]","[u'down', u'down', u'left']",train_basic,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 40]","[1727, 206, 253]",56.0,"[None, None, None]",,52396,4.0,99349.0,mouselab-mdp,0
"[1711, 3160, 4016]","[u'down', u'down', u'left']",train_basic,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[1709, 947, 355]",40.0,"[None, None, None]",,58697,5.0,15786.0,mouselab-mdp,0
"[2266, 3027, 3851]","[u'right', u'right', u'up']",train_basic,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[2263, 271, 324]",56.0,"[None, None, None]",,65596,6.0,78809.0,mouselab-mdp,0
"[2753, 3648, 4473]","[u'left', u'left', u'up']",train_basic,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 40, 40]","[2750, 395, 323]",120.0,"[None, None, None]",,72334,7.0,21534.0,mouselab-mdp,0
"[4822, 5654, 6264]","[u'up', u'up', u'left']",train_basic,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -8, 24]","[4818, 339, 115]",56.0,"[None, None, None]",,81234,8.0,14652.0,mouselab-mdp,0
"[6705, 7419, 8180]","[u'down', u'down', u'left']",train_basic,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 8]","[6703, 217, 261]",8.0,"[None, None, None]",,92310,9.0,93255.0,mouselab-mdp,0
"[6410, 7492, 8346]","[u'up', u'up', u'right']",train_hidden,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, -8]","[6407, 565, 351]",8.0,"[None, None, None]",,105846,10.0,71953.0,mouselab-mdp,0
"[796, 2075, 2936]","[u'right', u'right', u'up']",train_hidden,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -40, -24]","[793, 772, 353]",-72.0,"[None, None, None]",,111649,11.0,67888.0,mouselab-mdp,0
"[561, 4073, 4697]","[u'down', u'down', u'right']",train_hidden,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -24, -40]","[558, 3007, 115]",-72.0,"[None, None, None]",,118931,12.0,94978.0,mouselab-mdp,0
"[580, 1459, 2378]","[u'left', u'left', u'down']",train_hidden,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, -40, 8]","[577, 373, 424]",-56.0,"[None, None, None]",,124183,13.0,70142.0,mouselab-mdp,0
"[623, 1496, 2282]","[u'left', u'left', u'up']",train_hidden,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-40, 8, 8]","[620, 365, 287]",-24.0,"[None, None, None]",,129018,14.0,10251.0,mouselab-mdp,0
"[16568, 17340, 18334]","[u'down', u'down', u'right']",train_inspector,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1', u'4'], u'time': [12452, 13571, 15246]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -24, 8]","[16565, 278, 485]",8.0,"[None, None, None]",,152526,15.0,55918.0,mouselab-mdp,0
"[7705, 8418, 9451]","[u'down', u'down', u'left']",train_inspector,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'1'], u'time': [1846, 2849, 6666]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, -8]","[7702, 216, 533]",24.0,"[None, None, None]",,165165,16.0,22345.0,mouselab-mdp,0
"[4406, 5250, 6132]","[u'up', u'up', u'left']",train_inspector,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'1'], u'time': [961, 1880, 3034]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[4403, 330, 383]",40.0,"[None, None, None]",,175566,17.0,88394.0,mouselab-mdp,0
"[4569, 5222, 6156]","[u'down', u'down', u'right']",train_inspector,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'3', u'4'], u'time': [1436, 2668, 3503]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[4566, 139, 406]",40.0,"[None, None, None]",,185320,18.0,3614.0,mouselab-mdp,0
"[8643, 9370, 10306]","[u'right', u'right', u'down']",train_inspector,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'1'], u'time': [3512, 6136, 7532]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -24, -40]","[8640, 209, 427]",-24.0,"[None, None, None]",,199513,19.0,51696.0,mouselab-mdp,0
"[17662, 18410, 19309]","[u'right', u'right', u'up']",train_inspect_cost,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'1', u'3', u'5'], u'time': [6093, 9930, 11812, 14660, 16287]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[17659, 232, 397]",35.0,"[None, None, None]",,224400,20.0,50394.0,mouselab-mdp,0
"[11806, 12413, 13123]","[u'left', u'left', u'up']",train_inspect_cost,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'4', u'3', u'8', u'2', u'6', u'7'], u'time': [1163, 3589, 4955, 6049, 6932, 9010, 9798, 10631]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, -24]","[11803, 94, 207]",-32.0,"[None, None, None]",,240661,21.0,50069.0,mouselab-mdp,0
"[6552, 7289, 7992]","[u'down', u'down', u'right']",train_inspect_cost,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'8'], u'time': [1159, 2079, 2953, 5381]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, -8]","[6548, 217, 187]",20.0,"[None, None, None]",,252002,22.0,91720.0,mouselab-mdp,0
"[11580, 12221, 13082]","[u'up', u'up', u'right']",train_inspect_cost,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'1', u'3', u'8', u'7', u'5', u'6'], u'time': [1200, 2452, 3340, 4240, 5872, 6949, 8026, 10533]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 40, -8]","[11578, 96, 362]",0.0,"[None, None, None]",,268687,23.0,67510.0,mouselab-mdp,0
"[8856, 9464, 10075]","[u'up', u'up', u'right']",train_inspect_cost,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'1', u'5', u'6', u'3', u'12'], u'time': [1323, 2422, 4029, 4741, 5647, 6473, 7519]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[8853, 97, 108]",17.0,"[None, None, None]",,281321,24.0,58632.0,mouselab-mdp,0
"[17895, 18574, 19306]","[u'down', u'down', u'right']",train_final,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1', u'4', u'8', u'16'], u'time': [11985, 14206, 15141, 15965, 16814]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -24, 24]","[17892, 172, 232]",35.0,"[None, None, None]",,306155,25.0,13923.0,mouselab-mdp,0
"[11855, 12553, 17433]","[u'down', u'down', u'left']",train_final,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'3', u'5', u'8'], u'time': [4313, 6308, 7176, 9276, 10828]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 24]","[11853, 184, 4358]",35.0,"[None, None, None]",,327134,26.0,72270.0,mouselab-mdp,0
"[6315, 7096, 7869]","[u'down', u'down', u'right']",train_final,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8'], u'time': [1666, 4979]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 40]","[6313, 269, 259]",86.0,"[None, None, None]",,340993,27.0,10226.0,mouselab-mdp,0
"[12052, 12850, 13537]","[u'up', u'up', u'right']",train_final,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'1', u'6'], u'time': [2300, 3648, 4908, 9010, 10977]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 8]","[12049, 285, 163]",19.0,"[None, None, None]",,357676,28.0,73552.0,mouselab-mdp,0
"[7067, 7704, 8546]","[u'up', u'up', u'right']",train_final,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3', u'1', u'6'], u'time': [1515, 2966, 4097, 5215, 6049]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, -40]","[7066, 111, 336]",19.0,"[None, None, None]",,369230,29.0,48182.0,mouselab-mdp,0
"[20276, 21075, 21822]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3', u'1', u'8', u'16', u'5', u'9', u'10'], u'time': [3373, 7144, 8798, 10415, 12410, 14576, 15731, 17833, 19080]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 8]","[20274, 268, 232]",47.0,"[None, None, None]",,398636,30.0,78048.0,mouselab-mdp,0
"[6646, 7249, 7902]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'11'], u'time': [1113, 2720, 4037, 5513]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 8]","[6644, 89, 142]",52.0,"[None, None, None]",,409137,31.0,40650.0,mouselab-mdp,0
"[6369, 7037, 7785]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'8', u'16'], u'time': [1085, 2025, 3589, 5315]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 8]","[6366, 149, 227]",52.0,"[None, None, None]",,424509,32.0,59851.0,mouselab-mdp,0
"[4729, 5382, 6077]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'6', u'12'], u'time': [1109, 2064, 3102, 3821]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, 24]","[4725, 135, 201]",84.0,"[None, None, None]",,433598,33.0,95300.0,mouselab-mdp,0
"[15846, 16662, 17433]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'4', u'1', u'3', u'7', u'13'], u'time': [1064, 2850, 5894, 7612, 9356, 12226, 14553]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 40]","[15843, 305, 273]",81.0,"[None, None, None]",,453863,34.0,87720.0,mouselab-mdp,0
"[11013, 11616, 12293]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'1', u'7', u'14', u'13'], u'time': [2921, 4908, 6465, 8199, 10009]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[11012, 91, 167]",35.0,"[None, None, None]",,469103,35.0,75860.0,mouselab-mdp,0
"[14038, 14619, 15471]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'4', u'8', u'1', u'3', u'7', u'14', u'13'], u'time': [2815, 4008, 5188, 6014, 7888, 9074, 9872, 11136, 12142]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, -8]","[14035, 65, 349]",31.0,"[None, None, None]",,487383,36.0,77021.0,mouselab-mdp,0
"[6738, 7280, 7885]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12'], u'time': [3133, 4097, 5431]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[6735, 32, 84]",37.0,"[None, None, None]",,497482,37.0,68187.0,mouselab-mdp,0
"[11013, 11584, 12215]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'3', u'4', u'2', u'7', u'8', u'6', u'14'], u'time': [1019, 2040, 2937, 5029, 5939, 7043, 8105, 9815]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[11009, 55, 124]",48.0,"[None, None, None]",,512917,38.0,23611.0,mouselab-mdp,0
"[16499, 17184, 17803]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'8', u'6', u'1', u'3', u'7', u'5', u'16'], u'time': [884, 4049, 5563, 7296, 8943, 10578, 11481, 13191, 15009]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 24]","[16496, 161, 96]",-1.0,"[None, None, None]",,532838,39.0,47043.0,mouselab-mdp,0
"[9000, 9527, 10082]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'8', u'6', u'12'], u'time': [1453, 3460, 5122, 6910, 8012]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[8997, 4, 25]",35.0,"[None, None, None]",,545404,40.0,40776.0,mouselab-mdp,0
"[12788, 13433, 14182]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'1', u'3', u'5', u'10', u'9'], u'time': [1535, 2824, 4056, 5073, 6492, 9154, 10840]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 8]","[12785, 122, 237]",1.0,"[None, None, None]",,561930,41.0,33716.0,mouselab-mdp,0
"[17450, 18099, 18782]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'3', u'2', u'7', u'13', u'14', u'8', u'15'], u'time': [1954, 3702, 4794, 5982, 7128, 9535, 10688, 11884, 13882]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 8]","[17447, 125, 159]",-1.0,"[None, None, None]",,583143,42.0,29185.0,mouselab-mdp,0
"[8681, 9285, 9981]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3', u'1', u'7', u'14'], u'time': [1362, 2413, 3943, 5403, 6418, 7589]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 40]","[8678, 92, 200]",82.0,"[None, None, None]",,595544,43.0,52018.0,mouselab-mdp,0
"[6959, 7621, 8324]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'1', u'5', u'9'], u'time': [1613, 2634, 3480, 5852]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[6956, 144, 183]",36.0,"[None, None, None]",,605978,44.0,91473.0,mouselab-mdp,0
"[24822, 25446, 26160]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'2', u'3', u'6', u'8', u'16', u'5', u'7', u'13', u'14', u'12', u'11', u'10', u'9'], u'time': [1387, 2300, 3468, 4304, 6418, 8853, 9775, 11289, 12430, 14075, 15489, 16667, 17675, 21951, 22953]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, 8]","[24819, 105, 188]",-7.0,"[None, None, None]",,635132,45.0,47814.0,mouselab-mdp,0
"[24564, 25134, 25651]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'11', u'4', u'1'], u'time': [16539, 18167, 18948, 19829, 21117, 23113]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, -8]","[24562, 51, 3]",34.0,"[None, None, None]",,662835,46.0,80850.0,mouselab-mdp,0
"[6407, 6970, 7578]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'4', u'1', u'5', u'10'], u'time': [1092, 1902, 2980, 3839, 4604, 5400]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[6404, 40, 98]",50.0,"[None, None, None]",,673501,47.0,79718.0,mouselab-mdp,0
"[28484, 29159, 29830]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'2', u'3', u'6', u'12', u'11', u'8', u'15', u'16', u'5', u'9', u'10', u'13', u'7', u'14'], u'time': [1156, 4612, 6174, 7032, 8210, 9662, 11012, 12278, 13964, 15822, 17078, 18009, 19139, 20755, 22200, 23666]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-40, 8, 8]","[28481, 167, 152]",-40.0,"[None, None, None]",,705470,48.0,44058.0,mouselab-mdp,0
"[5904, 6544, 7126]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'6', u'12'], u'time': [1189, 2038, 3981, 4817]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 40, 24]","[5900, 117, 65]",100.0,"[None, None, None]",,714991,49.0,38598.0,mouselab-mdp,0
