PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,test_idx,time_limit,version
demonstration,2.36,0.01,True,2,24,4,False,after_each_move,1.25,full,50,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",236.0,"[10, 12, 4, 3, 1, 2]",True,1C.1
none,0.0,0.01,True,0,24,4,False,after_each_move,1.25,none,51,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-200.0,"[10, 9, 13, 14, 7, 0]",True,1C.1
featureBased,1.88,0.01,True,1,24,4,True,after_each_move,1.25,full,52,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",187.5,"[14, 13, 12, 3, 0, 8]",True,1C.1
none,1.25,0.01,True,0,24,4,False,after_each_move,1.25,none,53,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",124.5,"[4, 15, 7, 2, 8, 13]",True,1C.1
demonstration,2.02,0.01,True,2,24,4,False,after_each_move,1.25,full,54,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",201.5,"[2, 6, 4, 9, 3, 1]",True,1C.1
none,2.14,0.01,True,0,24,4,False,after_each_move,1.25,none,55,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",213.75,"[9, 1, 14, 7, 2, 11]",True,1C.1
featureBased,2.03,0.01,True,1,24,4,True,after_each_move,1.25,full,56,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",202.75,"[9, 11, 1, 8, 7, 10]",True,1C.1
none,1.12,0.01,True,0,24,4,False,after_each_move,1.25,none,57,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",112.0,"[9, 3, 2, 12, 10, 4]",True,1C.1
featureBased,1.65,0.01,True,1,24,4,True,after_each_move,1.25,full,58,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",164.5,"[11, 5, 14, 8, 10, 2]",True,1C.1
featureBased,1.57,0.01,True,1,24,4,True,after_each_move,1.25,full,59,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",156.5,"[1, 11, 13, 7, 12, 5]",True,1C.1
none,0.0,0.01,True,0,24,4,False,after_each_move,1.25,none,60,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-8.0,"[3, 5, 8, 14, 13, 7]",True,1C.1
featureBased,2.01,0.01,True,1,24,4,True,after_each_move,1.25,full,61,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",201.25,"[2, 12, 13, 0, 8, 7]",True,1C.1
featureBased,1.92,0.01,True,1,24,4,True,after_each_move,1.25,full,62,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",192.25,"[10, 13, 14, 9, 11, 12]",True,1C.1
demonstration,2.12,0.01,True,2,24,4,False,after_each_move,1.25,full,63,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",211.5,"[15, 5, 2, 1, 12, 0]",True,1C.1
demonstration,1.65,0.01,True,2,24,4,False,after_each_move,1.25,full,64,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",165.25,"[3, 2, 7, 8, 12, 10]",True,1C.1
demonstration,2.07,0.01,True,2,24,4,False,after_each_move,1.25,full,65,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",206.5,"[10, 6, 13, 1, 3, 2]",True,1C.1
demonstration,2.27,0.01,True,2,24,4,False,after_each_move,1.25,full,66,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",227.25,"[1, 10, 6, 12, 9, 14]",True,1C.1
featureBased,1.94,0.01,True,1,24,4,True,after_each_move,1.25,full,67,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",194.0,"[15, 6, 9, 5, 3, 7]",True,1C.1
featureBased,1.96,0.01,True,1,24,4,True,after_each_move,1.25,full,68,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",196.0,"[9, 3, 6, 2, 1, 7]",True,1C.1
demonstration,1.43,0.01,True,2,24,4,False,after_each_move,1.25,full,69,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",142.75,"[6, 8, 3, 0, 5, 13]",True,1C.1
demonstration,2.21,0.01,True,2,24,4,False,after_each_move,1.25,full,70,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",221.25,"[0, 11, 14, 4, 6, 8]",True,1C.1
demonstration,1.93,0.01,True,2,24,4,False,after_each_move,1.25,full,71,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",193.25,"[7, 1, 10, 0, 9, 6]",True,1C.1
none,1.68,0.01,True,0,24,4,False,after_each_move,1.25,none,72,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",167.75,"[7, 10, 9, 12, 6, 11]",True,1C.1
demonstration,2.13,0.01,True,2,24,4,False,after_each_move,1.25,full,73,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",212.5,"[7, 4, 9, 0, 3, 15]",True,1C.1
featureBased,0.64,0.01,True,1,24,4,True,after_each_move,1.25,full,74,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",64.0,"[11, 14, 1, 4, 10, 15]",True,1C.1
featureBased,1.76,0.01,True,1,24,4,True,after_each_move,1.25,full,75,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",175.75,"[5, 15, 10, 2, 12, 11]",True,1C.1
none,1.95,0.01,True,0,24,4,False,after_each_move,1.25,none,76,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",194.5,"[8, 1, 11, 12, 0, 13]",True,1C.1
none,2.62,0.01,True,0,24,4,False,after_each_move,1.25,none,77,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",262.25,"[4, 8, 1, 14, 15, 5]",True,1C.1
none,0.2,0.01,True,0,24,4,False,after_each_move,1.25,none,78,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",20.0,"[14, 3, 4, 2, 5, 10]",True,1C.1
demonstration,1.8,0.01,True,2,24,4,False,after_each_move,1.25,full,79,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",180.0,"[10, 14, 5, 7, 8, 11]",True,1C.1
featureBased,1.27,0.01,True,1,24,4,True,after_each_move,1.25,full,80,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",127.25,"[6, 15, 8, 9, 0, 13]",True,1C.1
featureBased,0.0,0.01,False,1,24,4,True,after_each_move,1.25,full,81,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1C.1
demonstration,2.18,0.01,True,2,24,4,False,after_each_move,1.25,full,82,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",217.5,"[7, 11, 14, 2, 1, 10]",True,1C.1
none,1.3,0.01,True,0,24,4,False,after_each_move,1.25,none,83,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",129.75,"[12, 6, 7, 13, 3, 0]",True,1C.1
featureBased,2.25,0.01,True,1,24,4,True,after_each_move,1.25,full,84,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",225.25,"[11, 12, 9, 0, 6, 5]",True,1C.1
none,2.15,0.01,True,0,24,4,False,after_each_move,1.25,none,85,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",214.5,"[13, 5, 8, 11, 10, 0]",True,1C.1
demonstration,2.35,0.01,True,2,24,4,False,after_each_move,1.25,full,86,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",235.0,"[3, 14, 15, 7, 10, 4]",True,1C.1
featureBased,1.87,0.01,True,1,24,4,True,after_each_move,1.25,full,87,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",187.0,"[1, 7, 2, 9, 8, 3]",True,1C.1
featureBased,1.86,0.01,True,1,24,4,True,after_each_move,1.25,full,88,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",185.5,"[13, 7, 6, 2, 9, 12]",True,1C.1
featureBased,2.43,0.01,True,1,24,4,True,after_each_move,1.25,full,89,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",242.5,"[10, 14, 4, 3, 2, 13]",True,1C.1
featureBased,1.58,0.01,True,1,24,4,True,after_each_move,1.25,full,90,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",158.0,"[2, 0, 1, 6, 13, 3]",True,1C.1
none,0.36,0.01,True,0,24,4,False,after_each_move,1.25,none,91,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",36.0,"[10, 11, 2, 3, 4, 14]",True,1C.1
none,1.79,0.01,True,0,24,4,False,after_each_move,1.25,none,92,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",178.75,"[13, 10, 2, 12, 9, 1]",True,1C.1
none,1.79,0.01,True,0,24,4,False,after_each_move,1.25,none,93,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",179.25,"[4, 3, 8, 7, 5, 6]",True,1C.1
none,0.67,0.01,True,0,24,4,False,after_each_move,1.25,none,94,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",66.75,"[14, 9, 2, 11, 0, 1]",True,1C.1
featureBased,2.37,0.01,True,1,24,4,True,after_each_move,1.25,full,95,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",236.75,"[11, 4, 1, 15, 12, 7]",True,1C.1
demonstration,1.93,0.01,True,2,24,4,False,after_each_move,1.25,full,96,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",192.75,"[3, 8, 4, 11, 15, 7]",True,1C.1
