action_times,actions,button_pressed,correct,delays,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,,,,,68176,,,68178,,,instructions,"[{""page_index"":0,""viewing_time"":16916},{""page_index"":1,""viewing_time"":14127},{""page_index"":2,""viewing_time"":23953},{""page_index"":3,""viewing_time"":13180}]",0
,,,,,,,,,115183,,,115183,,,instructions,"[{""page_index"":0,""viewing_time"":62102},{""page_index"":1,""viewing_time"":36713},{""page_index"":2,""viewing_time"":16367}]",1
,,,,,,,,,151135,,,151136,,,instructions,"[{""page_index"":0,""viewing_time"":54844},{""page_index"":1,""viewing_time"":58110},{""page_index"":2,""viewing_time"":38179}]",2
,,,,,,,,,140103,,,335771,,,instructions,"[{""page_index"":0,""viewing_time"":54360},{""page_index"":1,""viewing_time"":62560},{""page_index"":2,""viewing_time"":23182}]",2
,,,,,,,,,19960,,,392443,,,instructions,"[{""page_index"":0,""viewing_time"":17842},{""page_index"":1,""viewing_time"":1287},{""page_index"":2,""viewing_time"":830}]",2
,,,,,,,,,19003,,,433716,,,instructions,"[{""page_index"":0,""viewing_time"":4939},{""page_index"":1,""viewing_time"":1162},{""page_index"":2,""viewing_time"":12901}]",2
,,,,,,,,,135799,,,135799,,,instructions,"[{""page_index"":0,""viewing_time"":63182},{""page_index"":1,""viewing_time"":13544},{""page_index"":2,""viewing_time"":24504},{""page_index"":3,""viewing_time"":34568}]",3
,,,,,,,,,112128,,,295479,,,instructions,"[{""page_index"":0,""viewing_time"":8127},{""page_index"":1,""viewing_time"":7089},{""page_index"":2,""viewing_time"":29855},{""page_index"":3,""viewing_time"":7657},{""page_index"":2,""viewing_time"":2528},{""page_index"":1,""viewing_time"":2736},{""page_index"":0,""viewing_time"":17224},{""page_index"":1,""viewing_time"":9256},{""page_index"":2,""viewing_time"":15464},{""page_index"":3,""viewing_time"":12192}]",3
,,,,,,,,,37341,,,363006,,,instructions,"[{""page_index"":0,""viewing_time"":24117},{""page_index"":1,""viewing_time"":9136},{""page_index"":2,""viewing_time"":2552},{""page_index"":3,""viewing_time"":1536}]",3
,,,,,,,,,150955,,,150955,,,instructions,"[{""page_index"":0,""viewing_time"":61395},{""page_index"":1,""viewing_time"":48769},{""page_index"":2,""viewing_time"":40790}]",4
,,,,,,,,,329803,,,329803,,,instructions,"[{""page_index"":0,""viewing_time"":239615},{""page_index"":1,""viewing_time"":54797},{""page_index"":2,""viewing_time"":35390}]",5
,,,,,,,,,119860,,,119861,,,instructions,"[{""page_index"":0,""viewing_time"":24707},{""page_index"":1,""viewing_time"":55134},{""page_index"":2,""viewing_time"":26308},{""page_index"":3,""viewing_time"":13711}]",6
,,,,,,,,,23337,,,23341,,,instructions,"[{""page_index"":0,""viewing_time"":10761},{""page_index"":1,""viewing_time"":11731},{""page_index"":2,""viewing_time"":845}]",7
,,,,,,,,,6591,,,45537,,,instructions,"[{""page_index"":0,""viewing_time"":1357},{""page_index"":1,""viewing_time"":688},{""page_index"":2,""viewing_time"":4546}]",7
,,,,,,,,,75126,,,75127,,,instructions,"[{""page_index"":0,""viewing_time"":25497},{""page_index"":1,""viewing_time"":27678},{""page_index"":2,""viewing_time"":12448},{""page_index"":3,""viewing_time"":9503}]",8
,,,,,,,,,166527,,,166529,,,instructions,"[{""page_index"":0,""viewing_time"":66015},{""page_index"":1,""viewing_time"":54158},{""page_index"":2,""viewing_time"":46353}]",9
,,,,,,,,,61075,,,272713,,,instructions,"[{""page_index"":0,""viewing_time"":4632},{""page_index"":1,""viewing_time"":47065},{""page_index"":2,""viewing_time"":9377}]",9
,,,,,,,,,82429,,,380540,,,instructions,"[{""page_index"":0,""viewing_time"":23941},{""page_index"":1,""viewing_time"":41674},{""page_index"":2,""viewing_time"":16814}]",9
,,,,,,,,,102162,,,102162,,,instructions,"[{""page_index"":0,""viewing_time"":14985},{""page_index"":1,""viewing_time"":9468},{""page_index"":2,""viewing_time"":18971},{""page_index"":1,""viewing_time"":885},{""page_index"":0,""viewing_time"":18188},{""page_index"":1,""viewing_time"":23731},{""page_index"":2,""viewing_time"":15933}]",10
,,,,,,,,,204143,,,204145,,,instructions,"[{""page_index"":0,""viewing_time"":59895},{""page_index"":1,""viewing_time"":60704},{""page_index"":2,""viewing_time"":20871},{""page_index"":1,""viewing_time"":1285},{""page_index"":0,""viewing_time"":37108},{""page_index"":1,""viewing_time"":13471},{""page_index"":2,""viewing_time"":10808}]",11
,,,,,,,,,185364,,,185368,,,instructions,"[{""page_index"":0,""viewing_time"":45885},{""page_index"":1,""viewing_time"":58408},{""page_index"":2,""viewing_time"":60476},{""page_index"":3,""viewing_time"":20589}]",12
,,,,,,,,,53662,,,53665,,,instructions,"[{""page_index"":0,""viewing_time"":31206},{""page_index"":1,""viewing_time"":5614},{""page_index"":2,""viewing_time"":9856},{""page_index"":3,""viewing_time"":6984}]",13
,,,,,,,,,28620,,,116887,,,instructions,"[{""page_index"":0,""viewing_time"":11043},{""page_index"":1,""viewing_time"":8344},{""page_index"":2,""viewing_time"":4928},{""page_index"":3,""viewing_time"":4304}]",13
,,,,,,,,,28125,,,28129,,,instructions,"[{""page_index"":0,""viewing_time"":17020},{""page_index"":1,""viewing_time"":8579},{""page_index"":2,""viewing_time"":2523}]",14
,,,,,,,,,44115,,,91177,,,instructions,"[{""page_index"":0,""viewing_time"":21704},{""page_index"":1,""viewing_time"":9242},{""page_index"":2,""viewing_time"":13168}]",14
,,,,,,,,,171922,,,171922,,,instructions,"[{""page_index"":0,""viewing_time"":47868},{""page_index"":1,""viewing_time"":56699},{""page_index"":2,""viewing_time"":42243},{""page_index"":3,""viewing_time"":25110}]",15
,,,,,,,,,67024,,,283320,,,instructions,"[{""page_index"":0,""viewing_time"":13192},{""page_index"":1,""viewing_time"":17404},{""page_index"":2,""viewing_time"":23073},{""page_index"":3,""viewing_time"":13355}]",15
,,,,,,,,,16923,,,16924,,,instructions,"[{""page_index"":0,""viewing_time"":6133},{""page_index"":1,""viewing_time"":4358},{""page_index"":2,""viewing_time"":6431}]",16
,,,,,,,,,25921,,,53274,,,instructions,"[{""page_index"":0,""viewing_time"":8177},{""page_index"":1,""viewing_time"":10612},{""page_index"":2,""viewing_time"":7131}]",16
,,,,,,,,,109605,,,109605,,,instructions,"[{""page_index"":0,""viewing_time"":31355},{""page_index"":1,""viewing_time"":57157},{""page_index"":2,""viewing_time"":21092}]",17
,,,,,,,,,68726,,,68730,,,instructions,"[{""page_index"":0,""viewing_time"":17229},{""page_index"":1,""viewing_time"":26719},{""page_index"":2,""viewing_time"":13064},{""page_index"":3,""viewing_time"":11712}]",18
,,,,,,,,,78619,,,189659,,,instructions,"[{""page_index"":0,""viewing_time"":9803},{""page_index"":1,""viewing_time"":17790},{""page_index"":2,""viewing_time"":37563},{""page_index"":3,""viewing_time"":13461}]",18
,,,,,,,,,44409,,,255792,,,instructions,"[{""page_index"":0,""viewing_time"":10915},{""page_index"":1,""viewing_time"":15650},{""page_index"":2,""viewing_time"":13167},{""page_index"":3,""viewing_time"":4675}]",18
,,,,,,,,,95054,,,95055,,,instructions,"[{""page_index"":0,""viewing_time"":58902},{""page_index"":1,""viewing_time"":17439},{""page_index"":2,""viewing_time"":18712}]",19
,,,,,,,,,198861,,,198862,,,instructions,"[{""page_index"":0,""viewing_time"":95303},{""page_index"":1,""viewing_time"":62907},{""page_index"":2,""viewing_time"":40650}]",20
,,,,,,,,,43997,,,43998,,,instructions,"[{""page_index"":0,""viewing_time"":11595},{""page_index"":1,""viewing_time"":9304},{""page_index"":2,""viewing_time"":7374},{""page_index"":3,""viewing_time"":15722}]",21
,,,,,,,,,41490,,,108981,,,instructions,"[{""page_index"":0,""viewing_time"":6902},{""page_index"":1,""viewing_time"":18235},{""page_index"":2,""viewing_time"":5240},{""page_index"":3,""viewing_time"":11113}]",21
,,,,,,,,,63105,,,195568,,,instructions,"[{""page_index"":0,""viewing_time"":8509},{""page_index"":1,""viewing_time"":7951},{""page_index"":2,""viewing_time"":39213},{""page_index"":3,""viewing_time"":7431}]",21
,,,,,,,,,19386,,,235728,,,instructions,"[{""page_index"":0,""viewing_time"":8353},{""page_index"":1,""viewing_time"":5248},{""page_index"":2,""viewing_time"":4590},{""page_index"":3,""viewing_time"":1194}]",21
,,,,,,,,,179985,,,179986,,,instructions,"[{""page_index"":0,""viewing_time"":145544},{""page_index"":1,""viewing_time"":17722},{""page_index"":2,""viewing_time"":10493},{""page_index"":3,""viewing_time"":6224}]",22
,,,,,,,,,64397,,,278567,,,instructions,"[{""page_index"":0,""viewing_time"":1716},{""page_index"":1,""viewing_time"":6545},{""page_index"":2,""viewing_time"":12635},{""page_index"":3,""viewing_time"":43500}]",22
,,,,,,,,,21690,,,319737,,,instructions,"[{""page_index"":0,""viewing_time"":2480},{""page_index"":1,""viewing_time"":4378},{""page_index"":2,""viewing_time"":9391},{""page_index"":3,""viewing_time"":5440}]",22
