,pid,info_cost,trial_index,click_num,click_pr
0,0,0.1,1,0,0.0
1,0,0.1,1,1,-0.32430401578738
2,0,0.1,1,2,-19.148719963781915
3,0,0.1,2,0,0.0
4,0,0.1,2,1,-0.21050457087572738
5,0,0.1,2,2,-0.38226688001509146
6,0,0.1,2,3,-0.38226688001509146
7,0,0.1,2,4,-0.5161195644979628
8,0,0.1,2,5,-0.5210284528444191
9,0,0.1,2,6,-12.28589533857189
10,0,0.1,3,0,0.0
11,0,0.1,3,1,-0.1314829257012704
12,0,0.1,3,2,0.0
13,0,0.1,3,3,0.0
14,0,0.1,3,4,-1.0271328908643582
15,0,0.1,4,0,0.0
16,0,0.1,4,1,-0.024981893566984326
17,0,0.1,4,2,-0.21356882863320337
18,0,0.1,4,3,-0.4487316820025704
19,0,0.1,4,4,-0.024981893566984326
20,0,0.1,4,5,-0.375665727767732
21,0,0.1,4,6,-0.4487316820025704
22,0,0.1,4,7,-11.19627428303972
23,0,0.1,5,0,0.0
24,0,0.1,5,1,0.0
25,0,0.1,5,2,0.0
26,0,0.1,5,3,-0.1036835596509782
27,0,0.1,5,4,-0.37400987223696447
28,0,0.1,5,5,-0.36251947146246977
29,0,0.1,5,6,-6.901816800481132
30,0,0.1,6,0,0.0
31,0,0.1,6,1,0.0
32,0,0.1,6,2,-0.14248795436788342
33,0,0.1,6,3,-12.197097305903098
34,0,0.1,7,0,0.0
35,0,0.1,7,1,-0.01871940165223762
36,0,0.1,7,2,-0.33542926864471667
37,0,0.1,7,3,-0.3354292686447131
38,0,0.1,7,4,-0.33542926864471667
39,0,0.1,7,5,-0.3740098722369609
40,0,0.1,7,6,-0.38282157206365497
41,0,0.1,7,7,-0.3828215720636585
42,0,0.1,7,8,0.0
43,0,0.1,7,9,-0.09848603855240867
44,0,0.1,7,10,-12.421638665765887
45,0,0.1,8,0,0.0
46,0,0.1,8,1,0.0
47,0,0.1,8,2,-0.21050457087573093
48,0,0.1,8,3,-0.23231139233140752
49,0,0.1,8,4,-0.3320677438785502
50,0,0.1,8,5,-0.38177504005995644
51,0,0.1,8,6,-0.009189083809705068
52,0,0.1,8,7,0.0
53,0,0.1,8,8,-0.037581819746382195
54,0,0.1,8,9,-1.6050650319510353
55,0,0.1,9,0,0.0
56,0,0.1,9,1,-0.21050457087572738
57,0,0.1,9,2,-0.21050457087573093
58,0,0.1,9,3,-0.23231139233140752
59,0,0.1,9,4,0.0
60,0,0.1,9,5,0.0
61,0,0.1,9,6,-0.03905598298628021
62,0,0.1,9,7,-0.07097289022744135
63,0,0.1,9,8,0.0
64,0,0.1,9,9,-0.07306595423484197
65,0,0.1,9,10,0.0
66,0,0.1,9,11,0.0
67,0,0.1,10,0,0.0
68,0,0.1,10,1,0.0
69,0,0.1,10,2,-0.5935288825271936
70,0,0.1,10,3,-0.6325848655134738
71,0,0.1,10,4,-0.6325848655134738
72,0,0.1,10,5,-14.8542772460133
73,0,0.1,11,0,0.0
74,0,0.1,11,1,0.0
75,0,0.1,11,2,-0.04739230341894185
76,0,0.1,11,3,-0.04739230341894185
77,0,0.1,11,4,0.0
78,0,0.1,11,5,-0.02233038081284988
79,0,0.1,11,6,0.0
