,pid,info_cost,PR_type,message,trial_index,trial_id,delays,score,n_click,clicks,click_times,path,action_times
0,0,0.1,none,none,1,9.0,[None],-4.2,2,"[9, 12]","[5197, 9537]","[1, 10, 12]","[10761, 12209, 14729]"
1,0,0.1,none,none,2,13.0,[None],43.4,6,"[9, 5, 13, 1, 4, 2]","[5147, 7471, 9090, 9913, 11653, 13063]","[1, 2, 4]","[14832, 15872, 16935]"
2,0,0.1,none,none,3,6.0,[None],19.6,4,"[1, 2, 3, 4]","[2932, 4680, 6373, 7436]","[1, 2, 4]","[9988, 10692, 11444]"
3,0,0.1,none,none,4,5.0,[None],19.3,7,"[9, 1, 2, 3, 13, 14, 16]","[1693, 4647, 6062, 6640, 8281, 11421, 12077]","[1, 2, 3]","[13335, 14046, 14911]"
4,0,0.1,none,none,5,15.0,[None],35.4,6,"[1, 9, 5, 6, 10, 12]","[2420, 3950, 6460, 7726, 8576, 9467]","[1, 10, 12]","[10837, 11700, 12412]"
5,0,0.1,none,none,6,12.0,[None],35.7,3,"[9, 11, 10]","[3482, 5404, 6060]","[1, 10, 11]","[7941, 8708, 9420]"
6,0,0.1,none,none,7,4.0,[None],27.0,10,"[13, 14, 1, 9, 5, 6, 8, 7, 16, 15]","[1953, 3427, 5559, 6681, 7308, 8269, 9423, 10113, 15609, 16371]","[1, 6, 7]","[17443, 18138, 18914]"
7,0,0.1,none,none,8,0.0,[None],3.1,9,"[9, 1, 5, 13, 6, 10, 14, 15, 16]","[3680, 5083, 5706, 6382, 8544, 9794, 10634, 12061, 12782]","[1, 14, 16]","[18118, 18989, 19862]"
8,0,0.1,none,none,9,3.0,[None],-5.1,11,"[9, 1, 5, 13, 11, 12, 10, 2, 6, 7, 14]","[1439, 2809, 4147, 5095, 6261, 7195, 9087, 9905, 14772, 16664, 18188]","[1, 10, 12]","[21205, 22061, 22701]"
9,0,0.1,none,none,10,2.0,[None],27.5,5,"[13, 1, 2, 3, 4]","[3669, 5244, 6365, 6959, 7945]","[1, 2, 3]","[9290, 10041, 10673]"
10,0,0.1,none,none,11,14.0,[],26.9,11,"[9, 12, 11, 10, 14, 13, 1, 5, 6, 7, 8]","[4181, 5363, 6179, 6677, 8313, 10351, 11193, 12172, 13087, 13745, 16089]","[1, 6, 8]","[17198, 17950, 18782]"
11,0,0.1,none,none,12,10.0,[],27.1,9,"[9, 12, 10, 11, 2, 4, 13, 1, 5]","[2086, 4107, 4822, 5542, 7508, 8310, 9618, 10516, 11768]","[1, 10, 12]","[13191, 13959, 14703]"
12,0,0.1,none,none,13,11.0,[],11.1,9,"[9, 1, 5, 6, 8, 2, 13, 14, 16]","[1977, 2842, 4354, 5508, 6254, 8425, 9330, 9930, 10700]","[1, 14, 15]","[12970, 13658, 14586]"
13,0,0.1,none,none,14,8.0,[],19.1,9,"[9, 12, 11, 10, 13, 15, 1, 5, 8]","[1475, 2637, 3615, 4711, 7659, 8725, 10158, 11327, 14797]","[1, 10, 11]","[16097, 16872, 17601]"
14,0,0.1,none,none,15,7.0,[],27.1,9,"[5, 8, 6, 7, 10, 13, 14, 15, 16]","[2904, 3743, 7485, 8573, 9968, 11506, 12506, 14389, 16400]","[1, 14, 16]","[17733, 18405, 19149]"
15,0,0.1,none,none,16,1.0,[],35.1,9,"[5, 6, 8, 7, 1, 13, 9, 12, 11]","[1379, 2950, 3704, 4521, 7520, 8330, 11636, 13240, 14147]","[1, 6, 8]","[15583, 16367, 17054]"
16,1,0.05,none,none,1,9.0,[None],3.2,16,"[5, 6, 7, 8, 1, 2, 3, 4, 9, 10, 12, 11, 13, 14, 16, 15]","[2526, 11932, 14212, 15068, 18859, 20483, 21180, 21708, 25067, 27052, 27972, 28811, 31875, 32435, 32763, 34428]","[1, 6, 8]","[154677, 156997, 157782]"
17,1,0.05,none,none,2,7.0,[None],19.3,14,"[1, 2, 9, 10, 5, 6, 13, 14, 3, 4, 8, 7, 16, 15]","[8678, 10077, 11942, 12549, 13181, 13742, 14510, 14981, 18557, 19199, 20046, 20645, 21414, 21886]","[1, 2, 4]","[27593, 28303, 29055]"
