2.599999999999999645e+00,-9.750000000000000000e+00,-1.200000000000000000e+01
3.550000000000000000e+01,2.600000000000000000e+01,2.000000000000000000e+01
3.510000000000000142e+01,2.425000000000000000e+01,2.400000000000000000e+01
-5.500000000000000000e+00,-1.900000000000000000e+01,-1.200000000000000000e+01
2.730000000000000071e+01,2.425000000000000000e+01,2.000000000000000000e+01
2.700000000000000000e+01,1.000000000000000000e+01,1.600000000000000000e+01
2.700000000000000000e+01,1.675000000000000000e+01,-8.000000000000000000e+00
2.669999999999999929e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.919999999999999929e+01,1.375000000000000000e+01,-1.200000000000000000e+01
1.100000000000000000e+01,4.500000000000000000e+00,-3.600000000000000000e+01
2.710000000000000142e+01,1.800000000000000000e+01,-4.000000000000000000e+00
1.069999999999999929e+01,7.500000000000000000e-01,-1.600000000000000000e+01
3.539999999999999858e+01,1.625000000000000000e+01,1.600000000000000000e+01
4.360000000000000142e+01,4.025000000000000000e+01,1.600000000000000000e+01
2.719999999999999929e+01,1.550000000000000000e+01,1.200000000000000000e+01
3.479999999999999716e+01,2.475000000000000000e+01,-2.000000000000000000e+01
