-1.308639999999999937e+01,-1.303519999999999968e+01,-1.293759999999999977e+01
5.235199999999999854e+00,4.628800000000000026e+00,4.980800000000000338e+00
1.204160000000000075e+01,1.192960000000000065e+01,1.202720000000000056e+01
-1.809919999999999973e+01,-1.814079999999999870e+01,-1.811840000000000117e+01
2.097599999999999909e+00,1.883199999999999985e+00,1.868800000000000017e+00
1.004959999999999987e+01,1.032319999999999993e+01,9.923199999999999577e+00
9.135999999999999233e+00,9.017599999999999838e+00,8.859199999999999520e+00
-6.752000000000000224e-01,-8.895999999999999464e-01,-1.654400000000000093e+00
-5.185599999999999987e+00,-5.145599999999999952e+00,-5.012800000000000367e+00
-1.096000000000000085e+01,-1.093120000000000047e+01,-1.110399999999999920e+01
-4.916800000000000281e+00,-4.995199999999999640e+00,-5.353600000000000136e+00
-2.030400000000000205e+00,-2.246399999999999952e+00,-2.044799999999999951e+00
8.870400000000000063e+00,9.196799999999999642e+00,9.048000000000000043e+00
-4.244799999999999685e+00,-4.113599999999999923e+00,-3.857600000000000140e+00
9.457599999999999341e+00,8.868800000000000239e+00,8.910399999999999210e+00
9.556800000000000850e+00,1.020320000000000071e+01,1.010239999999999938e+01
