9.250000000000000444e-01,6.999999999999999556e-01,4.000000000000000222e-01
9.583333333333333703e-01,8.333333333333333703e-01,0.000000000000000000e+00
9.598214285714286031e-01,8.392857142857143016e-01,8.571428571428570953e-01
9.296875000000000000e-01,7.812500000000000000e-01,0.000000000000000000e+00
9.437499999999999778e-01,9.000000000000000222e-01,0.000000000000000000e+00
9.296875000000000000e-01,4.687500000000000000e-01,7.500000000000000000e-01
9.296875000000000000e-01,7.187500000000000000e-01,0.000000000000000000e+00
9.630681818181817677e-01,8.068181818181817677e-01,7.272727272727272929e-01
9.375000000000000000e-01,8.249999999999999556e-01,2.000000000000000111e-01
9.427083333333333703e-01,7.708333333333333703e-01,0.000000000000000000e+00
9.722222222222222099e-01,8.888888888888888395e-01,5.555555555555555802e-01
8.984375000000000000e-01,6.875000000000000000e-01,2.500000000000000000e-01
9.642857142857143016e-01,9.107142857142856984e-01,7.142857142857143016e-01
9.875000000000000444e-01,9.625000000000000222e-01,6.999999999999999556e-01
9.635416666666666297e-01,7.916666666666666297e-01,6.666666666666666297e-01
9.479166666666666297e-01,8.125000000000000000e-01,5.000000000000000000e-01
