action_times,actions,button_pressed,correct,delays,key_press,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[7319, 8782, 15440]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'3', u'13', u'12'], u'time': [3629, 5916, 11141, 14116]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7319, 967, 6158]",48.0,,1139571,13.0,12.0,mouselab-mdp,,51
"[5432, 7933, 14511]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'13', u'12'], u'time': [1646, 12221, 13413]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5432, 2012, 6089]",47.0,,1201649,14.0,13.0,mouselab-mdp,,51
"[17487, 19736, 24218]","[u'down', u'down', u'right']",,,[],,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'3', u'5', u'17', u'16'], u'time': [4002, 7785, 12641, 16473, 21440, 22881]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17487, 1754, 3986]",-15.0,,1252331,15.0,11.0,mouselab-mdp,,51
"[4121, 7652, 13772]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'13', u'12'], u'time': [2278, 10669, 12414]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4120, 3038, 5624]",46.0,,1301985,16.0,15.0,mouselab-mdp,,51
"[10767, 39201, 43129]","[u'right', u'right', u'up']",,,"[26, 0, 7]",,"[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10766, 1258, 3226]",2.0,,224109,1.0,4.0,mouselab-mdp,,52
"[7842, 38298, 40544]","[u'up', u'up', u'left']",,,"[26, 0, 7]",,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7842, 3309, 1560]",-11.0,,305788,2.0,7.0,mouselab-mdp,,52
"[5868, 36203, 40006]","[u'up', u'up', u'right']",,,"[26, 0, 7]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5868, 3203, 3097]",25.0,,385755,3.0,5.0,mouselab-mdp,,52
"[7330, 42831, 47577]","[u'right', u'right', u'down']",,,"[26, 0, 7]",,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7330, 8376, 4053]",-24.0,,466285,4.0,1.0,mouselab-mdp,,52
"[3902, 32018, 47958]","[u'down', u'down', u'right']",,,"[26, 0, 0]",,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'17'], u'time': [43430, 44256]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3902, 1775, 15243]",49.0,,542039,5.0,9.0,mouselab-mdp,,52
"[7674, 18645, 30513]","[u'left', u'left', u'down']",,,"[7, 0, 0]",,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'14', u'15'], u'time': [4736, 27635, 28453]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7674, 2733, 11168]",22.0,,596478,6.0,3.0,mouselab-mdp,,52
"[4040, 12966, 18761]","[u'up', u'up', u'right']",,,"[6, 0, 0]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'13', u'12'], u'time': [2623, 16575, 17301]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4039, 1688, 5105]",52.0,,650529,7.0,2.0,mouselab-mdp,,52
"[2303, 33017, 37327]","[u'up', u'up', u'left']",,,"[26, 0, 0]",,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'12'], u'time': [35627, 36327]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2303, 3574, 3621]",9.0,,727490,8.0,8.0,mouselab-mdp,,52
"[3016, 32495, 37412]","[u'right', u'right', u'down']",,,"[26, 0, 0]",,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'10'], u'time': [35470, 36328]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3016, 2336, 4223]",55.0,,802536,9.0,6.0,mouselab-mdp,,52
"[1713, 43250, 49052]","[u'down', u'down', u'left']",,,"[26, 0, 1]",,"[u'1', 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'17'], u'time': [47488, 48071]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1713, 14389, 5110]",5.0,,907166,10.0,0.0,mouselab-mdp,,52
"[3427, 5531, 10382]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'13'], u'time': [8648, 9474]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3426, 1581, 4326]",48.0,,965689,11.0,13.0,mouselab-mdp,,52
"[6827, 9104, 14182]","[u'left', u'left', u'down']",,,[],,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'14', u'15'], u'time': [11609, 12582]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6827, 1748, 4553]",9.0,,1013155,12.0,15.0,mouselab-mdp,,52
"[1829, 3548, 7516]","[u'down', u'down', u'left']",,,[],,"[u'1', 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'17', u'16'], u'time': [5899, 6625]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1828, 1198, 3428]",-4.0,,1060442,13.0,12.0,mouselab-mdp,,52
"[26220, 28903, 33143]","[u'down', u'down', u'right']",,,[],,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'17', u'16'], u'time': [30434, 31213]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[26220, 2156, 3722]",14.0,,1108492,14.0,10.0,mouselab-mdp,,52
"[16768, 18005, 19263]","[u'right', u'right', u'down']",,,[],,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'5', u'4', u'3', u'9', u'16', u'17', u'11', u'6', u'10'], u'time': [3987, 5106, 5768, 6244, 9002, 10024, 10850, 12559, 13579, 14327]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16768, 715, 737]",18.0,,1155478,15.0,11.0,mouselab-mdp,,52
"[7641, 10788, 16824]","[u'left', u'left', u'down']",,,[],,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'5', u'14', u'15'], u'time': [1199, 4527, 12995, 13789]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7641, 2632, 5509]",21.0,,1203437,16.0,14.0,mouselab-mdp,,52
"[2894, 15089, 18330]","[u'up', u'up', u'right']",,,"[3, 0, 1]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2894, 2878, 1223]",8.0,,426369,1.0,0.0,mouselab-mdp,,53
"[3793, 13610, 19589]","[u'down', u'down', u'right']",,,"[3, 0, 1]",,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3791, 651, 3988]",34.0,,488221,2.0,4.0,mouselab-mdp,,53
"[4923, 18319, 22569]","[u'right', u'right', u'down']",,,"[3, 0, 1]",,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4923, 4257, 2189]",-12.0,,553286,3.0,7.0,mouselab-mdp,,53
"[1775, 12429, 16320]","[u'left', u'left', u'down']",,,"[3, 0, 1]",,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1775, 1514, 1956]",19.0,,619797,4.0,5.0,mouselab-mdp,,53
"[3913, 26672, 47974]","[u'up', u'up', u'left']",,,"[3, 0, 1]",,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3912, 13704, 19286]",20.0,,741501,5.0,6.0,mouselab-mdp,,53
"[10606, 21213, 81752]","[u'up', u'up', u'left']",,,"[3, 0, 1]",,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10605, 1557, 58539]",33.0,,835035,6.0,3.0,mouselab-mdp,,53
"[10138, 21832, 31883]","[u'right', u'right', u'up']",,,"[3, 0, 1]",,"[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10138, 2535, 8067]",28.0,,912312,7.0,8.0,mouselab-mdp,,53
"[5940, 21430, 25072]","[u'left', u'left', u'up']",,,"[3, 0, 1]",,"[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5940, 6427, 1668]",-29.0,,982328,8.0,1.0,mouselab-mdp,,53
"[3012, 15461, 20957]","[u'down', u'down', u'left']",,,"[3, 0, 1]",,"[u'1', 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3012, 3439, 3569]",23.0,,1045598,9.0,2.0,mouselab-mdp,,53
"[11458, 21417, 27314]","[u'left', u'left', u'down']",,,"[3, 0, 1]",,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11457, 912, 3893]",14.0,,1128394,10.0,9.0,mouselab-mdp,,53
"[4523, 9682, 13295]","[u'up', u'up', u'right']",,,[],,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4522, 4654, 3085]",40.0,,1179234,11.0,13.0,mouselab-mdp,,53
"[2526, 6728, 9406]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2526, 3674, 2171]",-10.0,,1229692,12.0,11.0,mouselab-mdp,,53
"[2797, 7297, 9718]","[u'down', u'down', u'right']",,,[],,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2796, 3962, 1884]",21.0,,1310397,13.0,15.0,mouselab-mdp,,53
"[19545, 22101, 24290]","[u'up', u'up', u'right']",,,[],,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[19544, 2039, 1663]",15.0,,1367935,14.0,10.0,mouselab-mdp,,53
"[3263, 5647, 8128]","[u'right', u'right', u'down']",,,[],,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3263, 1873, 1957]",7.0,,1437431,15.0,12.0,mouselab-mdp,,53
"[2793, 8343, 11352]","[u'down', u'down', u'left']",,,[],,"[u'1', 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2793, 5043, 2506]",-6.0,,1498023,16.0,14.0,mouselab-mdp,,53
"[194610, 212576, 216088]","[u'right', u'right', u'down']",,,"[3, 0, 1]",,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'5', u'13', u'3', u'4', u'12', u'14', u'8', u'15', u'16', u'9', u'11', u'17', u'2', u'7', u'10'], u'time': [7560, 12132, 19530, 25398, 30686, 35821, 38070, 39205, 40189, 41196, 41950, 42804, 43493, 52487, 54441, 57422]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[194609, 4754, 2961]",-28.0,,864783,1.0,7.0,mouselab-mdp,,55
"[26584, 53823, 61002]","[u'right', u'right', u'down']",,,"[3, 0, 1]",,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'16', u'5', u'9', u'17', u'11', u'2', u'6', u'10', u'3', u'7', u'12', u'13', u'14', u'8', u'15'], u'time': [1941, 4543, 5994, 6987, 7875, 8840, 10080, 11299, 12391, 13608, 15162, 17247, 18497, 19617, 20335, 21074]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[26584, 14374, 6653]",-8.0,,939938,2.0,2.0,mouselab-mdp,,55
"[2868, 12872, 19706]","[u'right', u'right', u'down']",,,"[3, 0, 1]",,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'11'], u'time': [11097, 16680]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2867, 2453, 4378]",55.0,,1005904,3.0,6.0,mouselab-mdp,,55
"[12456, 99023, 110807]","[u'down', u'down', u'right']",,,"[3, 0, 1]",,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'5', u'9', u'16', u'17', u'11', u'6', u'10', u'3', u'7'], u'time': [6583, 8918, 10574, 22959, 24310, 26055, 27735, 31838, 33314, 35230, 41879]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12456, 76904, 6364]",-10.0,,1126411,4.0,1.0,mouselab-mdp,,55
"[32120, 47528, 50884]","[u'up', u'up', u'right']",,,"[3, 0, 1]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'15', u'16', u'9', u'5', u'17', u'11', u'6', u'2', u'10', u'13', u'7', u'3', u'12', u'14'], u'time': [2774, 6934, 8321, 10706, 11796, 12794, 15214, 16971, 19025, 19905, 21729, 22928, 23785, 24569, 25819, 27241]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[32120, 923, 2811]",39.0,,1192534,5.0,4.0,mouselab-mdp,,55
"[27482, 41947, 49552]","[u'up', u'up', u'right']",,,"[3, 0, 1]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'8', u'6', u'11', u'10', u'9', u'17', u'16', u'7', u'13', u'12', u'14', u'15'], u'time': [5066, 6030, 6847, 7854, 9006, 10189, 11269, 12289, 13348, 14605, 15600, 17020, 18045, 19029, 20069, 21773]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[27482, 839, 7076]",39.0,,1257904,6.0,3.0,mouselab-mdp,,55
"[21573, 34669, 40426]","[u'right', u'right', u'down']",,,"[3, 0, 1]",,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'5', u'9', u'17', u'16', u'4', u'8', u'14', u'15', u'3', u'7', u'13', u'12', u'10', u'6', u'11'], u'time': [1771, 2603, 3482, 4498, 5465, 7210, 7882, 8890, 9698, 11962, 13354, 14065, 14818, 16098, 16810, 17724]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21572, 854, 5199]",42.0,,1320112,7.0,8.0,mouselab-mdp,,55
"[22741, 37873, 43021]","[u'down', u'down', u'right']",,,"[3, 0, 1]",,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'5', u'4', u'9', u'16', u'17', u'8', u'15', u'14', u'3', u'7', u'13', u'12', u'10', u'6', u'11'], u'time': [2319, 3095, 4045, 5206, 6104, 6992, 8340, 9030, 10060, 11332, 12447, 13132, 14029, 15516, 16309, 16990]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[22740, 1011, 4578]",35.0,,1388084,8.0,9.0,mouselab-mdp,,55
"[21187, 36810, 42522]","[u'up', u'up', u'left']",,,"[3, 0, 1]",,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'9', u'17', u'16', u'4', u'8', u'15', u'14', u'7', u'13', u'12', u'10', u'6', u'11'], u'time': [2704, 3406, 4118, 4751, 5555, 6364, 7244, 8285, 9036, 9965, 11925, 12957, 13858, 15773, 16343, 16973]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21187, 2103, 5166]",31.0,,1452317,9.0,5.0,mouselab-mdp,,55
"[23066, 37379, 46764]","[u'left', u'left', u'up']",,,"[3, 0, 1]",,"[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'8', u'15', u'14', u'6', u'11', u'10', u'13'], u'time': [3257, 4207, 4849, 5529, 6312, 7073, 8056, 9496, 10136, 10864, 11768]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[23066, 478, 8176]",51.0,,1521455,10.0,0.0,mouselab-mdp,,55
"[28932, 32182, 34945]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'2', u'4', u'8', u'14', u'15', u'5', u'3', u'7', u'13', u'12'], u'time': [7823, 9874, 12089, 13505, 15473, 16567, 18767, 20336, 21392, 22703, 23898]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[28930, 2729, 2228]",39.0,,1572829,11.0,13.0,mouselab-mdp,,55
"[14426, 17656, 19974]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'13', u'12', u'3'], u'time': [2979, 4528, 5996, 7249]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[14426, 2692, 1774]",48.0,,1622512,12.0,14.0,mouselab-mdp,,55
"[21248, 23444, 25533]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17', u'3', u'7', u'12', u'13'], u'time': [2553, 4470, 5646, 6702, 7558, 8630, 9438, 10366, 11294, 13342, 14366, 15470, 16537]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21248, 1672, 1562]",36.0,,1672431,13.0,15.0,mouselab-mdp,,55
"[18331, 23000, 24676]","[u'right', u'right', u'up']",,,[],,"[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'12', u'4', u'8', u'15', u'2', u'6', u'10', u'11'], u'time': [2132, 4003, 5332, 6395, 7979, 8907, 10051, 11035, 12283, 13667]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18331, 4142, 1136]",43.0,,1721944,14.0,10.0,mouselab-mdp,,55
"[18641, 20873, 23207]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'2', u'4', u'8', u'14', u'15', u'3', u'7', u'12', u'13'], u'time': [2619, 3723, 5446, 6557, 7612, 8507, 10075, 11005, 12043, 14597]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18641, 1700, 1802]",42.0,,1773284,15.0,12.0,mouselab-mdp,,55
