bonus,bonusRate,completed,inspectCost,pid,startTime,variance,version
0.04,0.01,True,1,0,Sun Jan 21 2018 17:07:31 GMT-0600 (Central Standard Time),constant_high,c0.4
-0.37,0.01,True,1,1,Sun Jan 21 2018 18:45:29 GMT-0500 (EST),constant_high,c0.4
