action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_type,pid
"[3904, 4558, 5142]","[u'right', u'right', u'up']",training,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'3'], u'time': [1190, 2132]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -4, 48]","[3898, 124, 42]",40.0,"[None, None, None]","[u'', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",248958,2.0,10910.0,mouselab-mdp,57
"[3012, 3652, 4428]","[u'up', u'up', u'right']",training,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'3'], u'time': [662, 1552]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 4, 48]","[3006, 110, 264]",48.0,"[None, None, None]","[u'', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",260918,3.0,10868.0,mouselab-mdp,57
"[6732, 12974, 13972]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'3', u'7'], u'time': [604, 1574, 5070]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 4, 48]","[6726, 1702, 458]",47.0,"[None, None, None]","[u'', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",282024,4.0,19990.0,mouselab-mdp,57
"[5086, 20524, 21340]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'7', u'3'], u'time': [1000, 2546, 3902]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 4, 24]","[5078, 892, 292]",21.0,"[None, None, None]","[u'', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",307544,5.0,24428.0,mouselab-mdp,57
"[8668, 9474, 10266]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'7', u'3', u'4', u'11', u'12'], u'time': [3188, 3844, 4394, 5052, 5704, 6314]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 24]","[8664, 260, 272]",24.0,"[None, None, None]","[u'', 2, 4, -24, -48, -2, -4, -24, -24, -2, 8, 24, -24]",321014,6.0,12394.0,mouselab-mdp,57
"[9452, 14410, 15082]","[u'left', u'left', u'down']",training,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'8', u'12', u'11'], u'time': [636, 1152, 1694, 2224, 2960, 6472]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 8, 48]","[9444, 412, 136]",54.0,"[None, None, None]","[u'', -2, -4, 48, -48, 2, 4, -48, 24, 4, 8, -48, 48]",340350,7.0,18266.0,mouselab-mdp,57
"[11854, 17390, 18422]","[u'left', u'left', u'down']",training,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'3', u'11', u'12', u'8', u'7', u'4'], u'time': [3210, 5682, 6266, 7332, 8002, 8478, 9668]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, -48]","[11848, 994, 508]",-49.0,"[None, None, None]","[u'', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",362206,8.0,20774.0,mouselab-mdp,57
"[4432, 5280, 5880]","[u'right', u'right', u'down']",training,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8'], u'time': [1098]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, -8, 48]","[4426, 330, 80]",35.0,"[None, None, None]","[u'', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",372310,9.0,9000.0,mouselab-mdp,57
"[6472, 53149, 55827]","[u'right', u'right', u'up']",training,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]","[6449, 4161, 2169]",38.0,"[None, None, None]","[u'', 4, 4, 48, -48, -2, -8, 48, -24, -4, -8, 24, -48]",546607,0.0,64381.0,mouselab-mdp,59
"[25595, 43613, 45745]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'11'], u'time': [7652, 19866]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -8, 24]","[25588, 1508, 1641]",18.0,"[None, None, None]","[u'', -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24]",598845,1.0,51182.0,mouselab-mdp,59
"[11811, 13474, 15867]","[u'up', u'up', u'right']",training,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3'], u'time': [3942, 6334]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 8, 48]","[11805, 1148, 1891]",56.0,"[None, None, None]","[u'', 2, 8, 48, -24, -4, -4, -48, 24, -4, -8, -48, -24]",619596,2.0,19698.0,mouselab-mdp,59
"[6604, 7947, 9331]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4'], u'time': [4034]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]","[6600, 850, 885]",55.0,"[None, None, None]","[u'', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",634077,3.0,13428.0,mouselab-mdp,59
"[10001, 11426, 12802]","[u'left', u'left', u'down']",training,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12'], u'time': [4231, 7750]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 48]","[9994, 934, 877]",40.0,"[None, None, None]","[u'', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",653573,4.0,18434.0,mouselab-mdp,59
"[14793, 16145, 20017]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'7', u'11'], u'time': [6472, 8589, 12090]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 48]","[14787, 851, 3373]",39.0,"[None, None, None]","[u'', 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24]",681278,5.0,26642.0,mouselab-mdp,59
"[17762, 19243, 22291]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'8', u'12', u'11'], u'time': [3588, 5721, 8805, 10771, 13150, 15581]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 24]","[17754, 973, 2553]",18.0,"[None, None, None]","[u'', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",709718,6.0,27370.0,mouselab-mdp,59
"[6312, 7936, 9230]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4'], u'time': [3683]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -8, 48]","[6308, 1111, 803]",43.0,"[None, None, None]","[u'', 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24]",723566,7.0,12799.0,mouselab-mdp,59
"[12276, 13532, 15732]","[u'right', u'right', u'down']",training,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'8'], u'time': [4805, 7485, 9879]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 4, 48]","[12272, 766, 1681]",51.0,"[None, None, None]","[u'', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",743828,8.0,19208.0,mouselab-mdp,59
"[24308, 30572, 32709]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'4', u'3', u'7', u'8'], u'time': [5205, 7814, 10696, 12560, 15026, 16937]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, -4, 24]","[24302, 1742, 1643]",10.0,"[None, None, None]","[u'', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",782783,9.0,37890.0,mouselab-mdp,59
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12], u'time': [775]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 8, 48]",[],57.0,[],"[u'', -2, 8, 24, -48, 4, 4, -48, -24, 2, 8, -48, 48]",193391,0.0,5806.0,mouselab-mdp,62
[],[],demo,"[u'0', 5, 6, 7]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 4, 8, 12, 7], u'time': [995, 1998, 3002, 4004, 5007]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 48]",[],47.0,[],"[u'', -2, 4, 24, 24, -4, 8, 48, 24, -4, 8, -48, -24]",222234,1.0,27751.0,mouselab-mdp,62
[],[],demo,"[u'0', 1, 2, 3]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 4, 3], u'time': [998, 1999, 3000]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]",[],53.0,[],"[u'', 4, 4, 48, 24, 4, 8, -24, -48, 2, -4, -48, 24]",231379,2.0,8079.0,mouselab-mdp,62
[],[],demo,"[u'0', 5, 6, 8]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 3, 7, 12, 4, 8], u'time': [997, 2000, 3002, 4004, 5007, 6010]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]",[],50.0,[],"[u'', 2, 8, -48, -48, 4, 4, -48, 48, 4, 8, 24, -48]",250112,3.0,17664.0,mouselab-mdp,62
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 4], u'time': [995, 1999]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]",[],52.0,[],"[u'', -2, 8, -24, 48, 2, 4, -48, 24, 4, -4, 48, 48]",257039,4.0,5866.0,mouselab-mdp,62
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 12, 3, 4], u'time': [995, 1997, 2999, 4002]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 4, 48]",[],44.0,[],"[u'', -4, 4, -24, 48, -4, -8, -24, 48, -4, 8, -24, -48]",265672,5.0,7563.0,mouselab-mdp,62
[],[],demo,"[u'0', 1, 2, 3]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 12, 4, 11, 7, 3], u'time': [997, 1998, 3001, 4004, 5007, 6012]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 48]",[],36.0,[],"[u'', 2, -8, 48, -48, -2, 8, -48, 24, 2, 8, -24, -48]",277215,6.0,10476.0,mouselab-mdp,62
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4, 12], u'time': [996, 1998]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 48]",[],40.0,[],"[u'', -4, -4, -24, 24, -2, 4, 24, 24, 2, -8, 48, 48]",284472,7.0,6190.0,mouselab-mdp,62
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 7, 8, 11], u'time': [997, 2000, 3003, 4004]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],44.0,[],"[u'', 4, -4, -48, -48, -4, 8, -48, -24, 4, -4, 48, -24]",293540,8.0,8002.0,mouselab-mdp,62
[],[],demo,"[u'0', 1, 2, 3]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 4, 8, 7, 11, 12, 10], u'time': [995, 1998, 3002, 4004, 5006, 6011, 7012]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 24]",[],21.0,[],"[u'', -4, 8, 24, 24, -2, -8, -48, -24, -4, -8, 24, 24]",306324,9.0,11704.0,mouselab-mdp,62
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12], u'time': [856]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -8, 48]",[],43.0,[],"[u'', 4, -4, 24, 24, 4, 4, 48, -48, 4, -8, -24, 48]",451483,0.0,8808.0,mouselab-mdp,63
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 8, 7, 11], u'time': [1008, 1989, 3002, 3977]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 8, 48]",[],56.0,[],"[u'', 2, -4, -24, -24, -4, 4, 24, -48, 4, 8, 48, 48]",464868,1.0,12287.0,mouselab-mdp,63
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4, 11, 8, 3, 7, 12], u'time': [1008, 2017, 2992, 3985, 4970, 5978]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 24]",[],22.0,[],"[u'', -4, 8, -24, 24, 2, -8, -48, -48, -4, -4, -48, -48]",479025,2.0,13051.0,mouselab-mdp,63
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12], u'time': [1022]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]",[],37.0,[],"[u'', -4, -4, 48, -24, -4, 4, -48, 48, -2, -8, 24, 48]",488123,3.0,8033.0,mouselab-mdp,63
[],[],demo,"[u'0', 5, 6, 8]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 7, 12, 4, 11, 8], u'time': [1018, 2018, 3004, 3986, 4980, 5971]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, -8, 48]",[],30.0,[],"[u'', 2, 4, 24, 24, -4, -8, 24, 48, -4, -4, -24, -24]",500988,4.0,11791.0,mouselab-mdp,63
[],[],demo,"[u'0', 5, 6, 7]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 7], u'time': [1029, 2014]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]",[],36.0,[],"[u'', -4, -8, 48, -48, -2, -8, 48, 24, -2, 8, 24, -24]",507472,5.0,5411.0,mouselab-mdp,63
[],[],demo,"[u'0', 5, 6, 8]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 3, 7, 12, 4, 8], u'time': [1006, 1988, 2973, 3965, 4942, 5942]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]",[],50.0,[],"[u'', 2, 8, -48, -48, 4, 4, -48, 48, 4, 8, 24, -48]",518237,6.0,9666.0,mouselab-mdp,63
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11], u'time': [1017]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]",[],55.0,[],"[u'', 2, 8, 48, 48, -4, -8, 24, 48, 4, 4, 48, 24]",523856,7.0,4548.0,mouselab-mdp,63
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 8, 11], u'time': [1004, 1989, 2973]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -8, 48]",[],41.0,[],"[u'', 2, 4, -48, 24, -4, 8, 24, -48, 4, -8, 48, 24]",532716,8.0,7770.0,mouselab-mdp,63
[],[],demo,"[u'0', 5, 6, 8]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8], u'time': [1019]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 48]",[],41.0,[],"[u'', -4, -8, -48, 24, 2, -8, -48, 48, 2, -8, -24, 24]",542510,9.0,8719.0,mouselab-mdp,63
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 7, 8, 11], u'time': [51, 1059, 2064, 3070]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],44.0,[],"[u'', 4, -4, -48, -48, -4, 8, -48, -24, 4, -4, 48, -24]",367392,0.0,14458.0,mouselab-mdp,64
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4, 12], u'time': [1001, 2005]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 48]",[],40.0,[],"[u'', -4, -4, -24, 24, -2, 4, 24, 24, 2, -8, 48, 48]",412848,1.0,44363.0,mouselab-mdp,64
[],[],demo,"[u'0', 5, 6, 7]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 7], u'time': [1002, 2005]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]",[],36.0,[],"[u'', -4, -8, 48, -48, -2, -8, 48, 24, -2, 8, 24, -24]",433526,2.0,19591.0,mouselab-mdp,64
[],[],demo,"[u'0', 1, 2, 3]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 4, 12, 7, 3, 11, 10], u'time': [1003, 2007, 3012, 4016, 5021, 6024, 7030]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 24]",[],21.0,[],"[u'', -4, 8, 24, 24, -2, -8, -48, -24, -4, -8, 24, 24]",447929,3.0,13311.0,mouselab-mdp,64
[],[],demo,"[u'0', 5, 6, 8]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4, 7, 8], u'time': [1002, 2007, 3012]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]",[],53.0,[],"[u'', -4, -8, -48, -48, 4, 4, 24, 48, -4, -4, 24, 48]",468043,4.0,18994.0,mouselab-mdp,64
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4], u'time': [1003]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]",[],53.0,[],"[u'', -2, 8, 24, 48, 2, 4, -24, 24, 4, 8, 48, 24]",489192,5.0,20076.0,mouselab-mdp,64
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12], u'time': [1001]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]",[],37.0,[],"[u'', -4, -4, 48, -24, -4, 4, -48, 48, -2, -8, 24, 48]",513477,6.0,23207.0,mouselab-mdp,64
[],[],demo,"[u'0', 1, 2, 3]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 12, 7, 4, 11, 3], u'time': [1000, 2003, 3008, 4012, 5015, 6018]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]",[],50.0,[],"[u'', 4, 4, 48, 24, 4, -4, 24, -48, -2, -8, -24, -48]",550987,7.0,36435.0,mouselab-mdp,64
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 4], u'time': [999, 2002]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]",[],52.0,[],"[u'', -2, 8, -24, 48, 2, 4, -48, 24, 4, -4, 48, 48]",569405,8.0,17323.0,mouselab-mdp,64
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11], u'time': [1000]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],47.0,[],"[u'', -2, 8, -24, 48, 2, 4, -48, 24, 4, -4, 48, 48]",592523,9.0,22008.0,mouselab-mdp,64
[],[],demo,"[u'0', 5, 6, 7]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 4, 8, 12, 7], u'time': [933, 1918, 2902, 3894, 4878]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 48]",[],47.0,[],"[u'', -2, 4, 24, 24, -4, 8, 48, 24, -4, 8, -48, -24]",186146,0.0,11661.0,mouselab-mdp,65
