bonus,bonusRate,branching,completed,condition,delay_hours,delay_window,demo,feedback,inspectCost,pid,principle_only,stage,startTime,variance,with_feedback,version
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,6,TRUE,1,Tue Apr 17 2018 16:41:07 GMT-0700 (Pacific Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,42,FALSE,1,Tue Apr 17 2018 16:43:23 GMT-1000 (Hawaiian Standard Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,148,FALSE,1,Tue Apr 17 2018 16:44:32 GMT-0700 (Pacific Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,121,FALSE,1,Tue Apr 17 2018 16:48:43 GMT-0500 (Central Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,40,FALSE,1,Tue Apr 17 2018 16:50:40 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,20,TRUE,1,Tue Apr 17 2018 16:51:06 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,105,FALSE,1,Tue Apr 17 2018 16:51:36 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,116,FALSE,1,Tue Apr 17 2018 16:51:37 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,145,TRUE,1,Tue Apr 17 2018 16:51:43 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,76,FALSE,1,Tue Apr 17 2018 16:53:39 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,43,FALSE,1,Tue Apr 17 2018 16:54:00 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,86,TRUE,1,Tue Apr 17 2018 16:54:10 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,129,FALSE,1,Tue Apr 17 2018 16:54:25 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,107,FALSE,1,Tue Apr 17 2018 16:54:33 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,133,FALSE,1,Tue Apr 17 2018 16:54:35 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,4,FALSE,1,Tue Apr 17 2018 16:56:16 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,147,FALSE,1,Tue Apr 17 2018 16:57:34 GMT-0400 (EDT),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,66,FALSE,1,Tue Apr 17 2018 16:58:02 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,9,TRUE,1,Tue Apr 17 2018 17:02:38 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,104,TRUE,1,Tue Apr 17 2018 17:03:40 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,34,FALSE,1,Tue Apr 17 2018 17:04:50 GMT-0700 (Pacific Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,2,FALSE,1,Tue Apr 17 2018 17:05:47 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,41,TRUE,1,Tue Apr 17 2018 17:08:43 GMT-0500 (CDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,115,FALSE,1,Tue Apr 17 2018 17:11:07 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,110,FALSE,1,Tue Apr 17 2018 17:11:12 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,10,FALSE,1,Tue Apr 17 2018 17:12:43 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,80,TRUE,1,Tue Apr 17 2018 17:13:37 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,141,FALSE,1,Tue Apr 17 2018 17:17:17 GMT-0500 (Central Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,54,FALSE,1,Tue Apr 17 2018 17:18:47 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,37,FALSE,1,Tue Apr 17 2018 17:21:37 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,44,FALSE,1,Tue Apr 17 2018 17:21:43 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,61,TRUE,1,Tue Apr 17 2018 17:25:32 GMT-0700 (Pacific Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,95,FALSE,1,Tue Apr 17 2018 17:25:59 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,119,TRUE,1,Tue Apr 17 2018 17:33:51 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,7,TRUE,1,Tue Apr 17 2018 17:38:36 GMT-0700 (Pacific Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,27,FALSE,1,Tue Apr 17 2018 17:40:38 GMT-0600 (Mountain Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,49,FALSE,1,Tue Apr 17 2018 17:40:51 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,21,FALSE,1,Tue Apr 17 2018 17:43:37 GMT-0400 (EDT),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,47,FALSE,1,Tue Apr 17 2018 17:43:44 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,23,TRUE,1,Tue Apr 17 2018 17:50:59 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,60,FALSE,1,Tue Apr 17 2018 17:54:18 GMT-0400 (EDT),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,67,FALSE,1,Tue Apr 17 2018 17:54:24 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,0,FALSE,1,Tue Apr 17 2018 17:54:36 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,39,TRUE,1,Tue Apr 17 2018 17:57:33 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,90,TRUE,1,Tue Apr 17 2018 18:01:53 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,92,FALSE,1,Tue Apr 17 2018 18:08:34 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,101,FALSE,1,Tue Apr 17 2018 18:09:06 GMT-0700 (Pacific Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,118,FALSE,1,Tue Apr 17 2018 18:10:39 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,73,TRUE,1,Tue Apr 17 2018 18:10:54 GMT-0700 (PDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,130,FALSE,1,Tue Apr 17 2018 18:15:05 GMT-0700 (Pacific Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,87,TRUE,1,Tue Apr 17 2018 18:19:02 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,79,TRUE,1,Tue Apr 17 2018 18:21:26 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,8,FALSE,1,Tue Apr 17 2018 18:23:28 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,13,FALSE,1,Tue Apr 17 2018 18:25:14 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,103,FALSE,1,Tue Apr 17 2018 18:25:32 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,78,FALSE,1,Tue Apr 17 2018 18:27:54 GMT-0500 (Central Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,38,FALSE,1,Tue Apr 17 2018 18:28:24 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,126,TRUE,1,Tue Apr 17 2018 18:35:22 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,120,TRUE,1,Tue Apr 17 2018 18:41:13 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,51,FALSE,1,Tue Apr 17 2018 18:41:22 GMT-0500 (Central Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,140,FALSE,1,Tue Apr 17 2018 18:45:08 GMT-0500 (Central Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,136,FALSE,1,Tue Apr 17 2018 18:47:17 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,137,FALSE,1,Tue Apr 17 2018 18:55:49 GMT-0700 (Pacific Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,18,TRUE,1,Tue Apr 17 2018 18:58:10 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,134,TRUE,1,Tue Apr 17 2018 19:10:27 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,35,TRUE,1,Tue Apr 17 2018 19:14:46 GMT-0500 (CDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,117,FALSE,1,Tue Apr 17 2018 19:18:27 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,33,TRUE,1,Tue Apr 17 2018 19:23:37 GMT-0500 (CDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,52,FALSE,1,Tue Apr 17 2018 19:32:24 GMT-0500 (CDT),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,149,FALSE,1,Tue Apr 17 2018 19:36:12 GMT-0500 (CDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,15,FALSE,1,Tue Apr 17 2018 19:36:18 GMT-0500 (Central Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,57,FALSE,1,Tue Apr 17 2018 19:38:11 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,109,FALSE,1,Tue Apr 17 2018 19:38:20 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,96,FALSE,1,Tue Apr 17 2018 19:40:31 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,123,TRUE,1,Tue Apr 17 2018 19:45:49 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,14,FALSE,1,Tue Apr 17 2018 19:45:51 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,131,TRUE,1,Tue Apr 17 2018 19:47:41 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,100,FALSE,1,Tue Apr 17 2018 19:49:26 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,75,FALSE,1,Tue Apr 17 2018 19:51:13 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,16,FALSE,1,Tue Apr 17 2018 19:56:05 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,82,TRUE,1,Tue Apr 17 2018 19:56:50 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,32,FALSE,1,Tue Apr 17 2018 20:03:13 GMT-0700 (US Mountain Standard Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,91,FALSE,1,Tue Apr 17 2018 20:19:19 GMT-0400 (EDT),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,72,TRUE,1,Tue Apr 17 2018 20:22:03 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,127,FALSE,1,Tue Apr 17 2018 20:28:49 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,125,TRUE,1,Tue Apr 17 2018 20:29:14 GMT-0700 (US Mountain Standard Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,5,TRUE,1,Tue Apr 17 2018 20:30:06 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,68,FALSE,1,Tue Apr 17 2018 20:30:19 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,19,FALSE,1,Tue Apr 17 2018 20:31:53 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,113,FALSE,1,Tue Apr 17 2018 20:33:14 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,46,TRUE,1,Tue Apr 17 2018 20:36:28 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,93,FALSE,1,Tue Apr 17 2018 20:38:37 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,85,FALSE,1,Tue Apr 17 2018 20:39:02 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,152,FALSE,1,Tue Apr 17 2018 20:40:18 GMT-0600 (Mountain Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,94,FALSE,1,Tue Apr 17 2018 20:42:57 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,138,TRUE,1,Tue Apr 17 2018 20:47:21 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,63,FALSE,1,Tue Apr 17 2018 21:06:04 GMT-0400 (US Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,143,TRUE,1,Tue Apr 17 2018 21:06:38 GMT-0600 (Mountain Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,151,FALSE,1,Tue Apr 17 2018 21:07:38 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,2,20,12,FALSE,TRUE,1,50,FALSE,1,Tue Apr 17 2018 21:18:13 GMT-0400 (Eastern Daylight Time),2_4_24,TRUE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,45,FALSE,1,Tue Apr 17 2018 21:18:39 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,64,FALSE,1,Tue Apr 17 2018 21:29:18 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,124,FALSE,1,Tue Apr 17 2018 21:29:19 GMT-0400 (EDT),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,89,TRUE,1,Tue Apr 17 2018 21:42:46 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,114,FALSE,1,Tue Apr 17 2018 21:47:17 GMT-0500 (Central Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,0,20,12,FALSE,FALSE,1,111,TRUE,1,Tue Apr 17 2018 21:51:33 GMT-0400 (Eastern Daylight Time),2_4_24,FALSE,I0.9
0.55,0.002,312,TRUE,1,20,12,TRUE,FALSE,1,102,FALSE,1,Tue Apr 17 2018 22:02:38 GMT-0400 (EDT),2_4_24,FALSE,I0.9
