key_press,rt,time_elapsed,trial_type,pid
32.0,1181,87343,text,0
38.0,37,114895,text,0
32.0,1087,324844,text,0
32.0,645,388644,text,0
32.0,1015,171619,text,1
32.0,794,205407,text,1
32.0,648,252644,text,1
32.0,848,335493,text,1
32.0,1528,187255,text,2
32.0,1648,224398,text,2
32.0,3902,326653,text,2
32.0,1857,407048,text,2
32.0,719,75562,text,3
37.0,28,105430,text,3
32.0,501,151718,text,3
32.0,557,172570,text,3
32.0,1387,94690,text,4
32.0,2139,127467,text,4
32.0,1420,213355,text,4
32.0,833,248765,text,4
32.0,1632,110486,text,5
32.0,615,148622,text,5
32.0,750,248543,text,5
32.0,783,333087,text,5
32.0,2278,135781,text,6
32.0,1006,194174,text,6
32.0,1110,287053,text,6
32.0,1093,369774,text,6
32.0,1190,169767,text,7
32.0,881,196057,text,7
32.0,747,266926,text,7
32.0,700,337879,text,7
32.0,952,138865,text,8
32.0,1250,183572,text,8
32.0,797,297911,text,8
32.0,992,382427,text,8
32.0,790,104236,text,9
32.0,806,135419,text,9
32.0,1127,211926,text,9
32.0,1847,299360,text,9
32.0,1252,114235,text,10
32.0,1250,144912,text,10
32.0,1109,189422,text,10
32.0,1020,219233,text,10
32.0,1040,166387,text,11
32.0,1141,211574,text,11
32.0,1479,337943,text,11
32.0,1646,421709,text,11
32.0,2717,90303,text,12
32.0,879,128048,text,12
32.0,1094,216040,text,12
32.0,790,295455,text,12
32.0,1374,153523,text,13
32.0,1118,208519,text,13
32.0,1502,278062,text,13
32.0,829,323476,text,13
32.0,1214,192300,text,14
32.0,1207,245878,text,14
32.0,1218,431361,text,14
32.0,1264,581648,text,14
