PR_type,bonus,completed,condition,feedback,frequencyOfFB,info_cost,message,pid,start_time,version
none,0.0,True,2,False,after_each_move,2.5,none,115,2017-06-28T21:05:08.571Z,1A.0
objectLevel,0.75,True,7,True,after_each_move,1.0,full,116,2017-06-28T20:21:05.352Z,1A.0
none,1.25,True,2,False,after_each_move,2.5,none,117,2017-06-29T00:02:11.277Z,1A.0
none,2.0,True,1,False,after_each_move,1.0,none,118,2017-06-29T00:12:48.781Z,1A.0
none,1.0250000000000001,True,2,False,after_each_move,2.5,none,119,2017-06-28T22:56:11.142Z,1A.0
none,0.0,True,2,False,after_each_move,2.5,none,120,2017-06-28T21:54:44.032Z,1A.0
none,0.25,True,2,False,after_each_move,2.5,none,121,2017-06-28T20:22:23.485Z,1A.0
none,2.2965,True,0,False,after_each_move,0.01,none,122,2017-06-28T20:49:21.299Z,1A.0
objectLevel,2.2920000000000003,True,6,True,after_each_move,0.01,full,123,2017-06-28T20:20:37.297Z,1A.0
objectLevel,0.65,True,8,True,after_each_move,2.5,full,124,2017-06-28T21:05:12.791Z,1A.0
none,0.7000000000000001,True,2,False,after_each_move,2.5,none,125,2017-06-28T21:26:11.190Z,1A.0
featureBased,2.3000000000000003,True,4,True,after_each_move,1.0,full,126,2017-06-28T20:20:55.136Z,1A.0
objectLevel,0.0,True,8,True,after_each_move,2.5,full,127,2017-06-28T23:57:46.141Z,1A.0
featureBased,1.6965000000000001,True,3,True,after_each_move,0.01,full,128,2017-06-28T22:39:31.742Z,1A.0
none,0.7000000000000001,True,2,False,after_each_move,2.5,none,129,2017-06-28T22:07:41.417Z,1A.0
objectLevel,0.0,False,8,True,after_each_move,2.5,full,130,2017-06-28T22:07:25.173Z,1A.0
none,0.9500000000000001,True,2,False,after_each_move,2.5,none,131,2017-06-28T20:20:54.833Z,1A.0
none,0.9500000000000001,True,1,False,after_each_move,1.0,none,132,2017-06-28T20:21:26.898Z,1A.0
objectLevel,0.0,False,7,True,after_each_move,1.0,full,133,2017-06-28T22:18:43.153Z,1A.0
featureBased,1.895,True,3,True,after_each_move,0.01,full,134,2017-06-28T22:48:08.924Z,1A.0
objectLevel,0.45,True,6,True,after_each_move,0.01,full,135,2017-06-28T23:10:05.074Z,1A.0
featureBased,0.15000000000000002,True,5,True,after_each_move,2.5,full,136,2017-06-28T21:27:35.912Z,1A.0
none,0.0,False,2,False,after_each_move,2.5,none,137,2017-06-28T20:50:50.349Z,1A.0
none,0.34500000000000003,True,0,False,after_each_move,0.01,none,138,2017-06-29T00:42:56.582Z,1A.0
objectLevel,0.9475,True,6,True,after_each_move,0.01,full,139,2017-06-28T21:50:31.110Z,1A.0
featureBased,0.15000000000000002,True,5,True,after_each_move,2.5,full,140,2017-06-28T20:40:08.997Z,1A.0
none,1.092,True,0,False,after_each_move,0.01,none,141,2017-06-28T22:05:08.530Z,1A.0
featureBased,1.8420000000000003,True,3,True,after_each_move,0.01,full,142,2017-06-28T22:29:52.472Z,1A.0
objectLevel,0.2,True,8,True,after_each_move,2.5,full,143,2017-06-28T21:28:16.178Z,1A.0
objectLevel,0.275,True,8,True,after_each_move,2.5,full,144,2017-06-28T20:21:07.239Z,1A.0
featureBased,0.35000000000000003,True,5,True,after_each_move,2.5,full,145,2017-06-28T22:41:31.302Z,1A.0
none,2.1,True,1,False,after_each_move,1.0,none,146,2017-06-28T23:15:26.831Z,1A.0
none,2.0500000000000003,True,1,False,after_each_move,1.0,none,147,2017-06-28T22:01:43.087Z,1A.0
none,0.65,True,2,False,after_each_move,2.5,none,148,2017-06-28T21:13:24.751Z,1A.0
featureBased,0.4,True,4,True,after_each_move,1.0,full,149,2017-06-28T22:08:58.706Z,1A.0
objectLevel,2.1,True,7,True,after_each_move,1.0,full,150,2017-06-28T21:26:55.514Z,1A.0
none,2.0980000000000003,True,0,False,after_each_move,0.01,none,151,2017-06-28T20:44:45.245Z,1A.0
none,1.4000000000000001,True,1,False,after_each_move,1.0,none,152,2017-06-29T00:19:37.162Z,1A.0
objectLevel,0.0,False,7,True,after_each_move,1.0,full,153,2017-06-28T21:09:16.291Z,1A.0
none,1.6960000000000002,True,0,False,after_each_move,0.01,none,154,2017-06-28T21:31:01.317Z,1A.0
featureBased,1.6,True,4,True,after_each_move,1.0,full,155,2017-06-28T20:20:21.400Z,1A.0
none,1.475,True,2,False,after_each_move,2.5,none,156,2017-06-28T21:04:31.791Z,1A.0
objectLevel,0.0,False,6,True,after_each_move,0.01,full,157,2017-06-28T22:46:07.563Z,1A.0
objectLevel,0.45,True,6,True,after_each_move,0.01,full,158,2017-06-28T20:38:01.752Z,1A.0
none,1.845,True,0,False,after_each_move,0.01,none,159,2017-06-28T21:25:59.152Z,1A.0
featureBased,1.3,True,4,True,after_each_move,1.0,full,160,2017-06-28T22:50:09.665Z,1A.0
featureBased,1.8940000000000001,True,3,True,after_each_move,0.01,full,161,2017-06-28T21:21:26.815Z,1A.0
none,0.0,False,1,False,after_each_move,1.0,none,162,2017-06-28T22:44:55.561Z,1A.0
objectLevel,2.0925000000000002,True,6,True,after_each_move,0.01,full,163,2017-06-28T20:43:00.871Z,1A.0
objectLevel,1.9975000000000003,True,6,True,after_each_move,0.01,full,164,2017-06-28T21:18:18.533Z,1A.0
objectLevel,0.0,True,8,True,after_each_move,2.5,full,165,2017-06-28T20:33:15.072Z,1A.0
