,pid,info_cost,PR_type,message,trial_index,trial_i,delays,score,relative_score,n_click,clicks,click_times,path,action_times
0,0,0.01,featureBased,full,1,8,"[8, 0, 0]",27.84,0.5613333333333334,16,"[2, 6, 11, 10, 9, 17, 16, 5, 4, 3, 8, 15, 14, 12, 7, 13]","[3102, 7056, 7903, 8836, 29902, 31481, 32094, 32569, 33424, 34322, 35588, 35983, 36573, 37004, 37440, 37780]","[1, 2, 6, 10]","[15097, 51901, 54027]"
1,0,0.01,featureBased,full,2,5,"[0, 0, 0]",33.84,0.9948387096774195,16,"[3, 4, 5, 2, 7, 12, 13, 10, 6, 11, 17, 9, 16, 15, 8, 14]","[2296, 3705, 4534, 5189, 5782, 6208, 6669, 7086, 7442, 7893, 8324, 8857, 9308, 9804, 10182, 10760]","[1, 4, 8, 14]","[19380, 23839, 24816]"
2,0,0.01,featureBased,full,3,7,"[0, 0, 0]",33.84,0.9948387096774195,16,"[3, 2, 5, 4, 6, 10, 11, 17, 9, 16, 15, 8, 14, 12, 7, 13]","[2575, 3116, 3660, 4210, 4815, 5340, 5853, 6483, 6938, 7408, 8094, 8515, 8919, 9458, 10469, 10838]","[1, 5, 9, 16]","[18812, 23295, 24169]"
3,0,0.01,featureBased,full,4,0,"[0, 0, 0]",39.84,0.9961904761904763,16,"[3, 2, 5, 4, 12, 7, 13, 10, 6, 11, 17, 9, 16, 15, 8, 14]","[1149, 1922, 2506, 3038, 3625, 4111, 4696, 5194, 5563, 5937, 6473, 6872, 7392, 7783, 8273, 8617]","[1, 4, 8, 15]","[12369, 18033, 19987]"
4,0,0.01,featureBased,full,5,1,"[0, 0, 0]",45.84,0.996279069767442,16,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 14, 15, 3, 7, 12, 13]","[2705, 3145, 3667, 4233, 5199, 5693, 6138, 6712, 8487, 9020, 9585, 10210, 10918, 11521, 12036, 12594]","[1, 5, 9, 16]","[18496, 23227, 26626]"
5,0,0.01,featureBased,full,6,3,"[0, 0, 0]",33.84,0.9951515151515152,16,"[2, 3, 4, 5, 10, 6, 11, 17, 9, 16, 15, 8, 14, 12, 7, 13]","[3176, 3860, 4590, 5129, 5959, 6431, 6880, 7456, 7881, 8359, 9002, 9311, 9665, 10187, 10531, 10894]","[1, 2, 6, 10]","[13608, 18339, 19029]"
6,0,0.01,featureBased,full,7,4,"[0, 0, 0]",41.84,0.9960000000000001,16,"[2, 6, 10, 11, 5, 9, 17, 16, 15, 8, 14, 4, 12, 7, 13, 3]","[5633, 6113, 6814, 7461, 7956, 8414, 8834, 9385, 9965, 10245, 11243, 11792, 12281, 12628, 12917, 13353]","[1, 5, 9, 17]","[16967, 21817, 22998]"
7,0,0.01,featureBased,full,8,6,"[0, 0, 0]",37.84,0.9948387096774195,16,"[3, 7, 12, 13, 2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 15, 14]","[1411, 1778, 2213, 2602, 3123, 3647, 4010, 4648, 5166, 5536, 5874, 6366, 6920, 7308, 7690, 8115]","[1, 2, 6, 11]","[11056, 16005, 20791]"
8,0,0.01,featureBased,full,9,2,"[0, 0, 0]",33.84,0.9944827586206898,16,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 15, 14, 3, 7, 12, 13]","[953, 1349, 1757, 2359, 2997, 3348, 3731, 4319, 4933, 5373, 5746, 6240, 6790, 7115, 7529, 8194]","[1, 2, 6, 10]","[10468, 20593, 22423]"
9,0,0.01,featureBased,full,10,9,"[0, 0, 0]",36.84,0.9951515151515152,16,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 15, 14, 12, 7, 13, 3]","[1461, 1917, 2282, 2764, 3264, 3614, 4019, 4607, 5351, 5847, 6218, 6970, 7393, 7795, 8603, 9182]","[1, 3, 7, 12]","[13275, 17902, 19544]"
10,0,0.01,featureBased,full,11,11,"[0, 0, 0]",37.84,0.9948387096774195,16,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 15, 14, 12, 7, 13, 3]","[1524, 1904, 2381, 3533, 4624, 5163, 5678, 6327, 6844, 7304, 7670, 8112, 8962, 9548, 9902, 10363]","[1, 2, 6, 11]","[12931, 17185, 18536]"
11,0,0.01,featureBased,full,12,10,"[0, 0, 0]",21.84,0.9927272727272727,16,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 15, 14, 3, 7, 12, 13]","[1280, 1799, 2366, 2899, 3641, 4125, 4568, 5106, 5777, 6308, 6766, 7442, 8610, 8991, 9413, 9828]","[1, 2, 6, 10]","[16719, 25940, 27794]"
12,1,0.01,objectLevel,full,1,9,"[-1, -1, -1]",36.84,0.9951515151515152,16,"[2, 4, 3, 5, 16, 9, 17, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[3645, 5395, 6534, 7296, 8823, 9200, 9650, 10570, 12283, 12844, 13446, 13902, 14366, 14978, 15372, 16197]","[1, 3, 7, 12]","[23271, 31579, 33820]"
13,1,0.01,objectLevel,full,2,2,"[-1, -1, -1]",33.84,0.9944827586206898,16,"[4, 3, 2, 5, 9, 17, 16, 15, 8, 14, 12, 7, 13, 10, 6, 11]","[2357, 2913, 3548, 4157, 5511, 5908, 6353, 7065, 7429, 7920, 8391, 8724, 9155, 9641, 10113, 10534]","[1, 2, 6, 10]","[18574, 21343, 24338]"
14,1,0.01,objectLevel,full,3,0,"[-1, -1, -1]",39.84,0.9961904761904763,16,"[4, 5, 3, 2, 10, 6, 11, 17, 9, 16, 15, 8, 14, 12, 7, 13]","[4699, 5329, 6956, 7404, 8191, 8532, 8895, 9351, 9869, 10205, 10629, 11043, 12151, 12696, 13106, 13700]","[1, 4, 8, 14]","[19655, 21710, 23215]"
15,1,0.01,objectLevel,full,4,6,"[-1, -1, -1]",37.84,0.9948387096774195,16,"[2, 5, 4, 3, 12, 7, 13, 10, 6, 11, 17, 9, 16, 15, 8, 14]","[1743, 2426, 2974, 3465, 3990, 4586, 4933, 5428, 5700, 6056, 6620, 6890, 7175, 7699, 8403, 8739]","[1, 2, 6, 11]","[16102, 18094, 18984]"
16,1,0.01,objectLevel,full,5,10,"[-1, -1, -1]",21.84,0.9927272727272727,16,"[4, 5, 2, 3, 12, 13, 7, 10, 6, 11, 17, 9, 16, 15, 8, 14]","[5277, 5789, 6228, 6737, 7228, 8170, 8579, 9176, 9625, 10018, 10599, 11001, 11518, 12114, 12634, 13180]","[1, 2, 6, 10]","[19422, 21731, 22982]"
17,1,0.01,objectLevel,full,6,4,"[-1, -1, -1]",41.84,0.9960000000000001,16,"[3, 2, 5, 4, 8, 14, 15, 12, 7, 13, 10, 6, 11, 17, 9, 16]","[15464, 16580, 17084, 17575, 18120, 18606, 19235, 19868, 20294, 20618, 21188, 21490, 21880, 23919, 24353, 25137]","[1, 5, 9, 17]","[42863, 45329, 46274]"
18,1,0.01,objectLevel,full,7,11,"[-1, -1, -1]",37.84,0.9948387096774195,16,"[4, 3, 2, 5, 16, 9, 17, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[2635, 3107, 3531, 4086, 4553, 4882, 5278, 5842, 6344, 6700, 7197, 7568, 7876, 8288, 8657, 9054]","[1, 2, 6, 11]","[13724, 15800, 18044]"
19,1,0.01,objectLevel,full,8,3,"[-1, -1, -1]",33.84,0.9951515151515152,16,"[4, 3, 2, 5, 16, 9, 17, 11, 6, 10, 13, 12, 7, 14, 8, 15]","[3067, 3531, 4041, 4534, 4985, 6091, 6384, 6981, 7453, 7901, 8364, 9257, 9781, 10363, 10819, 11529]","[1, 2, 6, 10]","[19269, 21300, 22437]"
20,1,0.01,objectLevel,full,9,8,"[-1, -1, -1]",40.84,0.9946666666666668,16,"[4, 5, 2, 3, 12, 7, 13, 10, 6, 11, 17, 9, 16, 15, 8, 14]","[1824, 2287, 2749, 3253, 3897, 4218, 4575, 5210, 5608, 5983, 6455, 6778, 7083, 7493, 7926, 8274]","[1, 3, 7, 12]","[23529, 25568, 26664]"
21,1,0.01,objectLevel,full,10,5,"[-1, -1, -1]",33.84,0.9948387096774195,16,"[4, 5, 2, 3, 12, 7, 13, 10, 6, 11, 17, 9, 16, 15, 8, 14]","[2708, 3469, 4111, 4750, 5269, 5787, 6229, 6777, 7149, 7551, 8014, 8457, 8880, 9409, 9810, 10250]","[1, 4, 8, 14]","[24781, 26825, 27578]"
22,1,0.01,objectLevel,full,11,7,"[-1, -1, -1]",33.84,0.9948387096774195,16,"[4, 3, 2, 5, 10, 6, 11, 17, 9, 16, 15, 8, 14, 12, 7, 13]","[2507, 3018, 3750, 4318, 4976, 5286, 5576, 6338, 6645, 6925, 7660, 7991, 8320, 8868, 9145, 9411]","[1, 5, 9, 17]","[19734, 21787, 23442]"
23,1,0.01,objectLevel,full,12,1,"[-1, -1, -1]",45.84,0.996279069767442,16,"[4, 5, 2, 3, 12, 13, 7, 10, 6, 11, 17, 9, 16, 15, 8, 14]","[1755, 2314, 2786, 3303, 3823, 4544, 5572, 6204, 6560, 6860, 7410, 8396, 8834, 9546, 10003, 10553]","[1, 5, 9, 16]","[16594, 18754, 19612]"
24,2,1.6,objectLevel,full,1,9,"[-1, -1, -1]",37.0,0.9,0,[],[],"[1, 3, 7, 12]","[5010, 8135, 11339]"
25,2,1.6,objectLevel,full,2,10,"[-1, -1, 4]",10.0,0.1891891891891892,0,[],[],"[1, 2, 6, 11]","[1183, 4434, 6876]"
26,2,1.6,objectLevel,full,3,1,"[7, -1, -1]",14.0,0.6470588235294118,0,[],[],"[1, 4, 8, 15]","[6126, 19807, 24982]"
27,2,1.6,objectLevel,full,4,8,"[37, -1, -1]",16.0,0.22727272727272727,0,[],[],"[1, 5, 9, 17]","[2259, 42271, 43478]"
28,2,1.6,objectLevel,full,5,5,"[-1, -1, -1]",34.0,0.9387755102040817,0,[],[],"[1, 4, 8, 14]","[3727, 6541, 9254]"
29,2,1.6,objectLevel,full,6,6,"[43, -1, -1]",9.0,0.11320754716981132,0,[],[],"[1, 3, 7, 13]","[2299, 49554, 51810]"
30,2,1.6,objectLevel,full,7,4,"[14, -1, -1]",22.0,0.47368421052631576,0,[],[],"[1, 2, 6, 10]","[2257, 20209, 23345]"
31,2,1.6,objectLevel,full,8,11,"[29, -1, -1]",18.0,0.22448979591836735,0,[],[],"[1, 5, 9, 16]","[2338, 35727, 37545]"
32,2,1.6,objectLevel,full,9,0,"[-1, -1, -1]",40.0,0.7254901960784313,0,[],[],"[1, 4, 8, 15]","[2160, 5049, 7060]"
33,2,1.6,objectLevel,full,10,2,"[22, -1, -1]",4.0,0.5161290322580645,0,[],[],"[1, 5, 9, 16]","[2225, 28519, 31183]"
34,2,1.6,objectLevel,full,11,7,"[22, -1, 20]",5.0,0.13333333333333333,0,[],[],"[1, 3, 7, 13]","[853, 26835, 28697]"
35,2,1.6,objectLevel,full,12,3,"[-1, -1, 16]",0.0,0.21739130434782608,0,[],[],"[1, 2, 6, 11]","[2637, 5932, 7574]"
36,3,2.8,objectLevel,full,1,4,"[19, -1, 5]",8.0,-0.03333333333333333,0,[],[],"[1, 4, 8, 15]","[4617, 30370, 32336]"
37,3,2.8,objectLevel,full,2,8,"[-1, -1, 8]",35.0,0.9333333333333333,0,[],[],"[1, 3, 7, 13]","[1715, 7521, 14205]"
38,3,2.8,objectLevel,full,3,7,"[-1, -1, -1]",34.0,1.15625,0,[],[],"[1, 5, 9, 17]","[1718, 5077, 9399]"
39,3,2.8,objectLevel,full,4,11,"[-1, -1, 20]",24.0,0.6875,0,[],[],"[1, 2, 6, 10]","[1198, 4655, 7754]"
40,3,2.8,objectLevel,full,5,1,"[7, -1, -1]",14.0,0.9333333333333333,0,[],[],"[1, 4, 8, 15]","[2035, 11679, 15122]"
41,3,2.8,objectLevel,full,6,10,"[6, -1, -1]",3.0,0.21212121212121213,0,[],[],"[1, 3, 7, 13]","[934, 9367, 12076]"
42,3,2.8,objectLevel,full,7,6,"[41, -1, -1]",10.0,0.6190476190476191,0,[],[],"[1, 4, 8, 14]","[580, 46366, 49515]"
43,3,2.8,objectLevel,full,8,5,"[20, -1, -1]",6.0,0.13333333333333333,0,[],[],"[1, 2, 6, 10]","[379, 24514, 26476]"
44,3,2.8,objectLevel,full,9,9,"[23, -1, -1]",6.0,-0.9,0,[],[],"[1, 5, 9, 17]","[1621, 28374, 30381]"
45,3,2.8,objectLevel,full,10,2,"[14, -1, -1]",15.0,0.8,0,[],[],"[1, 3, 7, 12]","[998, 17748, 19539]"
46,3,2.8,objectLevel,full,11,3,"[14, -1, -1]",5.0,1.0769230769230769,0,[],[],"[1, 3, 7, 13]","[1398, 17721, 19561]"
47,3,2.8,objectLevel,full,12,0,"[23, -1, -1]",8.0,0.7222222222222222,0,[],[],"[1, 2, 6, 10]","[480, 26198, 28375]"
48,4,1.6,objectLevel,full,1,9,"[6, -1, 14]",6.4,0.135,1,[4],[8235],"[1, 4, 8, 14]","[11406, 23147, 28136]"
49,4,1.6,objectLevel,full,2,2,"[-1, -1, 1]",28.8,0.9161290322580645,2,"[2, 11]","[3568, 25411]","[1, 2, 6, 11]","[16805, 28156, 32307]"
50,4,1.6,objectLevel,full,3,1,"[-1, -1, -1]",42.8,0.9858823529411764,2,"[5, 17]","[3513, 11636]","[1, 5, 9, 16]","[6485, 14406, 17800]"
51,4,1.6,objectLevel,full,4,7,"[38, -1, 8]",-6.0,-0.05,5,"[4, 3, 2, 5, 10]","[1811, 10817, 16901, 18644, 63343]","[1, 2, 6, 11]","[20494, 65087, 67594]"
52,4,1.6,objectLevel,full,5,6,"[41, -1, -1]",3.6,0.011320754716981133,4,"[17, 10, 12, 14]","[3985, 6673, 9332, 10482]","[1, 4, 8, 14]","[12210, 57451, 58850]"
53,4,1.6,objectLevel,full,6,4,"[14, -1, -1]",16.6,0.3315789473684211,4,"[3, 7, 13, 12]","[1062, 3477, 4157, 5807]","[1, 3, 7, 12]","[11867, 29479, 30746]"
54,4,1.6,objectLevel,full,7,8,"[19, -1, -1]",18.4,0.2818181818181818,6,"[2, 10, 11, 4, 14, 15]","[984, 1717, 2752, 7895, 9185, 10004]","[1, 2, 6, 10]","[14235, 37506, 38755]"
55,4,1.6,objectLevel,full,8,11,"[29, -1, -1]",8.4,0.028571428571428577,6,"[5, 3, 2, 4, 17, 16]","[1617, 2943, 4359, 5517, 41591, 44890]","[1, 5, 9, 17]","[8473, 46313, 49101]"
56,4,1.6,objectLevel,full,9,0,"[18, -1, -1]",-1.0,-0.0784313725490196,10,"[4, 3, 2, 5, 16, 17, 10, 11, 13, 12]","[1162, 1943, 2586, 3311, 8347, 9425, 11989, 13319, 40282, 42253]","[1, 3, 7, 13]","[16248, 42896, 44793]"
57,4,1.6,objectLevel,full,10,3,"[-1, -1, -1]",18.0,0.6086956521739131,10,"[2, 4, 3, 5, 17, 16, 13, 12, 10, 11]","[1858, 3232, 4186, 5180, 7032, 7892, 10473, 11418, 12442, 13318]","[1, 2, 6, 10]","[14149, 20079, 22127]"
58,4,1.6,objectLevel,full,11,5,"[-1, -1, -1]",21.2,0.6775510204081633,8,"[3, 5, 4, 2, 13, 12, 14, 15]","[770, 2584, 3476, 4209, 7149, 8198, 10967, 12114]","[1, 4, 8, 14]","[13486, 18044, 19463]"
59,4,1.6,objectLevel,full,12,10,"[-1, -1, -1]",12.4,0.25405405405405407,6,"[3, 2, 5, 4, 10, 11]","[850, 2077, 2867, 3577, 5893, 8441]","[1, 2, 6, 10]","[9280, 13950, 15350]"
60,5,2.8,featureBased,full,1,6,"[0, 0, 0]",8.0,0.5238095238095238,0,[],[],"[1, 5, 9, 17]","[11658, 18962, 24438]"
61,5,2.8,featureBased,full,2,7,"[0, 0, 0]",16.0,0.59375,0,[],[],"[1, 4, 8, 15]","[5519, 14067, 19416]"
62,5,2.8,featureBased,full,3,8,"[0, 0, 0]",18.0,0.36666666666666664,0,[],[],"[1, 2, 6, 11]","[2579, 12170, 16834]"
63,5,2.8,featureBased,full,4,5,"[0, 0, 0]",1.0,-0.03333333333333333,0,[],[],"[1, 3, 7, 13]","[2095, 12973, 16712]"
64,5,2.8,featureBased,full,5,2,"[0, 0, 0]",8.0,0.45,0,[],[],"[1, 4, 8, 15]","[3521, 11600, 17321]"
65,5,2.8,featureBased,full,6,10,"[0, 0, 0]",22.0,0.7878787878787878,0,[],[],"[1, 2, 6, 10]","[2150, 10518, 14782]"
66,5,2.8,featureBased,full,7,9,"[0, 0, 0]",6.0,-0.9,0,[],[],"[1, 5, 9, 17]","[3616, 11936, 14988]"
67,5,2.8,featureBased,full,8,1,"[0, 0, 0]",21.0,1.1666666666666667,0,[],[],"[1, 3, 7, 12]","[3363, 12113, 20563]"
68,5,2.8,featureBased,full,9,4,"[0, 0, 0]",0.0,-0.3,0,[],[],"[1, 2, 6, 11]","[989, 8875, 12311]"
69,5,2.8,featureBased,full,10,3,"[0, 0, 0]",5.0,1.0769230769230769,0,[],[],"[1, 3, 7, 13]","[970, 9284, 12927]"
70,5,2.8,featureBased,full,11,11,"[0, 0, 0]",16.0,0.4375,0,[],[],"[1, 4, 8, 14]","[1314, 9794, 14064]"
71,5,2.8,featureBased,full,12,0,"[0, 0, 0]",15.0,1.1111111111111112,0,[],[],"[1, 3, 7, 13]","[2311, 13127, 19652]"
72,6,0.01,objectLevel,full,1,2,"[-1, -1, -1]",33.97,0.9989655172413793,3,"[10, 2, 6]","[4050, 5813, 7382]","[1, 2, 6, 10]","[12103, 15309, 16883]"
73,6,0.01,objectLevel,full,2,1,"[5, -1, -1]",20.99,0.4183720930232558,1,[3],[1973],"[1, 3, 7, 13]","[5274, 30467, 32450]"
74,6,0.01,objectLevel,full,3,9,"[-1, -1, 4]",30.92,0.8157575757575758,8,"[2, 4, 8, 14, 15, 3, 7, 13]","[1563, 3055, 4444, 6201, 7410, 8875, 9955, 10919]","[1, 3, 7, 13]","[12979, 16999, 19721]"
75,6,0.01,objectLevel,full,4,6,"[-1, -1, -1]",37.88,0.9961290322580646,12,"[3, 7, 4, 8, 2, 6, 10, 11, 5, 9, 17, 16]","[1495, 2551, 4961, 5906, 7466, 8336, 9310, 10226, 12164, 13086, 14204, 15350]","[1, 2, 6, 11]","[17098, 21806, 24808]"
76,6,0.01,objectLevel,full,5,10,"[-1, -1, -1]",21.84,0.9927272727272727,16,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 15, 14, 3, 7, 13, 12]","[1675, 2723, 3714, 4839, 6048, 7012, 7731, 8611, 10139, 10962, 11919, 12760, 14071, 14970, 15879, 16842]","[1, 2, 6, 10]","[21680, 25639, 28370]"
77,6,0.01,objectLevel,full,6,3,"[-1, -1, -1]",33.86,0.9957575757575757,14,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 14, 15, 3, 7]","[1911, 3207, 4173, 5194, 6278, 7131, 7992, 8879, 10013, 10922, 12678, 13540, 15666, 16479]","[1, 2, 6, 10]","[18562, 22419, 24793]"
78,6,0.01,objectLevel,full,7,11,"[-1, -1, -1]",37.84,0.9948387096774195,16,"[2, 6, 10, 11, 5, 9, 17, 16, 4, 8, 14, 15, 3, 7, 13, 12]","[1271, 2045, 2867, 3974, 5797, 6572, 7556, 8464, 12414, 13139, 13993, 14927, 16258, 17082, 18198, 19055]","[1, 2, 6, 11]","[21794, 25963, 31963]"
79,6,0.01,objectLevel,full,8,0,"[-1, -1, -1]",39.84,0.9961904761904763,16,"[2, 6, 10, 11, 4, 8, 14, 15, 5, 9, 17, 16, 3, 7, 13, 12]","[1510, 2425, 4502, 5193, 6300, 7230, 8077, 8977, 12149, 12842, 13840, 14864, 15986, 16958, 17869, 18756]","[1, 4, 8, 14]","[20521, 24079, 26115]"
80,6,0.01,objectLevel,full,9,5,"[-1, -1, -1]",33.84,0.9948387096774195,16,"[2, 6, 10, 11, 4, 8, 14, 15, 5, 9, 3, 7, 13, 12, 17, 16]","[1138, 1883, 2933, 3858, 5312, 6135, 7060, 8035, 9387, 10152, 12317, 13130, 14358, 15275, 16287, 17270]","[1, 4, 8, 14]","[20811, 25128, 27892]"
81,6,0.01,objectLevel,full,10,4,"[-1, -1, -1]",41.84,0.9960000000000001,16,"[2, 6, 10, 11, 4, 8, 14, 15, 3, 7, 13, 12, 5, 9, 17, 16]","[2596, 3644, 4822, 5884, 7375, 8342, 9465, 10335, 12208, 13030, 13994, 14969, 16763, 17612, 18435, 19410]","[1, 5, 9, 17]","[20935, 24932, 27651]"
82,6,0.01,objectLevel,full,11,8,"[-1, -1, -1]",40.84,0.9946666666666668,16,"[2, 6, 10, 11, 4, 8, 14, 15, 5, 9, 17, 16, 3, 7, 13, 12]","[1343, 2053, 3052, 3866, 5660, 6721, 7638, 8556, 10016, 10767, 11977, 13302, 14756, 15559, 16436, 17438]","[1, 3, 7, 12]","[20384, 24210, 27655]"
83,6,0.01,objectLevel,full,12,7,"[-1, -1, -1]",33.86,0.9954838709677419,14,"[2, 6, 10, 11, 4, 8, 5, 9, 17, 16, 3, 7, 13, 12]","[3300, 4259, 5208, 6085, 7435, 8223, 9515, 10420, 11216, 12341, 14254, 15002, 15972, 16754]","[1, 5, 9, 17]","[19820, 24052, 25779]"
84,7,1.6,objectLevel,full,1,9,"[-1, -1, 4]",31.0,0.75,0,[],[],"[1, 3, 7, 13]","[5231, 8293, 10068]"
85,7,1.6,objectLevel,full,2,11,"[-1, -1, -1]",38.0,0.6326530612244898,0,[],[],"[1, 2, 6, 11]","[1410, 3509, 5221]"
86,7,1.6,objectLevel,full,3,1,"[7, -1, -1]",14.0,0.6470588235294118,0,[],[],"[1, 4, 8, 15]","[1248, 14685, 17198]"
87,7,1.6,objectLevel,full,4,6,"[38, -1, -1]",7.2,0.07924528301886793,3,"[9, 16, 17]","[44387, 49079, 49918]","[1, 5, 9, 16]","[2653, 46365, 60517]"
88,7,1.6,objectLevel,full,5,4,"[19, -1, -1]",6.4,0.06315789473684212,6,"[3, 2, 4, 5, 14, 15]","[2150, 3194, 4130, 4792, 35022, 35864]","[1, 4, 8, 14]","[6198, 31010, 37397]"
89,7,1.6,objectLevel,full,6,2,"[14, -1, 1]",13.0,0.6612903225806451,0,[],[],"[1, 3, 7, 13]","[990, 18353, 19989]"
90,7,1.6,objectLevel,full,7,7,"[22, -1, 20]",5.0,0.13333333333333333,0,[],[],"[1, 3, 7, 13]","[484, 105022, 105946]"
91,7,1.6,objectLevel,full,8,10,"[1, -1, 4]",6.0,0.08108108108108109,0,[],[],"[1, 4, 8, 15]","[1356, 21594, 23756]"
92,7,1.6,objectLevel,full,9,5,"[24, -1, -1]",1.0,0.2653061224489796,0,[],[],"[1, 3, 7, 13]","[2313, 31051, 32450]"
93,7,1.6,objectLevel,full,10,0,"[23, -1, 7]",-2.0,-0.09803921568627451,0,[],[],"[1, 2, 6, 11]","[3813, 32076, 33800]"
94,7,1.6,objectLevel,full,11,3,"[13, -1, 2]",0.0,0.21739130434782608,0,[],[],"[1, 5, 9, 17]","[1164, 17102, 24164]"
95,7,1.6,objectLevel,full,12,8,"[-1, -1, 8]",35.0,0.6590909090909091,0,[],[],"[1, 3, 7, 13]","[1798, 3611, 5286]"
96,8,0.01,objectLevel,full,1,8,"[13, -1, 32]",9.99,-0.03366666666666666,1,[3],[23530],"[1, 4, 8, 14]","[2667, 28917, 32340]"
97,8,0.01,objectLevel,full,2,4,"[19, -1, 5]",7.94,0.14850000000000002,6,"[3, 2, 5, 4, 15, 14]","[1124, 3082, 4062, 4904, 32874, 33692]","[1, 4, 8, 15]","[6251, 30597, 72664]"
98,8,0.01,objectLevel,full,3,9,"[-1, -1, -1]",36.92,0.9975757575757577,8,"[3, 12, 13, 5, 4, 14, 15, 2]","[2354, 3725, 4393, 6360, 7191, 8721, 9466, 10493]","[1, 3, 7, 12]","[11673, 16713, 18068]"
99,8,0.01,objectLevel,full,4,2,"[-1, -1, -1]",33.9,0.996551724137931,10,"[3, 4, 14, 5, 16, 17, 2, 10, 11, 15]","[992, 2304, 3332, 4808, 5755, 6696, 7845, 8929, 9833, 10905]","[1, 2, 6, 10]","[13155, 18711, 19945]"
100,8,0.01,objectLevel,full,5,11,"[-1, -1, -1]",37.89,0.9964516129032258,11,"[4, 14, 3, 12, 13, 5, 16, 17, 2, 10, 11]","[982, 2574, 3486, 5018, 5585, 6324, 7422, 8141, 8930, 9902, 10584]","[1, 2, 6, 11]","[11956, 19501, 21926]"
101,8,0.01,objectLevel,full,6,3,"[-1, -1, -1]",33.9,0.996969696969697,10,"[4, 3, 2, 5, 16, 17, 12, 13, 10, 11]","[2227, 3026, 3585, 4308, 5559, 6202, 7475, 8162, 8667, 9397]","[1, 2, 6, 10]","[10096, 21010, 22432]"
102,8,0.01,objectLevel,full,7,1,"[-1, -1, -1]",45.91,0.9979069767441859,9,"[11, 2, 3, 4, 5, 12, 13, 16, 17]","[None, 2144, 2931, 3756, 4452, 5435, 5924, 6940, 7451]","[1, 5, 9, 16]","[8412, 21205, 22643]"
103,8,0.01,objectLevel,full,8,10,"[-1, -1, -1]",21.92,0.9963636363636365,8,"[4, 14, 15, 3, 2, 5, 10, 11]","[3270, 4502, 5221, 6133, 6972, 7549, 8669, 9200]","[1, 2, 6, 10]","[10365, 17120, 22094]"
104,8,0.01,objectLevel,full,9,5,"[-1, -1, -1]",33.9,0.996774193548387,10,"[12, 13, 10, 11, 17, 16, 5, 14, 15, 4]","[6925, 7595, 8226, 8964, 9500, 10241, 11147, 12011, 12602, 13233]","[1, 4, 8, 14]","[14274, 34570, 35840]"
105,8,0.01,objectLevel,full,10,6,"[-1, -1, -1]",37.88,0.9961290322580646,12,"[3, 4, 5, 2, 17, 16, 14, 15, 12, 13, 10, 11]","[1877, 2489, 3006, 3617, 4619, 5288, 6475, 7107, 8296, 8785, 9589, 10352]","[1, 2, 6, 11]","[12473, 29012, 30383]"
106,8,0.01,objectLevel,full,11,0,"[-1, -1, -1]",39.88,0.9971428571428572,12,"[12, 13, 14, 15, 4, 3, 2, 5, 16, 17, 11, 10]","[11235, 11921, 12963, 13596, 14249, 15251, 15705, 16241, 16901, 17378, 17994, 18894]","[1, 4, 8, 14]","[19715, 41507, 43691]"
107,8,0.01,objectLevel,full,12,7,"[-1, -1, -1]",33.88,0.9961290322580646,12,"[12, 13, 3, 2, 5, 4, 11, 10, 17, 16, 15, 14]","[2375, 2950, 3770, 4264, 5498, 5904, 7007, 7966, 8991, 9727, 10644, 11322]","[1, 5, 9, 16]","[12260, 25828, 27159]"
108,10,2.8,featureBased,full,1,6,"[0, 0, 0]",38.0,1.9523809523809523,0,[],[],"[1, 2, 6, 11]","[2436, 6046, 7648]"
109,10,2.8,featureBased,full,2,2,"[0, 0, 0]",4.0,0.25,0,[],[],"[1, 5, 9, 17]","[2447, 7651, 9623]"
110,10,2.8,featureBased,full,3,8,"[0, 0, 0]",10.0,0.1,0,[],[],"[1, 4, 8, 14]","[2587, 9377, 12437]"
111,10,2.8,featureBased,full,4,9,"[0, 0, 0]",31.0,0.35,0,[],[],"[1, 3, 7, 13]","[2270, 7831, 10904]"
112,10,2.8,featureBased,full,5,1,"[0, 0, 0]",8.0,0.7333333333333333,0,[],[],"[1, 2, 6, 10]","[4797, 9600, 12260]"
113,10,2.8,featureBased,full,6,10,"[0, 0, 0]",3.0,0.21212121212121213,0,[],[],"[1, 3, 7, 12]","[2019, 7465, 11065]"
114,10,2.8,featureBased,full,7,3,"[0, 0, 0]",26.0,1.8846153846153846,0,[],[],"[1, 4, 8, 15]","[4187, 10743, 14853]"
115,10,2.8,featureBased,full,8,4,"[0, 0, 0]",14.0,0.16666666666666666,0,[],[],"[1, 5, 9, 16]","[1693, 7216, 11029]"
116,10,2.8,featureBased,full,9,11,"[0, 0, 0]",24.0,0.6875,0,[],[],"[1, 2, 6, 10]","[2975, 8518, 11837]"
