p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[{u'Q': 5.1359999999999975, u'action': 5, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 13.439999999999998, u'action': 6, u'Qs': [13.44, 13.44, 13.44, 13.44, 13.439999999999998, 17.136, 17.136, 13.44, 13.44, 13.44, 13.44, 13.44, 13.44, 13.44, 13.44, 11.999999999999998], u'state': [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 17.136}, {u'Q': 21.136, u'action': 7, u'Qs': [17.220000000000002, 17.22, 17.220000000000002, 17.220000000000002, 21.136, 21.136, 17.220000000000002, 17.22, 17.220000000000002, 17.220000000000002, 17.220000000000002, 17.22, 17.220000000000002, 17.220000000000002, 16], u'state': [0, u'__', u'__', u'__', u'__', 12, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 21.136}, {u'Q': 29.44, u'action': 8, u'Qs': [29, 29, 29, 29, 29.44, 29, 29, 29, 29, 29, 29, 29, 29, 28], u'state': [0, u'__', u'__', u'__', u'__', 12, 4, 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 29.44}, {u'Q': 29, u'action': 9, u'Qs': [29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 28], u'state': [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 10, u'Qs': [29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 28], u'state': [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 12, u'Qs': [29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 28], u'state': [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 11, u'Qs': [29, 29, 29, 29, 29, 29, 29, 29, 29, 28], u'state': [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, u'__', -12, u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 1, u'Qs': [29, 29, 29, 29, 29, 29, 29, 29, 28], u'state': [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 2, u'Qs': [29, 29, 29, 29, 29, 29, 29, 28], u'state': [0, -20, u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 3, u'Qs': [29, 29, 29, 29, 29, 29, 28], u'state': [0, -20, 4, u'__', u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 4, u'Qs': [29, 29, 29, 29, 29, 28], u'state': [0, -20, 4, 4, u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 13, u'Qs': [29, 29, 29, 29, 28], u'state': [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], u'V': 29}, {u'Q': 29.220000000000002, u'action': 14, u'Qs': [29.220000000000002, 29.220000000000002, 29.220000000000002, 28], u'state': [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, u'__', u'__', u'__'], u'V': 29.220000000000002}, {u'Q': 29, u'action': 15, u'Qs': [29, 29, 28], u'state': [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, -4, u'__', u'__'], u'V': 29}, {u'Q': 29, u'action': 16, u'Qs': [29, 28], u'state': [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, -4, 4, u'__'], u'V': 29}, {u'Q': 28, u'action': u'__TERM_ACTION__', u'Qs': [28], u'state': [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, -4, 4, 4], u'V': 28}]","[71892, 77817, 81863]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 4, 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, u'__', -12, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], [0, -20, 4, u'__', u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], [0, -20, 4, 4, u'__', 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, u'__', u'__', u'__', u'__'], [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, u'__', u'__', u'__'], [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, -4, u'__', u'__'], [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, -4, 4, u'__'], [0, -20, 4, 4, 4, 12, 4, 12, -12, -12, 12, -4, -12, 12, -4, 4, 4]]",,[3],[True],"[5, 6, 7, 8, 9, 10, 12, 11, 1, 2, 3, 4, 13, 14, 15, 16, u'__TERM_ACTION__']","[0, 5, 6, 7]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 6, 7, 8, 9, 10, 12, 11, 1, 2, 3, 4, 13, 14, 15, 16], u'time': [2692, 3813, 4808, 7601, 13713, 15045, 15845, 16963, 18016, 18875, 19582, 20507, 21892, 23415, 24672, 26085]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[71889, 2418, 3549]",12.0,227786,1.0,,mouselab-mdp,,0
"[{u'Q': 5.1359999999999975, u'action': 5, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 5.1359999999999975, u'action': 9, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 0.9999999999999981, 0.9999999999999981, 0.9999999999999981, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 20, u'action': u'__TERM_ACTION__', u'Qs': [21, 21, 21, 21, 21, 21, 21, 21, 25.135999999999996, 25.135999999999996, 21, 21, 21, 21, 20], u'state': [0, u'__', u'__', u'__', u'__', -20, u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 25.135999999999996}]","[7534, 21008, 22827]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -20, u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[3],[True],"[5, 9, u'__TERM_ACTION__']","[0, 9, 10, 12]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 9], u'time': [3801, 5825]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7534, 5640, 1328]",26.0,293871,2.0,,mouselab-mdp,,0
"[{u'Q': 5.1359999999999975, u'action': 5, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 13.439999999999998, u'action': 6, u'Qs': [13.44, 13.44, 13.44, 13.44, 13.439999999999998, 17.136, 17.136, 13.44, 13.44, 13.44, 13.44, 13.44, 13.44, 13.44, 13.44, 11.999999999999998], u'state': [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 17.136}, {u'Q': 24, u'action': u'__TERM_ACTION__', u'Qs': [25, 25, 25, 25, 29.136000000000003, 29.136000000000003, 25, 25, 25, 25, 25, 25, 25, 25, 24], u'state': [0, u'__', u'__', u'__', u'__', 12, 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 29.136000000000003}]","[5649, 14086, 16738]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[3],[True],"[5, 6, u'__TERM_ACTION__']","[0, 5, 6, 8]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 6], u'time': [2081, 3815]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5649, 2950, 2143]",26.0,350397,3.0,,mouselab-mdp,,0
"[{u'Q': 5.1359999999999975, u'action': 5, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 7.135999999999999, u'action': 13, u'Qs': [7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 7.1359999999999975, 9.136, 9.136, 7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 3.9999999999999987], u'state': [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 9.136}, {u'Q': 7.135999999999999, u'action': 9, u'Qs': [7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 9.135999999999997, 9.136, 9.136, 7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 9.135999999999997, 9.136, 9.136, 3.9999999999999987], u'state': [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__'], u'V': 9.136}, {u'Q': 7.135999999999999, u'action': 1, u'Qs': [7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 9.135999999999997, 9.136, 9.136, 6.2879999999999985, 6.287999999999999, 6.287999999999999, 9.135999999999997, 9.136, 9.136, 3.9999999999999987], u'state': [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], u'V': 9.136}, {u'Q': 3.9999999999999987, u'action': u'__TERM_ACTION__', u'Qs': [9.135999999999997, 9.136, 9.136, 9.135999999999997, 9.136, 9.136, 6.2879999999999985, 6.287999999999999, 6.287999999999999, 9.135999999999997, 9.136, 9.136, 3.9999999999999987], u'state': [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], u'V': 9.136}]","[8788, 15820, 17077]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__']]",,[3],[True],"[5, 13, 9, 1, u'__TERM_ACTION__']","[0, 5, 6, 7]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 13, 9, 1], u'time': [1609, 2946, 4339, 5745]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8788, 364, 729]",-8.0,403138,4.0,,mouselab-mdp,,0
"[{u'Q': 5.1359999999999975, u'action': 5, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 3.9999999999999987, u'action': u'__TERM_ACTION__', u'Qs': [7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 7.1359999999999975, 9.136, 9.136, 7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 3.9999999999999987], u'state': [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 9.136}]","[5477, 9516, 14710]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[3],[True],"[5, u'__TERM_ACTION__']","[0, 5, 6, 7]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5], u'time': [3112]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5477, 539, 4687]",19.0,457983,5.0,,mouselab-mdp,,0
"[{u'Q': -1.9984014443252818e-15, u'action': u'__TERM_ACTION__', u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}]","[3077, 7200, 10754]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[3],[True],[u'__TERM_ACTION__'],"[0, 5, 6, 8]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3077, 505, 3052]",4.0,526687,6.0,,mouselab-mdp,,0
"[{u'Q': -1.9984014443252818e-15, u'action': u'__TERM_ACTION__', u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}]","[2198, 6520, 8274]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[3],[True],[u'__TERM_ACTION__'],"[0, 9, 10, 12]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2198, 816, 1261]",28.0,606422,7.0,,mouselab-mdp,,0
"[{u'Q': -1.9984014443252818e-15, u'action': u'__TERM_ACTION__', u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}]","[3118, 6943, 8352]","[u'0', u'0', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[3],[True],[u'__TERM_ACTION__'],"[0, 1, 2, 4]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3118, 295, 908]",-4.0,743493,8.0,,mouselab-mdp,,0
"[{u'Q': -1.9984014443252818e-15, u'action': u'__TERM_ACTION__', u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}]","[2954, 6727, 8846]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[3],[True],[u'__TERM_ACTION__'],"[0, 5, 6, 7]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2954, 270, 1627]",4.0,892158,9.0,,mouselab-mdp,,0
"[{u'Q': 5.1359999999999975, u'action': 5, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 5.1359999999999975, u'action': 9, u'Qs': [5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 1.4399999999999982, 1.4399999999999984, 1.4399999999999984, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, 5.1359999999999975, 5.1359999999999975, 5.135999999999999, 5.135999999999999, -1.9984014443252818e-15], u'state': [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 5.135999999999999}, {u'Q': 7.135999999999999, u'action': 13, u'Qs': [7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 5.219999999999999, 5.219999999999999, 5.219999999999999, 7.1359999999999975, 9.136, 9.136, 7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 3.9999999999999987], u'state': [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 9.136}, {u'Q': 7.135999999999999, u'action': 1, u'Qs': [7.135999999999999, 7.135999999999998, 7.135999999999999, 7.135999999999999, 5.219999999999999, 5.219999999999999, 5.219999999999999, 7.1359999999999975, 9.136, 9.136, 5.219999999999999, 5.219999999999999, 5.219999999999999, 3.9999999999999987], u'state': [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], u'V': 9.136}, {u'Q': 3.9999999999999987, u'action': u'__TERM_ACTION__', u'Qs': [6.2879999999999985, 6.287999999999999, 6.287999999999999, 5.219999999999999, 5.219999999999999, 5.219999999999999, 6.287999999999998, 9.136, 9.136, 5.219999999999999, 5.219999999999999, 5.219999999999999, 3.9999999999999987], u'state': [0, -4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], u'V': 9.136}]","[12048, 25717, 27326]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__']]",,[3],[True],"[5, 9, 13, 1, u'__TERM_ACTION__']","[0, 9, 10, 12]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 9, 13, 1], u'time': [7675, 8558, 9695, 10726]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12048, 4328, 1081]",-8.0,1076229,10.0,,mouselab-mdp,,0
