p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,,,,,,,,,,152293,,152295,,,instructions,"[{""page_index"":0,""viewing_time"":97725},{""page_index"":1,""viewing_time"":24953},{""page_index"":2,""viewing_time"":20016},{""page_index"":1,""viewing_time"":7940},{""page_index"":2,""viewing_time"":1658}]",86
,,,,,,,,,,,,,,125550,,125550,,,instructions,"[{""page_index"":0,""viewing_time"":47177},{""page_index"":1,""viewing_time"":57725},{""page_index"":2,""viewing_time"":20647}]",87
,,,,,,,,,,,,,,36776,,195559,,,instructions,"[{""page_index"":0,""viewing_time"":16812},{""page_index"":1,""viewing_time"":17466},{""page_index"":2,""viewing_time"":2498}]",87
,,,,,,,,,,,,,,153768,,153770,,,instructions,"[{""page_index"":0,""viewing_time"":78482},{""page_index"":1,""viewing_time"":39185},{""page_index"":2,""viewing_time"":36099}]",88
,,,,,,,,,,,,,,156233,,156236,,,instructions,"[{""page_index"":0,""viewing_time"":55432},{""page_index"":1,""viewing_time"":63314},{""page_index"":2,""viewing_time"":37484}]",89
,,,,,,,,,,,,,,50987,,50989,,,instructions,"[{""page_index"":0,""viewing_time"":29333},{""page_index"":1,""viewing_time"":14030},{""page_index"":2,""viewing_time"":7623}]",90
,,,,,,,,,,,,,,25627,,103282,,,instructions,"[{""page_index"":0,""viewing_time"":11840},{""page_index"":1,""viewing_time"":9212},{""page_index"":2,""viewing_time"":4574}]",90
,,,,,,,,,,,,,,196317,,196320,,,instructions,"[{""page_index"":0,""viewing_time"":88082},{""page_index"":1,""viewing_time"":71615},{""page_index"":2,""viewing_time"":36615}]",91
,,,,,,,,,,,,,,14042,,14042,,,instructions,"[{""page_index"":0,""viewing_time"":4521},{""page_index"":1,""viewing_time"":8113},{""page_index"":2,""viewing_time"":1407}]",92
,,,,,,,,,,,,,,43213,,99249,,,instructions,"[{""page_index"":0,""viewing_time"":14478},{""page_index"":1,""viewing_time"":15063},{""page_index"":2,""viewing_time"":13672}]",92
,,,,,,,,,,,,,,133744,,133746,,,instructions,"[{""page_index"":0,""viewing_time"":88295},{""page_index"":1,""viewing_time"":24868},{""page_index"":2,""viewing_time"":20579}]",93
,,,,,,,,,,,,,,21692,,185017,,,instructions,"[{""page_index"":0,""viewing_time"":5168},{""page_index"":1,""viewing_time"":4368},{""page_index"":2,""viewing_time"":12155}]",93
,,,,,,,,,,,,,,92270,,92272,,,instructions,"[{""page_index"":0,""viewing_time"":43865},{""page_index"":1,""viewing_time"":30272},{""page_index"":2,""viewing_time"":18131}]",94
,,,,,,,,,,,,,,63979,,63982,,,instructions,"[{""page_index"":0,""viewing_time"":14436},{""page_index"":1,""viewing_time"":28069},{""page_index"":2,""viewing_time"":21472}]",95
,,,,,,,,,,,,,,89785,,89787,,,instructions,"[{""page_index"":0,""viewing_time"":46830},{""page_index"":1,""viewing_time"":20449},{""page_index"":2,""viewing_time"":22505}]",96
,,,,,,,,,,,,,,510141,,510143,,,instructions,"[{""page_index"":0,""viewing_time"":397753},{""page_index"":1,""viewing_time"":85645},{""page_index"":2,""viewing_time"":26742}]",97
,,,,,,,,,,,,,,100037,,100039,,,instructions,"[{""page_index"":0,""viewing_time"":35451},{""page_index"":1,""viewing_time"":46167},{""page_index"":2,""viewing_time"":18418}]",98
,,,,,,,,,,,,,,93990,,93993,,,instructions,"[{""page_index"":0,""viewing_time"":40403},{""page_index"":1,""viewing_time"":33941},{""page_index"":2,""viewing_time"":19642}]",99
,,,,,,,,,,,,,,182246,,182247,,,instructions,"[{""page_index"":0,""viewing_time"":59565},{""page_index"":1,""viewing_time"":44506},{""page_index"":2,""viewing_time"":3575},{""page_index"":1,""viewing_time"":46985},{""page_index"":2,""viewing_time"":27611}]",100
,,,,,,,,,,,,,,189271,,189273,,,instructions,"[{""page_index"":0,""viewing_time"":32458},{""page_index"":1,""viewing_time"":139132},{""page_index"":2,""viewing_time"":17680}]",101
,,,,,,,,,,,,,,82902,,82903,,,instructions,"[{""page_index"":0,""viewing_time"":38713},{""page_index"":1,""viewing_time"":36372},{""page_index"":2,""viewing_time"":7816}]",102
,,,,,,,,,,,,,,159356,,159361,,,instructions,"[{""page_index"":0,""viewing_time"":64107},{""page_index"":1,""viewing_time"":69375},{""page_index"":2,""viewing_time"":25863}]",103
,,,,,,,,,,,,,,63968,,63969,,,instructions,"[{""page_index"":0,""viewing_time"":21032},{""page_index"":1,""viewing_time"":29567},{""page_index"":2,""viewing_time"":13368}]",104
,,,,,,,,,,,,,,232787,,232789,,,instructions,"[{""page_index"":0,""viewing_time"":158664},{""page_index"":1,""viewing_time"":48245},{""page_index"":2,""viewing_time"":25878}]",105
