pid,temp,p_error,logp,satisfice,prune,model,trial_idx,k
37,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,13,3
37,1e-10,0.8,-13.533282336194954,5.0,-30.0,progressive_deepening,13,3
37,10.0,0.44,-11.354419531264705,5.0,-30.0,best_first,13,4
37,0.2559547922699533,0.78,-13.6680295763219,,,optimal,13,2
37,1e-10,1.0,-14.02700249205801,,,random,13,0
37,1e-10,0.4,-5.3195195741986385,5.0,-30.0,depth_first,14,3
37,1e-10,0.4,-5.3195195741986385,5.0,-30.0,breadth_first,14,3
37,1e-10,0.4,-5.3195195741986385,5.0,-30.0,progressive_deepening,14,3
37,1e-05,0.4,-5.3195195741986385,5.0,-30.0,best_first,14,4
37,1e-05,0.38,-5.030267306577342,,,optimal,14,2
37,1e-10,1.0,-7.447751280047907,,,random,14,0
37,1e-10,0.36000000000000004,-11.506904080758455,5.0,-30.0,depth_first,15,3
37,1e-10,0.35000000000000003,-10.945884896984296,5.0,-30.0,breadth_first,15,3
37,1e-10,0.55,-13.878110764589831,5.0,-30.0,progressive_deepening,15,3
37,1e-05,0.01,-3.640971395738265,5.0,-30.0,best_first,15,4
37,0.03556480306223128,0.6,-14.133552119709899,,,optimal,15,2
37,1e-10,1.0,-15.972912641113323,,,random,15,0
37,1e-10,0.43,-11.099983486746185,5.0,-30.0,depth_first,16,3
37,1e-10,0.2,-7.590275366967796,5.0,-30.0,breadth_first,16,3
37,1e-10,0.43,-11.099983486746185,5.0,-30.0,progressive_deepening,16,3
37,1e-05,0.01,-2.5357668622487406,5.0,-30.0,best_first,16,4
37,1e-05,1.0,-14.02700249205801,,,optimal,16,2
37,1e-10,1.0,-14.02700249205801,,,random,16,0
37,1e-10,0.55,-16.259909033836074,5.0,-30.0,depth_first,17,3
37,1e-10,0.67,-17.526450003706728,5.0,-30.0,breadth_first,17,3
37,1e-10,0.7000000000000001,-18.033007513024586,5.0,-30.0,progressive_deepening,17,3
37,3.23745754281764,0.31,-13.951170343495875,25.0,-30.0,best_first,17,4
37,10.0,0.8,-19.363971425703923,,,optimal,17,2
37,1e-10,1.0,-19.37411002277548,,,random,17,0
37,1e-10,0.01,-1.825946672012816,10.0,-30.0,depth_first,18,3
37,1e-10,0.6,-8.398633456691682,5.0,-30.0,breadth_first,18,3
37,1e-10,0.01,-1.825946672012816,10.0,-30.0,progressive_deepening,18,3
37,1e-05,0.01,-1.825946672012816,10.0,-30.0,best_first,18,4
37,0.08286427728546843,0.91,-9.688969884692092,,,optimal,18,2
37,1e-10,1.0,-9.750336373041954,,,random,18,0
37,1e-10,0.3,-10.878660898155069,30.0,-30.0,depth_first,19,3
37,1e-10,0.8,-17.270951954478324,30.0,-30.0,breadth_first,19,3
37,1e-10,0.31,-11.89558838034632,30.0,-30.0,progressive_deepening,19,3
37,10.0,0.35000000000000003,-13.494208537989287,30.0,-30.0,best_first,19,4
37,10.0,0.86,-17.760502980765672,,,optimal,19,2
37,1e-10,1.0,-17.76467211034138,,,random,19,0
37,1e-10,0.01,-1.825946672012816,5.0,-30.0,depth_first,20,3
37,1e-10,0.6,-8.398633456691682,5.0,-30.0,breadth_first,20,3
37,1e-10,0.01,-1.825946672012816,5.0,-30.0,progressive_deepening,20,3
37,1e-05,0.01,-2.517262350229293,5.0,-30.0,best_first,20,4
37,1e-05,0.68,-8.92943740296651,,,optimal,20,2
37,1e-10,1.0,-9.750336373041954,,,random,20,0
37,1e-10,0.6,-17.60178235808686,20.0,-5.0,depth_first,21,3
37,1e-10,0.9,-20.611409419959678,20.0,-30.0,breadth_first,21,3
37,1e-10,0.37,-14.371801455134602,20.0,-30.0,progressive_deepening,21,3
37,10.0,0.45,-17.59858115695092,20.0,-30.0,best_first,21,4
37,4.291934260128778,0.01,-19.732122104341574,,,optimal,21,2
37,1e-10,1.0,-20.76040438389537,,,random,21,0
37,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,22,3
37,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,22,3
37,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,22,3
37,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,22,4
37,0.4498432668969444,0.01,-13.678619946857085,,,optimal,22,2
37,1e-10,1.0,-15.972912641113323,,,random,22,0
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,23,3
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,23,3
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,23,3
37,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,23,4
37,1e-05,0.01,-1.806367572991136,,,optimal,23,2
37,1e-10,1.0,-5.049856007249537,,,random,23,0
37,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,24,3
37,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,24,3
37,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,24,3
37,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,24,4
37,1e-05,0.01,-3.4215794435813742,,,optimal,24,2
37,1e-10,1.0,-7.447751280047907,,,random,24,0
37,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,25,3
37,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,25,3
37,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,25,3
37,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,25,4
37,1e-05,0.01,-6.629114438930426,,,optimal,25,2
37,1e-10,1.0,-15.972912641113323,,,random,25,0
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,26,3
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,26,3
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,26,3
37,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,26,4
37,1e-05,0.01,-1.806367572991136,,,optimal,26,2
37,1e-10,1.0,-5.049856007249537,,,random,26,0
37,1e-10,0.95,-13.983364371545422,5.0,-30.0,depth_first,27,3
37,1e-10,0.95,-13.983364371545422,5.0,-30.0,breadth_first,27,3
37,1e-10,0.95,-13.983364371545422,5.0,-30.0,progressive_deepening,27,3
37,1e-05,0.95,-13.983364371545422,5.0,-30.0,best_first,27,4
37,1e-05,0.01,-6.620506064393825,,,optimal,27,2
37,1e-10,1.0,-14.02700249205801,,,random,27,0
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,28,3
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,28,3
37,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,28,3
37,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,28,4
37,1e-05,0.01,-1.806367572991136,,,optimal,28,2
37,1e-10,1.0,-5.049856007249537,,,random,28,0
37,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,29,3
37,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,29,3
37,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,29,3
37,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,29,4
37,1e-05,0.01,-3.4215794435813742,,,optimal,29,2
37,1e-10,1.0,-7.447751280047907,,,random,29,0
39,1e-10,0.87,-7.366272680683515,5.0,-30.0,depth_first,0,3
39,1e-10,0.42,-5.8781358618009785,5.0,-30.0,breadth_first,0,3
39,1e-10,0.87,-7.366272680683515,5.0,-30.0,progressive_deepening,0,3
39,1e-05,0.42,-5.8781358618009785,5.0,-30.0,best_first,0,4
39,1e-05,1.0,-7.447751280047907,,,optimal,0,2
39,1e-10,1.0,-7.447751280047907,,,random,0,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,1,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,1,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,1,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,1,2
39,1e-10,1.0,-2.5649493574615367,,,random,1,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,2,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,2,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,2,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,2,2
39,1e-10,1.0,-2.5649493574615367,,,random,2,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,3,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,3,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,3,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,3,2
39,1e-10,1.0,-2.5649493574615367,,,random,3,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,4,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,4,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,4,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,4,2
39,1e-10,1.0,-2.5649493574615367,,,random,4,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,5,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,5,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,5,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,5,2
39,1e-10,1.0,-2.5649493574615367,,,random,5,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,6,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,6,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,6,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,6,2
39,1e-10,1.0,-2.5649493574615367,,,random,6,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,7,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,7,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,7,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,7,2
39,1e-10,1.0,-2.5649493574615367,,,random,7,0
39,1e-10,0.65,-4.707449035108509,5.0,-30.0,depth_first,8,3
39,1e-10,0.65,-4.707449035108509,5.0,-30.0,breadth_first,8,3
39,1e-10,0.65,-4.707449035108509,5.0,-30.0,progressive_deepening,8,3
39,1e-05,0.65,-4.707449035108509,5.0,-30.0,best_first,8,4
39,1e-05,1.0,-5.049856007249537,,,optimal,8,2
39,1e-10,1.0,-5.049856007249537,,,random,8,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,9,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,9,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,9,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,9,2
39,1e-10,1.0,-2.5649493574615367,,,random,9,0
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,depth_first,10,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,breadth_first,10,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,progressive_deepening,10,3
39,1e-05,1.0,-5.049856007249537,5.0,-30.0,best_first,10,4
39,1e-05,0.93,-5.043923638596429,,,optimal,10,2
39,1e-10,1.0,-5.049856007249537,,,random,10,0
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,depth_first,11,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,breadth_first,11,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,progressive_deepening,11,3
39,1e-05,1.0,-5.049856007249537,5.0,-30.0,best_first,11,4
39,1e-05,0.93,-5.043923638596429,,,optimal,11,2
39,1e-10,1.0,-5.049856007249537,,,random,11,0
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,12,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,12,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,12,3
39,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,12,4
39,1e-05,0.93,-5.043923638596429,,,optimal,12,2
39,1e-10,1.0,-5.049856007249537,,,random,12,0
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,depth_first,13,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,breadth_first,13,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,progressive_deepening,13,3
39,1e-05,1.0,-5.049856007249537,5.0,-30.0,best_first,13,4
39,1e-05,0.93,-5.043923638596429,,,optimal,13,2
39,1e-10,1.0,-5.049856007249537,,,random,13,0
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,depth_first,14,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,breadth_first,14,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,progressive_deepening,14,3
39,1e-05,1.0,-5.049856007249537,5.0,-30.0,best_first,14,4
39,1e-05,0.93,-5.043923638596429,,,optimal,14,2
39,1e-10,1.0,-5.049856007249537,,,random,14,0
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,depth_first,15,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,breadth_first,15,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,progressive_deepening,15,3
39,1e-05,1.0,-5.049856007249537,5.0,-30.0,best_first,15,4
39,1e-05,0.93,-5.043923638596429,,,optimal,15,2
39,1e-10,1.0,-5.049856007249537,,,random,15,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,16,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,16,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,16,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,16,2
39,1e-10,1.0,-2.5649493574615367,,,random,16,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,17,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,17,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,17,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,17,2
39,1e-10,1.0,-2.5649493574615367,,,random,17,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,18,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,18,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,18,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,18,2
39,1e-10,1.0,-2.5649493574615367,,,random,18,0
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,19,3
39,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,19,3
39,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,19,4
39,1e-05,1.0,-2.5649493574615367,,,optimal,19,2
39,1e-10,1.0,-2.5649493574615367,,,random,19,0
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,20,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,20,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,20,3
39,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,20,4
39,1e-05,0.93,-5.043923638596429,,,optimal,20,2
39,1e-10,1.0,-5.049856007249537,,,random,20,0
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,depth_first,21,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,breadth_first,21,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,progressive_deepening,21,3
39,1e-05,1.0,-5.049856007249537,5.0,-30.0,best_first,21,4
39,1e-05,0.93,-5.043923638596429,,,optimal,21,2
39,1e-10,1.0,-5.049856007249537,,,random,21,0
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,22,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,22,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,22,3
39,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,22,4
39,1e-05,0.93,-5.043923638596429,,,optimal,22,2
39,1e-10,1.0,-5.049856007249537,,,random,22,0
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,23,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,23,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,23,3
39,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,23,4
39,1e-05,0.93,-5.043923638596429,,,optimal,23,2
39,1e-10,1.0,-5.049856007249537,,,random,23,0
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,depth_first,24,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,breadth_first,24,3
39,1e-10,1.0,-5.049856007249537,5.0,-30.0,progressive_deepening,24,3
39,1e-05,1.0,-5.049856007249537,5.0,-30.0,best_first,24,4
39,1e-05,0.93,-5.043923638596429,,,optimal,24,2
39,1e-10,1.0,-5.049856007249537,,,random,24,0
39,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,25,3
39,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,25,3
39,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,25,3
39,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,25,4
39,10.0,0.01,-7.310432641390191,,,optimal,25,2
39,1e-10,1.0,-7.447751280047907,,,random,25,0
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,26,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,26,3
39,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,26,3
39,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,26,4
39,1e-05,0.01,-1.806367572991136,,,optimal,26,2
39,1e-10,1.0,-5.049856007249537,,,random,26,0
39,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,27,3
39,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,27,3
39,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,27,3
39,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,27,4
39,1e-05,0.01,-3.4215794435813742,,,optimal,27,2
39,1e-10,1.0,-7.447751280047907,,,random,27,0
39,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,28,3
39,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,28,3
39,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,28,3
39,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,28,4
39,1e-05,0.01,-6.629114438930426,,,optimal,28,2
39,1e-10,1.0,-15.972912641113323,,,random,28,0
39,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,29,3
39,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,29,3
39,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,29,3
39,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,29,4
39,1e-05,0.01,-5.91969082609729,,,optimal,29,2
39,1e-10,1.0,-11.947560950378175,,,random,29,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,0,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,0,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,0,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,0,2
40,1e-10,1.0,-2.5649493574615367,,,random,0,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,1,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,1,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,1,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,1,2
40,1e-10,1.0,-2.5649493574615367,,,random,1,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,2,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,2,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,2,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,2,2
40,1e-10,1.0,-2.5649493574615367,,,random,2,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,3,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,3,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,3,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,3,2
40,1e-10,1.0,-2.5649493574615367,,,random,3,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,4,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,4,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,4,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,4,2
40,1e-10,1.0,-2.5649493574615367,,,random,4,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,5,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,5,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,5,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,5,2
40,1e-10,1.0,-2.5649493574615367,,,random,5,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,6,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,6,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,6,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,6,2
40,1e-10,1.0,-2.5649493574615367,,,random,6,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,7,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,7,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,7,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,7,2
40,1e-10,1.0,-2.5649493574615367,,,random,7,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,8,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,8,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,8,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,8,2
40,1e-10,1.0,-2.5649493574615367,,,random,8,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,9,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,9,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,9,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,9,2
40,1e-10,1.0,-2.5649493574615367,,,random,9,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,10,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,10,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,10,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,10,2
40,1e-10,1.0,-2.5649493574615367,,,random,10,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,11,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,11,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,11,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,11,2
40,1e-10,1.0,-2.5649493574615367,,,random,11,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,12,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,12,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,12,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,12,2
40,1e-10,1.0,-2.5649493574615367,,,random,12,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,13,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,13,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,13,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,13,2
40,1e-10,1.0,-2.5649493574615367,,,random,13,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,14,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,14,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,14,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,14,2
40,1e-10,1.0,-2.5649493574615367,,,random,14,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,15,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,15,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,15,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,15,2
40,1e-10,1.0,-2.5649493574615367,,,random,15,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,16,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,16,3
40,1e-05,1.0,-2.5649493574615367,5.0,-30.0,best_first,16,4
40,1e-05,1.0,-2.5649493574615367,,,optimal,16,2
40,1e-10,1.0,-2.5649493574615367,,,random,16,0
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,breadth_first,17,3
40,1e-10,1.0,-2.5649493574615367,5.0,-30.0,progressive_deepening,17,3
