,pid,temp,p_error,logp,satisfice,prune,model,trial_idx
4120,86,1e-05,0.01,-1.8063675729911357,,,optimal,26
4121,86,1e-10,1.0,-5.049856007249537,,,random,26
4122,86,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,27
4123,86,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,27
4124,86,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,27
4125,86,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,27
4126,86,1e-05,0.01,-1.8063675729911357,,,optimal,27
4127,86,1e-10,1.0,-5.049856007249537,,,random,27
4128,86,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,28
4129,86,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,28
4130,86,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,28
4131,86,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,28
4132,86,1e-05,0.45,-5.878744813408145,,,optimal,28
4133,86,1e-10,1.0,-7.447751280047907,,,random,28
4134,86,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,29
4135,86,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,29
4136,86,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,29
4137,86,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,29
4138,86,1e-05,0.01,-3.4215794435813742,,,optimal,29
4139,86,1e-10,1.0,-7.447751280047907,,,random,29
4140,95,1e-10,1.0,-9.750336373041954,5.0,-30.0,depth_first,0
4141,95,1e-10,1.0,-9.750336373041954,5.0,-30.0,breadth_first,0
4142,95,1e-10,1.0,-9.750336373041954,5.0,-30.0,progressive_deepening,0
4143,95,1e-05,1.0,-9.750336373041954,5.0,-30.0,best_first,0
4144,95,1e-05,1.0,-9.750336373041954,,,optimal,0
4145,95,1e-10,1.0,-9.750336373041954,,,random,0
4146,95,1e-10,0.97,-9.746403815691757,5.0,-30.0,depth_first,1
4147,95,1e-10,0.97,-9.746403815691757,5.0,-30.0,breadth_first,1
4148,95,1e-10,0.97,-9.746403815691757,5.0,-30.0,progressive_deepening,1
4149,95,1e-05,0.97,-9.746403815691757,5.0,-30.0,best_first,1
4150,95,1e-05,1.0,-9.750336373041954,,,optimal,1
4151,95,1e-10,1.0,-9.750336373041954,,,random,1
4152,95,1e-10,0.87,-15.73260687944546,5.0,-30.0,depth_first,2
4153,95,1e-10,0.7000000000000001,-14.822430490971081,5.0,-30.0,breadth_first,2
4154,95,1e-10,0.87,-15.73260687944546,5.0,-30.0,progressive_deepening,2
4155,95,1e-05,0.7000000000000001,-14.822430490971081,5.0,-30.0,best_first,2
4156,95,1.8420699693267164,0.01,-15.417453075673833,,,optimal,2
4157,95,1e-10,1.0,-15.972912641113323,,,random,2
4158,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,3
4159,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,3
4160,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,3
4161,95,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,3
4162,95,1e-05,0.32,-10.099793070714627,,,optimal,3
4163,95,1e-10,1.0,-11.947560950378175,,,random,3
4164,95,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,4
4165,95,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,4
4166,95,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,4
4167,95,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,4
4168,95,1e-05,0.01,-1.8063675729911357,,,optimal,4
4169,95,1e-10,1.0,-5.049856007249537,,,random,4
4170,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,5
4171,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,5
4172,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,5
4173,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,5
4174,95,1e-05,0.01,-4.8141660364000645,,,optimal,5
4175,95,1e-10,1.0,-9.750336373041954,,,random,5
4176,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,6
4177,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,6
4178,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,6
4179,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,6
4180,95,1e-05,0.43,-8.805909985196353,,,optimal,6
4181,95,1e-10,1.0,-9.750336373041954,,,random,6
4182,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,7
4183,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,7
4184,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,7
4185,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,7
4186,95,1e-05,0.01,-4.8141660364000645,,,optimal,7
4187,95,1e-10,1.0,-9.750336373041954,,,random,7
4188,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,8
4189,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,8
4190,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,8
4191,95,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,8
4192,95,1e-05,0.01,-3.4215794435813742,,,optimal,8
4193,95,1e-10,1.0,-7.447751280047907,,,random,8
4194,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,9
4195,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,9
4196,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,9
4197,95,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,9
4198,95,1e-05,0.01,-3.4215794435813742,,,optimal,9
4199,95,1e-10,1.0,-7.447751280047907,,,random,9
4200,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,10
4201,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,10
4202,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,10
4203,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,10
4204,95,1e-05,0.43,-8.805909985196353,,,optimal,10
4205,95,1e-10,1.0,-9.750336373041954,,,random,10
4206,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,11
4207,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,11
4208,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,11
4209,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,11
4210,95,1e-05,0.43,-8.805909985196353,,,optimal,11
4211,95,1e-10,1.0,-9.750336373041954,,,random,11
4212,95,1e-10,1.0,-11.947560950378175,5.0,-30.0,depth_first,12
4213,95,1e-10,1.0,-11.947560950378175,5.0,-30.0,breadth_first,12
4214,95,1e-10,1.0,-11.947560950378175,5.0,-30.0,progressive_deepening,12
4215,95,1e-05,1.0,-11.947560950378175,5.0,-30.0,best_first,12
4216,95,1e-05,0.32,-10.099793070714627,,,optimal,12
4217,95,1e-10,1.0,-11.947560950378175,,,random,12
4218,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,13
4219,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,13
4220,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,13
4221,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,13
4222,95,1e-05,0.43,-8.805909985196353,,,optimal,13
4223,95,1e-10,1.0,-9.750336373041954,,,random,13
4224,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,14
4225,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,14
4226,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,14
4227,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,14
4228,95,1e-05,0.01,-4.8141660364000645,,,optimal,14
4229,95,1e-10,1.0,-9.750336373041954,,,random,14
4230,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,15
4231,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,15
4232,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,15
4233,95,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,15
4234,95,1e-05,0.32,-10.099793070714627,,,optimal,15
4235,95,1e-10,1.0,-11.947560950378175,,,random,15
4236,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,16
4237,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,16
4238,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,16
4239,95,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,16
4240,95,1e-05,0.01,-3.4215794435813742,,,optimal,16
4241,95,1e-10,1.0,-7.447751280047907,,,random,16
4242,95,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,17
4243,95,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,17
4244,95,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,17
4245,95,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,17
4246,95,1e-05,0.21,-11.020294876691398,,,optimal,17
4247,95,1e-10,1.0,-15.972912641113323,,,random,17
4248,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,18
4249,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,18
4250,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,18
4251,95,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,18
4252,95,1e-05,0.32,-10.099793070714627,,,optimal,18
4253,95,1e-10,1.0,-11.947560950378175,,,random,18
4254,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,19
4255,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,19
4256,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,19
4257,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,19
4258,95,1e-05,0.01,-4.8141660364000645,,,optimal,19
4259,95,1e-10,1.0,-9.750336373041954,,,random,19
4260,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,20
4261,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,20
4262,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,20
4263,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,20
4264,95,1e-05,0.01,-4.8141660364000645,,,optimal,20
4265,95,1e-10,1.0,-9.750336373041954,,,random,20
4266,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,21
4267,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,21
4268,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,21
4269,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,21
4270,95,1e-05,0.01,-4.8141660364000645,,,optimal,21
4271,95,1e-10,1.0,-9.750336373041954,,,random,21
4272,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,22
4273,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,22
4274,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,22
4275,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,22
4276,95,1e-05,0.01,-4.8141660364000645,,,optimal,22
4277,95,1e-10,1.0,-9.750336373041954,,,random,22
4278,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,23
4279,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,23
4280,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,23
4281,95,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,23
4282,95,1e-05,0.32,-10.099793070714627,,,optimal,23
4283,95,1e-10,1.0,-11.947560950378175,,,random,23
4284,95,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,24
4285,95,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,24
4286,95,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,24
4287,95,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,24
4288,95,1e-05,0.01,-1.8063675729911357,,,optimal,24
4289,95,1e-10,1.0,-5.049856007249537,,,random,24
4290,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,25
4291,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,25
4292,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,25
4293,95,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,25
4294,95,1e-05,0.01,-3.4215794435813742,,,optimal,25
4295,95,1e-10,1.0,-7.447751280047907,,,random,25
4296,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,26
4297,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,26
4298,95,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,26
4299,95,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,26
4300,95,1e-05,0.01,-3.4215794435813742,,,optimal,26
4301,95,1e-10,1.0,-7.447751280047907,,,random,26
4302,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,27
4303,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,27
4304,95,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,27
4305,95,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,27
4306,95,1e-05,0.32,-10.099793070714627,,,optimal,27
4307,95,1e-10,1.0,-11.947560950378175,,,random,27
4308,95,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,28
4309,95,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,28
4310,95,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,28
4311,95,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,28
4312,95,1e-05,0.01,-6.629114438930426,,,optimal,28
4313,95,1e-10,1.0,-15.972912641113323,,,random,28
4314,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,29
4315,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,29
4316,95,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,29
4317,95,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,29
4318,95,1e-05,0.43,-8.805909985196353,,,optimal,29
4319,95,1e-10,1.0,-9.750336373041954,,,random,29
4320,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,0
4321,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,0
4322,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,0
4323,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,0
4324,97,10.0,0.01,-22.384481905233272,,,optimal,0
4325,97,1e-10,1.0,-22.552163853123428,,,random,0
4326,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,1
4327,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,1
4328,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,1
4329,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,1
4330,97,1e-05,1.0,-22.552163853123428,,,optimal,1
4331,97,1e-10,1.0,-22.552163853123428,,,random,1
4332,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,2
4333,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,2
4334,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,2
4335,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,2
4336,97,5.689866029018292,0.01,-21.737829243631182,,,optimal,2
4337,97,1e-10,1.0,-22.552163853123428,,,random,2
4338,97,1e-10,0.47,-18.34074050296089,30.0,-30.0,depth_first,3
4339,97,1e-10,0.74,-21.665126880280805,25.0,-30.0,breadth_first,3
4340,97,1e-10,0.49,-18.909840031470548,30.0,-30.0,progressive_deepening,3
4341,97,10.0,0.54,-19.499106691224785,30.0,-30.0,best_first,3
4342,97,3.23745754281764,0.01,-20.67867716104556,,,optimal,3
4343,97,1e-10,1.0,-22.552163853123428,,,random,3
4344,97,1e-10,0.7000000000000001,-21.164853491806568,30.0,-30.0,depth_first,4
4345,97,1e-10,0.8400000000000001,-22.19817646826966,30.0,-30.0,breadth_first,4
4346,97,1e-10,0.73,-21.601085515031127,30.0,-30.0,progressive_deepening,4
4347,97,10.0,0.72,-21.296232362649747,30.0,-30.0,best_first,4
4348,97,3.23745754281764,0.01,-20.994712777303786,,,optimal,4
4349,97,1e-10,1.0,-22.552163853123428,,,random,4
4350,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,5
4351,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,5
4352,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,5
4353,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,5
4354,97,1e-05,1.0,-22.552163853123428,,,optimal,5
4355,97,1e-10,1.0,-22.552163853123428,,,random,5
4356,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,6
4357,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,6
4358,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,6
4359,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,6
4360,97,2.44205309454865,0.01,-21.021302319109072,,,optimal,6
4361,97,1e-10,1.0,-22.552163853123428,,,random,6
4362,97,1e-10,0.8400000000000001,-21.97697684966775,10.0,-30.0,depth_first,7
4363,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,7
4364,97,1e-10,0.88,-22.263050377080702,10.0,-30.0,progressive_deepening,7
4365,97,1e-05,0.91,-22.358597095036068,10.0,-30.0,best_first,7
4366,97,10.0,0.01,-21.807585903969002,,,optimal,7
4367,97,1e-10,1.0,-22.552163853123428,,,random,7
4368,97,1e-10,0.11,-8.414786743724258,25.0,-30.0,depth_first,8
4369,97,1e-10,0.72,-21.441775780722192,20.0,-30.0,breadth_first,8
4370,97,1e-10,0.12,-10.161819467685401,25.0,-30.0,progressive_deepening,8
4371,97,10.0,0.12,-12.19805358635586,25.0,-30.0,best_first,8
4372,97,4.291934260128778,0.01,-20.622358162322353,,,optimal,8
4373,97,1e-10,1.0,-22.552163853123428,,,random,8
4374,97,1e-10,0.47,-18.243326535564368,10.0,-30.0,depth_first,9
4375,97,1e-10,0.74,-21.59463700252626,10.0,-30.0,breadth_first,9
4376,97,1e-10,0.48,-18.813242111157887,10.0,-30.0,progressive_deepening,9
4377,97,1e-05,0.5800000000000001,-19.63925963956201,10.0,-30.0,best_first,9
4378,97,5.689866029018292,0.01,-20.734523221920462,,,optimal,9
4379,97,1e-10,1.0,-22.552163853123428,,,random,9
4380,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,10
4381,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,10
4382,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,10
4383,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,10
4384,97,1e-05,0.74,-21.345284542974802,,,optimal,10
4385,97,1e-10,1.0,-22.552163853123428,,,random,10
4386,97,1e-10,0.47,-18.34074050296089,25.0,-30.0,depth_first,11
4387,97,1e-10,0.74,-21.665126880280805,25.0,-30.0,breadth_first,11
4388,97,1e-10,0.49,-18.909840031470548,25.0,-30.0,progressive_deepening,11
4389,97,1e-05,0.5800000000000001,-19.728112976917703,25.0,-30.0,best_first,11
4390,97,0.047148663634573935,0.63,-20.30835025495308,,,optimal,11
4391,97,1e-10,1.0,-22.552163853123428,,,random,11
4392,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,12
4393,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,12
4394,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,12
4395,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,12
4396,97,7.543120063354608,0.01,-22.304217187854615,,,optimal,12
4397,97,1e-10,1.0,-22.552163853123428,,,random,12
4398,97,1e-10,0.8200000000000001,-21.82240909220639,30.0,-30.0,depth_first,13
4399,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,13
4400,97,1e-10,0.86,-22.129909335954423,30.0,-30.0,progressive_deepening,13
4401,97,5.689866029018292,0.94,-22.4931552952782,30.0,-30.0,best_first,13
4402,97,10.0,0.01,-21.927452427447143,,,optimal,13
4403,97,1e-10,1.0,-22.552163853123428,,,random,13
4404,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,14
4405,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,14
4406,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,14
4407,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,14
4408,97,10.0,0.01,-22.494550150946665,,,optimal,14
4409,97,1e-10,1.0,-22.552163853123428,,,random,14
4410,97,1e-10,0.91,-22.323777329876844,10.0,-30.0,depth_first,15
4411,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,15
4412,97,1e-10,0.95,-22.49486091074344,10.0,-30.0,progressive_deepening,15
4413,97,1e-05,0.91,-22.323777329876844,10.0,-30.0,best_first,15
4414,97,1e-05,0.6900000000000001,-20.71278287956981,,,optimal,15
4415,97,1e-10,1.0,-22.552163853123428,,,random,15
4416,97,1e-10,0.44,-16.823148951449966,30.0,-30.0,depth_first,16
4417,97,1e-10,0.81,-22.000342452045807,25.0,-30.0,breadth_first,16
4418,97,1e-10,0.45,-17.40543223036804,30.0,-30.0,progressive_deepening,16
4419,97,4.291934260128778,0.44,-16.653383422678445,30.0,-30.0,best_first,16
4420,97,4.291934260128778,0.01,-20.815467480654608,,,optimal,16
4421,97,1e-10,1.0,-22.552163853123428,,,random,16
4422,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,17
4423,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,17
4424,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,17
4425,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,17
4426,97,1e-05,0.95,-22.43648813757656,,,optimal,17
4427,97,1e-10,1.0,-22.552163853123428,,,random,17
4428,97,1e-10,0.8300000000000001,-21.923555146649278,25.0,-30.0,depth_first,18
4429,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,18
4430,97,1e-10,0.87,-22.218604320571483,25.0,-30.0,progressive_deepening,18
4431,97,10.0,0.97,-22.53264283324223,25.0,-30.0,best_first,18
4432,97,7.543120063354608,0.01,-21.782411837100984,,,optimal,18
4433,97,1e-10,1.0,-22.552163853123428,,,random,18
4434,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,19
4435,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,19
4436,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,19
4437,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,19
4438,97,3.23745754281764,0.01,-22.408316890189706,,,optimal,19
4439,97,1e-10,1.0,-22.552163853123428,,,random,19
4440,97,1e-10,0.4,-14.843289604571314,25.0,-30.0,depth_first,20
4441,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,20
4442,97,1e-10,0.43,-16.411527289565772,25.0,-30.0,progressive_deepening,20
4443,97,10.0,0.51,-19.70285129960411,25.0,-30.0,best_first,20
4444,97,4.291934260128778,0.01,-21.1518607684599,,,optimal,20
4445,97,1e-10,1.0,-22.552163853123428,,,random,20
4446,97,1e-10,0.56,-19.30191662544095,25.0,-30.0,depth_first,21
4447,97,1e-10,0.8200000000000001,-22.041799134266494,25.0,-30.0,breadth_first,21
4448,97,1e-10,0.5800000000000001,-19.82845620633894,25.0,-30.0,progressive_deepening,21
4449,97,1e-05,0.6900000000000001,-20.902433099384094,25.0,-30.0,best_first,21
4450,97,5.689866029018292,0.01,-21.254044796354197,,,optimal,21
4451,97,1e-10,1.0,-22.552163853123428,,,random,21
4452,97,1e-10,0.91,-22.323777329876844,15.0,-30.0,depth_first,22
4453,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,22
4454,97,1e-10,0.95,-22.49486091074344,15.0,-30.0,progressive_deepening,22
4455,97,1e-05,0.91,-22.323777329876844,15.0,-30.0,best_first,22
4456,97,10.0,0.01,-21.79209915948653,,,optimal,22
4457,97,1e-10,1.0,-22.552163853123428,,,random,22
4458,97,1e-10,0.47,-18.243326535564368,30.0,-30.0,depth_first,23
4459,97,1e-10,0.74,-21.59463700252626,30.0,-30.0,breadth_first,23
4460,97,1e-10,0.48,-18.813242111157887,30.0,-30.0,progressive_deepening,23
4461,97,1e-05,0.45,-17.290226515725955,30.0,-30.0,best_first,23
4462,97,3.23745754281764,0.01,-21.22293866191421,,,optimal,23
4463,97,1e-10,1.0,-22.552163853123428,,,random,23
4464,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,24
4465,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,24
4466,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,24
4467,97,1e-05,0.97,-22.517893692530297,30.0,-30.0,best_first,24
4468,97,10.0,0.01,-22.278813816408057,,,optimal,24
4469,97,1e-10,1.0,-22.552163853123428,,,random,24
4470,97,1e-10,0.5,-16.63120699613602,15.0,-30.0,depth_first,25
4471,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,25
4472,97,1e-10,0.53,-18.112060941906805,15.0,-30.0,progressive_deepening,25
4473,97,10.0,0.68,-21.376540420175754,15.0,-30.0,best_first,25
4474,97,10.0,0.01,-21.747774278733946,,,optimal,25
4475,97,1e-10,1.0,-22.552163853123428,,,random,25
4476,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,26
4477,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,26
4478,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,26
4479,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,26
4480,97,10.0,0.01,-22.52395498241477,,,optimal,26
4481,97,1e-10,1.0,-22.552163853123428,,,random,26
4482,97,1e-10,0.98,-22.536716748890328,5.0,-30.0,depth_first,27
4483,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,27
4484,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,27
4485,97,1e-05,1.0,-22.552163853123428,5.0,-30.0,best_first,27
4486,97,4.291934260128778,0.01,-21.89880316049918,,,optimal,27
4487,97,1e-10,1.0,-22.552163853123428,,,random,27
4488,97,1e-10,0.8300000000000001,-21.923555146649278,10.0,-30.0,depth_first,28
4489,97,1e-10,1.0,-22.552163853123428,5.0,-30.0,breadth_first,28
4490,97,1e-10,0.87,-22.218604320571483,10.0,-30.0,progressive_deepening,28
4491,97,1e-05,0.91,-22.323777329876844,10.0,-30.0,best_first,28
