pid,temp,p_error,logp,satisfice,prune,model,trial_idx
124,1e-10,0.93,-22.484925238883328,10,-30,depth_first,0
124,1e-10,0.76,-21.213405115268852,5,-30,breadth_first,0
124,1e-10,0.93,-22.484925238883328,10,-30,progressive_deepening,0
124,5.689866029018293,0.73,-21.565699934558566,10,-30,best_first,0
124,1e-05,0.59,-20.09149497184325,,,optimal,0
124,1e-10,1.0,-22.552163853123425,,,random,0
124,1e-10,1.0,-19.37411002277548,5,-30,depth_first,1
124,1e-10,1.0,-19.37411002277548,5,-30,breadth_first,1
124,1e-10,1.0,-19.37411002277548,5,-30,progressive_deepening,1
124,1e-05,1.0,-19.37411002277548,5,-30,best_first,1
124,0.5963623316594636,0.01,-17.115565713486934,,,optimal,1
124,1e-10,1.0,-19.37411002277548,,,random,1
124,1e-10,1.0,-21.85901667256348,5,-30,depth_first,2
124,1e-10,1.0,-21.85901667256348,5,-30,breadth_first,2
124,1e-10,1.0,-21.85901667256348,5,-30,progressive_deepening,2
124,1e-05,1.0,-21.85901667256348,5,-30,best_first,2
124,2.44205309454865,0.01,-21.51667211563398,,,optimal,2
124,1e-10,1.0,-21.85901667256348,,,random,2
124,1e-10,1.0,-21.85901667256348,5,-30,depth_first,3
124,1e-10,1.0,-21.85901667256348,5,-30,breadth_first,3
124,1e-10,1.0,-21.85901667256348,5,-30,progressive_deepening,3
124,1e-05,1.0,-21.85901667256348,5,-30,best_first,3
124,1.0481131341546852,0.01,-20.55663625783011,,,optimal,3
124,1e-10,1.0,-21.85901667256348,,,random,3
124,1e-10,1.0,-21.85901667256348,5,-30,depth_first,4
124,1e-10,1.0,-21.85901667256348,5,-30,breadth_first,4
124,1e-10,1.0,-21.85901667256348,5,-30,progressive_deepening,4
124,1e-05,1.0,-21.85901667256348,5,-30,best_first,4
124,1e-05,0.53,-19.02353488372622,,,optimal,4
124,1e-10,1.0,-21.85901667256348,,,random,4
124,1e-10,1.0,-21.85901667256348,5,-30,depth_first,5
124,1e-10,1.0,-21.85901667256348,5,-30,breadth_first,5
124,1e-10,1.0,-21.85901667256348,5,-30,progressive_deepening,5
124,1e-05,1.0,-21.85901667256348,5,-30,best_first,5
124,1e-05,0.13,-12.336589642840655,,,optimal,5
124,1e-10,1.0,-21.85901667256348,,,random,5
124,1e-10,1.0,-19.37411002277548,5,-30,depth_first,6
124,1e-10,1.0,-19.37411002277548,5,-30,breadth_first,6
124,1e-10,1.0,-19.37411002277548,5,-30,progressive_deepening,6
124,1e-05,1.0,-19.37411002277548,5,-30,best_first,6
124,0.33932217718953295,0.01,-14.469701401244155,,,optimal,6
124,1e-10,1.0,-19.37411002277548,,,random,6
124,1e-10,0.9,-11.78121634810736,5,-30,depth_first,7
124,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,7
124,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,7
124,1e-05,0.9,-11.78121634810736,5,-30,best_first,7
124,1e-05,0.78,-11.449251635752802,,,optimal,7
124,1e-10,1.0,-11.947560950378174,,,random,7
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,depth_first,8
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,breadth_first,8
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,progressive_deepening,8
124,1e-05,0.9500000000000001,-13.983364371545422,5,-30,best_first,8
124,0.4498432668969444,0.01,-11.719811015440602,,,optimal,8
124,1e-10,1.0,-14.02700249205801,,,random,8
124,1e-10,1.0,-17.76467211034138,5,-30,depth_first,9
124,1e-10,1.0,-17.76467211034138,5,-30,breadth_first,9
124,1e-10,1.0,-17.76467211034138,5,-30,progressive_deepening,9
124,1e-05,1.0,-17.76467211034138,5,-30,best_first,9
124,0.33932217718953295,0.01,-14.527562157980695,,,optimal,9
124,1e-10,1.0,-17.76467211034138,,,random,9
124,1e-10,0.9,-11.78121634810736,5,-30,depth_first,10
124,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,10
124,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,10
124,1e-05,0.9,-11.78121634810736,5,-30,best_first,10
124,1e-05,0.5800000000000001,-10.703291761118262,,,optimal,10
124,1e-10,1.0,-11.947560950378174,,,random,10
124,1e-10,1.0,-15.972912641113323,5,-30,depth_first,11
124,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,11
124,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,11
124,1e-05,1.0,-15.972912641113323,5,-30,best_first,11
124,1e-05,0.01,-6.629114438930426,,,optimal,11
124,1e-10,1.0,-15.972912641113323,,,random,11
124,1e-10,1.0,-15.972912641113323,5,-30,depth_first,12
124,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,12
124,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,12
124,1e-05,1.0,-15.972912641113323,5,-30,best_first,12
124,1e-05,0.21000000000000002,-11.020294876691398,,,optimal,12
124,1e-10,1.0,-15.972912641113323,,,random,12
124,1e-10,0.9,-11.78121634810736,5,-30,depth_first,13
124,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,13
124,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,13
124,1e-05,0.9,-11.78121634810736,5,-30,best_first,13
124,1e-05,0.01,-5.91969082609729,,,optimal,13
124,1e-10,1.0,-11.947560950378174,,,random,13
124,1e-10,0.9,-11.78121634810736,5,-30,depth_first,14
124,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,14
124,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,14
124,1e-05,0.9,-11.78121634810736,5,-30,best_first,14
124,1e-05,0.3,-9.18460702534004,,,optimal,14
124,1e-10,1.0,-11.947560950378174,,,random,14
124,1e-10,1.0,-15.972912641113323,5,-30,depth_first,15
124,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,15
124,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,15
124,1e-05,1.0,-15.972912641113323,5,-30,best_first,15
124,1e-05,0.21000000000000002,-11.149242609648264,,,optimal,15
124,1e-10,1.0,-15.972912641113323,,,random,15
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,depth_first,16
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,breadth_first,16
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,progressive_deepening,16
124,1e-05,0.9500000000000001,-13.983364371545422,5,-30,best_first,16
124,1e-05,0.01,-6.620506064393825,,,optimal,16
124,1e-10,1.0,-14.02700249205801,,,random,16
124,1e-10,0.73,-6.76883995007713,5,-30,depth_first,17
124,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,17
124,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,17
124,1e-05,0.73,-6.76883995007713,5,-30,best_first,17
124,1e-05,0.01,-3.4215794435813742,,,optimal,17
124,1e-10,1.0,-7.447751280047908,,,random,17
124,1e-10,1.0,-21.85901667256348,5,-30,depth_first,18
124,1e-10,1.0,-21.85901667256348,5,-30,breadth_first,18
124,1e-10,1.0,-21.85901667256348,5,-30,progressive_deepening,18
124,1e-05,1.0,-21.85901667256348,5,-30,best_first,18
124,1e-05,0.13,-12.336589642840655,,,optimal,18
124,1e-10,1.0,-21.85901667256348,,,random,18
124,1e-10,1.0,-15.972912641113323,5,-30,depth_first,19
124,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,19
124,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,19
124,1e-05,1.0,-15.972912641113323,5,-30,best_first,19
124,0.33932217718953295,0.01,-11.698882354935321,,,optimal,19
124,1e-10,1.0,-15.972912641113323,,,random,19
124,1e-10,0.55,-3.864301788447619,5,-30,depth_first,20
124,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,20
124,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,20
124,1e-05,0.55,-3.864301788447619,5,-30,best_first,20
124,1e-05,0.01,-1.8063675729911355,,,optimal,20
124,1e-10,1.0,-5.049856007249537,,,random,20
124,1e-10,0.73,-6.76883995007713,5,-30,depth_first,21
124,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,21
124,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,21
124,1e-05,0.73,-6.76883995007713,5,-30,best_first,21
124,1e-05,0.01,-3.4215794435813742,,,optimal,21
124,1e-10,1.0,-7.447751280047908,,,random,21
124,1e-10,0.55,-3.864301788447619,5,-30,depth_first,22
124,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,22
124,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,22
124,1e-05,0.55,-3.864301788447619,5,-30,best_first,22
124,1e-05,0.01,-1.8063675729911355,,,optimal,22
124,1e-10,1.0,-5.049856007249537,,,random,22
124,1e-10,0.55,-3.864301788447619,5,-30,depth_first,23
124,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,23
124,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,23
124,1e-05,0.55,-3.864301788447619,5,-30,best_first,23
124,1e-05,0.01,-1.8063675729911355,,,optimal,23
124,1e-10,1.0,-5.049856007249537,,,random,23
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,depth_first,24
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,breadth_first,24
124,1e-10,0.9500000000000001,-13.983364371545422,5,-30,progressive_deepening,24
124,1e-05,0.9500000000000001,-13.983364371545422,5,-30,best_first,24
124,1e-05,0.25,-10.384336834773976,,,optimal,24
124,1e-10,1.0,-14.02700249205801,,,random,24
124,1e-10,0.73,-6.76883995007713,5,-30,depth_first,25
124,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,25
124,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,25
124,1e-05,0.73,-6.76883995007713,5,-30,best_first,25
124,1e-05,0.01,-3.4215794435813742,,,optimal,25
124,1e-10,1.0,-7.447751280047908,,,random,25
124,1e-10,0.55,-3.864301788447619,5,-30,depth_first,26
124,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,26
124,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,26
