,action,pid,state,trial_id,trial_index
2126,10,52,"(0, Cat, Cat, -24, Cat, Cat, 8, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,28
2127,11,52,"(0, Cat, Cat, -24, Cat, Cat, 8, Cat, Cat, Cat, -4, Cat, Cat)",-2147483648,28
2128,12,52,"(0, Cat, Cat, -24, Cat, Cat, 8, Cat, Cat, Cat, -4, -48, Cat)",-2147483648,28
2129,8,52,"(0, Cat, Cat, -24, Cat, Cat, 8, Cat, Cat, Cat, -4, -48, -24)",-2147483648,28
2130,7,52,"(0, Cat, Cat, -24, Cat, Cat, 8, Cat, -48, Cat, -4, -48, -24)",-2147483648,28
2131,1,52,"(0, Cat, Cat, -24, Cat, Cat, 8, -48, -48, Cat, -4, -48, -24)",-2147483648,28
2132,2,52,"(0, 2, Cat, -24, Cat, Cat, 8, -48, -48, Cat, -4, -48, -24)",-2147483648,28
2133,4,52,"(0, 2, 4, -24, Cat, Cat, 8, -48, -48, Cat, -4, -48, -24)",-2147483648,28
2134,13,52,"(0, 2, 4, -24, 24, Cat, 8, -48, -48, Cat, -4, -48, -24)",-2147483648,28
2135,2,52,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,29
2136,4,52,"(0, Cat, 8, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,29
2137,3,52,"(0, Cat, 8, Cat, -24, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,29
2138,7,52,"(0, Cat, 8, -24, -24, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,29
2139,8,52,"(0, Cat, 8, -24, -24, Cat, Cat, -48, Cat, Cat, Cat, Cat, Cat)",-2147483648,29
2140,5,52,"(0, Cat, 8, -24, -24, Cat, Cat, -48, 48, Cat, Cat, Cat, Cat)",-2147483648,29
2141,6,52,"(0, Cat, 8, -24, -24, -4, Cat, -48, 48, Cat, Cat, Cat, Cat)",-2147483648,29
2142,12,52,"(0, Cat, 8, -24, -24, -4, -8, -48, 48, Cat, Cat, Cat, Cat)",-2147483648,29
2143,10,52,"(0, Cat, 8, -24, -24, -4, -8, -48, 48, Cat, Cat, Cat, -48)",-2147483648,29
2144,11,52,"(0, Cat, 8, -24, -24, -4, -8, -48, 48, Cat, -8, Cat, -48)",-2147483648,29
2145,9,52,"(0, Cat, 8, -24, -24, -4, -8, -48, 48, Cat, -8, -24, -48)",-2147483648,29
2146,13,52,"(0, Cat, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48)",-2147483648,29
2147,5,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,0
2148,9,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,0
2149,1,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, Cat, Cat, 4, Cat, Cat, Cat)",-2147483648,0
2150,10,55,"(0, 4, Cat, Cat, Cat, -2, Cat, Cat, Cat, 4, Cat, Cat, Cat)",-2147483648,0
2151,2,55,"(0, 4, Cat, Cat, Cat, -2, Cat, Cat, Cat, 4, -4, Cat, Cat)",-2147483648,0
2152,3,55,"(0, 4, -4, Cat, Cat, -2, Cat, Cat, Cat, 4, -4, Cat, Cat)",-2147483648,0
2153,4,55,"(0, 4, -4, -48, Cat, -2, Cat, Cat, Cat, 4, -4, Cat, Cat)",-2147483648,0
2154,12,55,"(0, 4, -4, -48, 24, -2, Cat, Cat, Cat, 4, -4, Cat, Cat)",-2147483648,0
2155,11,55,"(0, 4, -4, -48, 24, -2, Cat, Cat, Cat, 4, -4, Cat, -48)",-2147483648,0
2156,6,55,"(0, 4, -4, -48, 24, -2, Cat, Cat, Cat, 4, -4, 48, -48)",-2147483648,0
2157,7,55,"(0, 4, -4, -48, 24, -2, -4, Cat, Cat, 4, -4, 48, -48)",-2147483648,0
2158,8,55,"(0, 4, -4, -48, 24, -2, -4, 24, Cat, 4, -4, 48, -48)",-2147483648,0
2159,13,55,"(0, 4, -4, -48, 24, -2, -4, 24, 48, 4, -4, 48, -48)",-2147483648,0
2160,5,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,1
2161,1,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,1
2162,9,55,"(0, 4, Cat, Cat, Cat, -2, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,1
2163,11,55,"(0, 4, Cat, Cat, Cat, -2, Cat, Cat, Cat, 2, Cat, Cat, Cat)",-2147483648,1
2164,8,55,"(0, 4, Cat, Cat, Cat, -2, Cat, Cat, Cat, 2, Cat, 24, Cat)",-2147483648,1
2165,7,55,"(0, 4, Cat, Cat, Cat, -2, Cat, Cat, 48, 2, Cat, 24, Cat)",-2147483648,1
2166,13,55,"(0, 4, Cat, Cat, Cat, -2, Cat, -24, 48, 2, Cat, 24, Cat)",-2147483648,1
2167,9,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,2
2168,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -4, Cat, Cat, Cat)",-2147483648,2
2169,8,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -4, Cat, -48, Cat)",-2147483648,2
2170,7,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24, -4, Cat, -48, Cat)",-2147483648,2
2171,5,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, 48, -24, -4, Cat, -48, Cat)",-2147483648,2
2172,6,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, 48, -24, -4, Cat, -48, Cat)",-2147483648,2
2173,3,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 48, -24, -4, Cat, -48, Cat)",-2147483648,2
2174,4,55,"(0, Cat, Cat, 24, Cat, -2, -4, 48, -24, -4, Cat, -48, Cat)",-2147483648,2
2175,1,55,"(0, Cat, Cat, 24, 24, -2, -4, 48, -24, -4, Cat, -48, Cat)",-2147483648,2
2176,2,55,"(0, -4, Cat, 24, 24, -2, -4, 48, -24, -4, Cat, -48, Cat)",-2147483648,2
2177,13,55,"(0, -4, 4, 24, 24, -2, -4, 48, -24, -4, Cat, -48, Cat)",-2147483648,2
2178,13,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,3
2179,9,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,4
2180,3,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -2, Cat, Cat, Cat)",-2147483648,4
2181,4,55,"(0, Cat, Cat, -48, Cat, Cat, Cat, Cat, Cat, -2, Cat, Cat, Cat)",-2147483648,4
2182,11,55,"(0, Cat, Cat, -48, -24, Cat, Cat, Cat, Cat, -2, Cat, Cat, Cat)",-2147483648,4
2183,12,55,"(0, Cat, Cat, -48, -24, Cat, Cat, Cat, Cat, -2, Cat, 48, Cat)",-2147483648,4
2184,10,55,"(0, Cat, Cat, -48, -24, Cat, Cat, Cat, Cat, -2, Cat, 48, -24)",-2147483648,4
2185,13,55,"(0, Cat, Cat, -48, -24, Cat, Cat, Cat, Cat, -2, 8, 48, -24)",-2147483648,4
2186,9,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,5
2187,7,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 4, Cat, Cat, Cat)",-2147483648,5
2188,8,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, 48, Cat, 4, Cat, Cat, Cat)",-2147483648,5
2189,6,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, 48, 48, 4, Cat, Cat, Cat)",-2147483648,5
2190,5,55,"(0, Cat, Cat, Cat, Cat, Cat, 4, 48, 48, 4, Cat, Cat, Cat)",-2147483648,5
2191,13,55,"(0, Cat, Cat, Cat, Cat, -4, 4, 48, 48, 4, Cat, Cat, Cat)",-2147483648,5
2192,6,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,6
2193,7,55,"(0, Cat, Cat, Cat, Cat, Cat, -8, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,6
2194,5,55,"(0, Cat, Cat, Cat, Cat, Cat, -8, 48, Cat, Cat, Cat, Cat, Cat)",-2147483648,6
2195,8,55,"(0, Cat, Cat, Cat, Cat, 4, -8, 48, Cat, Cat, Cat, Cat, Cat)",-2147483648,6
2196,13,55,"(0, Cat, Cat, Cat, Cat, 4, -8, 48, -24, Cat, Cat, Cat, Cat)",-2147483648,6
2197,5,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,7
2198,7,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,7
2199,6,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, 24, Cat, Cat, Cat, Cat, Cat)",-2147483648,7
2200,8,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, Cat, Cat, Cat, Cat, Cat)",-2147483648,7
2201,11,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, -48, Cat, Cat, Cat, Cat)",-2147483648,7
2202,12,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, -48, Cat, Cat, 48, Cat)",-2147483648,7
2203,10,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, -48, Cat, Cat, 48, -48)",-2147483648,7
2204,9,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, -48, Cat, 4, 48, -48)",-2147483648,7
2205,4,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, -48, 4, 4, 48, -48)",-2147483648,7
2206,2,55,"(0, Cat, Cat, Cat, -24, -2, -4, 24, -48, 4, 4, 48, -48)",-2147483648,7
2207,3,55,"(0, Cat, 8, Cat, -24, -2, -4, 24, -48, 4, 4, 48, -48)",-2147483648,7
2208,1,55,"(0, Cat, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48)",-2147483648,7
2209,13,55,"(0, -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48)",-2147483648,7
2210,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,8
2211,10,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24, Cat)",-2147483648,8
2212,9,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -8, 24, Cat)",-2147483648,8
2213,5,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 4, -8, 24, Cat)",-2147483648,8
2214,6,55,"(0, Cat, Cat, Cat, Cat, -4, Cat, Cat, Cat, 4, -8, 24, Cat)",-2147483648,8
2215,7,55,"(0, Cat, Cat, Cat, Cat, -4, 8, Cat, Cat, 4, -8, 24, Cat)",-2147483648,8
2216,8,55,"(0, Cat, Cat, Cat, Cat, -4, 8, -48, Cat, 4, -8, 24, Cat)",-2147483648,8
2217,1,55,"(0, Cat, Cat, Cat, Cat, -4, 8, -48, 24, 4, -8, 24, Cat)",-2147483648,8
2218,4,55,"(0, -2, Cat, Cat, Cat, -4, 8, -48, 24, 4, -8, 24, Cat)",-2147483648,8
2219,3,55,"(0, -2, Cat, Cat, 24, -4, 8, -48, 24, 4, -8, 24, Cat)",-2147483648,8
2220,2,55,"(0, -2, Cat, 48, 24, -4, 8, -48, 24, 4, -8, 24, Cat)",-2147483648,8
2221,12,55,"(0, -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, Cat)",-2147483648,8
2222,13,55,"(0, -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24)",-2147483648,8
2223,9,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,9
2224,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 2, Cat, Cat, Cat)",-2147483648,9
2225,6,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 2, Cat, 24, Cat)",-2147483648,9
2226,8,55,"(0, Cat, Cat, Cat, Cat, Cat, -8, Cat, Cat, 2, Cat, 24, Cat)",-2147483648,9
2227,7,55,"(0, Cat, Cat, Cat, Cat, Cat, -8, Cat, -24, 2, Cat, 24, Cat)",-2147483648,9
2228,5,55,"(0, Cat, Cat, Cat, Cat, Cat, -8, -24, -24, 2, Cat, 24, Cat)",-2147483648,9
2229,10,55,"(0, Cat, Cat, Cat, Cat, 2, -8, -24, -24, 2, Cat, 24, Cat)",-2147483648,9
2230,12,55,"(0, Cat, Cat, Cat, Cat, 2, -8, -24, -24, 2, 4, 24, Cat)",-2147483648,9
2231,4,55,"(0, Cat, Cat, Cat, Cat, 2, -8, -24, -24, 2, 4, 24, 24)",-2147483648,9
2232,2,55,"(0, Cat, Cat, Cat, -48, 2, -8, -24, -24, 2, 4, 24, 24)",-2147483648,9
2233,3,55,"(0, Cat, -4, Cat, -48, 2, -8, -24, -24, 2, 4, 24, 24)",-2147483648,9
2234,1,55,"(0, Cat, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24)",-2147483648,9
2235,13,55,"(0, -2, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24)",-2147483648,9
2236,9,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,10
2237,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 4, Cat, Cat, Cat)",-2147483648,10
2238,10,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 4, Cat, Cat, 48)",-2147483648,10
2239,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 4, 8, Cat, 48)",-2147483648,10
2240,13,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 4, 8, -48, 48)",-2147483648,10
2241,9,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,11
2242,8,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 2, Cat, Cat, Cat)",-2147483648,11
2243,6,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24, 2, Cat, Cat, Cat)",-2147483648,11
2244,7,55,"(0, Cat, Cat, Cat, Cat, Cat, -4, Cat, 24, 2, Cat, Cat, Cat)",-2147483648,11
2245,5,55,"(0, Cat, Cat, Cat, Cat, Cat, -4, 24, 24, 2, Cat, Cat, Cat)",-2147483648,11
2246,10,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, 24, 2, Cat, Cat, Cat)",-2147483648,11
2247,12,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, 24, 2, -8, Cat, Cat)",-2147483648,11
2248,11,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, 24, 2, -8, Cat, 24)",-2147483648,11
2249,2,55,"(0, Cat, Cat, Cat, Cat, -2, -4, 24, 24, 2, -8, -24, 24)",-2147483648,11
2250,4,55,"(0, Cat, -4, Cat, Cat, -2, -4, 24, 24, 2, -8, -24, 24)",-2147483648,11
2251,3,55,"(0, Cat, -4, Cat, 24, -2, -4, 24, 24, 2, -8, -24, 24)",-2147483648,11
2252,1,55,"(0, Cat, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24)",-2147483648,11
2253,13,55,"(0, 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24)",-2147483648,11
2254,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,12
2255,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24)",-2147483648,12
2256,13,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 48, -24)",-2147483648,12
2257,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,13
2258,7,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24, Cat)",-2147483648,13
2259,8,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, 24, Cat, Cat, Cat, 24, Cat)",-2147483648,13
2260,5,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, 24, -48, Cat, Cat, 24, Cat)",-2147483648,13
2261,12,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, 24, -48, Cat, Cat, 24, Cat)",-2147483648,13
2262,4,55,"(0, Cat, Cat, Cat, Cat, -2, Cat, 24, -48, Cat, Cat, 24, -48)",-2147483648,13
2263,3,55,"(0, Cat, Cat, Cat, -48, -2, Cat, 24, -48, Cat, Cat, 24, -48)",-2147483648,13
2264,13,55,"(0, Cat, Cat, 24, -48, -2, Cat, 24, -48, Cat, Cat, 24, -48)",-2147483648,13
2265,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,14
2266,10,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -48)",-2147483648,14
2267,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -4, Cat, -48)",-2147483648,14
2268,7,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -4, 24, -48)",-2147483648,14
2269,3,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, -48, Cat, Cat, -4, 24, -48)",-2147483648,14
2270,4,55,"(0, Cat, Cat, -24, Cat, Cat, Cat, -48, Cat, Cat, -4, 24, -48)",-2147483648,14
2271,8,55,"(0, Cat, Cat, -24, 48, Cat, Cat, -48, Cat, Cat, -4, 24, -48)",-2147483648,14
2272,13,55,"(0, Cat, Cat, -24, 48, Cat, Cat, -48, -48, Cat, -4, 24, -48)",-2147483648,14
2273,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,15
2274,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -48, Cat)",-2147483648,15
2275,8,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -48, 48)",-2147483648,15
2276,7,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24, Cat, Cat, -48, 48)",-2147483648,15
2277,3,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, 48, -24, Cat, Cat, -48, 48)",-2147483648,15
2278,4,55,"(0, Cat, Cat, 24, Cat, Cat, Cat, 48, -24, Cat, Cat, -48, 48)",-2147483648,15
2279,13,55,"(0, Cat, Cat, 24, -24, Cat, Cat, 48, -24, Cat, Cat, -48, 48)",-2147483648,15
2280,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,16
2281,7,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24)",-2147483648,16
2282,8,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, -24, Cat, Cat, Cat, Cat, -24)",-2147483648,16
2283,3,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, -24, 24, Cat, Cat, Cat, -24)",-2147483648,16
2284,4,55,"(0, Cat, Cat, 24, Cat, Cat, Cat, -24, 24, Cat, Cat, Cat, -24)",-2147483648,16
2285,11,55,"(0, Cat, Cat, 24, -48, Cat, Cat, -24, 24, Cat, Cat, Cat, -24)",-2147483648,16
2286,13,55,"(0, Cat, Cat, 24, -48, Cat, Cat, -24, 24, Cat, Cat, 48, -24)",-2147483648,16
2287,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,17
2288,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24)",-2147483648,17
2289,4,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24, -24)",-2147483648,17
2290,3,55,"(0, Cat, Cat, Cat, 48, Cat, Cat, Cat, Cat, Cat, Cat, 24, -24)",-2147483648,17
2291,13,55,"(0, Cat, Cat, 24, 48, Cat, Cat, Cat, Cat, Cat, Cat, 24, -24)",-2147483648,17
2292,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,18
2293,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 48)",-2147483648,18
2294,3,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24, 48)",-2147483648,18
2295,8,55,"(0, Cat, Cat, 24, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24, 48)",-2147483648,18
2296,7,55,"(0, Cat, Cat, 24, Cat, Cat, Cat, Cat, -24, Cat, Cat, 24, 48)",-2147483648,18
2297,4,55,"(0, Cat, Cat, 24, Cat, Cat, Cat, 24, -24, Cat, Cat, 24, 48)",-2147483648,18
2298,13,55,"(0, Cat, Cat, 24, -24, Cat, Cat, 24, -24, Cat, Cat, 24, 48)",-2147483648,18
2299,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,19
2300,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24)",-2147483648,19
2301,4,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 48, -24)",-2147483648,19
2302,13,55,"(0, Cat, Cat, Cat, -24, Cat, Cat, Cat, Cat, Cat, Cat, 48, -24)",-2147483648,19
2303,8,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,20
2304,7,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -48, Cat, Cat, Cat, Cat)",-2147483648,20
2305,3,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, -24, -48, Cat, Cat, Cat, Cat)",-2147483648,20
2306,4,55,"(0, Cat, Cat, -24, Cat, Cat, Cat, -24, -48, Cat, Cat, Cat, Cat)",-2147483648,20
2307,11,55,"(0, Cat, Cat, -24, 24, Cat, Cat, -24, -48, Cat, Cat, Cat, Cat)",-2147483648,20
2308,12,55,"(0, Cat, Cat, -24, 24, Cat, Cat, -24, -48, Cat, Cat, 48, Cat)",-2147483648,20
2309,13,55,"(0, Cat, Cat, -24, 24, Cat, Cat, -24, -48, Cat, Cat, 48, -48)",-2147483648,20
2310,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,21
2311,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24)",-2147483648,21
2312,4,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 48, -24)",-2147483648,21
2313,7,55,"(0, Cat, Cat, Cat, -48, Cat, Cat, Cat, Cat, Cat, Cat, 48, -24)",-2147483648,21
2314,3,55,"(0, Cat, Cat, Cat, -48, Cat, Cat, 24, Cat, Cat, Cat, 48, -24)",-2147483648,21
2315,13,55,"(0, Cat, Cat, -48, -48, Cat, Cat, 24, Cat, Cat, Cat, 48, -24)",-2147483648,21
2316,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,22
2317,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 48)",-2147483648,22
2318,4,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24, 48)",-2147483648,22
2319,3,55,"(0, Cat, Cat, Cat, -48, Cat, Cat, Cat, Cat, Cat, Cat, -24, 48)",-2147483648,22
2320,13,55,"(0, Cat, Cat, -48, -48, Cat, Cat, Cat, Cat, Cat, Cat, -24, 48)",-2147483648,22
2321,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,23
2322,3,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24)",-2147483648,23
2323,7,55,"(0, Cat, Cat, -48, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24)",-2147483648,23
2324,8,55,"(0, Cat, Cat, -48, Cat, Cat, Cat, -48, Cat, Cat, Cat, Cat, 24)",-2147483648,23
2325,4,55,"(0, Cat, Cat, -48, Cat, Cat, Cat, -48, -24, Cat, Cat, Cat, 24)",-2147483648,23
2326,13,55,"(0, Cat, Cat, -48, 48, Cat, Cat, -48, -24, Cat, Cat, Cat, 24)",-2147483648,23
2327,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,24
2328,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24)",-2147483648,24
2329,4,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -48, -24)",-2147483648,24
2330,3,55,"(0, Cat, Cat, Cat, 24, Cat, Cat, Cat, Cat, Cat, Cat, -48, -24)",-2147483648,24
2331,7,55,"(0, Cat, Cat, -24, 24, Cat, Cat, Cat, Cat, Cat, Cat, -48, -24)",-2147483648,24
2332,8,55,"(0, Cat, Cat, -24, 24, Cat, Cat, -48, Cat, Cat, Cat, -48, -24)",-2147483648,24
2333,13,55,"(0, Cat, Cat, -24, 24, Cat, Cat, -48, -48, Cat, Cat, -48, -24)",-2147483648,24
2334,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,25
2335,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24)",-2147483648,25
2336,4,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24, -24)",-2147483648,25
2337,3,55,"(0, Cat, Cat, Cat, -48, Cat, Cat, Cat, Cat, Cat, Cat, 24, -24)",-2147483648,25
2338,7,55,"(0, Cat, Cat, -24, -48, Cat, Cat, Cat, Cat, Cat, Cat, 24, -24)",-2147483648,25
2339,8,55,"(0, Cat, Cat, -24, -48, Cat, Cat, -24, Cat, Cat, Cat, 24, -24)",-2147483648,25
2340,13,55,"(0, Cat, Cat, -24, -48, Cat, Cat, -24, -24, Cat, Cat, 24, -24)",-2147483648,25
2341,12,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)",-2147483648,26
2342,11,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 48)",-2147483648,26
2343,13,55,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -24, 48)",-2147483648,26
