,pid,info_cost,PR_type,message,trial_index,trial_id,delays,score,n_click,clicks,click_times,path,action_times
0,0,1.25,featureBased,full,1,8969.0,[17],4.0,0,[],[],"[1, 9, 10, 11]","[2228, 25976, 28191]"
1,0,1.25,featureBased,full,2,7003.0,[17],20.0,0,[],[],"[1, 13, 14, 15]","[4721, 29909, 34124]"
2,0,1.25,featureBased,full,3,5157.0,[0],12.5,6,"[10, 12, 11, 13, 15, 9]","[885, 8645, 11398, 15710, 17886, 20352]","[1, 9, 10, 11]","[21343, 22695, 47059]"
3,0,1.25,featureBased,full,4,9876.0,[8],13.75,5,"[1, 9, 5, 13, 14]","[2010, 2802, 3450, 4082, 5130]","[1, 13, 14, 16]","[7505, 17357, 21774]"
4,0,1.25,featureBased,full,5,8818.0,[2],13.75,5,"[9, 13, 1, 4, 3]","[1104, 1688, 2432, 5777, 7624]","[1, 1, 2, 4]","[9144, 12192, 13416]"
5,0,1.25,featureBased,full,6,7410.0,[7],4.5,6,"[9, 13, 5, 1, 6, 8]","[1068, 1675, 2571, 3124, 4197, 5212]","[1, 5, 6, 8]","[6869, 17189, 18229]"
6,0,1.25,featureBased,full,7,9359.0,[0],15.0,4,"[13, 9, 11, 12]","[2644, 3141, 5132, 7133]","[1, 9, 10, 11]","[7918, 10182, 11486]"
7,0,1.25,featureBased,full,8,6264.0,[5],16.25,3,"[13, 9, 11]","[1102, 2885, 4935]","[1, 9, 10, 11]","[6061, 12205, 13461]"
8,0,1.25,featureBased,full,9,7618.0,[6],15.0,4,"[13, 5, 1, 4]","[1680, 3208, 4569, 6681]","[1, 1, 2, 3]","[7928, 14912, 16104]"
9,0,1.25,featureBased,full,10,6615.0,[13],-27.5,6,"[13, 9, 5, 1, 4, 3]","[2094, 2782, 3415, 3895, 4847, 6487]","[1, 1, 2, 3]","[12128, 26451, 27883]"
10,0,1.25,featureBased,full,11,5638.0,[],10.75,1,[1],[2360],"[1, 1, 2, 3]","[5632, 7320, 9344]"
11,0,1.25,featureBased,full,12,6337.0,[],23.0,4,"[9, 13, 1, 4]","[1846, 2630, 5215, 6967]","[1, 1, 2, 4]","[7831, 8543, 9314]"
12,0,1.25,featureBased,full,13,5033.0,[],11.25,7,"[9, 13, 5, 1, 2, 10, 11]","[806, 2088, 2767, 3231, 5064, 8216, 9144]","[1, 9, 10, 12]","[10486, 11606, 12525]"
13,0,1.25,featureBased,full,14,7370.0,[],-1.0,4,"[9, 13, 14, 16]","[1615, 2311, 3735, 4680]","[1, 13, 14, 15]","[6519, 7280, 8160]"
14,0,1.25,featureBased,full,15,6060.0,[],0.25,3,"[13, 1, 9]","[1170, 2492, 3626]","[1, 9, 10, 11]","[4552, 5831, 7771]"
15,0,1.25,featureBased,full,16,6426.0,[],1.5,2,"[9, 11]","[1161, 3546]","[1, 9, 10, 12]","[5281, 6129, 7016]"
16,1,4.0,featureBased,full,1,14785.0,[0],12.0,0,[],[],"[1, 13, 14, 15]","[3369, 20953, 22666]"
17,1,4.0,featureBased,full,2,14313.0,[0],8.0,1,[11],[3258],"[1, 9, 10, 12]","[7237, 11135, 12566]"
18,1,4.0,featureBased,full,3,10323.0,[0],16.0,1,[11],[4922],"[1, 9, 10, 11]","[6583, 9079, 10522]"
19,1,4.0,featureBased,full,4,12291.0,[0],-24.0,1,[7],[2950],"[1, 1, 2, 3]","[7668, 12840, 23060]"
20,1,4.0,featureBased,full,5,12086.0,[0],16.0,1,[8],[2043],"[1, 5, 6, 8]","[4569, 6139, 8255]"
21,1,4.0,featureBased,full,6,12579.0,[3],4.0,2,"[4, 3]","[2846, 4555]","[1, 1, 2, 3]","[6250, 10871, 12662]"
22,1,4.0,featureBased,full,7,13397.0,[0],-16.0,3,"[4, 7, 12]","[4113, 6915, 9786]","[1, 9, 10, 11]","[12938, 14395, 15672]"
23,1,4.0,featureBased,full,8,12675.0,[0],-24.0,3,"[15, 8, 12]","[2926, 8241, 11496]","[1, 1, 2, 4]","[14347, 15855, 17262]"
24,1,4.0,featureBased,full,9,12615.0,[0],12.0,2,"[7, 8]","[2201, 3690]","[1, 5, 6, 8]","[5977, 7496, 8702]"
25,1,4.0,featureBased,full,10,13051.0,[0],8.0,3,"[11, 12, 15]","[1491, 2685, 4216]","[1, 13, 14, 15]","[5751, 7012, 8180]"
26,1,4.0,featureBased,full,11,13777.0,[],24.0,1,[16],[2426],"[1, 13, 14, 16]","[3759, 5035, 6268]"
27,1,4.0,featureBased,full,12,10339.0,[],20.0,2,"[11, 7]","[1026, 4448]","[1, 9, 10, 11]","[6624, 7771, 8994]"
28,1,4.0,featureBased,full,13,11337.0,[],16.0,3,"[16, 15, 4]","[1376, 2440, 3790]","[1, 1, 2, 4]","[5246, 6351, 7537]"
