p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,32.0,,,,,,,,4911,,772064,,,text,,0
,,,,,,,32.0,,,,,,,,6987,,483182,,,text,,1
,,,,,,,32.0,,,,,,,,5212,,684354,,,text,,5
,,,,,,,32.0,,,,,,,,5724,,803679,,,text,,6
,,,,,,,32.0,,,,,,,,4685,,782642,,,text,,10
,,,,,,,32.0,,,,,,,,4260,,718732,,,text,,11
,,,,,,,32.0,,,,,,,,7590,,1175815,,,text,,13
,,,,,,,32.0,,,,,,,,8479,,837546,,,text,,14
,,,,,,,32.0,,,,,,,,5595,,1014653,,,text,,16
,,,,,,,32.0,,,,,,,,5175,,1041892,,,text,,18
,,,,,,,32.0,,,,,,,,14090,,1451802,,,text,,19
,,,,,,,32.0,,,,,,,,4913,,1152932,,,text,,20
,,,,,,,32.0,,,,,,,,9628,,932132,,,text,,21
,,,,,,,32.0,,,,,,,,6244,,772005,,,text,,23
,,,,,,,32.0,,,,,,,,2943,,825978,,,text,,25
,,,,,,,32.0,,,,,,,,6890,,688916,,,text,,27
,,,,,,,32.0,,,,,,,,4901,,439632,,,text,,29
,,,,,,,32.0,,,,,,,,6004,,1012883,,,text,,33
,,,,,,,32.0,,,,,,,,9957,,1190591,,,text,,34
,,,,,,,32.0,,,,,,,,6637,,790951,,,text,,35
,,,,,,,32.0,,,,,,,,6861,,1322607,,,text,,37
,,,,,,,32.0,,,,,,,,8276,,1203292,,,text,,38
,,,,,,,32.0,,,,,,,,4766,,592543,,,text,,42
,,,,,,,32.0,,,,,,,,6588,,831560,,,text,,43
,,,,,,,32.0,,,,,,,,8279,,815149,,,text,,44
,,,,,,,32.0,,,,,,,,5066,,712363,,,text,,45
,,,,,,,32.0,,,,,,,,6467,,603399,,,text,,46
,,,,,,,32.0,,,,,,,,5734,,1185364,,,text,,47
,,,,,,,32.0,,,,,,,,7342,,1052678,,,text,,48
,,,,,,,32.0,,,,,,,,5565,,846662,,,text,,49
,,,,,,,32.0,,,,,,,,2849,,820657,,,text,,50
,,,,,,,32.0,,,,,,,,5912,,685255,,,text,,51
,,,,,,,32.0,,,,,,,,6534,,859085,,,text,,52
,,,,,,,32.0,,,,,,,,3488,,832978,,,text,,53
,,,,,,,32.0,,,,,,,,7620,,981595,,,text,,54
,,,,,,,32.0,,,,,,,,2735,,929955,,,text,,57
,,,,,,,32.0,,,,,,,,6188,,499765,,,text,,58
,,,,,,,32.0,,,,,,,,12718,,846834,,,text,,59
,,,,,,,32.0,,,,,,,,3781,,549683,,,text,,60
,,,,,,,32.0,,,,,,,,4155,,614026,,,text,,61
,,,,,,,32.0,,,,,,,,5827,,947472,,,text,,64
,,,,,,,32.0,,,,,,,,4519,,914604,,,text,,67
,,,,,,,32.0,,,,,,,,17028,,824156,,,text,,73
,,,,,,,32.0,,,,,,,,7047,,694910,,,text,,74
,,,,,,,32.0,,,,,,,,3994,,750434,,,text,,75
,,,,,,,32.0,,,,,,,,5540,,640363,,,text,,76
,,,,,,,32.0,,,,,,,,8689,,791539,,,text,,77
,,,,,,,32.0,,,,,,,,8557,,631225,,,text,,80
,,,,,,,32.0,,,,,,,,7572,,696982,,,text,,83
,,,,,,,32.0,,,,,,,,5196,,2076661,,,text,,85
,,,,,,,32.0,,,,,,,,13893,,977283,,,text,,86
,,,,,,,32.0,,,,,,,,5274,,602897,,,text,,87
,,,,,,,32.0,,,,,,,,2756,,777268,,,text,,88
,,,,,,,32.0,,,,,,,,6823,,508350,,,text,,90
