PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,time_limit,version
featureBased,2.88,0.01,True,3,24,4,True,after_each_move,0.1,full,85,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",287.7,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,86,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-168.0,True,1.9
featureBased,0.97,0.01,True,4,24,4,True,after_each_move,1.25,full,87,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",97.25,True,1.9
featureBased,1.16,0.01,True,4,24,4,True,after_each_move,1.25,full,88,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",115.5,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,89,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-64.0,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,90,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-56.0,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,91,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-52.0,True,1.9
none,0.0,0.01,False,1,24,4,False,after_each_move,1.25,none,92,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",,True,1.9
objectLevel,1.07,0.01,True,7,24,4,True,after_each_move,1.25,full,93,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",106.5,True,1.9
none,1.52,0.01,True,1,24,4,False,after_each_move,1.25,none,94,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",151.75,True,1.9
none,1.66,0.01,True,1,24,4,False,after_each_move,1.25,none,95,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",165.75,True,1.9
none,0.12,0.01,True,2,24,4,False,after_each_move,4.0,none,96,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",12.0,True,1.9
none,0.64,0.01,True,1,24,4,False,after_each_move,1.25,none,97,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",64.0,True,1.9
none,0.0,0.01,False,0,24,4,False,after_each_move,0.1,none,98,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,99,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,100,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",-9.5,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,101,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-56.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,102,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-132.0,True,1.9
featureBased,0.91,0.01,True,4,24,4,True,after_each_move,1.25,full,103,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",90.5,True,1.9
objectLevel,1.13,0.01,True,7,24,4,True,after_each_move,1.25,full,104,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",112.75,True,1.9
objectLevel,3.1,0.01,True,6,24,4,True,after_each_move,0.1,full,105,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",310.2,True,1.9
objectLevel,0.24,0.01,True,8,24,4,True,after_each_move,4.0,full,106,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",24.0,True,1.9
none,0.04,0.01,True,2,24,4,False,after_each_move,4.0,none,107,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",4.0,True,1.9
featureBased,0.76,0.01,True,4,24,4,True,after_each_move,1.25,full,108,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",76.0,True,1.9
featureBased,0.06,0.01,True,4,24,4,True,after_each_move,1.25,full,109,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",6.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,110,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-164.0,True,1.9
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,111,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",-122.75,True,1.9
featureBased,1.11,0.01,True,4,24,4,True,after_each_move,1.25,full,112,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",110.75,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,113,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-60.0,True,1.9
objectLevel,3.13,0.01,True,6,24,4,True,after_each_move,0.1,full,114,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",312.9,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,115,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-48.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,116,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-256.0,True,1.9
none,1.72,0.01,True,1,24,4,False,after_each_move,1.25,none,117,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",171.75,True,1.9
none,1.39,0.01,True,1,24,4,False,after_each_move,1.25,none,118,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",138.75,True,1.9
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,119,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,120,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-204.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,121,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-44.0,True,1.9
none,2.0,0.01,True,0,24,4,False,after_each_move,0.1,none,122,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",200.0,True,1.9
none,0.28,0.01,True,1,24,4,False,after_each_move,1.25,none,123,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",28.25,True,1.9
none,0.39,0.01,True,0,24,4,False,after_each_move,0.1,none,124,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",38.7,True,1.9
none,2.75,0.01,True,0,24,4,False,after_each_move,0.1,none,125,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",275.1,True,1.9
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,126,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,127,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-128.0,True,1.9
none,0.95,0.01,True,1,24,4,False,after_each_move,1.25,none,128,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",94.75,True,1.9
none,0.55,0.01,True,0,24,4,False,after_each_move,0.1,none,129,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",54.8,True,1.9
none,3.29,0.01,True,0,24,4,False,after_each_move,0.1,none,130,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",329.4,True,1.9
objectLevel,0.35,0.01,True,7,24,4,True,after_each_move,1.25,full,131,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",34.75,True,1.9
featureBased,3.45,0.01,True,3,24,4,True,after_each_move,0.1,full,132,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",344.6,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,133,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-88.0,True,1.9
objectLevel,3.35,0.01,True,6,24,4,True,after_each_move,0.1,full,134,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",335.4,True,1.9
objectLevel,1.51,0.01,True,7,24,4,True,after_each_move,1.25,full,135,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",150.5,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,136,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-32.0,True,1.9
objectLevel,0.53,0.01,True,7,24,4,True,after_each_move,1.25,full,137,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",52.75,True,1.9
none,1.46,0.01,True,1,24,4,False,after_each_move,1.25,none,138,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",146.25,True,1.9
objectLevel,1.08,0.01,True,7,24,4,True,after_each_move,1.25,full,139,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",108.25,True,1.9
featureBased,1.23,0.01,True,4,24,4,True,after_each_move,1.25,full,140,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",123.25,True,1.9
none,2.65,0.01,True,0,24,4,False,after_each_move,0.1,none,141,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",264.8,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,142,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-180.0,True,1.9
none,0.96,0.01,True,1,24,4,False,after_each_move,1.25,none,143,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",95.5,True,1.9
none,2.04,0.01,True,0,24,4,False,after_each_move,0.1,none,144,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",203.7,True,1.9
none,0.08,0.01,True,1,24,4,False,after_each_move,1.25,none,145,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",8.0,True,1.9
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,146,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,147,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-16.0,True,1.9
featureBased,3.48,0.01,True,3,24,4,True,after_each_move,0.1,full,148,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",347.6,True,1.9
objectLevel,1.27,0.01,True,7,24,4,True,after_each_move,1.25,full,149,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",126.75,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,150,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-36.0,True,1.9
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,151,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",-2.0,True,1.9
objectLevel,3.46,0.01,True,6,24,4,True,after_each_move,0.1,full,152,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",345.8,True,1.9
featureBased,0.46,0.01,True,4,24,4,True,after_each_move,1.25,full,153,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",46.0,True,1.9
objectLevel,3.16,0.01,True,6,24,4,True,after_each_move,0.1,full,154,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",316.4,True,1.9
none,0.64,0.01,True,1,24,4,False,after_each_move,1.25,none,155,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",64.0,True,1.9
objectLevel,1.85,0.01,True,6,24,4,True,after_each_move,0.1,full,156,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",184.8,True,1.9
objectLevel,3.45,0.01,True,6,24,4,True,after_each_move,0.1,full,157,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",345.2,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,158,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-160.0,True,1.9
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,159,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,160,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-136.0,True,1.9
none,0.56,0.01,True,2,24,4,False,after_each_move,4.0,none,161,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",56.0,True,1.9
none,3.01,0.01,True,0,24,4,False,after_each_move,0.1,none,162,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",300.5,True,1.9
objectLevel,0.99,0.01,True,7,24,4,True,after_each_move,1.25,full,163,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",99.0,True,1.9
objectLevel,0.16,0.01,True,7,24,4,True,after_each_move,1.25,full,164,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",16.0,True,1.9
featureBased,3.47,0.01,True,3,24,4,True,after_each_move,0.1,full,165,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",346.5,True,1.9
objectLevel,0.93,0.01,True,7,24,4,True,after_each_move,1.25,full,166,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",93.0,True,1.9
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,167,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
none,2.69,0.01,True,0,24,4,False,after_each_move,0.1,none,168,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",269.4,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,169,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-136.0,True,1.9
featureBased,2.37,0.01,True,3,24,4,True,after_each_move,0.1,full,170,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",237.0,True,1.9
featureBased,1.06,0.01,True,4,24,4,True,after_each_move,1.25,full,171,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",105.75,True,1.9
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,172,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",0.0,True,1.9
featureBased,0.34,0.01,True,4,24,4,True,after_each_move,1.25,full,173,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",33.5,True,1.9
featureBased,1.7,0.01,True,3,24,4,True,after_each_move,0.1,full,174,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",169.7,True,1.9
objectLevel,3.32,0.01,True,6,24,4,True,after_each_move,0.1,full,175,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",332.0,True,1.9
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,176,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
none,3.37,0.01,True,0,24,4,False,after_each_move,0.1,none,177,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",337.2,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,178,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-24.0,True,1.9
none,0.0,0.01,False,1,24,4,False,after_each_move,1.25,none,179,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,180,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-92.0,True,1.9
featureBased,1.29,0.01,True,4,24,4,True,after_each_move,1.25,full,181,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",129.25,True,1.9
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,182,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
objectLevel,0.68,0.01,True,7,24,4,True,after_each_move,1.25,full,183,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",67.75,True,1.9
objectLevel,0.65,0.01,True,7,24,4,True,after_each_move,1.25,full,184,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",64.5,True,1.9
featureBased,3.36,0.01,True,3,24,4,True,after_each_move,0.1,full,185,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",335.8,True,1.9
none,0.0,0.01,False,0,24,4,False,after_each_move,0.1,none,186,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
none,0.14,0.01,True,1,24,4,False,after_each_move,1.25,none,187,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",13.5,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,188,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-116.0,True,1.9
featureBased,3.03,0.01,True,3,24,4,True,after_each_move,0.1,full,189,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",303.2,True,1.9
featureBased,1.44,0.01,True,4,24,4,True,after_each_move,1.25,full,190,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",144.0,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,191,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-104.0,True,1.9
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,192,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,193,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-16.0,True,1.9
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,194,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
none,3.21,0.01,True,0,24,4,False,after_each_move,0.1,none,195,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",321.4,True,1.9
featureBased,3.02,0.01,True,3,24,4,True,after_each_move,0.1,full,196,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",302.3,True,1.9
featureBased,1.12,0.01,True,4,24,4,True,after_each_move,1.25,full,197,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",112.0,True,1.9
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,198,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,199,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-168.0,True,1.9
objectLevel,1.03,0.01,True,7,24,4,True,after_each_move,1.25,full,200,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",103.0,True,1.9
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,201,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",-8.0,True,1.9
featureBased,1.36,0.01,True,4,24,4,True,after_each_move,1.25,full,202,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",135.5,True,1.9
none,3.24,0.01,True,0,24,4,False,after_each_move,0.1,none,203,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",324.1,True,1.9
objectLevel,3.53,0.01,True,6,24,4,True,after_each_move,0.1,full,204,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",352.9,True,1.9
none,2.35,0.01,True,0,24,4,False,after_each_move,0.1,none,205,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",234.5,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,206,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-152.0,True,1.9
none,0.56,0.01,True,1,24,4,False,after_each_move,1.25,none,207,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",55.75,True,1.9
none,0.77,0.01,True,1,24,4,False,after_each_move,1.25,none,208,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",77.0,True,1.9
objectLevel,1.27,0.01,True,7,24,4,True,after_each_move,1.25,full,209,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",126.5,True,1.9
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,210,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",-16.0,True,1.9
featureBased,3.16,0.01,True,3,24,4,True,after_each_move,0.1,full,211,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",315.5,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,212,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-72.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,213,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-376.0,True,1.9
none,1.51,0.01,True,1,24,4,False,after_each_move,1.25,none,214,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",150.75,True,1.9
objectLevel,3.39,0.01,True,6,24,4,True,after_each_move,0.1,full,215,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",339.1,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,216,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-20.0,True,1.9
objectLevel,0.55,0.01,True,7,24,4,True,after_each_move,1.25,full,217,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",54.5,True,1.9
none,0.64,0.01,True,1,24,4,False,after_each_move,1.25,none,218,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",64.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,219,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-80.0,True,1.9
none,0.12,0.01,True,1,24,4,False,after_each_move,1.25,none,220,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",11.75,True,1.9
objectLevel,0.04,0.01,True,8,24,4,True,after_each_move,4.0,full,221,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",4.0,True,1.9
objectLevel,2.97,0.01,True,6,24,4,True,after_each_move,0.1,full,222,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",296.6,True,1.9
featureBased,0.56,0.01,True,5,24,4,True,after_each_move,4.0,full,223,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",56.0,True,1.9
featureBased,0.26,0.01,True,4,24,4,True,after_each_move,1.25,full,224,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",25.75,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,225,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-132.0,True,1.9
none,0.95,0.01,True,1,24,4,False,after_each_move,1.25,none,226,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",95.25,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,227,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-48.0,True,1.9
