PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,time_limit,version
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,228,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",-80.0,True,1.9
objectLevel,3.28,0.01,True,6,24,4,True,after_each_move,0.1,full,229,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",328.3,True,1.9
objectLevel,0.94,0.01,True,7,24,4,True,after_each_move,1.25,full,230,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",93.75,True,1.9
none,0.08,0.01,True,2,24,4,False,after_each_move,4.0,none,231,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",8.0,True,1.9
objectLevel,3.24,0.01,True,6,24,4,True,after_each_move,0.1,full,232,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",323.9,True,1.9
featureBased,3.33,0.01,True,3,24,4,True,after_each_move,0.1,full,233,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",333.2,True,1.9
featureBased,3.39,0.01,True,3,24,4,True,after_each_move,0.1,full,234,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",339.3,True,1.9
objectLevel,0.55,0.01,True,7,24,4,True,after_each_move,1.25,full,235,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",54.75,True,1.9
objectLevel,1.36,0.01,True,6,24,4,True,after_each_move,0.1,full,236,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",136.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,237,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-192.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,238,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-108.0,True,1.9
none,2.19,0.01,True,0,24,4,False,after_each_move,0.1,none,239,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",219.2,True,1.9
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,240,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",-24.1,True,1.9
none,2.27,0.01,True,0,24,4,False,after_each_move,0.1,none,241,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",226.8,True,1.9
none,3.35,0.01,True,0,24,4,False,after_each_move,0.1,none,242,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",335.1,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,243,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-44.0,True,1.9
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,244,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,245,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-104.0,True,1.9
objectLevel,2.49,0.01,True,6,24,4,True,after_each_move,0.1,full,246,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",249.0,True,1.9
objectLevel,2.84,0.01,True,6,24,4,True,after_each_move,0.1,full,247,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",284.4,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,248,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-32.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,249,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-104.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,250,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-136.0,True,1.9
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,251,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",,True,1.9
featureBased,0.16,0.01,True,4,24,4,True,after_each_move,1.25,full,252,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",16.0,True,1.9
none,0.36,0.01,True,2,24,4,False,after_each_move,4.0,none,253,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",36.0,True,1.9
featureBased,3.18,0.01,True,3,24,4,True,after_each_move,0.1,full,254,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",317.6,True,1.9
none,3.18,0.01,True,0,24,4,False,after_each_move,0.1,none,255,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",318.0,True,1.9
featureBased,1.38,0.01,True,4,24,4,True,after_each_move,1.25,full,256,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",137.75,True,1.9
featureBased,2.7,0.01,True,3,24,4,True,after_each_move,0.1,full,257,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",270.0,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,258,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-188.0,True,1.9
featureBased,0.79,0.01,True,4,24,4,True,after_each_move,1.25,full,259,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",78.5,True,1.9
featureBased,2.82,0.01,True,3,24,4,True,after_each_move,0.1,full,260,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",281.6,True,1.9
objectLevel,1.39,0.01,True,7,24,4,True,after_each_move,1.25,full,261,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",138.75,True,1.9
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,262,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
featureBased,1.04,0.01,True,4,24,4,True,after_each_move,1.25,full,263,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",104.25,True,1.9
featureBased,2.73,0.01,True,3,24,4,True,after_each_move,0.1,full,264,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",272.9,True,1.9
none,3.04,0.01,True,0,24,4,False,after_each_move,0.1,none,265,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",303.7,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,266,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-104.0,True,1.9
objectLevel,0.35,0.01,True,7,24,4,True,after_each_move,1.25,full,267,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",35.25,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,268,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-76.0,True,1.9
none,2.61,0.01,True,0,24,4,False,after_each_move,0.1,none,269,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",261.3,True,1.9
none,0.98,0.01,True,1,24,4,False,after_each_move,1.25,none,270,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",97.5,True,1.9
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,271,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",-5.0,True,1.9
featureBased,1.08,0.01,True,4,24,4,True,after_each_move,1.25,full,272,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",108.0,True,1.9
featureBased,0.56,0.01,True,5,24,4,True,after_each_move,4.0,full,273,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",56.0,True,1.9
objectLevel,3.15,0.01,True,6,24,4,True,after_each_move,0.1,full,274,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",315.3,True,1.9
objectLevel,0.56,0.01,True,8,24,4,True,after_each_move,4.0,full,275,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",56.0,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,276,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-176.0,True,1.9
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,277,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,278,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-128.0,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,279,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-8.0,True,1.9
objectLevel,0.0,0.01,True,6,24,4,True,after_each_move,0.1,full,280,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",-16.6,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,281,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-80.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,282,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-24.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,283,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-104.0,True,1.9
objectLevel,0.0,0.01,True,6,24,4,True,after_each_move,0.1,full,284,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",-41.6,True,1.9
none,0.24,0.01,True,1,24,4,False,after_each_move,1.25,none,285,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",24.0,True,1.9
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,286,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",,True,1.9
objectLevel,1.45,0.01,True,7,24,4,True,after_each_move,1.25,full,287,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",144.75,True,1.9
featureBased,3.24,0.01,True,3,24,4,True,after_each_move,0.1,full,288,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",324.4,True,1.9
featureBased,3.15,0.01,True,3,24,4,True,after_each_move,0.1,full,289,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",314.7,True,1.9
none,1.37,0.01,True,1,24,4,False,after_each_move,1.25,none,290,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",137.25,True,1.9
none,2.09,0.01,True,0,24,4,False,after_each_move,0.1,none,291,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",208.8,True,1.9
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,292,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,293,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",0.0,True,1.9
objectLevel,0.0,0.01,True,6,24,4,True,after_each_move,0.1,full,294,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",-56.4,True,1.9
objectLevel,0.36,0.01,True,8,24,4,True,after_each_move,4.0,full,295,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",36.0,True,1.9
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,296,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
objectLevel,0.83,0.01,True,7,24,4,True,after_each_move,1.25,full,297,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",83.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,298,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-116.0,True,1.9
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,299,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",-16.0,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,300,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-12.0,True,1.9
objectLevel,2.79,0.01,True,6,24,4,True,after_each_move,0.1,full,301,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",278.6,True,1.9
objectLevel,0.73,0.01,True,7,24,4,True,after_each_move,1.25,full,302,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",73.25,True,1.9
objectLevel,0.93,0.01,True,7,24,4,True,after_each_move,1.25,full,303,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",92.75,True,1.9
none,0.32,0.01,True,0,24,4,False,after_each_move,0.1,none,304,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",32.0,True,1.9
objectLevel,0.56,0.01,True,6,24,4,True,after_each_move,0.1,full,305,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",55.7,True,1.9
featureBased,2.87,0.01,True,3,24,4,True,after_each_move,0.1,full,306,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",287.0,True,1.9
featureBased,3.37,0.01,True,3,24,4,True,after_each_move,0.1,full,307,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",336.8,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,308,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-20.0,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,309,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-48.0,True,1.9
objectLevel,1.83,0.01,True,7,24,4,True,after_each_move,1.25,full,310,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",183.0,True,1.9
none,2.46,0.01,True,0,24,4,False,after_each_move,0.1,none,311,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",246.2,True,1.9
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,312,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,313,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-260.0,True,1.9
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,314,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",,True,1.9
objectLevel,3.3,0.01,True,6,24,4,True,after_each_move,0.1,full,315,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",329.5,True,1.9
objectLevel,1.19,0.01,True,7,24,4,True,after_each_move,1.25,full,316,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",119.25,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,317,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-60.0,True,1.9
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,318,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
featureBased,0.56,0.01,True,5,24,4,True,after_each_move,4.0,full,319,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",56.0,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,320,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-40.0,True,1.9
featureBased,0.2,0.01,True,5,24,4,True,after_each_move,4.0,full,321,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",20.0,True,1.9
featureBased,0.12,0.01,True,5,24,4,True,after_each_move,4.0,full,322,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",12.0,True,1.9
featureBased,0.83,0.01,True,4,24,4,True,after_each_move,1.25,full,323,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",83.0,True,1.9
featureBased,2.72,0.01,True,3,24,4,True,after_each_move,0.1,full,324,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",271.5,True,1.9
featureBased,3.04,0.01,True,3,24,4,True,after_each_move,0.1,full,325,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",303.6,True,1.9
objectLevel,0.09,0.01,True,7,24,4,True,after_each_move,1.25,full,326,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",9.25,True,1.9
objectLevel,0.8,0.01,True,8,24,4,True,after_each_move,4.0,full,327,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",80.0,True,1.9
objectLevel,0.08,0.01,True,8,24,4,True,after_each_move,4.0,full,328,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",8.0,True,1.9
objectLevel,0.8,0.01,True,7,24,4,True,after_each_move,1.25,full,329,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",80.0,True,1.9
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,330,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-240.0,True,1.9
featureBased,3.16,0.01,True,3,24,4,True,after_each_move,0.1,full,331,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",316.0,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,332,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-96.0,True,1.9
objectLevel,3.1,0.01,True,6,24,4,True,after_each_move,0.1,full,333,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",310.4,True,1.9
objectLevel,3.24,0.01,True,6,24,4,True,after_each_move,0.1,full,334,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",324.2,True,1.9
featureBased,3.51,0.01,True,3,24,4,True,after_each_move,0.1,full,335,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",350.6,True,1.9
none,0.48,0.01,True,0,24,4,False,after_each_move,0.1,none,336,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",47.5,True,1.9
featureBased,3.44,0.01,True,3,24,4,True,after_each_move,0.1,full,337,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",343.8,True,1.9
featureBased,2.7,0.01,True,3,24,4,True,after_each_move,0.1,full,338,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",270.0,True,1.9
none,0.0,0.01,False,0,24,4,False,after_each_move,0.1,none,339,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",,True,1.9
objectLevel,0.67,0.01,True,7,24,4,True,after_each_move,1.25,full,340,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",66.5,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,341,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-140.0,True,1.9
objectLevel,3.21,0.01,True,6,24,4,True,after_each_move,0.1,full,342,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",321.2,True,1.9
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,343,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-24.0,True,1.9
objectLevel,1.75,0.01,True,7,24,4,True,after_each_move,1.25,full,344,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",174.5,True,1.9
featureBased,1.19,0.01,True,4,24,4,True,after_each_move,1.25,full,345,"[1.7132112787775398, 0.46426212124574967, 0.23605538377611573, 0.4252363266867176, 0.993457670362997]",119.25,True,1.9
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,346,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",-156.0,True,1.9
objectLevel,1.31,0.01,True,6,24,4,True,after_each_move,0.1,full,347,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",130.5,True,1.9
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,348,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",,True,1.9
featureBased,2.83,0.01,True,3,24,4,True,after_each_move,0.1,full,349,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",283.4,True,1.9
objectLevel,0.2,0.01,True,8,24,4,True,after_each_move,4.0,full,350,"[1.0204049741183023, 0.9892671828885087, -0.013161214101093, 0.01785957275841159, 1.0004646109245603]",20.0,True,1.9
none,2.24,0.01,True,0,24,4,False,after_each_move,0.1,none,351,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",223.5,True,1.9
none,2.89,0.01,True,0,24,4,False,after_each_move,0.1,none,352,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",289.4,True,1.9
featureBased,2.12,0.01,True,3,24,4,True,after_each_move,0.1,full,353,"[2.053410166049148, 0.035432105933805545, 0.027055750247385255, 0.9432457551263028, 0.9979765410879625]",211.9,True,1.9
