bonus,bonusRate,branching,completed,inspectCost,pid,startTime,variance,version
0.49,0.002,312,True,1,0,Mon Jan 29 2018 23:47:47 GMT-0800 (Pacific Standard Time),2_4_24,c2.0
2.78,0.002,312,True,1,1,Tue Jan 30 2018 00:10:57 GMT-0700 (Mountain Standard Time),2_4_24,c2.0
2.7,0.002,312,True,1,2,Tue Jan 30 2018 01:57:52 GMT-0500 (Eastern Standard Time),2_4_24,c2.0
0.0,0.002,312,False,1,3,Tue Jan 30 2018 00:31:26 GMT-0700 (Mountain Standard Time),2_4_24,c2.0
2.72,0.002,312,True,1,4,Tue Jan 30 2018 00:23:21 GMT-0700 (MST),2_4_24,c2.0
0.63,0.002,312,True,1,5,Mon Jan 29 2018 23:55:21 GMT-0800 (Pacific Standard Time),2_4_24,c2.0
0.6,0.002,312,True,1,6,Tue Jan 30 2018 00:56:59 GMT-0600 (CST),2_4_24,c2.0
2.62,0.002,312,True,1,7,Tue Jan 30 2018 10:06:29 GMT+0300 (E. Africa Standard Time),2_4_24,c2.0
