action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_id,trial_type,pid
,,,,32.0,,,,,831,,,,59796,,,text,0
,,,,32.0,,,,,885,,,,89231,,,text,0
,,,,32.0,,,,,882,,,,191440,,,text,0
,,,,32.0,,,,,200851,,,,479954,,,text,0
,,,,32.0,,,,,3505,,,,248337,,,text,1
,,,,32.0,,,,,1251,,,,294189,,,text,1
,,,,32.0,,,,,1145,,,,411929,,,text,1
,,,,32.0,,,,,1387,,,,519149,,,text,1
,,,,32.0,,,,,862,,,,100343,,,text,2
,,,,32.0,,,,,856,,,,131727,,,text,2
,,,,32.0,,,,,727,,,,195462,,,text,2
,,,,32.0,,,,,696,,,,251985,,,text,2
,,,,32.0,,,,,828,,,,61536,,,text,3
,,,,32.0,,,,,863,,,,96107,,,text,3
,,,,32.0,,,,,1043,,,,146089,,,text,3
,,,,32.0,,,,,741,,,,203573,,,text,3
,,,,32.0,,,,,790,,,,44533,,,text,4
,,,,32.0,,,,,807,,,,66037,,,text,4
,,,,32.0,,,,,902,,,,147588,,,text,4
,,,,32.0,,,,,750,,,,206036,,,text,4
,,,,32.0,,,,,981,,,,136041,,,text,5
,,,,32.0,,,,,641,,,,172769,,,text,5
,,,,32.0,,,,,1126,,,,322928,,,text,5
,,,,32.0,,,,,1015,,,,433496,,,text,5
,,,,32.0,,,,,1181,,,,114429,,,text,6
,,,,32.0,,,,,7654,,,,204852,,,text,6
,,,,32.0,,,,,1024,,,,275996,,,text,6
,,,,32.0,,,,,940,,,,343186,,,text,6
,,,,32.0,,,,,726,,,,134809,,,text,7
,,,,32.0,,,,,746,,,,169952,,,text,7
,,,,32.0,,,,,748,,,,239233,,,text,7
,,,,32.0,,,,,457,,,,280223,,,text,7
,,,,32.0,,,,,1073,,,,115369,,,text,8
,,,,32.0,,,,,955,,,,152631,,,text,8
,,,,32.0,,,,,781,,,,225159,,,text,8
,,,,32.0,,,,,855,,,,299730,,,text,8
,,,,32.0,,,,,1362,,,,330462,,,text,9
,,,,32.0,,,,,1100,,,,381559,,,text,9
,,,,32.0,,,,,1126,,,,474286,,,text,9
,,,,32.0,,,,,965,,,,523295,,,text,9
,,,,32.0,,,,,1051,,,,90874,,,text,10
,,,,32.0,,,,,764,,,,118861,,,text,10
,,,,32.0,,,,,842,,,,203881,,,text,10
,,,,32.0,,,,,1087,,,,299137,,,text,10
,,,,32.0,,,,,1007,,,,165306,,,text,11
,,,,32.0,,,,,6745,,,,225484,,,text,11
,,,,32.0,,,,,1196,,,,380715,,,text,11
,,,,32.0,,,,,909,,,,482756,,,text,11
,,,,32.0,,,,,876,,,,145275,,,text,12
