p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,138141,,138143,,,instructions,"[{""page_index"":0,""viewing_time"":39714},{""page_index"":1,""viewing_time"":3931},{""page_index"":0,""viewing_time"":38798},{""page_index"":1,""viewing_time"":36376},{""page_index"":2,""viewing_time"":19321}]",9
,,,,,,,,,,,,,,184979,,184981,,,instructions,"[{""page_index"":0,""viewing_time"":44983},{""page_index"":1,""viewing_time"":123589},{""page_index"":2,""viewing_time"":16406}]",10
,,,,,,,,,,,,,,73389,,73390,,,instructions,"[{""page_index"":0,""viewing_time"":27866},{""page_index"":1,""viewing_time"":28425},{""page_index"":2,""viewing_time"":17096}]",11
,,,,,,,,,,,,,,25597,,118063,,,instructions,"[{""page_index"":0,""viewing_time"":15074},{""page_index"":1,""viewing_time"":7725},{""page_index"":2,""viewing_time"":2797}]",11
,,,,,,,,,,,,,,486547,,486550,,,instructions,"[{""page_index"":0,""viewing_time"":153136},{""page_index"":1,""viewing_time"":239403},{""page_index"":2,""viewing_time"":94004}]",12
,,,,,,,,,,,,,,199673,,199674,,,instructions,"[{""page_index"":0,""viewing_time"":35978},{""page_index"":1,""viewing_time"":114192},{""page_index"":2,""viewing_time"":49500}]",13
,,,,,,,,,,,,,,392783,,392783,,,instructions,"[{""page_index"":0,""viewing_time"":83802},{""page_index"":1,""viewing_time"":24709},{""page_index"":2,""viewing_time"":284271}]",14
,,,,,,,,,,,,,,296308,,296312,,,instructions,"[{""page_index"":0,""viewing_time"":106336},{""page_index"":1,""viewing_time"":143814},{""page_index"":2,""viewing_time"":46153}]",15
,,,,,,,,,,,,,,116210,,116212,,,instructions,"[{""page_index"":0,""viewing_time"":41770},{""page_index"":1,""viewing_time"":30558},{""page_index"":2,""viewing_time"":43879}]",16
,,,,,,,,,,,,,,16285,,160656,,,instructions,"[{""page_index"":0,""viewing_time"":7885},{""page_index"":1,""viewing_time"":3960},{""page_index"":2,""viewing_time"":4438}]",16
,,,,,,,,,,,,,,32845,,32846,,,instructions,"[{""page_index"":0,""viewing_time"":9572},{""page_index"":1,""viewing_time"":14488},{""page_index"":2,""viewing_time"":8784}]",17
,,,,,,,,,,,,,,173994,,173996,,,instructions,"[{""page_index"":0,""viewing_time"":42505},{""page_index"":1,""viewing_time"":23404},{""page_index"":2,""viewing_time"":23226},{""page_index"":1,""viewing_time"":80685},{""page_index"":2,""viewing_time"":4174}]",18
,,,,,,,,,,,,,,116832,,116833,,,instructions,"[{""page_index"":0,""viewing_time"":30297},{""page_index"":1,""viewing_time"":35628},{""page_index"":2,""viewing_time"":50906}]",19
,,,,,,,,,,,,,,44337,,44342,,,instructions,"[{""page_index"":0,""viewing_time"":21826},{""page_index"":1,""viewing_time"":11835},{""page_index"":2,""viewing_time"":10672}]",20
,,,,,,,,,,,,,,68227,,68228,,,instructions,"[{""page_index"":0,""viewing_time"":30342},{""page_index"":1,""viewing_time"":23359},{""page_index"":2,""viewing_time"":14525}]",21
,,,,,,,,,,,,,,235205,,235206,,,instructions,"[{""page_index"":0,""viewing_time"":152413},{""page_index"":1,""viewing_time"":45227},{""page_index"":2,""viewing_time"":37564}]",22
,,,,,,,,,,,,,,74495,,74497,,,instructions,"[{""page_index"":0,""viewing_time"":28278},{""page_index"":1,""viewing_time"":28775},{""page_index"":2,""viewing_time"":17440}]",23
,,,,,,,,,,,,,,123542,,123543,,,instructions,"[{""page_index"":0,""viewing_time"":53453},{""page_index"":1,""viewing_time"":45048},{""page_index"":2,""viewing_time"":25039}]",24
,,,,,,,,,,,,,,104989,,104989,,,instructions,"[{""page_index"":0,""viewing_time"":48236},{""page_index"":1,""viewing_time"":39017},{""page_index"":2,""viewing_time"":17736}]",25
,,,,,,,,,,,,,,82828,,82829,,,instructions,"[{""page_index"":0,""viewing_time"":30981},{""page_index"":1,""viewing_time"":33500},{""page_index"":2,""viewing_time"":18345}]",26
,,,,,,,,,,,,,,382926,,382928,,,instructions,"[{""page_index"":0,""viewing_time"":300844},{""page_index"":1,""viewing_time"":65001},{""page_index"":2,""viewing_time"":17079}]",27
,,,,,,,,,,,,,,110746,,110747,,,instructions,"[{""page_index"":0,""viewing_time"":45064},{""page_index"":1,""viewing_time"":44299},{""page_index"":2,""viewing_time"":21381}]",28
,,,,,,,,,,,,,,18532,,161306,,,instructions,"[{""page_index"":0,""viewing_time"":5958},{""page_index"":1,""viewing_time"":5180},{""page_index"":2,""viewing_time"":1553},{""page_index"":1,""viewing_time"":4516},{""page_index"":2,""viewing_time"":1324}]",28
,,,,,,,,,,,,,,188532,,188533,,,instructions,"[{""page_index"":0,""viewing_time"":71790},{""page_index"":1,""viewing_time"":44354},{""page_index"":2,""viewing_time"":12846},{""page_index"":1,""viewing_time"":36600},{""page_index"":2,""viewing_time"":22942}]",29
,,,,,,,,,,,,,,135611,,135612,,,instructions,"[{""page_index"":0,""viewing_time"":69184},{""page_index"":1,""viewing_time"":44676},{""page_index"":2,""viewing_time"":21750}]",30
,,,,,,,,,,,,,,190204,,190212,,,instructions,"[{""page_index"":0,""viewing_time"":43343},{""page_index"":1,""viewing_time"":105996},{""page_index"":2,""viewing_time"":40859}]",31
,,,,,,,,,,,,,,80039,,80040,,,instructions,"[{""page_index"":0,""viewing_time"":40425},{""page_index"":1,""viewing_time"":20657},{""page_index"":2,""viewing_time"":18956}]",32
,,,,,,,,,,,,,,211047,,211049,,,instructions,"[{""page_index"":0,""viewing_time"":60104},{""page_index"":1,""viewing_time"":66869},{""page_index"":2,""viewing_time"":62933},{""page_index"":1,""viewing_time"":20040},{""page_index"":2,""viewing_time"":1101}]",33
,,,,,,,,,,,,,,158612,,158612,,,instructions,"[{""page_index"":0,""viewing_time"":38162},{""page_index"":1,""viewing_time"":61652},{""page_index"":0,""viewing_time"":29174},{""page_index"":1,""viewing_time"":5469},{""page_index"":2,""viewing_time"":24154}]",34
,,,,,,,,,,,,,,22320,,206169,,,instructions,"[{""page_index"":0,""viewing_time"":10210},{""page_index"":1,""viewing_time"":4928},{""page_index"":2,""viewing_time"":7182}]",34
,,,,,,,,,,,,,,100181,,100183,,,instructions,"[{""page_index"":0,""viewing_time"":36876},{""page_index"":1,""viewing_time"":40297},{""page_index"":2,""viewing_time"":23007}]",35
,,,,,,,,,,,,,,99779,,99780,,,instructions,"[{""page_index"":0,""viewing_time"":52213},{""page_index"":1,""viewing_time"":23236},{""page_index"":2,""viewing_time"":24329}]",36
,,,,,,,,,,,,,,47471,,47473,,,instructions,"[{""page_index"":0,""viewing_time"":15801},{""page_index"":1,""viewing_time"":12339},{""page_index"":2,""viewing_time"":19331}]",37
,,,,,,,,,,,,,,41487,,105881,,,instructions,"[{""page_index"":0,""viewing_time"":14944},{""page_index"":1,""viewing_time"":18032},{""page_index"":2,""viewing_time"":8511}]",37
,,,,,,,,,,,,,,26013,,148950,,,instructions,"[{""page_index"":0,""viewing_time"":9231},{""page_index"":1,""viewing_time"":12800},{""page_index"":2,""viewing_time"":3981}]",37
,,,,,,,,,,,,,,131033,,131036,,,instructions,"[{""page_index"":0,""viewing_time"":45046},{""page_index"":1,""viewing_time"":56302},{""page_index"":2,""viewing_time"":29680}]",38
,,,,,,,,,,,,,,32280,,194866,,,instructions,"[{""page_index"":0,""viewing_time"":12099},{""page_index"":1,""viewing_time"":16295},{""page_index"":2,""viewing_time"":3883}]",38
,,,,,,,,,,,,,,149490,,149494,,,instructions,"[{""page_index"":0,""viewing_time"":36245},{""page_index"":1,""viewing_time"":84972},{""page_index"":2,""viewing_time"":28273}]",39
,,,,,,,,,,,,,,181974,,181976,,,instructions,"[{""page_index"":0,""viewing_time"":86398},{""page_index"":1,""viewing_time"":65015},{""page_index"":2,""viewing_time"":30561}]",40
,,,,,,,,,,,,,,199132,,199133,,,instructions,"[{""page_index"":0,""viewing_time"":78325},{""page_index"":1,""viewing_time"":67290},{""page_index"":2,""viewing_time"":53515}]",41
,,,,,,,,,,,,,,107468,,107471,,,instructions,"[{""page_index"":0,""viewing_time"":50129},{""page_index"":1,""viewing_time"":36264},{""page_index"":2,""viewing_time"":21072}]",42
,,,,,,,,,,,,,,67734,,197103,,,instructions,"[{""page_index"":0,""viewing_time"":31201},{""page_index"":1,""viewing_time"":29416},{""page_index"":2,""viewing_time"":7115}]",42
,,,,,,,,,,,,,,37547,,254642,,,instructions,"[{""page_index"":0,""viewing_time"":35810},{""page_index"":1,""viewing_time"":1068},{""page_index"":2,""viewing_time"":667}]",42
,,,,,,,,,,,,,,146302,,146303,,,instructions,"[{""page_index"":0,""viewing_time"":86355},{""page_index"":1,""viewing_time"":32204},{""page_index"":2,""viewing_time"":27743}]",43
,,,,,,,,,,,,,,37303,,37304,,,instructions,"[{""page_index"":0,""viewing_time"":18362},{""page_index"":1,""viewing_time"":1812},{""page_index"":2,""viewing_time"":756},{""page_index"":1,""viewing_time"":4631},{""page_index"":2,""viewing_time"":11741}]",44
,,,,,,,,,,,,,,13021,,71410,,,instructions,"[{""page_index"":0,""viewing_time"":9292},{""page_index"":1,""viewing_time"":1601},{""page_index"":2,""viewing_time"":2127}]",44
,,,,,,,,,,,,,,16527,,104888,,,instructions,"[{""page_index"":0,""viewing_time"":8441},{""page_index"":1,""viewing_time"":5810},{""page_index"":2,""viewing_time"":2275}]",44
,,,,,,,,,,,,,,67624,,67625,,,instructions,"[{""page_index"":0,""viewing_time"":54638},{""page_index"":1,""viewing_time"":10865},{""page_index"":2,""viewing_time"":2120}]",45
,,,,,,,,,,,,,,40590,,244984,,,instructions,"[{""page_index"":0,""viewing_time"":15170},{""page_index"":1,""viewing_time"":20079},{""page_index"":2,""viewing_time"":5341}]",45
,,,,,,,,,,,,,,73162,,73166,,,instructions,"[{""page_index"":0,""viewing_time"":54565},{""page_index"":1,""viewing_time"":13385},{""page_index"":2,""viewing_time"":5208}]",46
,,,,,,,,,,,,,,192999,,193001,,,instructions,"[{""page_index"":0,""viewing_time"":79083},{""page_index"":1,""viewing_time"":91298},{""page_index"":2,""viewing_time"":22617}]",47
,,,,,,,,,,,,,,106618,,106620,,,instructions,"[{""page_index"":0,""viewing_time"":42781},{""page_index"":1,""viewing_time"":34287},{""page_index"":2,""viewing_time"":29547}]",48
,,,,,,,,,,,,,,28734,,28735,,,instructions,"[{""page_index"":0,""viewing_time"":10090},{""page_index"":1,""viewing_time"":9605},{""page_index"":2,""viewing_time"":9038}]",49
,,,,,,,,,,,,,,54028,,105472,,,instructions,"[{""page_index"":0,""viewing_time"":34737},{""page_index"":1,""viewing_time"":14164},{""page_index"":2,""viewing_time"":5127}]",49
,,,,,,,,,,,,,,11962,,144509,,,instructions,"[{""page_index"":0,""viewing_time"":2410},{""page_index"":1,""viewing_time"":7270},{""page_index"":2,""viewing_time"":2282}]",49
,,,,,,,,,,,,,,29217,,189927,,,instructions,"[{""page_index"":0,""viewing_time"":10021},{""page_index"":1,""viewing_time"":9144},{""page_index"":2,""viewing_time"":10052}]",49
,,,,,,,,,,,,,,116062,,116067,,,instructions,"[{""page_index"":0,""viewing_time"":40913},{""page_index"":1,""viewing_time"":41523},{""page_index"":2,""viewing_time"":33622}]",50
,,,,,,,,,,,,,,55535,,55537,,,instructions,"[{""page_index"":0,""viewing_time"":21582},{""page_index"":1,""viewing_time"":18985},{""page_index"":2,""viewing_time"":14967}]",51
,,,,,,,,,,,,,,102273,,102273,,,instructions,"[{""page_index"":0,""viewing_time"":46737},{""page_index"":1,""viewing_time"":40103},{""page_index"":2,""viewing_time"":15432}]",52
,,,,,,,,,,,,,,107925,,107936,,,instructions,"[{""page_index"":0,""viewing_time"":27682},{""page_index"":1,""viewing_time"":44163},{""page_index"":2,""viewing_time"":36069}]",53
,,,,,,,,,,,,,,54696,,54698,,,instructions,"[{""page_index"":0,""viewing_time"":4917},{""page_index"":1,""viewing_time"":13197},{""page_index"":2,""viewing_time"":36580}]",54
,,,,,,,,,,,,,,79644,,79645,,,instructions,"[{""page_index"":0,""viewing_time"":36152},{""page_index"":1,""viewing_time"":30360},{""page_index"":2,""viewing_time"":13131}]",55
,,,,,,,,,,,,,,90039,,90041,,,instructions,"[{""page_index"":0,""viewing_time"":32076},{""page_index"":1,""viewing_time"":40355},{""page_index"":2,""viewing_time"":17607}]",56
,,,,,,,,,,,,,,103158,,103161,,,instructions,"[{""page_index"":0,""viewing_time"":36648},{""page_index"":1,""viewing_time"":37979},{""page_index"":2,""viewing_time"":28528}]",57
,,,,,,,,,,,,,,35227,,174706,,,instructions,"[{""page_index"":0,""viewing_time"":16634},{""page_index"":1,""viewing_time"":11194},{""page_index"":2,""viewing_time"":7397}]",57
,,,,,,,,,,,,,,5743,,212581,,,instructions,"[{""page_index"":0,""viewing_time"":3557},{""page_index"":1,""viewing_time"":1391},{""page_index"":2,""viewing_time"":794}]",57
