,pid,info_cost,PR_type,message,trial_index,trial_id,delays,score,n_click,clicks,click_times,path,action_times
0,0,0.25,none,none,1,13.0,[15],-20.0,0,[],[],"[1, 6, 8]","[28893, 51444, 53505]"
1,0,0.25,none,none,2,5.0,[15],11.0,4,"[9, 1, 5, 13]","[1836, 3371, 4070, 4621]","[1, 2, 4]","[7123, 28774, 31736]"
2,0,0.25,none,none,3,7.0,[15],24.75,13,"[9, 13, 1, 5, 14, 6, 2, 15, 7, 8, 3, 4, 16]","[1781, 2599, 3431, 4216, 5540, 6619, 8620, 10425, 11382, 12620, 13364, 13876, 14537]","[1, 14, 16]","[16471, 17309, 18713]"
3,0,0.25,none,none,4,14.0,[15],24.0,16,"[13, 5, 9, 1, 6, 7, 8, 12, 10, 11, 16, 14, 15, 4, 2, 3]","[1351, 1871, 2451, 3001, 3685, 4272, 4724, 5325, 5452, 5660, 6134, 6690, 7518, 8152, 8431, 8607]","[1, 6, 8]","[14204, 48869, 50419]"
4,0,0.25,none,none,5,6.0,[15],24.0,16,"[13, 9, 5, 1, 2, 4, 3, 8, 6, 7, 12, 10, 11, 16, 14, 15]","[1187, 1503, 1862, 2099, 2496, 2961, 3336, 3753, 4398, 4703, 5029, 5390, 5620, 6174, 6488, 6712]","[1, 10, 12]","[10378, 11306, 12304]"
5,0,0.25,none,none,6,3.0,[15],-8.0,16,"[9, 13, 1, 5, 7, 6, 8, 3, 2, 4, 15, 14, 16, 11, 10, 12]","[1225, 1472, 1825, 2202, 2425, 2678, 2910, 3343, 3685, 3871, 4593, 4889, 5759, 6248, 6572, 6759]","[1, 10, 11]","[20305, 39044, 41178]"
6,0,0.25,none,none,7,12.0,[15],32.0,16,"[9, 5, 13, 16, 14, 15, 1, 4, 2, 3, 8, 6, 7, 12, 10, 11]","[1151, 1464, 2167, 2726, 2977, 3222, 3706, 3980, 4265, 4601, 4938, 5309, 5557, 5769, 6124, 6411]","[1, 10, 11]","[10473, 26367, 27781]"
7,0,0.25,none,none,8,1.0,[15],32.0,16,"[9, 5, 1, 13, 16, 14, 15, 4, 2, 3, 8, 6, 7, 12, 10, 11]","[1017, 1304, 1669, 2318, 2655, 2978, 3204, 3573, 3981, 4202, 4548, 4843, 5077, 5561, 5884, 6135]","[1, 6, 8]","[7442, 35389, 36700]"
8,0,0.25,none,none,9,9.0,[15],8.0,16,"[13, 1, 9, 5, 7, 6, 8, 3, 2, 4, 15, 14, 16, 11, 10, 12]","[1230, 1538, 2100, 2752, 3175, 3536, 3760, 4172, 4537, 4802, 5429, 5856, 6191, 6862, 7298, 7651]","[1, 14, 15]","[11556, 32395, 34435]"
9,0,0.25,none,none,10,15.0,[15],32.0,16,"[9, 5, 1, 13, 16, 14, 15, 4, 2, 3, 8, 6, 7, 12, 10, 11]","[1994, 2262, 2552, 2909, 3445, 3686, 3992, 4601, 4896, 5208, 5697, 5996, 6265, 7354, 7643, 7875]","[1, 10, 12]","[10001, 12595, 13834]"
10,0,0.25,none,none,11,0.0,[],0.0,16,"[9, 5, 1, 13, 16, 14, 15, 4, 2, 3, 8, 6, 7, 12, 10, 11]","[1824, 2056, 2413, 2633, 3064, 3281, 3552, 4025, 4393, 4609, 5070, 5399, 5617, 6044, 6421, 6793]","[1, 14, 16]","[13974, 16040, 17246]"
11,0,0.25,none,none,12,2.0,[],34.25,7,"[11, 10, 12, 9, 5, 1, 13]","[2054, 2417, 2762, 4763, 5080, 5424, 5779]","[1, 10, 12]","[7923, 8938, 9870]"
12,0,0.25,none,none,13,11.0,[],8.0,16,"[9, 5, 1, 13, 11, 10, 12, 16, 14, 15, 4, 2, 3, 8, 6, 7]","[1648, 1946, 2242, 2591, 3229, 3662, 3894, 4650, 4910, 5098, 5535, 5852, 6048, 6484, 6839, 6977]","[1, 10, 12]","[12607, 13360, 14000]"
13,0,0.25,none,none,14,8.0,[],8.0,16,"[13, 9, 5, 1, 2, 4, 15, 14, 16, 11, 10, 12, 7, 6, 8, 3]","[2069, 2311, 2598, 2879, 4031, 4399, 4813, 5157, 5491, 5873, 6180, 6422, 6794, 7121, 7401, 8536]","[1, 10, 12]","[19426, 20474, 21567]"
14,0,0.25,none,none,15,4.0,[],24.0,16,"[9, 5, 1, 13, 16, 14, 15, 8, 6, 12, 10, 11, 4, 2, 3, 7]","[1390, 1649, 2008, 2352, 3239, 3605, 3823, 4449, 4764, 5333, 5784, 6005, 6735, 7110, 7159, 9634]","[1, 6, 7]","[10901, 11772, 13068]"
15,0,0.25,none,none,16,10.0,[],24.0,16,"[5, 9, 13, 1, 3, 2, 4, 15, 14, 16, 11, 10, 12, 7, 6, 8]","[2824, 3091, 3439, 3662, 4142, 4357, 4769, 5198, 5533, 5752, 6243, 6534, 6651, 7087, 7434, 7678]","[1, 10, 12]","[8603, 9196, 10738]"
16,1,0.25,none,none,1,1.0,[15],33.25,11,"[5, 1, 6, 8, 7, 9, 10, 12, 11, 13, 14]","[4751, 11788, 13876, 15209, 16090, 18802, 20210, 21054, 21800, 25658, 26497]","[1, 6, 8]","[31552, 33160, 34670]"
17,1,0.25,none,none,2,2.0,[15],32.5,14,"[5, 1, 9, 13, 10, 2, 4, 3, 12, 11, 14, 6, 8, 7]","[1555, 2419, 4007, 4630, 5595, 6639, 7686, 8711, 10057, 10762, 21541, 22605, 23332, 24054]","[1, 10, 12]","[29707, 48364, 50842]"
18,1,0.25,none,none,3,4.0,[15],24.0,16,"[5, 1, 13, 9, 6, 8, 7, 10, 12, 11, 14, 2, 3, 4, 15, 16]","[1776, 2502, 3166, 3845, 5133, 5816, 6521, 9294, 9918, 10542, 11508, 12676, 13216, 16534, 19873, 20517]","[1, 6, 7]","[24184, 41816, 42774]"
19,1,0.25,none,none,4,15.0,[15],33.5,10,"[9, 1, 5, 13, 10, 12, 11, 6, 7, 8]","[1008, 1871, 2718, 3560, 5170, 5814, 6558, 7663, 8366, 9152]","[1, 10, 12]","[12121, 28282, 30160]"
20,1,0.25,none,none,5,14.0,[15],24.0,16,"[9, 5, 1, 13, 10, 12, 11, 6, 7, 8, 2, 3, 4, 14, 16, 15]","[1358, 2102, 2826, 3448, 4613, 5480, 6324, 7390, 8132, 8756, 10767, 11410, 12073, 20620, 21224, 21824]","[1, 6, 8]","[24843, 41804, 42714]"
21,1,0.25,none,none,6,13.0,[15],41.0,12,"[5, 9, 13, 1, 2, 3, 4, 14, 6, 10, 12, 11]","[752, 1449, 2237, 2901, 3765, 4288, 4932, 7243, 8563, 9639, 10581, 11406]","[1, 2, 4]","[16749, 32702, 34084]"
22,1,0.25,none,none,7,0.0,[15],0.0,16,"[5, 1, 13, 9, 10, 11, 12, 14, 16, 15, 7, 6, 8, 2, 4, 3]","[3774, 4998, 5621, 6386, 7594, 8416, 9042, 11090, 11935, 12800, 14732, 15333, 16038, 16881, 17524, 18332]","[1, 10, 12]","[30558, 32268, 34652]"
23,1,0.25,none,none,8,3.0,[15],-8.0,16,"[9, 5, 1, 13, 10, 12, 11, 14, 16, 15, 6, 7, 8, 2, 4, 3]","[1011, 2002, 2722, 3407, 4492, 5036, 5700, 8092, 8714, 9440, 10343, 10846, 11613, 12555, 13196, 14003]","[1, 10, 12]","[22451, 38490, 39704]"
24,1,0.25,none,none,9,11.0,[15],8.0,16,"[9, 5, 1, 13, 14, 6, 2, 16, 15, 7, 8, 3, 4, 10, 12, 11]","[1460, 2183, 2785, 3410, 4414, 5278, 6305, 7771, 8435, 12959, 13821, 16273, 17056, 18444, 19087, 19812]","[1, 10, 12]","[35508, 37178, 38682]"
25,1,0.25,none,none,10,9.0,[15],8.0,16,"[9, 5, 1, 13, 10, 12, 11, 6, 7, 8, 14, 16, 15, 2, 3, 4]","[1817, 2420, 3224, 3828, 4912, 5716, 6419, 7305, 8129, 8793, 9918, 10702, 11607, 16557, 17198, 17841]","[1, 14, 15]","[19728, 35771, 37078]"
