bonus,bonusRate,completed,inspectCost,pid,startTime,variance,version
0.0,0.001,False,1,0,Mon Jan 15 2018 19:10:15 GMT-0600 (Central Standard Time),constant_high,c0.1
0.46,0.001,True,1,1,Mon Jan 15 2018 19:15:39 GMT-0600 (Central Standard Time),constant_high,c0.1
0.54,0.001,True,1,2,Mon Jan 15 2018 20:17:46 GMT-0500 (US Eastern Standard Time),constant_high,c0.1
0.47,0.001,True,1,3,Mon Jan 15 2018 21:34:41 GMT-0500 (Eastern Standard Time),constant_high,c0.1
0.53,0.001,True,1,4,Mon Jan 15 2018 20:40:20 GMT-0500 (Eastern Standard Time),constant_high,c0.1
0.74,0.001,True,1,5,Mon Jan 15 2018 17:41:13 GMT-0800 (Pacific Standard Time),constant_high,c0.1
