key_press,rt,time_elapsed,trial_type,pid
32.0,810,98399,text,0
32.0,911,141895,text,0
32.0,772,256785,text,0
32.0,169,348745,text,0
32.0,1288,116912,text,1
32.0,927,145248,text,1
32.0,723,216387,text,1
32.0,791,250536,text,1
32.0,1087,140150,text,2
32.0,829,177939,text,2
32.0,807,288347,text,2
32.0,919,347826,text,2
32.0,1164,108887,text,3
32.0,766,155951,text,3
32.0,686,262597,text,3
32.0,1014,340141,text,3
32.0,1982,202766,text,4
32.0,1494,259008,text,4
32.0,1455,347888,text,4
32.0,1335,415335,text,4
32.0,1151,114039,text,5
32.0,728,148967,text,5
32.0,1256,265024,text,5
32.0,1326,343504,text,5
32.0,1143,137196,text,6
32.0,1183,194787,text,6
32.0,1783,324091,text,6
32.0,1040,401187,text,6
32.0,684,116970,text,7
32.0,825,158455,text,7
32.0,695,245109,text,7
32.0,630,347738,text,7
32.0,1552,111405,text,8
32.0,1418,161074,text,8
32.0,1205,267364,text,8
32.0,1139,360643,text,8
32.0,1290,76763,text,9
32.0,1587,114449,text,9
32.0,1144,181173,text,9
32.0,864,232719,text,9
32.0,1032,109058,text,10
32.0,983,142867,text,10
32.0,1130,199285,text,10
32.0,685,250454,text,10
32.0,2098,234703,text,11
32.0,1297,307915,text,11
32.0,3491,457892,text,11
32.0,1426,586986,text,11
32.0,858,159384,text,12
32.0,819,197813,text,12
32.0,924,282910,text,12
32.0,921,349913,text,12
32.0,1576,142607,text,13
32.0,812,183124,text,13
32.0,843,248501,text,13
32.0,848,286026,text,13
32.0,34416,223318,text,14
32.0,886,252774,text,14
32.0,1000,298301,text,14
32.0,1179,350103,text,14
32.0,1155,90039,text,15
32.0,864,120149,text,15
32.0,956,195196,text,15
32.0,989,238161,text,15
32.0,1127,132121,text,16
32.0,771,176522,text,16
32.0,7048,262942,text,16
32.0,983,315657,text,16
32.0,1034,152247,text,17
32.0,702,185707,text,17
32.0,550,285740,text,17
32.0,804,362402,text,17
32.0,1768,143232,text,18
32.0,1497,189508,text,18
32.0,2384,277642,text,18
32.0,1448,362446,text,18
32.0,1511,115956,text,19
32.0,863,149795,text,19
32.0,3704,240283,text,19
32.0,768,326307,text,19
32.0,1262,91179,text,20
32.0,1031,125971,text,20
32.0,1343,204947,text,20
32.0,1144,276691,text,20
32.0,1407,127329,text,21
32.0,1037,172468,text,21
32.0,1523,293157,text,21
32.0,1480,380786,text,21
32.0,1009,113220,text,22
32.0,787,179415,text,22
32.0,1338,289272,text,22
38.0,730,359843,text,22
32.0,938,94206,text,23
32.0,1032,135488,text,23
