PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,time,version
featureBased,1.3,0.005,True,1,18,8,True,after_each_move,1,full,0,1500099930137,2.0
