action_times,actions,button_pressed,correct,delays,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[15097, 51901, 54027]","[u'right', u'right', u'up']",,,"[8, 0, 0]","[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'11', u'10', u'9', u'17', u'16', u'5', u'4', u'3', u'8', u'15', u'14', u'12', u'7', u'13'], u'time': [3102, 7056, 7903, 8836, 29902, 31481, 32094, 32569, 33424, 34322, 35588, 35983, 36573, 37004, 37440, 37780]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15097, 25870, 2]",27.84,,234084,1.0,8.0,mouselab-mdp,,0
"[19380, 23839, 24816]","[u'left', u'left', u'up']",,,"[0, 0, 0]","[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'7', u'12', u'13', u'10', u'6', u'11', u'17', u'9', u'16', u'15', u'8', u'14'], u'time': [2296, 3705, 4534, 5189, 5782, 6208, 6669, 7086, 7442, 7893, 8324, 8857, 9308, 9804, 10182, 10760]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[19380, 1, 434]",33.84,,295369,2.0,5.0,mouselab-mdp,,0
"[18812, 23295, 24169]","[u'down', u'down', u'left']",,,"[0, 0, 0]","[u'1', 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'6', u'10', u'11', u'17', u'9', u'16', u'15', u'8', u'14', u'12', u'7', u'13'], u'time': [2575, 3116, 3660, 4210, 4815, 5340, 5853, 6483, 6938, 7408, 8094, 8515, 8919, 9458, 10469, 10838]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18812, 2, 337]",33.84,,346297,3.0,7.0,mouselab-mdp,,0
"[12369, 18033, 19987]","[u'left', u'left', u'down']",,,"[0, 0, 0]","[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'12', u'7', u'13', u'10', u'6', u'11', u'17', u'9', u'16', u'15', u'8', u'14'], u'time': [1149, 1922, 2506, 3038, 3625, 4111, 4696, 5194, 5563, 5937, 6473, 6872, 7392, 7783, 8273, 8617]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12369, 1024, 1438]",39.84,,397744,4.0,0.0,mouselab-mdp,,0
"[18496, 23227, 26626]","[u'down', u'down', u'left']",,,"[0, 0, 0]","[u'1', 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'4', u'8', u'14', u'15', u'3', u'7', u'12', u'13'], u'time': [2705, 3145, 3667, 4233, 5199, 5693, 6138, 6712, 8487, 9020, 9585, 10210, 10918, 11521, 12036, 12594]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18496, 503, 2875]",45.84,,446742,5.0,1.0,mouselab-mdp,,0
"[13608, 18339, 19029]","[u'right', u'right', u'up']",,,"[0, 0, 0]","[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'10', u'6', u'11', u'17', u'9', u'16', u'15', u'8', u'14', u'12', u'7', u'13'], u'time': [3176, 3860, 4590, 5129, 5959, 6431, 6880, 7456, 7881, 8359, 9002, 9311, 9665, 10187, 10531, 10894]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13608, 2, 157]",33.84,,498554,6.0,3.0,mouselab-mdp,,0
"[16967, 21817, 22998]","[u'down', u'down', u'right']",,,"[0, 0, 0]","[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'15', u'8', u'14', u'4', u'12', u'7', u'13', u'3'], u'time': [5633, 6113, 6814, 7461, 7956, 8414, 8834, 9385, 9965, 10245, 11243, 11792, 12281, 12628, 12917, 13353]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16967, 651, 655]",41.84,,548496,7.0,4.0,mouselab-mdp,,0
"[11056, 16005, 20791]","[u'right', u'right', u'down']",,,"[0, 0, 0]","[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'12', u'13', u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'4', u'8', u'15', u'14'], u'time': [1411, 1778, 2213, 2602, 3123, 3647, 4010, 4648, 5166, 5536, 5874, 6366, 6920, 7308, 7690, 8115]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11056, 703, 4266]",37.84,,600359,8.0,6.0,mouselab-mdp,,0
"[10468, 20593, 22423]","[u'right', u'right', u'up']",,,"[0, 0, 0]","[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'4', u'8', u'15', u'14', u'3', u'7', u'12', u'13'], u'time': [953, 1349, 1757, 2359, 2997, 3348, 3731, 4319, 4933, 5373, 5746, 6240, 6790, 7115, 7529, 8194]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10468, 5851, 1304]",33.84,,650992,9.0,2.0,mouselab-mdp,,0
"[13275, 17902, 19544]","[u'up', u'up', u'left']",,,"[0, 0, 0]","[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'4', u'8', u'15', u'14', u'12', u'7', u'13', u'3'], u'time': [1461, 1917, 2282, 2764, 3264, 3614, 4019, 4607, 5351, 5847, 6218, 6970, 7393, 7795, 8603, 9182]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13275, 534, 1120]",36.84,,700919,10.0,9.0,mouselab-mdp,,0
