action_times,actions,button_pressed,correct,delays,key_press,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,32.0,,,,,5180,,,537765,,,text,,2
,,,,,32.0,,,,,6006,,,672958,,,text,,3
,,,,,32.0,,,,,4110,,,910739,,,text,,5
,,,,,32.0,,,,,3808,,,475632,,,text,,6
,,,,,32.0,,,,,6515,,,750943,,,text,,7
,,,,,32.0,,,,,6837,,,697251,,,text,,9
,,,,,32.0,,,,,6843,,,618249,,,text,,10
,,,,,32.0,,,,,13195,,,1398844,,,text,,11
,,,,,32.0,,,,,5308,,,628874,,,text,,13
,,,,,32.0,,,,,8269,,,708635,,,text,,15
,,,,,32.0,,,,,3523,,,497674,,,text,,16
,,,,,32.0,,,,,10592,,,1747145,,,text,,25
,,,,,32.0,,,,,3973,,,763360,,,text,,28
,,,,,32.0,,,,,3690,,,511346,,,text,,29
,,,,,32.0,,,,,5538,,,679639,,,text,,31
,,,,,32.0,,,,,4682,,,672207,,,text,,32
,,,,,32.0,,,,,6266,,,832054,,,text,,33
,,,,,32.0,,,,,7117,,,582064,,,text,,41
,,,,,32.0,,,,,6964,,,1147327,,,text,,44
,,,,,32.0,,,,,14196,,,910678,,,text,,50
,,,,,32.0,,,,,7915,,,921853,,,text,,51
,,,,,32.0,,,,,7322,,,997501,,,text,,53
,,,,,32.0,,,,,5178,,,573774,,,text,,59
,,,,,32.0,,,,,7419,,,449157,,,text,,60
,,,,,32.0,,,,,5422,,,629525,,,text,,61
,,,,,32.0,,,,,11953,,,705135,,,text,,62
,,,,,32.0,,,,,6557,,,818022,,,text,,64
,,,,,32.0,,,,,10387,,,552072,,,text,,66
,,,,,32.0,,,,,8740,,,713638,,,text,,67
,,,,,32.0,,,,,4105,,,679866,,,text,,69
,,,,,32.0,,,,,8610,,,513377,,,text,,72
,,,,,32.0,,,,,5108,,,554249,,,text,,83
,,,,,32.0,,,,,13725,,,1272897,,,text,,94
,,,,,32.0,,,,,10992,,,1087600,,,text,,98
,,,,,32.0,,,,,5953,,,935948,,,text,,104
,,,,,32.0,,,,,5348,,,586221,,,text,,107
,,,,,32.0,,,,,5853,,,551604,,,text,,113
,,,,,32.0,,,,,5799,,,613813,,,text,,114
,,,,,32.0,,,,,7827,,,825306,,,text,,117
,,,,,32.0,,,,,5973,,,1766967,,,text,,132
,,,,,32.0,,,,,8691,,,624341,,,text,,133
,,,,,32.0,,,,,5003,,,653918,,,text,,134
,,,,,32.0,,,,,7258,,,578432,,,text,,139
,,,,,32.0,,,,,15056,,,1123526,,,text,,141
,,,,,32.0,,,,,4383,,,532756,,,text,,148
,,,,,32.0,,,,,7176,,,732402,,,text,,150
,,,,,32.0,,,,,1888,,,1072481,,,text,,151
,,,,,32.0,,,,,6000,,,914324,,,text,,155
,,,,,32.0,,,,,8844,,,552895,,,text,,158
,,,,,32.0,,,,,17597,,,1135089,,,text,,160
,,,,,32.0,,,,,2849,,,611440,,,text,,165
,,,,,32.0,,,,,6771,,,1939406,,,text,,168
,,,,,32.0,,,,,5339,,,1015187,,,text,,171
,,,,,32.0,,,,,6945,,,826710,,,text,,172
,,,,,32.0,,,,,6237,,,576419,,,text,,175
,,,,,32.0,,,,,2575,,,977274,,,text,,178
,,,,,32.0,,,,,10405,,,693937,,,text,,188
,,,,,32.0,,,,,4660,,,1087136,,,text,,195
,,,,,32.0,,,,,2876,,,1175084,,,text,,198
,,,,,32.0,,,,,4877,,,981188,,,text,,205
