,pid,info_cost,PR_type,message,trial_index,trial_i,delays,score,n_click,clicks,click_times,path,action_times,feedback
0,0,1,none,simple,1,0,"[3, 0, 1]",5.0,16,"[2, 6, 10, 11, 3, 7, 12, 4, 8, 14, 15, 5, 9, 16, 17, 13]","[10791, 13639, 15196, 17476, 19198, 21079, 21951, 24592, 28468, 31299, 33404, 34923, 35649, 39344, 40065, 41250]","[1, 3, 7, 13]","[42577, 52218, 53633]",False
1,0,1,none,simple,2,5,"[3, 0, 1]",20.0,1,[3],[4271],"[1, 3, 7, 13]","[8528, 16675, 20745]",False
2,0,1,none,simple,3,1,"[3, 0, 1]",23.0,2,"[16, 17]","[12673, 13989]","[1, 5, 9, 16]","[1459, 8059, 17138]",False
3,0,1,none,simple,4,3,"[3, 0, 1]",-1.0,5,"[7, 12, 2, 13, 10]","[10312, 12081, 16379, 20981, 26289]","[1, 3, 7, 13]","[3106, 29992, 32195]",False
4,0,1,none,simple,5,4,"[3, 0, 1]",3.0,3,"[8, 15, 14]","[8085, 8616, 9305]","[1, 4, 8, 14]","[2619, 12699, 14851]",False
5,0,1,none,simple,6,2,"[3, 0, 1]",30.0,4,"[2, 10, 6, 11]","[2619, 4358, 4837, 14613]","[1, 2, 6, 10]","[6456, 16584, 21784]",False
6,0,1,none,simple,7,7,[],29.0,5,"[5, 3, 13, 7, 12]","[3741, 5456, 9217, 9776, 10241]","[1, 3, 7, 12]","[7385, 11744, 15912]",True
7,0,1,none,simple,8,11,[],45.0,3,"[2, 6, 10]","[1905, 3164, 3562]","[1, 2, 6, 10]","[4813, 8797, 13308]",True
8,0,1,none,simple,9,6,[],6.0,4,"[4, 8, 14, 15]","[9179, 10476, 11311, 12143]","[1, 4, 8, 14]","[13870, 16374, 18030]",True
9,0,1,none,simple,10,10,[],35.0,5,"[5, 3, 7, 12, 13]","[2700, 3840, 5648, 6405, 7415]","[1, 3, 7, 12]","[8611, 13212, 15219]",True
10,0,1,none,simple,11,8,[],47.0,3,"[4, 8, 15]","[2561, 3395, 3968]","[1, 4, 8, 15]","[5038, 11166, 14109]",True
11,0,1,none,simple,12,9,[],37.0,4,"[2, 4, 8, 15]","[1830, 2740, 3715, 4213]","[1, 4, 8, 15]","[6119, 7303, 8055]",True
12,2,1,featureBased,simple,1,3,"[5, 0, 0]",26.0,10,"[12, 13, 14, 2, 6, 8, 17, 16, 10, 11]","[4178, 5497, 6949, 12399, 13685, 17623, 19592, 21033, 41150, 42880]","[1, 2, 6, 10]","[24453, 36667, 45746]",False
13,2,1,featureBased,simple,2,0,"[0, 0, 0]",39.0,15,"[12, 13, 7, 3, 8, 14, 4, 15, 10, 2, 11, 5, 16, 17, 9]","[3057, 4066, 5254, 6251, 8196, 9528, 10597, 11546, 16241, 17621, 18857, 20022, 21103, 22207, 23097]","[1, 4, 8, 14]","[26268, 29790, 31664]",False
14,2,1,featureBased,simple,3,1,"[0, 0, 0]",28.0,16,"[12, 13, 3, 7, 14, 8, 4, 15, 17, 5, 16, 9, 6, 10, 11, 2]","[2755, 3741, 4844, 6177, 7163, 8111, 9334, 10128, 11365, 12373, 13225, 14101, 15327, 16215, 18522, 19650]","[1, 3, 7, 12]","[23630, 26924, 28647]",False
15,2,1,featureBased,simple,4,5,"[0, 0, 0]",21.0,16,"[12, 13, 2, 10, 6, 11, 5, 16, 17, 9, 14, 4, 8, 15, 7, 3]","[1660, 2644, 3772, 4733, 5550, 6401, 7856, 8708, 9488, 10389, 12033, 12826, 13617, 14338, 15420, 16631]","[1, 2, 6, 10]","[19149, 22657, 24774]",False
16,2,1,featureBased,simple,5,2,"[0, 0, 0]",18.0,16,"[12, 14, 13, 7, 3, 8, 4, 15, 16, 5, 17, 9, 2, 10, 6, 11]","[979, 2780, 3657, 5374, 6250, 7259, 8028, 8928, 9840, 11173, 12193, 12913, 13838, 14799, 15639, 16395]","[1, 2, 6, 10]","[24149, 27531, 30216]",False
17,2,1,featureBased,simple,6,4,"[0, 0, 0]",26.0,16,"[12, 7, 13, 3, 14, 4, 8, 15, 5, 9, 16, 17, 10, 2, 6, 11]","[2098, 3044, 3837, 4690, 6118, 7812, 8437, 9181, 10082, 10873, 11511, 12412, 19323, 20294, 21051, 21939]","[1, 5, 9, 17]","[23674, 26813, 28410]",False
18,2,1,featureBased,simple,7,11,[],37.0,16,"[12, 7, 13, 3, 14, 8, 4, 15, 16, 5, 9, 17, 6, 10, 2, 11]","[1032, 1897, 2760, 3565, 4681, 5426, 6326, 7166, 8102, 9280, 10385, 12210, 13183, 14251, 15259, 16364]","[1, 5, 9, 16]","[41867, 42956, 44693]",True
19,2,1,featureBased,simple,8,7,[],41.0,16,"[12, 7, 13, 3, 14, 8, 4, 15, 10, 6, 2, 11, 5, 9, 16, 17]","[2264, 3067, 3813, 4690, 5782, 6491, 7583, 8304, 9517, 11017, 11857, 12723, 13660, 14427, 15137, 15916]","[1, 4, 8, 14]","[18191, 18920, 20114]",True
20,2,1,featureBased,simple,9,6,[],40.0,16,"[12, 13, 7, 3, 14, 8, 4, 15, 16, 17, 9, 5, 2, 10, 6, 11]","[948, 1933, 2617, 3397, 4382, 5151, 5763, 6518, 7418, 8764, 9496, 10349, 11321, 12294, 13783, 14539]","[1, 2, 6, 11]","[17362, 18222, 19771]",True
21,2,1,featureBased,simple,10,10,[],24.0,16,"[12, 7, 13, 3, 14, 8, 4, 15, 16, 9, 5, 17, 10, 2, 6, 11]","[1256, 2012, 2637, 3346, 4150, 4907, 5604, 6456, 7742, 9662, 10418, 11284, 12796, 13902, 14658, 15463]","[1, 3, 7, 12]","[18646, 19599, 20412]",True
22,2,1,featureBased,simple,11,9,[],25.0,16,"[12, 7, 13, 3, 14, 8, 4, 15, 10, 6, 2, 11, 5, 9, 16, 17]","[1316, 2037, 2733, 3561, 4426, 5159, 5817, 6718, 9576, 10441, 11808, 12877, 13768, 14594, 15279, 16083]","[1, 4, 8, 15]","[17114, 17872, 19045]",True
23,2,1,featureBased,simple,12,8,[],34.0,16,"[12, 7, 13, 3, 14, 8, 4, 15, 5, 9, 16, 17, 6, 2, 10, 11]","[934, 1606, 2242, 3000, 4139, 4944, 5593, 6505, 11115, 11931, 13061, 13938, 14970, 16134, 16903, 17828]","[1, 4, 8, 15]","[20373, 21091, 21715]",True
24,3,1,featureBased,simple,1,3,"[2, 2, 0]",32.0,4,"[2, 6, 10, 11]","[2109, 4585, 6041, 28202]","[1, 2, 6, 10]","[13783, 33672, 40010]",False
25,3,1,featureBased,simple,2,2,"[5, 6, 0]",-4.0,5,"[3, 5, 9, 17, 16]","[2323, 5018, 28370, 40744, 42053]","[1, 5, 9, 17]","[7380, 45161, 59180]",False
26,3,1,featureBased,simple,3,4,"[9, 6, 0]",-1.0,7,"[2, 3, 4, 5, 8, 14, 15]","[1327, 2651, 3660, 4496, 28158, 29757, 30964]","[1, 4, 8, 14]","[6624, 36358, 50644]",False
27,3,1,featureBased,simple,4,1,"[0, 0, 0]",28.0,16,"[2, 3, 4, 5, 6, 7, 8, 13, 9, 17, 16, 11, 10, 14, 15, 12]","[2790, 4256, 5241, 6151, 9999, 11347, 12523, 19900, 21406, 23684, 24629, 25999, 26754, 27642, 28300, 30301]","[1, 3, 7, 12]","[34406, 57937, 59582]",False
28,3,1,featureBased,simple,5,5,"[0, 0, 0]",21.0,16,"[13, 7, 12, 3, 2, 10, 6, 11, 5, 9, 17, 16, 4, 14, 8, 15]","[1675, 2453, 3141, 3806, 4508, 5054, 5557, 6109, 7044, 7877, 8769, 9404, 10092, 10717, 11164, 11599]","[1, 2, 6, 10]","[18099, 35147, 37402]",False
29,3,1,featureBased,simple,6,0,"[0, 0, 0]",38.0,16,"[2, 3, 4, 5, 6, 7, 8, 9, 17, 11, 10, 13, 12, 14, 15, 16]","[1222, 1755, 2336, 2981, 3706, 4650, 5700, 6394, 6869, 7395, 7970, 8851, 9394, 9858, 10534, 11271]","[1, 4, 8, 14]","[15225, 35747, 39190]",False
30,3,1,featureBased,simple,7,11,[],40.0,16,"[2, 3, 4, 5, 9, 17, 16, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[1618, 2888, 3617, 4192, 5158, 5624, 6224, 6960, 7326, 7704, 8262, 8703, 9433, 9979, 10422, 10857]","[1, 2, 6, 11]","[24638, 27153, 28883]",True
31,3,1,featureBased,simple,8,9,[],25.0,16,"[3, 2, 5, 4, 9, 17, 16, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[1713, 2388, 3086, 3653, 4260, 4676, 5389, 6077, 6461, 7117, 7806, 8199, 8640, 9255, 9767, 10238]","[1, 4, 8, 15]","[15432, 16584, 18402]",True
32,3,1,featureBased,simple,9,7,[],41.0,16,"[3, 2, 5, 4, 9, 17, 16, 11, 6, 10, 13, 12, 7, 14, 8, 15]","[1971, 2488, 3080, 3747, 4327, 4773, 5456, 6158, 6544, 6910, 7377, 8514, 9157, 9873, 10391, 10840]","[1, 4, 8, 14]","[18972, 19916, 21171]",True
33,3,1,featureBased,simple,10,10,[],24.0,16,"[3, 2, 5, 4, 9, 6, 7, 8, 15, 14, 12, 13, 10, 11, 17, 16]","[1976, 2509, 3011, 3587, 4287, 5011, 5685, 6394, 6859, 7420, 8022, 8964, 9567, 10150, 10851, 11403]","[1, 3, 7, 12]","[20601, 21551, 22694]",True
34,3,1,featureBased,simple,11,6,[],40.0,16,"[5, 2, 3, 4, 9, 17, 16, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[678, 1160, 1675, 2218, 2971, 3385, 3869, 4510, 4860, 5325, 6148, 6610, 7227, 7762, 8179, 8573]","[1, 2, 6, 11]","[11192, 12348, 13608]",True
35,3,1,featureBased,simple,12,8,[],34.0,16,"[3, 2, 5, 4, 9, 17, 16, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[1794, 2158, 2670, 3541, 3885, 4317, 5175, 5918, 6325, 6724, 7429, 7902, 8319, 8906, 9493, 9838]","[1, 4, 8, 15]","[20196, 21018, 22423]",True
36,4,1,featureBased,simple,1,2,"[34, 12, 0]",-24.0,6,"[4, 8, 7, 2, 13, 12]","[39208, 39940, 41433, 43034, 47717, 48803]","[1, 3, 7, 13]","[1733, 49826, 64236]",False
37,4,1,featureBased,simple,2,1,"[3, 2, 0]",38.0,6,"[2, 4, 3, 7, 13, 12]","[845, 1706, 2673, 12474, 18011, 18965]","[1, 3, 7, 12]","[4671, 13555, 20008]",False
38,4,1,featureBased,simple,3,5,"[6, 6, 6]",-16.0,4,"[4, 8, 14, 15]","[846, 10802, 15401, 16158]","[1, 4, 8, 14]","[1983, 65198, 72991]",False
39,4,1,featureBased,simple,4,0,"[0, 0, 0]",46.0,8,"[3, 7, 13, 12, 2, 4, 8, 14]","[1033, 2053, 2757, 3559, 5220, 6223, 6912, 7518]","[1, 4, 8, 14]","[8798, 11609, 12605]",False
40,4,1,featureBased,simple,5,4,"[6, 0, 0]",18.0,8,"[4, 8, 14, 15, 3, 7, 13, 12]","[2281, 3457, 4070, 4775, 6127, 6811, 7443, 8899]","[1, 3, 7, 12]","[10216, 19178, 20024]",False
41,4,1,featureBased,simple,6,3,"[2, 0, 0]",33.0,3,"[2, 6, 10]","[667, 1392, 2205]","[1, 2, 6, 10]","[4047, 8963, 9786]",False
42,4,1,featureBased,simple,7,11,[],36.0,4,"[4, 5, 9, 17]","[1305, 2167, 3000, 3691]","[1, 5, 9, 17]","[4831, 5559, 6232]",True
43,4,1,featureBased,simple,8,9,[],37.0,4,"[4, 8, 14, 15]","[1059, 1800, 2763, 3438]","[1, 4, 8, 15]","[4870, 5496, 6070]",True
44,4,1,featureBased,simple,9,10,[],32.0,8,"[5, 4, 8, 2, 3, 7, 12, 13]","[2303, 3186, 4121, 5417, 6133, 7058, 7760, 8540]","[1, 3, 7, 12]","[9737, 10361, 11078]",True
45,4,1,featureBased,simple,10,8,[],46.0,4,"[4, 8, 14, 15]","[1103, 1971, 2806, 3514]","[1, 4, 8, 15]","[4744, 5285, 5948]",True
46,4,1,featureBased,simple,11,7,[],52.0,5,"[3, 4, 7, 8, 14]","[1306, 2011, 2819, 4607, 5525]","[1, 4, 8, 14]","[6896, 7508, 8273]",True
47,4,1,featureBased,simple,12,6,[],50.0,6,"[5, 2, 9, 6, 10, 11]","[1627, 2576, 4634, 6111, 7034, 7894]","[1, 2, 6, 11]","[8936, 9539, 10119]",True
48,5,1,none,simple,1,1,"[3, 0, 1]",25.0,0,[],[],"[1, 5, 9, 16]","[5947, 12547, 16734]",False
49,5,1,none,simple,2,3,"[3, 0, 1]",14.0,0,[],[],"[1, 2, 6, 11]","[2835, 9036, 13614]",False
50,5,1,none,simple,3,4,"[3, 0, 1]",15.0,0,[],[],"[1, 3, 7, 13]","[3709, 10790, 14116]",False
51,5,1,none,simple,4,5,"[3, 0, 1]",-8.0,0,[],[],"[1, 5, 9, 16]","[1548, 8878, 12465]",False
52,5,1,none,simple,5,0,"[3, 0, 1]",54.0,0,[],[],"[1, 4, 8, 14]","[1727, 7521, 9996]",False
53,5,1,none,simple,6,2,"[3, 0, 1]",-19.0,1,[12],[8126],"[1, 3, 7, 13]","[1259, 10237, 14607]",False
54,5,1,none,simple,7,8,[],24.0,4,"[9, 7, 6, 8]","[9742, 12102, 14207, 15829]","[1, 4, 8, 14]","[17468, 20147, 23492]",True
55,5,1,none,simple,8,7,[],13.0,0,[],[],"[1, 3, 7, 13]","[1744, 3619, 6005]",True
56,5,1,none,simple,9,6,[],26.0,0,[],[],"[1, 2, 6, 10]","[1568, 4595, 8457]",True
57,5,1,none,simple,10,11,[],30.0,0,[],[],"[1, 4, 8, 14]","[2823, 6993, 8767]",True
58,5,1,none,simple,11,9,[],5.0,0,[],[],"[1, 5, 9, 17]","[3679, 6286, 8034]",True
59,5,1,none,simple,12,10,[],13.0,0,[],[],"[1, 2, 6, 10]","[1819, 4598, 5953]",True
60,6,1,featureBased,simple,1,2,"[3, 0, 0]",31.0,3,"[2, 6, 10]","[2229, 5521, 6991]","[1, 2, 6, 10]","[12004, 18355, 21117]",False
61,6,1,featureBased,simple,2,5,"[34, 6, 0]",34.0,3,"[6, 10, 11]","[44810, 45703, 46887]","[1, 2, 6, 10]","[3432, 48844, 56570]",False
62,6,1,featureBased,simple,3,3,"[34, 0, 9]",4.0,0,[],[],"[1, 3, 7, 13]","[2251, 39575, 41561]",False
63,6,1,featureBased,simple,4,0,"[5, 16, 10]",13.0,8,"[3, 7, 13, 12, 10, 6, 11, 2]","[1929, 4033, 19816, 21288, 52872, 54513, 61447, 62990]","[1, 3, 7, 13]","[5318, 24292, 66891]",False
64,6,1,featureBased,simple,5,1,"[0, 0, 0]",28.0,16,"[4, 8, 14, 15, 2, 3, 7, 12, 13, 10, 5, 9, 17, 16, 6, 11]","[13849, 14654, 15535, 17814, 18911, 20422, 21277, 22190, 23183, 25838, 27046, 28774, 30430, 31815, 33270, 33662]","[1, 3, 7, 12]","[35562, 38182, 39874]",False
65,6,1,featureBased,simple,6,4,"[0, 0, 0]",29.0,13,"[3, 7, 12, 13, 2, 4, 8, 14, 15, 5, 9, 16, 17]","[1871, 2502, 3438, 4671, 6224, 7598, 8623, 9288, 10270, 11590, 12182, 12852, 14951]","[1, 5, 9, 17]","[16283, 18588, 20171]",False
66,6,1,featureBased,simple,7,10,[],12.0,16,"[2, 6, 3, 7, 12, 13, 5, 9, 16, 17, 4, 14, 8, 15, 11, 10]","[1820, 2581, 3950, 4422, 4996, 5603, 6718, 7340, 7716, 8268, 8883, 9556, 9996, 10643, 12987, 13963]","[1, 4, 8, 15]","[15928, 19064, 20424]",True
67,6,1,featureBased,simple,8,9,[],35.0,6,"[3, 7, 12, 4, 8, 15]","[1466, 2330, 3011, 7098, 7601, 8794]","[1, 4, 8, 15]","[10607, 11575, 12414]",True
68,6,1,featureBased,simple,9,6,[],48.0,8,"[3, 7, 12, 13, 2, 6, 10, 11]","[2373, 2953, 3561, 4201, 6401, 7625, 9089, 9977]","[1, 2, 6, 11]","[12085, 12989, 14389]",True
69,6,1,featureBased,simple,10,7,[],46.0,3,"[4, 8, 15]","[2482, 3081, 3994]","[1, 4, 8, 15]","[7367, 8191, 9158]",True
70,6,1,featureBased,simple,11,11,[],50.0,6,"[3, 7, 13, 6, 11, 2]","[1845, 2403, 3035, 4892, 5396, 6724]","[1, 2, 6, 11]","[7913, 8665, 10561]",True
71,6,1,featureBased,simple,12,8,[],40.0,10,"[4, 8, 15, 2, 6, 11, 5, 9, 17, 16]","[2504, 3086, 3632, 4622, 5230, 5647, 6687, 7182, 7887, 8918]","[1, 4, 8, 15]","[11707, 12627, 13515]",True
72,7,1,featureBased,full,1,1,"[0, 0, 0]",39.0,5,"[2, 3, 7, 12, 13]","[5737, 9771, 12854, 18915, 20014]","[1, 3, 7, 12]","[23803, 25954, 27807]",False
73,7,1,featureBased,full,2,3,"[0, 0, 0]",27.0,9,"[4, 5, 3, 2, 7, 8, 6, 9, 10]","[4334, 7329, 8773, 9842, 11126, 15024, 17261, 19344, 20626]","[1, 2, 6, 10]","[22061, 24857, 25821]",False
74,7,1,featureBased,full,3,5,"[1, 0, 0]",32.0,5,"[5, 2, 6, 10, 11]","[3993, 5033, 6515, 8375, 9671]","[1, 2, 6, 10]","[10910, 15083, 16564]",False
75,7,1,featureBased,full,4,0,"[0, 0, 0]",42.0,12,"[5, 9, 16, 17, 2, 3, 12, 13, 7, 4, 8, 14]","[2766, 4225, 5306, 6349, 10807, 11770, 16379, 17847, 18573, 19646, 21858, 27764]","[1, 4, 8, 14]","[23805, 26266, 28860]",False
76,7,1,featureBased,full,5,4,"[0, 0, 0]",34.0,8,"[4, 8, 14, 15, 5, 9, 16, 17]","[4039, 5264, 6677, 7719, 9200, 10179, 11262, 12201]","[1, 5, 9, 17]","[13204, 15499, 17064]",False
77,7,1,featureBased,full,6,2,"[2, 0, 0]",29.0,5,"[3, 2, 6, 10, 11]","[1968, 3263, 5338, 6205, 7425]","[1, 2, 6, 10]","[9172, 15712, 17357]",False
78,7,1,featureBased,full,7,9,[],30.0,11,"[3, 7, 12, 13, 6, 2, 5, 4, 8, 14, 15]","[1420, 2784, 3653, 4533, 7130, 7957, 9543, 10412, 11820, 12980, 13842]","[1, 4, 8, 15]","[15428, 16315, 17247]",True
79,7,1,featureBased,full,8,7,[],30.0,4,"[3, 7, 13, 12]","[1261, 2280, 3033, 3862]","[1, 3, 7, 12]","[9422, 10236, 11307]",True
80,7,1,featureBased,full,9,6,[],46.0,10,"[4, 2, 5, 3, 7, 12, 13, 6, 10, 11]","[1134, 2399, 3250, 4165, 5255, 6060, 7422, 13986, 15355, 16347]","[1, 2, 6, 11]","[17212, 17802, 18656]",True
81,7,1,featureBased,full,10,8,[],40.0,10,"[5, 9, 16, 17, 2, 6, 4, 8, 14, 15]","[1381, 2563, 3644, 4650, 5811, 6590, 8221, 9161, 10198, 11021]","[1, 4, 8, 15]","[12059, 12610, 13393]",True
82,7,1,featureBased,full,11,11,[],45.0,8,"[3, 7, 13, 12, 5, 9, 17, 16]","[2471, 3535, 4473, 5467, 7831, 9133, 10032, 10845]","[1, 5, 9, 16]","[12186, 12923, 13714]",True
83,7,1,featureBased,full,12,10,[],18.0,10,"[4, 5, 2, 3, 7, 12, 13, 8, 14, 15]","[2361, 4134, 4952, 5729, 6835, 7719, 8582, 9634, 10646, 11576]","[1, 4, 8, 15]","[17734, 21721, 22479]",True
84,8,1,featureBased,full,1,0,"[0, 0, 0]",50.0,4,"[2, 4, 8, 14]","[3391, 4841, 6513, 7560]","[1, 4, 8, 14]","[13594, 22741, 24953]",False
85,8,1,featureBased,full,2,3,"[0, 2, 0]",25.0,11,"[3, 4, 2, 5, 7, 12, 13, 6, 10, 8, 9]","[2143, 3368, 4329, 5486, 7007, 8398, 10310, 11866, 13140, 16852, 18784]","[1, 2, 6, 10]","[20833, 33423, 39616]",False
86,8,1,featureBased,full,3,2,"[0, 0, 0]",26.0,8,"[3, 4, 2, 5, 9, 6, 11, 10]","[2461, 4067, 5400, 6998, 9006, 10565, 12217, 13802]","[1, 2, 6, 10]","[15685, 26409, 29368]",False
87,8,1,featureBased,full,4,4,"[0, 2, 1]",30.0,12,"[3, 4, 5, 2, 8, 14, 7, 13, 12, 15, 9, 16]","[3304, 4432, 5776, 6837, 8481, 10203, 12086, 13891, 15633, 18538, 20823, 34106]","[1, 5, 9, 17]","[22744, 34091, 39460]",False
88,8,1,featureBased,full,5,5,"[0, 0, 0]",29.0,8,"[3, 2, 4, 5, 8, 6, 10, 11]","[2035, 3476, 4494, 5760, 6805, 8567, 10678, 12639]","[1, 2, 6, 10]","[14640, 25084, 28246]",False
89,8,1,featureBased,full,6,1,"[0, 0, 0]",37.0,7,"[3, 2, 4, 5, 9, 7, 12]","[3594, 6450, 7573, 8747, 10166, 11204, 15283]","[1, 3, 7, 12]","[23211, 34595, 36444]",False
90,8,1,featureBased,full,7,11,[],46.0,10,"[3, 2, 4, 5, 6, 9, 10, 11, 17, 16]","[1420, 2211, 2992, 3716, 5222, 7209, 9095, 10238, 11864, 12743]","[1, 2, 6, 11]","[31558, 32944, 35463]",True
91,8,1,featureBased,full,8,9,[],32.0,9,"[3, 4, 5, 2, 8, 7, 14, 15, 12]","[1653, 2685, 3450, 4194, 5273, 6072, 7950, 9722, 12783]","[1, 4, 8, 15]","[16017, 17701, 19009]",True
92,8,1,featureBased,full,9,8,[],42.0,8,"[3, 4, 5, 2, 9, 8, 14, 15]","[2129, 3102, 3939, 4746, 5550, 7142, 10140, 11022]","[1, 4, 8, 15]","[12406, 13364, 14365]",True
93,8,1,featureBased,full,10,6,[],46.0,10,"[3, 4, 2, 5, 7, 12, 13, 6, 10, 11]","[4295, 5135, 5948, 6537, 7440, 8142, 8781, 10131, 11744, 12534]","[1, 2, 6, 11]","[14316, 15329, 16530]",True
94,8,1,featureBased,full,11,10,[],32.0,8,"[3, 4, 2, 5, 7, 12, 13, 8]","[2018, 2939, 3914, 4560, 6559, 8283, 9262, 10822]","[1, 3, 7, 12]","[15396, 16189, 18100]",True
95,8,1,featureBased,full,12,7,[],48.0,9,"[3, 4, 2, 5, 7, 6, 8, 14, 15]","[2091, 2832, 3546, 4284, 5533, 6610, 7938, 11508, 14248]","[1, 4, 8, 14]","[15630, 16860, 18048]",True
96,10,1,featureBased,simple,1,3,"[18, 0, 9]",35.0,1,[2],[2151],"[1, 2, 6, 10]","[5632, 26110, 27918]",False
97,10,1,featureBased,simple,2,1,"[34, 0, 9]",44.0,0,[],[],"[1, 3, 7, 12]","[1284, 36901, 38349]",False
98,10,1,featureBased,simple,3,5,"[34, 0, 9]",-12.0,0,[],[],"[1, 4, 8, 14]","[5024, 41866, 44618]",False
99,10,1,featureBased,simple,4,4,"[34, 0, 9]",31.0,0,[],[],"[1, 5, 9, 16]","[13794, 54556, 66484]",False
100,10,1,featureBased,simple,5,0,"[34, 0, 9]",3.0,0,[],[],"[1, 2, 6, 11]","[19156, 62669, 64469]",False
101,10,1,featureBased,simple,6,2,"[34, 0, 9]",-18.0,0,[],[],"[1, 3, 7, 13]","[10219, 46908, 64869]",False
102,10,1,featureBased,simple,7,8,[],27.0,0,[],[],"[1, 3, 7, 13]","[784, 2296, 3976]",True
103,10,1,featureBased,simple,8,10,[],28.0,0,[],[],"[1, 4, 8, 15]","[491, 2307, 3235]",True
104,10,1,featureBased,simple,9,6,[],9.0,0,[],[],"[1, 5, 9, 17]","[11406, 21206, 22254]",True
105,10,1,featureBased,simple,10,7,[],6.0,0,[],[],"[1, 2, 6, 11]","[1308, 2676, 3508]",True
106,10,1,featureBased,simple,11,11,[],35.0,0,[],[],"[1, 3, 7, 13]","[619, 1531, 2403]",True
107,10,1,featureBased,simple,12,9,[],22.0,0,[],[],"[1, 3, 7, 12]","[2415, 3519, 4447]",True
108,11,1,featureBased,full,1,1,"[0, 2, 2]",34.0,10,"[2, 3, 4, 5, 9, 16, 17, 7, 13, 12]","[1227, 3817, 4789, 5237, 7356, 8207, 9033, 10334, 10643, 11407]","[1, 3, 7, 12]","[12802, 16463, 21732]",False
109,11,1,featureBased,full,2,4,"[0, 0, 0]",33.0,9,"[3, 2, 5, 4, 8, 15, 14, 9, 17]","[1703, 2288, 2839, 3229, 3891, 4800, 5394, 7409, 7881]","[1, 5, 9, 17]","[9293, 12736, 14971]",False
110,11,1,featureBased,full,3,3,"[19, 0, 0]",-6.0,16,"[3, 2, 5, 4, 7, 13, 12, 8, 15, 14, 16, 9, 17, 6, 10, 11]","[1697, 2680, 3792, 4556, 6375, 7093, 7707, 8963, 9659, 10438, 11289, 11563, 11942, 14063, 14539, 14964]","[1, 4, 8, 15]","[16008, 41022, 52254]",False
111,11,1,featureBased,full,4,5,"[0, 0, 0]",27.0,10,"[2, 5, 4, 3, 8, 15, 14, 6, 11, 10]","[1712, 2689, 3416, 4074, 5784, 6846, 7933, 9240, 9962, 10932]","[1, 2, 6, 10]","[12128, 15851, 17629]",False
112,11,1,featureBased,full,5,0,"[0, 0, 0]",45.0,9,"[2, 5, 4, 3, 9, 17, 16, 8, 14]","[25805, 26407, 26855, 27632, 28330, 28850, 29701, 30783, 31184]","[1, 4, 8, 14]","[32833, 36408, 38186]",False
113,11,1,featureBased,full,6,2,"[0, 0, 0]",24.0,10,"[3, 2, 5, 4, 9, 17, 16, 6, 10, 11]","[1336, 2334, 2862, 3258, 4313, 4775, 5227, 6184, 6617, 7745]","[1, 2, 6, 10]","[9023, 12577, 13460]",False
114,11,1,featureBased,full,7,6,[],46.0,10,"[2, 5, 4, 3, 7, 13, 12, 10, 6, 11]","[1171, 1677, 2070, 2435, 3168, 3496, 4337, 5158, 5495, 5931]","[1, 2, 6, 11]","[7103, 7805, 8406]",True
115,11,1,featureBased,full,8,8,[],40.0,10,"[2, 3, 4, 5, 9, 17, 16, 8, 14, 15]","[2237, 2761, 3192, 3909, 5301, 5995, 6720, 7514, 7888, 8474]","[1, 4, 8, 15]","[9742, 10894, 11501]",True
116,11,1,featureBased,full,9,9,[],31.0,10,"[2, 5, 4, 3, 8, 14, 15, 7, 13, 12]","[1792, 2301, 2744, 3174, 5748, 6597, 7042, 8750, 9104, 9642]","[1, 4, 8, 15]","[10906, 11513, 12064]",True
117,11,1,featureBased,full,10,10,[],27.0,13,"[2, 3, 4, 5, 7, 13, 12, 8, 14, 15, 6, 10, 11]","[1745, 2300, 3067, 3766, 4400, 4818, 5368, 7782, 8130, 8632, 11695, 11997, 12465]","[1, 3, 7, 12]","[13505, 14127, 14763]",True
118,11,1,featureBased,full,11,11,[],49.0,7,"[2, 5, 4, 3, 6, 11, 10]","[3002, 3812, 4185, 4595, 5215, 5621, 6203]","[1, 2, 6, 11]","[7328, 7925, 8496]",True
119,11,1,featureBased,full,12,7,[],45.0,12,"[2, 3, 4, 5, 7, 13, 12, 10, 6, 11, 8, 14]","[1005, 1597, 1979, 2767, 3877, 4282, 4720, 8269, 8767, 9197, 10109, 10447]","[1, 4, 8, 14]","[11979, 12534, 13095]",True
120,12,1,featureBased,full,1,3,"[34, 4, 9]",3.0,1,[2],[37437],"[1, 3, 7, 13]","[1648, 42764, 49068]",False
121,12,1,featureBased,full,2,0,"[34, 0, 9]",54.0,0,[],[],"[1, 4, 8, 14]","[1729, 41835, 43308]",False
122,12,1,featureBased,full,3,4,"[34, 0, 9]",42.0,0,[],[],"[1, 5, 9, 17]","[806, 40702, 41536]",False
123,12,1,featureBased,full,4,5,"[34, 0, 9]",37.0,0,[],[],"[1, 2, 6, 10]","[1056, 38775, 40077]",False
124,12,1,featureBased,full,5,2,"[34, 0, 9]",1.0,0,[],[],"[1, 5, 9, 16]","[2491, 38578, 39443]",False
