,pid,info_cost,PR_type,message,trial_index,trial_i,delays,score,n_click,clicks,click_times,path,action_times,feedback
1647,153,1,none,simple,6,1,"[3, 0, 1]",34.0,10,"[3, 4, 5, 2, 9, 16, 17, 7, 12, 13]","[3061, 4396, 5519, 6604, 7846, 8992, 9971, 11327, 12308, 13815]","[1, 3, 7, 12]","[15882, 21987, 24869]",False
1648,153,1,none,simple,7,11,[],49.0,7,"[3, 4, 2, 5, 6, 10, 11]","[2499, 6201, 7597, 8740, 10268, 11585, 12920]","[1, 2, 6, 11]","[17806, 20007, 21267]",True
1649,153,1,none,simple,8,9,[],31.0,10,"[3, 4, 5, 2, 8, 14, 15, 7, 12, 13]","[3564, 4798, 6485, 7641, 9035, 10330, 11484, 13579, 14934, 17261]","[1, 4, 8, 15]","[20084, 21783, 22961]",True
1650,153,1,none,simple,9,6,[],46.0,10,"[2, 3, 4, 5, 7, 12, 13, 6, 11, 10]","[3671, 5109, 6189, 7243, 8629, 9973, 11744, 16892, 18330, 19572]","[1, 2, 6, 11]","[24677, 27417, 28914]",True
1651,153,1,none,simple,10,8,[],40.0,10,"[3, 4, 5, 2, 9, 16, 17, 8, 15, 14]","[2736, 4021, 5093, 6092, 7337, 8440, 9512, 11150, 12323, 13832]","[1, 4, 8, 15]","[21088, 22264, 23111]",True
1652,153,1,none,simple,11,7,[],46.0,11,"[3, 4, 7, 2, 5, 6, 10, 11, 8, 14, 15]","[3763, 5221, 8335, 9914, 11039, 12544, 14030, 15376, 17248, 19230, 25665]","[1, 4, 8, 14]","[26789, 27571, 28420]",True
1653,153,1,none,simple,12,10,[],31.0,9,"[2, 3, 4, 5, 7, 12, 13, 8, 6]","[2045, 3137, 4230, 5676, 7446, 8994, 10246, 13776, 36354]","[1, 3, 7, 12]","[31997, 32775, 42866]",True
1654,154,1,featureBased,simple,1,3,"[34, 2, 9]",9.0,1,[8],[43071],"[1, 4, 8, 15]","[2889, 53843, 58346]",False
1655,154,1,featureBased,simple,2,0,"[8, 0, 0]",7.0,2,"[3, 13]","[6657, 27714]","[1, 3, 7, 12]","[7916, 22781, 29172]",False
1656,154,1,featureBased,simple,3,1,"[8, 0, 0]",-13.0,4,"[17, 11, 13, 14]","[4568, 5481, 6538, 7869]","[1, 4, 8, 14]","[9744, 24553, 28929]",False
1657,154,1,featureBased,simple,4,5,"[8, 0, 0]",0.0,5,"[14, 12, 13, 11, 17]","[2666, 3530, 4427, 5180, 6087]","[1, 5, 9, 17]","[7947, 23403, 27339]",False
1658,154,1,featureBased,simple,5,2,"[5, 0, 0]",-5.0,6,"[2, 3, 4, 5, 17, 16]","[1833, 2465, 3155, 3699, 20190, 20816]","[1, 5, 9, 17]","[4918, 16011, 22098]",False
1659,154,1,featureBased,simple,6,4,"[6, 0, 0]",36.0,6,"[3, 4, 2, 5, 17, 16]","[415, 942, 1714, 2290, 3025, 3780]","[1, 5, 9, 17]","[5949, 19142, 21109]",False
1660,154,1,featureBased,simple,7,8,[],6.0,6,"[3, 2, 5, 4, 16, 17]","[855, 1463, 2041, 3177, 7187, 7797]","[1, 5, 9, 16]","[4132, 5252, 9333]",True
1661,154,1,featureBased,simple,8,10,[],34.0,6,"[3, 5, 2, 4, 13, 12]","[764, 1343, 1886, 2493, 7151, 7760]","[1, 3, 7, 12]","[4265, 5232, 8760]",True
1662,154,1,featureBased,simple,9,6,[],11.0,6,"[3, 4, 5, 2, 13, 12]","[336, 914, 1410, 1922, 5505, 6051]","[1, 3, 7, 13]","[3063, 3901, 7086]",True
1663,154,1,featureBased,simple,10,11,[],50.0,6,"[3, 4, 5, 2, 10, 11]","[949, 1626, 2138, 2650, 6306, 6915]","[1, 2, 6, 11]","[3824, 4613, 7917]",True
1664,154,1,featureBased,simple,11,9,[],35.0,6,"[3, 5, 2, 4, 14, 15]","[1144, 1753, 2361, 2936, 6530, 7056]","[1, 4, 8, 15]","[4100, 4787, 7969]",True
1665,154,1,featureBased,simple,12,7,[],28.0,6,"[2, 3, 4, 5, 13, 12]","[1363, 1877, 2580, 3055, 6613, 7158]","[1, 3, 7, 12]","[4087, 4713, 8179]",True
1666,155,1,none,full,1,2,"[3, 0, 1]",32.0,2,"[4, 2]","[10997, 15249]","[1, 2, 6, 10]","[16466, 28490, 30361]",False
1667,155,1,none,full,2,0,"[3, 0, 1]",46.0,8,"[14, 10, 12, 13, 17, 16, 15, 11]","[3365, 8601, 13032, 14704, 15415, 15960, 19465, 20008]","[1, 4, 8, 14]","[21185, 30377, 31176]",False
1668,155,1,none,full,3,4,"[3, 0, 1]",32.0,10,"[4, 3, 2, 5, 15, 14, 8, 9, 16, 17]","[6739, 8251, 9160, 9687, 21384, 23407, 26823, 31951, 36079, 38839]","[1, 5, 9, 17]","[40456, 48032, 51280]",False
1669,155,1,none,full,4,3,"[3, 0, 1]",30.0,6,"[8, 7, 9, 6, 11, 10]","[4564, 7395, 10459, 11767, 13647, 14487]","[1, 2, 6, 10]","[15801, 22624, 24895]",False
1670,155,1,none,full,5,5,"[3, 0, 1]",21.0,16,"[13, 16, 15, 11, 12, 10, 14, 5, 3, 4, 8, 2, 6, 17, 9, 7]","[6813, 8769, 10393, 11393, 12249, 12873, 13489, 16313, 17041, 17513, 19747, 21289, 21970, 23282, 23833, 24761]","[1, 2, 6, 10]","[30291, 38403, 39922]",False
1671,155,1,none,full,6,1,"[3, 0, 1]",39.0,5,"[2, 3, 7, 13, 12]","[2532, 4354, 14119, 16119, 17599]","[1, 3, 7, 12]","[6811, 18896, 20481]",False
1672,155,1,none,full,7,7,[],44.0,13,"[3, 7, 13, 12, 5, 14, 10, 11, 15, 16, 17, 8, 4]","[84731, 87789, 89673, 90369, 92832, 96161, 98832, 99304, 100032, 100584, 100969, 101921, 102313]","[1, 4, 8, 14]","[103482, 104010, 104874]",True
1673,155,1,none,full,8,10,[],20.0,8,"[14, 12, 15, 13, 10, 11, 17, 16]","[857, 2736, 3448, 4256, 4657, 5184, 5960, 6264]","[1, 4, 8, 15]","[8994, 9585, 11282]",True
1674,155,1,none,full,9,8,[],35.0,3,"[3, 7, 12]","[4070, 5021, 5733]","[1, 3, 7, 12]","[6911, 7582, 8222]",True
1675,155,1,none,full,10,6,[],52.0,4,"[2, 10, 11, 6]","[1255, 2042, 2638, 3478]","[1, 2, 6, 11]","[4551, 5135, 5751]",True
1676,155,1,none,full,11,9,[],28.0,13,"[2, 3, 12, 7, 14, 15, 16, 17, 8, 4, 13, 11, 10]","[701, 1269, 2549, 3125, 4532, 5181, 5804, 6092, 6997, 7332, 12198, 13885, 14429]","[1, 4, 8, 15]","[15958, 16590, 17798]",True
1677,155,1,none,full,12,11,[],43.0,10,"[14, 8, 4, 15, 10, 12, 13, 17, 16, 5]","[2009, 3152, 3512, 4912, 6121, 7016, 7352, 7984, 8240, 9201]","[1, 5, 9, 16]","[10401, 11009, 11601]",True
1678,156,1,featureBased,simple,1,2,"[18, 0, 9]",-3.0,4,"[2, 6, 11, 10]","[6323, 10015, 11309, 53034]","[1, 5, 9, 16]","[69549, 101397, 105019]",False
1679,156,1,featureBased,simple,2,5,"[34, 0, 9]",31.0,0,[],[],"[1, 2, 6, 11]","[4898, 42042, 60193]",False
1680,156,1,featureBased,simple,3,1,"[34, 0, 0]",-11.0,2,"[14, 15]","[49322, 57087]","[1, 4, 8, 14]","[5701, 44583, 64309]",False
1681,156,1,featureBased,simple,4,0,"[8, 0, 0]",18.0,3,"[3, 13, 12]","[3565, 28855, 34781]","[1, 3, 7, 13]","[12013, 23461, 36796]",False
1682,156,1,featureBased,simple,5,4,"[7, 0, 0]",-1.0,7,"[5, 2, 4, 3, 8, 14, 15]","[5462, 18258, 20593, 22402, 27370, 43583, 44765]","[1, 4, 8, 14]","[30622, 40492, 46836]",False
1683,156,1,featureBased,simple,6,3,"[2, 0, 9]",28.0,8,"[2, 3, 4, 5, 6, 7, 8, 9]","[2303, 5110, 6900, 8851, 15052, 17537, 18813, 20397]","[1, 2, 6, 10]","[25064, 30199, 46449]",False
1684,156,1,featureBased,simple,7,11,[],32.0,3,"[3, 13, 12]","[3537, 21982, 24282]","[1, 3, 7, 13]","[6818, 18002, 26299]",True
1685,156,1,featureBased,simple,8,8,[],8.0,4,"[3, 4, 5, 17]","[1640, 5141, 6335, 21270]","[1, 5, 9, 16]","[12669, 17708, 23587]",True
1686,156,1,featureBased,simple,9,7,[],3.0,3,"[4, 2, 10]","[1230, 2576, 11136]","[1, 2, 6, 11]","[6055, 7823, 12927]",True
1687,156,1,featureBased,simple,10,6,[],44.0,12,"[3, 2, 5, 4, 7, 13, 12, 8, 14, 6, 10, 11]","[1492, 2763, 3718, 4727, 6334, 7725, 8777, 12087, 14879, 18789, 28824, 32099]","[1, 2, 6, 11]","[22055, 24239, 33694]",True
1688,156,1,featureBased,simple,11,9,[],35.0,6,"[2, 3, 5, 4, 8, 14]","[2312, 11481, 12922, 14235, 16891, 23201]","[1, 4, 8, 15]","[18896, 20047, 25519]",True
1689,156,1,featureBased,simple,12,10,[],34.0,6,"[4, 8, 3, 7, 12, 13]","[1768, 4479, 6463, 8247, 14015, 17889]","[1, 3, 7, 12]","[10100, 11658, 19490]",True
1690,157,1,featureBased,full,1,3,"[18, 2, 0]",33.0,3,"[2, 6, 10]","[3635, 32160, 37784]","[1, 2, 6, 10]","[5769, 33321, 38899]",False
1691,157,1,featureBased,full,2,5,"[10, 6, 0]",33.0,4,"[2, 6, 10, 11]","[12752, 29906, 31136, 31888]","[1, 2, 6, 10]","[16537, 33366, 41325]",False
1692,157,1,featureBased,full,3,2,"[7, 6, 0]",29.0,5,"[2, 4, 6, 10, 11]","[1235, 2323, 14693, 15244, 16332]","[1, 2, 6, 10]","[4023, 17771, 32230]",False
1693,157,1,featureBased,full,4,1,"[0, 0, 0]",40.0,4,"[3, 7, 12, 13]","[1781, 4437, 5111, 5676]","[1, 3, 7, 12]","[6893, 9682, 11311]",False
1694,157,1,featureBased,full,5,4,"[0, 0, 0]",32.0,10,"[2, 3, 4, 5, 8, 14, 15, 9, 16, 17]","[3341, 5202, 6617, 7178, 8057, 8601, 9249, 10849, 11297, 12329]","[1, 5, 9, 17]","[14455, 18229, 19017]",False
1695,157,1,featureBased,full,6,0,"[0, 0, 0]",44.0,10,"[2, 5, 4, 3, 9, 16, 17, 8, 14, 15]","[14796, 15428, 16180, 17012, 17996, 18603, 19275, 20572, 20987, 21611]","[1, 4, 8, 14]","[22956, 27377, 28633]",False
1696,157,1,featureBased,full,7,7,[],53.0,4,"[4, 8, 14, 15]","[1553, 3225, 3656, 4377]","[1, 4, 8, 14]","[5872, 8461, 9668]",True
1697,157,1,featureBased,full,8,11,[],49.0,7,"[5, 2, 3, 4, 6, 10, 11]","[11968, 12808, 13599, 14247, 15023, 15529, 16200]","[1, 2, 6, 11]","[17576, 19115, 19917]",True
1698,157,1,featureBased,full,9,9,[],31.0,10,"[3, 4, 5, 2, 8, 14, 15, 7, 12, 13]","[2304, 3009, 3762, 4313, 5082, 5594, 6194, 8457, 8986, 9722]","[1, 4, 8, 15]","[14588, 15366, 15979]",True
1699,157,1,featureBased,full,10,6,[],46.0,10,"[2, 3, 4, 5, 7, 12, 13, 6, 10, 11]","[41690, 42097, 42554, 42977, 43704, 44168, 44728, 46905, 47232, 47737]","[1, 2, 6, 11]","[48985, 49573, 50083]",True
1700,157,1,featureBased,full,11,10,[],24.0,16,"[2, 3, 4, 5, 7, 12, 13, 8, 14, 15, 16, 9, 17, 11, 6, 10]","[968, 1535, 2200, 2680, 3431, 3896, 4457, 6143, 6511, 7600, 8264, 8688, 9000, 9800, 10095, 10368]","[1, 3, 7, 12]","[14534, 15160, 16019]",True
1701,157,1,featureBased,full,12,8,[],34.0,16,"[2, 3, 4, 5, 9, 16, 17, 8, 14, 15, 6, 10, 11, 13, 7, 12]","[4656, 5200, 5888, 6415, 7407, 8016, 8705, 9664, 9935, 10591, 12912, 13144, 13552, 14912, 15296, 15632]","[1, 4, 8, 15]","[18338, 18918, 19478]",True
1702,160,1,none,full,1,1,"[3, 0, 1]",-12.0,1,[10],[21167],"[1, 2, 6, 11]","[5205, 15427, 23887]",False
1703,160,1,none,full,2,3,"[3, 0, 1]",9.0,1,[14],[20663],"[1, 4, 8, 15]","[8607, 16139, 24187]",False
1704,160,1,none,full,3,0,"[3, 0, 1]",53.0,1,[14],[15612],"[1, 4, 8, 14]","[4423, 11362, 16904]",False
1705,160,1,none,full,4,5,"[3, 0, 1]",-4.0,0,[],[],"[1, 4, 8, 15]","[1619, 7865, 14497]",False
1706,160,1,none,full,5,2,"[3, 0, 1]",1.0,0,[],[],"[1, 5, 9, 17]","[1131, 8277, 12222]",False
1707,160,1,none,full,6,4,"[3, 0, 1]",25.0,1,[12],[18859],"[1, 3, 7, 12]","[4439, 15016, 21124]",False
1708,160,1,none,full,7,11,[],33.0,2,"[13, 12]","[8767, 11665]","[1, 3, 7, 13]","[1726, 5204, 13309]",True
1709,160,1,none,full,8,9,[],22.0,0,[],[],"[1, 3, 7, 12]","[1444, 4333, 8184]",True
1710,160,1,none,full,9,7,[],13.0,0,[],[],"[1, 3, 7, 13]","[9394, 12430, 31176]",True
1711,160,1,none,full,10,8,[],38.0,0,[],[],"[1, 3, 7, 12]","[1554, 25647, 40056]",True
1712,160,1,none,full,11,6,[],13.0,0,[],[],"[1, 3, 7, 12]","[13872, 30204, 45840]",True
1713,160,1,none,full,12,10,[],26.0,2,"[14, 15]","[30921, 32978]","[1, 4, 8, 15]","[2122, 28296, 34661]",True
1714,161,1,featureBased,simple,1,2,"[34, 0, 9]",34.0,0,[],[],"[1, 2, 6, 10]","[7860, 74868, 76325]",False
1715,161,1,featureBased,simple,2,4,"[34, 2, 9]",14.0,1,[7],[52044],"[1, 3, 7, 13]","[3747, 55136, 60048]",False
1716,161,1,featureBased,simple,3,1,"[34, 0, 9]",-9.0,0,[],[],"[1, 4, 8, 14]","[4102, 47714, 49218]",False
1717,161,1,featureBased,simple,4,5,"[34, 0, 9]",21.0,0,[],[],"[1, 3, 7, 13]","[1519, 57362, 58795]",False
1718,161,1,featureBased,simple,5,0,"[34, 0, 9]",21.0,0,[],[],"[1, 3, 7, 13]","[2728, 61446, 66146]",False
1719,161,1,featureBased,simple,6,3,"[34, 0, 9]",14.0,0,[],[],"[1, 2, 6, 11]","[4353, 74351, 79180]",False
1720,161,1,featureBased,simple,7,7,[],34.0,0,[],[],"[1, 3, 7, 12]","[3531, 4691, 6355]",True
1721,161,1,featureBased,simple,8,8,[],27.0,0,[],[],"[1, 3, 7, 13]","[841, 1638, 2601]",True
1722,161,1,featureBased,simple,9,9,[],14.0,0,[],[],"[1, 4, 8, 14]","[1473, 2642, 4832]",True
1723,161,1,featureBased,simple,10,10,[],40.0,0,[],[],"[1, 3, 7, 12]","[2733, 3986, 5066]",True
1724,161,1,featureBased,simple,11,11,[],48.0,0,[],[],"[1, 2, 6, 10]","[2603, 3593, 4663]",True
1725,161,1,featureBased,simple,12,6,[],13.0,0,[],[],"[1, 3, 7, 12]","[957, 1673, 2620]",True
1726,162,1,none,simple,1,3,"[3, 0, 1]",10.0,4,"[2, 4, 8, 6]","[4884, 6663, 12069, 15655]","[1, 2, 6, 11]","[19530, 25369, 29170]",False
1727,162,1,none,simple,2,5,"[3, 0, 1]",28.0,3,"[2, 11, 6]","[1507, 9218, 10079]","[1, 2, 6, 11]","[3252, 11131, 12409]",False
1728,162,1,none,simple,3,4,"[3, 0, 1]",24.0,2,"[3, 7]","[796, 2029]","[1, 3, 7, 12]","[4633, 10002, 12408]",False
1729,162,1,none,simple,4,1,"[3, 0, 1]",40.0,4,"[4, 2, 3, 13]","[1793, 3568, 4496, 14190]","[1, 3, 7, 12]","[5830, 11383, 15046]",False
1730,162,1,none,simple,5,2,"[3, 0, 1]",-3.0,4,"[3, 5, 16, 17]","[701, 1453, 10903, 12037]","[1, 5, 9, 16]","[2655, 9247, 12839]",False
1731,162,1,none,simple,6,0,"[3, 0, 1]",18.0,3,"[3, 13, 12]","[511, 8847, 9682]","[1, 3, 7, 13]","[1733, 7212, 52404]",False
1732,162,1,none,simple,7,8,[],48.0,2,"[4, 15]","[1150, 5149]","[1, 4, 8, 15]","[2385, 3713, 7321]",True
1733,162,1,none,simple,8,9,[],38.0,3,"[4, 15, 14]","[568, 6060, 6840]","[1, 4, 8, 15]","[2862, 4357, 7637]",True
1734,162,1,none,simple,9,11,[],52.0,4,"[4, 2, 10, 11]","[1631, 2545, 7005, 7717]","[1, 2, 6, 11]","[3577, 5104, 8625]",True
1735,162,1,none,simple,10,6,[],11.0,6,"[2, 3, 4, 5, 13, 12]","[2296, 3061, 3688, 4274, 8287, 9001]","[1, 3, 7, 13]","[5165, 6501, 10165]",True
1736,162,1,none,simple,11,7,[],3.0,3,"[2, 10, 11]","[730, 5880, 6558]","[1, 2, 6, 11]","[3190, 4421, 7669]",True
1737,162,1,none,simple,12,10,[],34.0,6,"[2, 4, 5, 3, 12, 13]","[733, 1507, 2178, 2975, 5772, 7429]","[1, 3, 7, 12]","[3950, 8430, 9743]",True
1738,163,1,none,full,1,0,"[3, 0, 1]",48.0,6,"[7, 8, 6, 9, 14, 15]","[6127, 7363, 8307, 9300, 23443, 25527]","[1, 4, 8, 14]","[11462, 21177, 26302]",False
1739,163,1,none,full,2,2,"[3, 0, 1]",26.0,8,"[7, 8, 6, 9, 14, 11, 10, 15]","[1214, 2046, 2829, 3457, 6432, 7364, 8026, 8774]","[1, 2, 6, 10]","[10833, 25174, 28341]",False
1740,163,1,none,full,3,5,"[3, 0, 1]",30.0,7,"[7, 8, 6, 9, 2, 10, 11]","[1887, 2696, 3456, 4195, 10687, 22432, 23075]","[1, 2, 6, 10]","[12285, 20798, 23763]",False
1741,163,1,none,full,4,3,"[3, 0, 1]",26.0,10,"[2, 3, 4, 5, 7, 8, 6, 9, 10, 11]","[1990, 2824, 3866, 4636, 8229, 9812, 10572, 11147, 21676, 22610]","[1, 2, 6, 10]","[12569, 20156, 23271]",False
1742,163,1,none,full,5,1,"[3, 0, 1]",36.0,8,"[3, 4, 5, 2, 9, 7, 13, 12]","[1826, 3309, 3751, 4131, 8741, 9990, 13105, 13718]","[1, 3, 7, 12]","[14472, 22081, 25297]",False
1743,163,1,none,full,6,4,"[3, 0, 1]",32.0,10,"[2, 3, 4, 5, 8, 9, 17, 16, 14, 15]","[2487, 3221, 3627, 4142, 5919, 7834, 8788, 9242, 10014, 10641]","[1, 5, 9, 17]","[11793, 20031, 20988]",False
1744,163,1,none,full,7,10,[],22.0,5,"[3, 2, 4, 5, 7]","[1584, 2551, 3042, 3606, 4463]","[1, 3, 7, 13]","[5439, 6323, 7098]",True
1745,163,1,none,full,8,8,[],40.0,10,"[4, 3, 2, 5, 9, 8, 7, 16, 15, 14]","[1594, 2148, 2661, 3249, 4610, 5469, 6817, 8386, 9196, 11537]","[1, 4, 8, 15]","[13644, 14591, 15358]",True
1746,163,1,none,full,9,6,[],44.0,12,"[4, 3, 2, 5, 7, 13, 12, 9, 6, 8, 10, 11]","[2381, 3324, 3839, 4438, 5273, 6769, 7468, 9209, 10569, 11746, 12591, 13192]","[1, 2, 6, 11]","[13969, 14958, 15859]",True
1747,163,1,none,full,10,11,[],51.0,5,"[4, 2, 6, 10, 11]","[3163, 3752, 5013, 5480, 6301]","[1, 2, 6, 11]","[7601, 8429, 9148]",True
1748,163,1,none,full,11,9,[],31.0,10,"[2, 3, 4, 5, 8, 14, 15, 7, 12, 13]","[2367, 3250, 4205, 4979, 5787, 6510, 7062, 8019, 8497, 9238]","[1, 4, 8, 15]","[9768, 10486, 11160]",True
1749,163,1,none,full,12,7,[],24.0,10,"[3, 4, 5, 2, 6, 7, 10, 11, 12, 13]","[2188, 2763, 3242, 3645, 4588, 5299, 5850, 6418, 7273, 7719]","[1, 3, 7, 12]","[8236, 9004, 9658]",True
1750,164,1,featureBased,simple,1,3,"[34, 0, 9]",-10.0,0,[],[],"[1, 3, 7, 12]","[3680, 42712, 47624]",False
1751,164,1,featureBased,simple,2,1,"[34, 0, 9]",-11.0,0,[],[],"[1, 2, 6, 11]","[7858, 51950, 59543]",False
1752,164,1,featureBased,simple,3,2,"[5, 0, 0]",-3.0,4,"[4, 5, 17, 16]","[3154, 6962, 29222, 30662]","[1, 5, 9, 17]","[9834, 25441, 32131]",False
1753,164,1,featureBased,simple,4,4,"[9, 2, 3]",-1.0,7,"[3, 2, 5, 4, 8, 15, 14]","[1812, 4174, 5627, 7034, 23399, 31663, 33594]","[1, 4, 8, 14]","[9123, 26235, 71058]",False
1754,164,1,featureBased,simple,5,5,"[0, 0, 0]",27.0,10,"[4, 8, 3, 7, 13, 2, 6, 11, 10, 5]","[1678, 3832, 5743, 6972, 9447, 12873, 14517, 16968, 18296, 21844]","[1, 2, 6, 10]","[26142, 31090, 35216]",False
1755,164,1,featureBased,simple,6,0,"[0, 0, 0]",50.0,4,"[4, 8, 15, 14]","[1399, 2899, 5376, 7300]","[1, 4, 8, 14]","[11996, 18877, 26318]",False
1756,164,1,featureBased,simple,7,9,[],33.0,8,"[3, 7, 13, 12, 4, 8, 14, 15]","[1953, 3707, 4850, 5928, 7558, 8751, 9968, 11260]","[1, 4, 8, 15]","[13631, 16869, 19996]",True
1757,164,1,featureBased,simple,8,11,[],44.0,9,"[4, 3, 7, 13, 12, 5, 9, 17, 16]","[1584, 3082, 4615, 5917, 7308, 9232, 11234, 12911, 14299]","[1, 5, 9, 16]","[18802, 21113, 23239]",True
1758,164,1,featureBased,simple,9,6,[],46.0,10,"[4, 3, 7, 12, 13, 2, 5, 6, 10, 11]","[1585, 3214, 4616, 6000, 7343, 8634, 10248, 11834, 15280, 16640]","[1, 2, 6, 11]","[19683, 21584, 23383]",True
1759,164,1,featureBased,simple,10,10,[],32.0,8,"[4, 8, 3, 7, 12, 13, 2, 5]","[1609, 3147, 4814, 6241, 8015, 9365, 11423, 12712]","[1, 3, 7, 12]","[15838, 18946, 21028]",True
1760,164,1,featureBased,simple,11,8,[],39.0,11,"[4, 8, 15, 14, 3, 7, 2, 5, 9, 16, 17]","[1643, 3041, 4479, 6424, 7679, 9867, 11259, 12442, 14236, 15471, 16554]","[1, 4, 8, 15]","[19345, 21773, 23386]",True
1761,164,1,featureBased,simple,12,7,[],48.0,9,"[4, 8, 14, 15, 3, 7, 2, 6, 5]","[1841, 3191, 5002, 7096, 8935, 12372, 13707, 14921, 16382]","[1, 4, 8, 14]","[17964, 19781, 21585]",True
1762,165,1,featureBased,full,1,4,"[9, 0, 0]",0.0,6,"[4, 3, 2, 5, 14, 15]","[2687, 3692, 4379, 5066, 26498, 27153]","[1, 4, 8, 14]","[7349, 23947, 30380]",False
1763,165,1,featureBased,full,2,2,"[0, 2, 0]",24.0,10,"[3, 4, 5, 2, 9, 17, 16, 6, 10, 11]","[1976, 2832, 3408, 4032, 5328, 6079, 6752, 8120, 8712, 9336]","[1, 2, 6, 10]","[11938, 19314, 23843]",False
1764,165,1,featureBased,full,3,5,"[0, 0, 0]",29.0,8,"[3, 4, 5, 2, 8, 6, 10, 11]","[1754, 2345, 2897, 3481, 4416, 6290, 7289, 7953]","[1, 2, 6, 10]","[11122, 17494, 19643]",False
1765,165,1,featureBased,full,4,3,"[12, 0, 0]",-6.0,10,"[3, 4, 5, 2, 7, 12, 13, 8, 14, 15]","[1487, 2135, 2967, 3823, 4783, 5552, 6046, 7215, 7841, 8400]","[1, 3, 7, 13]","[13215, 61293, 62407]",False
1766,165,1,featureBased,full,5,1,"[0, 0, 0]",34.0,10,"[3, 4, 5, 2, 9, 16, 17, 7, 12, 13]","[1930, 2661, 3205, 3782, 4445, 5038, 5613, 6804, 7261, 7789]","[1, 3, 7, 12]","[10313, 17184, 18403]",False
1767,165,1,featureBased,full,6,0,"[0, 0, 0]",44.0,10,"[3, 4, 5, 2, 9, 16, 17, 14, 8, 15]","[1649, 2217, 2832, 3416, 4025, 4472, 5135, 6463, 6928, 7512]","[1, 4, 8, 14]","[9131, 15997, 17723]",False
1768,165,1,featureBased,full,7,7,[],24.0,10,"[3, 4, 5, 2, 7, 12, 13, 10, 6, 11]","[1526, 2063, 2870, 3526, 4486, 5024, 5550, 7120, 7566, 8022]","[1, 3, 7, 12]","[11268, 12339, 13406]",True
1769,165,1,featureBased,full,8,9,[],31.0,10,"[3, 4, 5, 2, 8, 14, 15, 12, 7, 13]","[3152, 3784, 4361, 4912, 5927, 6600, 7160, 8714, 9895, 10328]","[1, 4, 8, 15]","[13047, 13863, 14623]",True
1770,165,1,featureBased,full,9,8,[],40.0,10,"[3, 4, 5, 2, 16, 9, 17, 14, 8, 15]","[2219, 2787, 3307, 3884, 4738, 5195, 5675, 6923, 7267, 7658]","[1, 4, 8, 15]","[9755, 10493, 11399]",True
1771,165,1,featureBased,full,10,6,[],46.0,10,"[3, 4, 5, 2, 12, 7, 13, 10, 6, 11]","[1138, 1721, 2265, 2787, 3569, 3977, 4353, 5345, 5698, 6034]","[1, 2, 6, 11]","[7620, 8323, 9145]",True
1772,165,1,featureBased,full,11,10,[],30.0,10,"[3, 4, 5, 2, 12, 7, 13, 14, 8, 15]","[2323, 3235, 3946, 4627, 5569, 6058, 6530, 7474, 7858, 8522]","[1, 3, 7, 12]","[14507, 15212, 15979]",True
1773,165,1,featureBased,full,12,11,[],46.0,10,"[3, 4, 5, 2, 10, 6, 11, 16, 9, 17]","[1156, 1653, 2108, 2772, 4125, 4700, 5092, 6308, 6716, 7116]","[1, 2, 6, 11]","[11098, 12409, 13465]",True
1775,167,1,featureBased,full,1,2,"[34, 0, 0]",33.0,1,[10],[46146],"[1, 2, 6, 10]","[1727, 43043, 47066]",False
1776,167,1,featureBased,full,2,5,"[34, 4, 0]",-7.0,3,"[8, 3, 14]","[44736, 47995, 58506]","[1, 4, 8, 15]","[3079, 50302, 62582]",False
1777,167,1,featureBased,full,3,0,"[8, 0, 9]",20.0,1,[3],[1913],"[1, 3, 7, 13]","[2584, 25906, 32361]",False
1778,167,1,featureBased,full,4,4,"[11, 0, 9]",41.0,1,[5],[1839],"[1, 5, 9, 17]","[2464, 43494, 48493]",False
1779,167,1,featureBased,full,5,3,"[16, 0, 9]",-3.0,1,[4],[2324],"[1, 4, 8, 14]","[2901, 26802, 33125]",False
1780,167,1,featureBased,full,6,1,"[34, 2, 0]",41.0,3,"[7, 13, 12]","[45092, 51615, 53206]","[1, 3, 7, 12]","[3701, 46098, 53866]",False
1781,167,1,featureBased,full,7,7,[],4.0,4,"[2, 6, 10, 11]","[1719, 7415, 8796, 9501]","[1, 2, 6, 10]","[2152, 8192, 62113]",True
1782,167,1,featureBased,full,8,9,[],17.0,5,"[3, 5, 7, 13, 12]","[1546, 3386, 5919, 10423, 11349]","[1, 3, 7, 13]","[3996, 9260, 12098]",True
1783,167,1,featureBased,full,9,11,[],37.0,3,"[5, 9, 17]","[903, 3289, 5786]","[1, 5, 9, 17]","[1599, 5045, 7910]",True
1784,167,1,featureBased,full,10,8,[],47.0,3,"[4, 8, 15]","[1533, 3770, 7402]","[1, 4, 8, 15]","[2278, 4285, 8655]",True
1785,167,1,featureBased,full,11,10,[],35.0,5,"[5, 3, 7, 13, 12]","[856, 1798, 3881, 6174, 7082]","[1, 3, 7, 12]","[2410, 4930, 8397]",True
1786,167,1,featureBased,full,12,6,[],52.0,4,"[2, 6, 10, 11]","[4407, 5661, 8558, 9326]","[1, 2, 6, 11]","[6353, 7641, 9944]",True
1787,168,1,featureBased,simple,1,5,"[34, 0, 9]",21.0,0,[],[],"[1, 3, 7, 13]","[35178, 76800, 82329]",False
1788,168,1,featureBased,simple,2,4,"[34, 0, 9]",5.0,0,[],[],"[1, 4, 8, 15]","[4393, 43752, 49360]",False
