action_times,actions,button_pressed,correct,delays,key_press,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,,,,,,77793,,,77795,,,instructions,"[{""page_index"":0,""viewing_time"":40336},{""page_index"":1,""viewing_time"":11476},{""page_index"":2,""viewing_time"":25978}]",0
,,,,,,,,,,123929,,,123932,,,instructions,"[{""page_index"":0,""viewing_time"":34988},{""page_index"":1,""viewing_time"":40723},{""page_index"":2,""viewing_time"":31968},{""page_index"":3,""viewing_time"":16248}]",1
,,,,,,,,,,193962,,,193962,,,instructions,"[{""page_index"":0,""viewing_time"":72103},{""page_index"":1,""viewing_time"":35793},{""page_index"":2,""viewing_time"":50805},{""page_index"":3,""viewing_time"":35260}]",2
,,,,,,,,,,69809,,,69813,,,instructions,"[{""page_index"":0,""viewing_time"":16481},{""page_index"":1,""viewing_time"":18077},{""page_index"":2,""viewing_time"":22666},{""page_index"":3,""viewing_time"":12582}]",3
,,,,,,,,,,169772,,,169773,,,instructions,"[{""page_index"":0,""viewing_time"":50874},{""page_index"":1,""viewing_time"":40228},{""page_index"":2,""viewing_time"":55908},{""page_index"":3,""viewing_time"":22762}]",4
,,,,,,,,,,150246,,,150246,,,instructions,"[{""page_index"":0,""viewing_time"":63157},{""page_index"":1,""viewing_time"":49423},{""page_index"":2,""viewing_time"":37665}]",5
,,,,,,,,,,119805,,,307062,,,instructions,"[{""page_index"":0,""viewing_time"":33876},{""page_index"":1,""viewing_time"":64849},{""page_index"":2,""viewing_time"":21079}]",5
,,,,,,,,,,119943,,,119943,,,instructions,"[{""page_index"":0,""viewing_time"":38379},{""page_index"":1,""viewing_time"":16304},{""page_index"":2,""viewing_time"":58251},{""page_index"":3,""viewing_time"":7008}]",6
,,,,,,,,,,91167,,,246257,,,instructions,"[{""page_index"":0,""viewing_time"":22265},{""page_index"":1,""viewing_time"":10536},{""page_index"":2,""viewing_time"":7144},{""page_index"":1,""viewing_time"":1559},{""page_index"":0,""viewing_time"":12464},{""page_index"":1,""viewing_time"":10319},{""page_index"":2,""viewing_time"":11999},{""page_index"":3,""viewing_time"":14880}]",6
,,,,,,,,,,42316,,,315974,,,instructions,"[{""page_index"":0,""viewing_time"":13412},{""page_index"":1,""viewing_time"":18927},{""page_index"":2,""viewing_time"":6592},{""page_index"":3,""viewing_time"":3384}]",6
,,,,,,,,,,4418,,,345492,,,instructions,"[{""page_index"":0,""viewing_time"":1666},{""page_index"":1,""viewing_time"":744},{""page_index"":2,""viewing_time"":1288},{""page_index"":3,""viewing_time"":720}]",6
,,,,,,,,,,77336,,,445128,,,instructions,"[{""page_index"":0,""viewing_time"":41481},{""page_index"":1,""viewing_time"":14784},{""page_index"":2,""viewing_time"":12071},{""page_index"":3,""viewing_time"":9000}]",6
,,,,,,,,,,143677,,,143677,,,instructions,"[{""page_index"":0,""viewing_time"":39475},{""page_index"":1,""viewing_time"":32176},{""page_index"":2,""viewing_time"":51261},{""page_index"":3,""viewing_time"":20764}]",7
,,,,,,,,,,213503,,,213505,,,instructions,"[{""page_index"":0,""viewing_time"":66969},{""page_index"":1,""viewing_time"":33011},{""page_index"":2,""viewing_time"":66697},{""page_index"":3,""viewing_time"":46824}]",8
,,,,,,,,,,130239,,,130240,,,instructions,"[{""page_index"":0,""viewing_time"":2421},{""page_index"":1,""viewing_time"":30526},{""page_index"":2,""viewing_time"":22479},{""page_index"":1,""viewing_time"":2344},{""page_index"":0,""viewing_time"":39492},{""page_index"":1,""viewing_time"":29369},{""page_index"":2,""viewing_time"":3607}]",9
,,,,,,,,,,122558,,,122560,,,instructions,"[{""page_index"":0,""viewing_time"":38699},{""page_index"":1,""viewing_time"":29256},{""page_index"":2,""viewing_time"":26527},{""page_index"":3,""viewing_time"":28075}]",10
,,,,,,,,,,161112,,,161112,,,instructions,"[{""page_index"":0,""viewing_time"":32889},{""page_index"":1,""viewing_time"":47315},{""page_index"":2,""viewing_time"":68003},{""page_index"":3,""viewing_time"":12904}]",11
,,,,,,,,,,17096,,,206379,,,instructions,"[{""page_index"":0,""viewing_time"":2628},{""page_index"":1,""viewing_time"":2406},{""page_index"":2,""viewing_time"":11096},{""page_index"":3,""viewing_time"":966}]",11
,,,,,,,,,,191005,,,191007,,,instructions,"[{""page_index"":0,""viewing_time"":72246},{""page_index"":1,""viewing_time"":55464},{""page_index"":2,""viewing_time"":39107},{""page_index"":3,""viewing_time"":24188}]",12
,,,,,,,,,,70626,,,317951,,,instructions,"[{""page_index"":0,""viewing_time"":24131},{""page_index"":1,""viewing_time"":16358},{""page_index"":2,""viewing_time"":16144},{""page_index"":3,""viewing_time"":13993}]",12
,,,,,,,,,,130067,,,640198,,,instructions,"[{""page_index"":0,""viewing_time"":1761},{""page_index"":1,""viewing_time"":831},{""page_index"":2,""viewing_time"":2042},{""page_index"":1,""viewing_time"":9815},{""page_index"":0,""viewing_time"":23199},{""page_index"":1,""viewing_time"":11156},{""page_index"":0,""viewing_time"":8400},{""page_index"":1,""viewing_time"":16695},{""page_index"":2,""viewing_time"":55597},{""page_index"":3,""viewing_time"":570}]",12
,,,,,,,,,,167747,,,167759,,,instructions,"[{""page_index"":0,""viewing_time"":68376},{""page_index"":1,""viewing_time"":54571},{""page_index"":2,""viewing_time"":44798}]",13
,,,,,,,,,,94451,,,94453,,,instructions,"[{""page_index"":0,""viewing_time"":25302},{""page_index"":1,""viewing_time"":19413},{""page_index"":2,""viewing_time"":31694},{""page_index"":3,""viewing_time"":18040}]",14
,,,,,,,,,,13616,,,144875,,,instructions,"[{""page_index"":0,""viewing_time"":2258},{""page_index"":1,""viewing_time"":1220},{""page_index"":2,""viewing_time"":9354},{""page_index"":3,""viewing_time"":783}]",14
,,,,,,,,,,4202,,,166609,,,instructions,"[{""page_index"":0,""viewing_time"":1162},{""page_index"":1,""viewing_time"":553},{""page_index"":2,""viewing_time"":1034},{""page_index"":3,""viewing_time"":1452}]",14
,,,,,,,,,,56048,,,56048,,,instructions,"[{""page_index"":0,""viewing_time"":20265},{""page_index"":1,""viewing_time"":16967},{""page_index"":2,""viewing_time"":6184},{""page_index"":3,""viewing_time"":12631}]",15
,,,,,,,,,,218082,,,218087,,,instructions,"[{""page_index"":0,""viewing_time"":62859},{""page_index"":1,""viewing_time"":43839},{""page_index"":2,""viewing_time"":60695},{""page_index"":3,""viewing_time"":50683}]",16
,,,,,,,,,,76847,,,76848,,,instructions,"[{""page_index"":0,""viewing_time"":22997},{""page_index"":1,""viewing_time"":19031},{""page_index"":2,""viewing_time"":21805},{""page_index"":3,""viewing_time"":13013}]",17
,,,,,,,,,,6418,,,111395,,,instructions,"[{""page_index"":0,""viewing_time"":2202},{""page_index"":1,""viewing_time"":885},{""page_index"":2,""viewing_time"":1832},{""page_index"":3,""viewing_time"":1498}]",17
,,,,,,,,,,65551,,,65553,,,instructions,"[{""page_index"":0,""viewing_time"":23677},{""page_index"":1,""viewing_time"":20432},{""page_index"":2,""viewing_time"":21441}]",18
,,,,,,,,,,31029,,,121016,,,instructions,"[{""page_index"":0,""viewing_time"":7323},{""page_index"":1,""viewing_time"":18650},{""page_index"":2,""viewing_time"":5056}]",18
,,,,,,,,,,49004,,,49005,,,instructions,"[{""page_index"":0,""viewing_time"":26612},{""page_index"":1,""viewing_time"":10474},{""page_index"":2,""viewing_time"":11908}]",19
,,,,,,,,,,12438,,,126106,,,instructions,"[{""page_index"":0,""viewing_time"":6241},{""page_index"":1,""viewing_time"":3858},{""page_index"":2,""viewing_time"":2339}]",19
,,,,,,,,,,73207,,,212549,,,instructions,"[{""page_index"":0,""viewing_time"":24198},{""page_index"":1,""viewing_time"":28025},{""page_index"":2,""viewing_time"":20984}]",19
,,,,,,,,,,147572,,,147573,,,instructions,"[{""page_index"":0,""viewing_time"":51347},{""page_index"":1,""viewing_time"":59537},{""page_index"":2,""viewing_time"":36688}]",20
,,,,,,,,,,14123,,,190835,,,instructions,"[{""page_index"":0,""viewing_time"":5157},{""page_index"":1,""viewing_time"":3053},{""page_index"":2,""viewing_time"":5912}]",20
,,,,,,,,,,24702,,,236954,,,instructions,"[{""page_index"":0,""viewing_time"":7183},{""page_index"":1,""viewing_time"":10191},{""page_index"":2,""viewing_time"":7328}]",20
,,,,,,,,,,62822,,,325698,,,instructions,"[{""page_index"":0,""viewing_time"":12567},{""page_index"":1,""viewing_time"":4439},{""page_index"":2,""viewing_time"":4353},{""page_index"":1,""viewing_time"":8103},{""page_index"":0,""viewing_time"":5424},{""page_index"":1,""viewing_time"":14736},{""page_index"":2,""viewing_time"":13200}]",20
,,,,,,,,,,44919,,,44921,,,instructions,"[{""page_index"":0,""viewing_time"":16838},{""page_index"":1,""viewing_time"":6916},{""page_index"":2,""viewing_time"":16310},{""page_index"":3,""viewing_time"":4854}]",21
,,,,,,,,,,79102,,,79104,,,instructions,"[{""page_index"":0,""viewing_time"":13731},{""page_index"":1,""viewing_time"":5534},{""page_index"":2,""viewing_time"":2225},{""page_index"":3,""viewing_time"":13106},{""page_index"":2,""viewing_time"":8305},{""page_index"":1,""viewing_time"":14334},{""page_index"":0,""viewing_time"":18125},{""page_index"":1,""viewing_time"":734},{""page_index"":2,""viewing_time"":2548},{""page_index"":3,""viewing_time"":459}]",22
,,,,,,,,,,40789,,,143405,,,instructions,"[{""page_index"":0,""viewing_time"":14192},{""page_index"":1,""viewing_time"":14225},{""page_index"":2,""viewing_time"":8479},{""page_index"":3,""viewing_time"":3893}]",22
,,,,,,,,,,215864,,,215864,,,instructions,"[{""page_index"":0,""viewing_time"":95581},{""page_index"":1,""viewing_time"":45403},{""page_index"":2,""viewing_time"":40426},{""page_index"":3,""viewing_time"":34453}]",23
,,,,,,,,,,51709,,,51713,,,instructions,"[{""page_index"":0,""viewing_time"":19789},{""page_index"":1,""viewing_time"":18954},{""page_index"":2,""viewing_time"":12963}]",24
