action_times,actions,button_pressed,correct,delays,key_press,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[42577, 52218, 53633]","[u'up', u'up', u'right']",,,"[3, 0, 1]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'3', u'7', u'12', u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17', u'13'], u'time': [10791, 13639, 15196, 17476, 19198, 21079, 21951, 24592, 28468, 31299, 33404, 34923, 35649, 39344, 40065, 41250]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[42577, 1990, 897]",5.0,,216223,1.0,0.0,mouselab-mdp,,0
"[8528, 16675, 20745]","[u'up', u'up', u'right']",,,"[3, 0, 1]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3'], u'time': [4271]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8527, 2644, 3127]",20.0,,276184,2.0,5.0,mouselab-mdp,,0
"[1459, 8059, 17138]","[u'down', u'down', u'left']",,,"[3, 0, 1]",,"[u'1', 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'17'], u'time': [12673, 13989]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1459, 1478, 8100]",23.0,,332184,3.0,1.0,mouselab-mdp,,0
"[3106, 29992, 32195]","[u'up', u'up', u'right']",,,"[3, 0, 1]",,"[u'1', 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'12', u'2', u'13', u'10'], u'time': [10312, 12081, 16379, 20981, 26289]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3106, 21734, 4]",-1.0,,393935,4.0,3.0,mouselab-mdp,,0
"[2619, 12699, 14851]","[u'left', u'left', u'up']",,,"[3, 0, 1]",,"[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'15', u'14'], u'time': [8085, 8616, 9305]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2619, 4963, 532]",3.0,,451639,5.0,4.0,mouselab-mdp,,0
"[6456, 16584, 21784]","[u'right', u'right', u'up']",,,"[3, 0, 1]",,"[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'10', u'6', u'11'], u'time': [2619, 4358, 4837, 14613]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6456, 4149, 4100]",30.0,,520343,6.0,2.0,mouselab-mdp,,0
"[7385, 11744, 15912]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'3', u'13', u'7', u'12'], u'time': [3741, 5456, 9217, 9776, 10241]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7383, 3856, 3656]",29.0,,569913,7.0,7.0,mouselab-mdp,,0
"[4813, 8797, 13308]","[u'right', u'right', u'up']",,,[],,"[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10'], u'time': [1905, 3164, 3562]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4813, 3467, 3996]",45.0,,618584,8.0,11.0,mouselab-mdp,,0
"[13870, 16374, 18030]","[u'left', u'left', u'up']",,,[],,"[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'14', u'15'], u'time': [9179, 10476, 11311, 12143]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13870, 1993, 1150]",6.0,,668112,9.0,6.0,mouselab-mdp,,0
"[8611, 13212, 15219]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'3', u'7', u'12', u'13'], u'time': [2700, 3840, 5648, 6405, 7415]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8611, 4094, 1500]",35.0,,716665,10.0,10.0,mouselab-mdp,,0
"[5038, 11166, 14109]","[u'left', u'left', u'down']",,,[],,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'15'], u'time': [2561, 3395, 3968]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5038, 5620, 2432]",47.0,,778430,11.0,8.0,mouselab-mdp,,0
"[6119, 7303, 8055]","[u'left', u'left', u'down']",,,[],,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'8', u'15'], u'time': [1830, 2740, 3715, 4213]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6119, 671, 239]",37.0,,836791,12.0,9.0,mouselab-mdp,,0
"[13783, 33672, 40010]","[u'right', u'right', u'up']",,,"[2, 2, 0]",,"[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11'], u'time': [2109, 4585, 6041, 28202]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13780, 6515, 1350]",32.0,,165989,1.0,3.0,mouselab-mdp,,2
"[7380, 45161, 59180]","[u'down', u'down', u'right']",,,"[5, 6, 0]",,"[u'1', 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'5', u'9', u'17', u'16'], u'time': [2323, 5018, 28370, 40744, 42053]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7379, 20522, 1977]",-4.0,,244957,2.0,2.0,mouselab-mdp,,2
"[6624, 36358, 50644]","[u'left', u'left', u'up']",,,"[9, 6, 0]",,"[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'8', u'14', u'15'], u'time': [1327, 2651, 3660, 4496, 28158, 29757, 30964]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6623, 9333, 2547]",-1.0,,326548,3.0,4.0,mouselab-mdp,,2
"[34406, 57937, 59582]","[u'up', u'up', u'left']",,,"[0, 0, 0]",,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'6', u'7', u'8', u'13', u'9', u'17', u'16', u'11', u'10', u'14', u'15', u'12'], u'time': [2790, 4256, 5241, 6151, 9999, 11347, 12523, 19900, 21406, 23684, 24629, 25999, 26754, 27642, 28300, 30301]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[34406, 8, 1035]",28.0,,399761,4.0,1.0,mouselab-mdp,,2
"[18099, 35147, 37402]","[u'right', u'right', u'up']",,,"[0, 0, 0]",,"[u'1', 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'7', u'12', u'3', u'2', u'10', u'6', u'11', u'5', u'9', u'17', u'16', u'4', u'14', u'8', u'15'], u'time': [1675, 2453, 3141, 3806, 4508, 5054, 5557, 6109, 7044, 7877, 8769, 9404, 10092, 10717, 11164, 11599]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18099, 183, 1704]",21.0,,464292,5.0,5.0,mouselab-mdp,,2
"[15225, 35747, 39190]","[u'left', u'left', u'up']",,,"[0, 0, 0]",,"[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'6', u'7', u'8', u'9', u'17', u'11', u'10', u'13', u'12', u'14', u'15', u'16'], u'time': [1222, 1755, 2336, 2981, 3706, 4650, 5700, 6394, 6869, 7395, 7970, 8851, 9394, 9858, 10534, 11271]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15224, 28, 2881]",38.0,,531581,6.0,0.0,mouselab-mdp,,2
"[24638, 27153, 28883]","[u'right', u'right', u'down']",,,[],,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'9', u'17', u'16', u'11', u'6', u'10', u'13', u'7', u'12', u'14', u'8', u'15'], u'time': [1618, 2888, 3617, 4192, 5158, 5624, 6224, 6960, 7326, 7704, 8262, 8703, 9433, 9979, 10422, 10857]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[24637, 1991, 1199]",40.0,,586440,7.0,11.0,mouselab-mdp,,2
"[15432, 16584, 18402]","[u'left', u'left', u'down']",,,[],,"[u'1', 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'9', u'17', u'16', u'11', u'6', u'10', u'13', u'7', u'12', u'14', u'8', u'15'], u'time': [1713, 2388, 3086, 3653, 4260, 4676, 5389, 6077, 6461, 7117, 7806, 8199, 8640, 9255, 9767, 10238]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15432, 624, 1162]",25.0,,633820,8.0,9.0,mouselab-mdp,,2
"[18972, 19916, 21171]","[u'left', u'left', u'up']",,,[],,"[u'1', 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'9', u'17', u'16', u'11', u'6', u'10', u'13', u'12', u'7', u'14', u'8', u'15'], u'time': [1971, 2488, 3080, 3747, 4327, 4773, 5456, 6158, 6544, 6910, 7377, 8514, 9157, 9873, 10391, 10840]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18971, 406, 662]",41.0,,681060,9.0,7.0,mouselab-mdp,,2
"[20601, 21551, 22694]","[u'up', u'up', u'left']",,,[],,"[u'1', 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'9', u'6', u'7', u'8', u'15', u'14', u'12', u'13', u'10', u'11', u'17', u'16'], u'time': [1976, 2509, 3011, 3587, 4287, 5011, 5685, 6394, 6859, 7420, 8022, 8964, 9567, 10150, 10851, 11403]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[20599, 410, 599]",24.0,,729377,10.0,10.0,mouselab-mdp,,2
"[11192, 12348, 13608]","[u'right', u'right', u'down']",,,[],,"[u'1', 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'2', u'3', u'4', u'9', u'17', u'16', u'11', u'6', u'10', u'13', u'7', u'12', u'14', u'8', u'15'], u'time': [678, 1160, 1675, 2218, 2971, 3385, 3869, 4510, 4860, 5325, 6148, 6610, 7227, 7762, 8179, 8573]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11191, 619, 738]",40.0,,776736,11.0,6.0,mouselab-mdp,,2
