A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,initialized,0,,1522970767473
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,window_resize,0,"[1024, 761]",1522970767473
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,window_resize,290,"[1024, 761]",1522970767763
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,25120,off,1522970792883
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,0,on,1522970792883
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,1,off,1522970792884
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,67196,on,1522970860080
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,3346,off,1522970863426
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,144025,on,1522971007451
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,239424,off,1522971246875
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,2815,on,1522971249690
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,76367,off,1522971326057
A119R9WIZRH3D5:3OVR4I9USPJFHZGBB5Z80QJFJWRQ45,focus,6905,on,1522971332962
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,initialized,0,,1522870448062
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,window_resize,2,"[1024, 679]",1522870448064
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,focus,320,on,1522870448384
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,window_resize,126,"[1024, 679]",1522870448510
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,focus,34802,off,1522870483312
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,focus,4,on,1522870483316
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,focus,31522,off,1522870514838
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,focus,102,on,1522870514940
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,focus,128,off,1522870515068
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,focus,14,on,1522870515082
A11UYTAICVYT0N:3URFVVM165INCPBHD7934NTDNASZUJ,initialized,0,,1522942314165
A11UYTAICVYT0N:3URFVVM165INCPBHD7934NTDNASZUJ,window_resize,0,"[1024, 721]",1522942314165
A11UYTAICVYT0N:3URFVVM165INCPBHD7934NTDNASZUJ,window_resize,743,"[1024, 721]",1522942314908
A11UYTAICVYT0N:3URFVVM165INCPBHD7934NTDNASZUJ,window_resize,51750,"[1366, 677]",1522942366658
A121FRZFN86KC1:3SITXWYCNV9JBV2WCY4N2CLEQQYBXU,initialized,0,,1522952291498
A121FRZFN86KC1:3SITXWYCNV9JBV2WCY4N2CLEQQYBXU,window_resize,0,"[1024, 768]",1522952291498
A121FRZFN86KC1:3SITXWYCNV9JBV2WCY4N2CLEQQYBXU,window_resize,273,"[1024, 768]",1522952291771
A121FRZFN86KC1:3SITXWYCNV9JBV2WCY4N2CLEQQYBXU,focus,14578,off,1522952306349
A121FRZFN86KC1:3SITXWYCNV9JBV2WCY4N2CLEQQYBXU,focus,0,on,1522952306349
A121FRZFN86KC1:3SITXWYCNV9JBV2WCY4N2CLEQQYBXU,focus,766,off,1522952307115
A121FRZFN86KC1:3SITXWYCNV9JBV2WCY4N2CLEQQYBXU,focus,42699,on,1522952349814
A12SMSQ6D5227J:3IOEN3P9S7J5FI089E28WNVL78X16S,initialized,0,,1522869607088
A12SMSQ6D5227J:3IOEN3P9S7J5FI089E28WNVL78X16S,window_resize,0,"[1024, 768]",1522869607088
A12SMSQ6D5227J:3IOEN3P9S7J5FI089E28WNVL78X16S,window_resize,324,"[1024, 768]",1522869607412
A12SMSQ6D5227J:3IOEN3P9S7J5FI089E28WNVL78X16S,focus,21095,off,1522869628507
A12SMSQ6D5227J:3IOEN3P9S7J5FI089E28WNVL78X16S,focus,75578,on,1522869704085
A13BVA9N28CNKQ:30ZX6P7VF8VOSYXBC1WBAAAVLM7J2D,initialized,0,,1522953068664
A13BVA9N28CNKQ:30ZX6P7VF8VOSYXBC1WBAAAVLM7J2D,window_resize,0,"[1024, 721]",1522953068664
A13BVA9N28CNKQ:30ZX6P7VF8VOSYXBC1WBAAAVLM7J2D,window_resize,340,"[1024, 721]",1522953069004
A13BVA9N28CNKQ:30ZX6P7VF8VOSYXBC1WBAAAVLM7J2D,window_resize,52298,"[1366, 677]",1522953121302
A13V95MSIU0JN3:3WYP994K17R25OBBL39HAA6VEUEY6X,initialized,0,,1522885305970
A13V95MSIU0JN3:3WYP994K17R25OBBL39HAA6VEUEY6X,window_resize,0,"[1028, 778]",1522885305970
A13V95MSIU0JN3:3WYP994K17R25OBBL39HAA6VEUEY6X,window_resize,358,"[1028, 778]",1522885306328
A13V95MSIU0JN3:3WYP994K17R25OBBL39HAA6VEUEY6X,focus,72713,off,1522885379041
A13V95MSIU0JN3:3WYP994K17R25OBBL39HAA6VEUEY6X,focus,0,on,1522885379041
