action_times,actions,button_pressed,correct,delays,information_used_correctly,key_press,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,,32.0,,,,,,,5436,,,1032782,,,text,,0
,,,,,,32.0,,,,,,,4047,,,1122652,,,text,,1
,,,,,,32.0,,,,,,,6759,,,1038023,,,text,,2
,,,,,,32.0,,,,,,,5172,,,747949,,,text,,3
,,,,,,32.0,,,,,,,8353,,,1096140,,,text,,4
,,,,,,32.0,,,,,,,8260,,,911507,,,text,,5
,,,,,,32.0,,,,,,,5320,,,733022,,,text,,6
,,,,,,32.0,,,,,,,3099,,,882371,,,text,,7
,,,,,,32.0,,,,,,,5544,,,1260387,,,text,,8
,,,,,,32.0,,,,,,,4441,,,888249,,,text,,9
,,,,,,32.0,,,,,,,2729,,,986899,,,text,,10
,,,,,,32.0,,,,,,,10156,,,998134,,,text,,11
,,,,,,32.0,,,,,,,6374,,,1020668,,,text,,12
,,,,,,32.0,,,,,,,6730,,,814748,,,text,,13
,,,,,,32.0,,,,,,,6527,,,828799,,,text,,14
,,,,,,32.0,,,,,,,2587,,,823939,,,text,,15
,,,,,,32.0,,,,,,,4893,,,1148583,,,text,,16
,,,,,,32.0,,,,,,,4331,,,969229,,,text,,17
,,,,,,32.0,,,,,,,7942,,,1045324,,,text,,18
,,,,,,32.0,,,,,,,3937,,,853148,,,text,,19
,,,,,,32.0,,,,,,,8012,,,1306581,,,text,,21
,,,,,,32.0,,,,,,,12329,,,882083,,,text,,22
,,,,,,32.0,,,,,,,14570,,,1163612,,,text,,23
,,,,,,32.0,,,,,,,4365,,,1030931,,,text,,24
,,,,,,32.0,,,,,,,6084,,,1124634,,,text,,26
,,,,,,32.0,,,,,,,6046,,,1114120,,,text,,27
,,,,,,32.0,,,,,,,3823,,,1343357,,,text,,28
,,,,,,32.0,,,,,,,8896,,,985992,,,text,,29
,,,,,,32.0,,,,,,,31382,,,1121159,,,text,,30
,,,,,,32.0,,,,,,,5488,,,796644,,,text,,31
,,,,,,32.0,,,,,,,12733,,,985094,,,text,,32
,,,,,,32.0,,,,,,,6021,,,815850,,,text,,33
,,,,,,32.0,,,,,,,16612,,,961227,,,text,,34
,,,,,,32.0,,,,,,,5940,,,825004,,,text,,35
,,,,,,32.0,,,,,,,4781,,,786153,,,text,,36
