action_times,actions,button_pressed,correct,delays,information_used_correctly,key_press,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[8351, 35167, 47831]","[u'right', u'right', u'up']",,,"[3, 0, 0]","[True, True, True]",,"[u'1', 2, 6, 10]","[False, False, False]","[True, False, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'10', u'11'], u'time': [2366, 3536, 4440, 5256, 45217, 46127]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8349, 4402, 11640]",8.0,,251131,1.0,12.0,mouselab-mdp,,0
"[8432, 34032, 40723]","[u'down', u'down', u'right']",,,"[1, 1, 0]","[True, True, True]",,"[u'1', 5, 9, 17]","[False, False, False]","[True, True, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'9', u'17', u'16'], u'time': [1939, 3146, 3914, 4667, 32644, 38521, 39289]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8432, 5512, 4165]",8.0,,327593,2.0,3.0,mouselab-mdp,,0
"[8167, 32563, 37436]","[u'right', u'right', u'up']",,,"[4, 0, 0]","[False, True, True]",,"[u'1', 2, 6, 10]","[False, False, False]","[True, False, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'6', u'10', u'11'], u'time': [1557, 2813, 4837, 5629, 6733, 35526, 36253]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8167, 1370, 3864]",3.0,,463284,3.0,9.0,mouselab-mdp,,0
"[11617, 35760, 41099]","[u'right', u'right', u'up']",,,"[2, 1, 0]","[False, True, True]",,"[u'1', 2, 6, 10]","[False, False, False]","[True, True, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3', u'5', u'6', u'10', u'11'], u'time': [3363, 5497, 6209, 8038, 34673, 39176, 39880]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11617, 2968, 2814]",8.0,,537654,4.0,11.0,mouselab-mdp,,0
"[4806, 29383, 34362]","[u'down', u'down', u'left']",,,"[3, 0, 0]","[False, True, True]",,"[u'1', 5, 9, 16]","[False, False, False]","[True, False, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'17', u'16'], u'time': [1170, 2089, 2880, 3529, 32537, 33312]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4806, 1678, 3882]",10.0,,629844,5.0,4.0,mouselab-mdp,,0
"[5444, 26572, 32002]","[u'left', u'left', u'up']",,,"[2, 0, 0]","[False, True, True]",,"[u'1', 4, 8, 14]","[False, False, False]","[True, False, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'5', u'2', u'4', u'14', u'15'], u'time': [1206, 2157, 2966, 3637, 30095, 30813]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5443, 188, 4381]",6.0,,711541,6.0,0.0,mouselab-mdp,,0
"[16460, 41276, 45387]","[u'down', u'down', u'right']",,,"[4, 0, 0]","[True, True, True]",,"[u'1', 5, 9, 17]","[False, False, False]","[True, False, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'6', u'7', u'8', u'9', u'17', u'16'], u'time': [2134, 3421, 4278, 5037, 8766, 9566, 10460, 14349, 43301, 43956]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16459, 1215, 3018]",2.0,,788294,7.0,5.0,mouselab-mdp,,0
"[21138, 50994, 55087]","[u'left', u'left', u'up']",,,"[5, 2, 0]","[False, True, True]",,"[u'1', 4, 8, 14]","[False, False, False]","[True, True, False]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'7', u'8', u'9', u'6', u'12', u'14', u'15'], u'time': [2248, 3423, 4287, 4959, 5831, 6831, 8135, 9286, 12391, 17239, 49321]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21138, 3922, 690]",-5.0,,868070,8.0,10.0,mouselab-mdp,,0
"[5822, 23903, 29209]","[u'right', u'right', u'up']",,,"[0, 0, 0]","[True, True, True]",,"[u'1', 2, 6, 10]","[False, False, False]","[True, False, True]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'10', u'11'], u'time': [3505, 27521, 28177]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5822, 5, 4264]",12.0,,954156,9.0,2.0,mouselab-mdp,,0
"[5971, 29239, 32358]","[u'right', u'right', u'up']",,,"[2, 0, 0]","[True, True, True]",,"[u'1', 2, 6, 10]","[False, False, False]","[True, False, False]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2'], u'time': [2505, 3352, 4056, 4600]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5970, 1041, 2032]",10.0,,1026342,10.0,13.0,mouselab-mdp,,0
"[5207, 8670, 13635]","[u'up', u'up', u'right']",,,[],[],,"[u'1', 3, 7, 13]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'5', u'13', u'12'], u'time': [1316, 2628, 3315, 3978, 11788, 12516]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5207, 2968, 4464]",10.0,,1082841,11.0,15.0,mouselab-mdp,,0
