PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,test_idx,time_limit,version
none,0.43,0.01,True,1,24,4,False,after_each_move,1.0,none,205,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",43.0,"[7, 3, 12, 15, 10, 5]",True,1.6
featureBased,2.75,0.01,True,3,24,4,True,after_each_move,0.25,full,206,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",274.5,"[6, 3, 14, 13, 2, 12]",True,1.6
featureBased,2.99,0.01,True,3,24,4,True,after_each_move,0.25,full,207,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",298.75,"[14, 13, 2, 3, 12, 8]",True,1.6
none,1.28,0.01,True,2,24,4,False,after_each_move,4.0,none,208,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",128.0,"[3, 4, 12, 9, 2, 11]",True,1.6
objectLevel,3.14,0.01,True,6,24,4,True,after_each_move,0.25,full,209,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",314.25,"[0, 6, 5, 7, 8, 9]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,210,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-48.0,"[6, 12, 9, 0, 8, 15]",True,1.6
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,211,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-104.0,"[10, 5, 3, 13, 14, 2]",True,1.6
none,0.94,0.01,True,1,24,4,False,after_each_move,1.0,none,212,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",94.0,"[13, 14, 3, 11, 12, 7]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,213,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-80.0,"[10, 8, 11, 14, 15, 13]",True,1.6
none,2.29,0.01,True,1,24,4,False,after_each_move,1.0,none,214,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",229.0,"[1, 14, 2, 7, 10, 0]",True,1.6
none,0.0,0.01,False,1,24,4,False,after_each_move,1.0,none,215,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",,,True,1.6
none,0.0,0.01,False,1,24,4,False,after_each_move,1.0,none,216,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",,,True,1.6
featureBased,0.44,0.01,True,5,24,4,True,after_each_move,4.0,full,217,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",44.0,"[9, 12, 15, 5, 10, 2]",True,1.6
objectLevel,3.51,0.01,True,6,24,4,True,after_each_move,0.25,full,218,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",351.25,"[12, 0, 7, 5, 6, 3]",True,1.6
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.25,full,219,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",,,True,1.6
none,0.24,0.01,True,2,24,4,False,after_each_move,4.0,none,220,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",24.0,"[15, 1, 0, 4, 2, 10]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,221,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-52.0,"[8, 6, 5, 3, 12, 7]",True,1.6
objectLevel,1.2,0.01,True,8,24,4,True,after_each_move,4.0,full,222,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",120.0,"[5, 12, 3, 0, 11, 2]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,223,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-160.0,"[7, 9, 4, 13, 0, 15]",True,1.6
none,3.18,0.01,True,0,24,4,False,after_each_move,0.25,none,224,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",318.25,"[7, 1, 6, 5, 10, 2]",True,1.6
none,0.0,0.01,False,2,24,4,False,after_each_move,4.0,none,225,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",,,True,1.6
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,226,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-148.0,"[11, 1, 2, 9, 6, 8]",True,1.6
objectLevel,2.17,0.01,True,7,24,4,True,after_each_move,1.0,full,227,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",217.0,"[14, 2, 10, 9, 11, 1]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,228,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-12.0,"[2, 4, 10, 8, 15, 7]",True,1.6
objectLevel,3.52,0.01,True,6,24,4,True,after_each_move,0.25,full,229,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",351.5,"[15, 10, 13, 9, 5, 12]",True,1.6
none,0.0,0.01,False,1,24,4,False,after_each_move,1.0,none,230,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",,,True,1.6
featureBased,0.95,0.01,True,3,24,4,True,after_each_move,0.25,full,231,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",94.5,"[5, 0, 7, 10, 6, 12]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,232,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-12.0,"[1, 0, 14, 11, 2, 9]",True,1.6
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,233,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",,,True,1.6
featureBased,2.23,0.01,True,4,24,4,True,after_each_move,1.0,full,234,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",223.0,"[2, 12, 1, 3, 13, 0]",True,1.6
none,0.0,0.01,False,0,24,4,False,after_each_move,0.25,none,235,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",,,True,1.6
featureBased,2.22,0.01,True,4,24,4,True,after_each_move,1.0,full,236,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",222.0,"[3, 11, 9, 14, 7, 6]",True,1.6
featureBased,2.13,0.01,True,4,24,4,True,after_each_move,1.0,full,237,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",213.0,"[6, 5, 4, 14, 8, 3]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,238,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-152.0,"[2, 9, 12, 13, 8, 11]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,239,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-52.0,"[3, 10, 7, 13, 9, 0]",True,1.6
featureBased,2.85,0.01,True,3,24,4,True,after_each_move,0.25,full,240,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",285.25,"[8, 5, 7, 11, 10, 9]",True,1.6
featureBased,2.89,0.01,True,3,24,4,True,after_each_move,0.25,full,241,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",288.5,"[11, 9, 10, 7, 4, 3]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,242,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-40.0,"[15, 8, 2, 0, 12, 14]",True,1.6
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.25,full,243,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",,,True,1.6
none,2.53,0.01,True,0,24,4,False,after_each_move,0.25,none,244,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",252.5,"[13, 11, 7, 5, 6, 4]",True,1.6
featureBased,3.41,0.01,True,3,24,4,True,after_each_move,0.25,full,245,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",341.25,"[11, 1, 13, 6, 12, 9]",True,1.6
none,0.0,0.01,True,1,24,4,False,after_each_move,1.0,none,246,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",-8.0,"[0, 5, 6, 7, 12, 10]",True,1.6
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.0,full,247,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",,,True,1.6
none,2.24,0.01,True,1,24,4,False,after_each_move,1.0,none,248,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",224.0,"[3, 4, 5, 1, 14, 2]",True,1.6
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.25,full,249,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",,,True,1.6
featureBased,0.48,0.01,True,5,24,4,True,after_each_move,4.0,full,250,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",48.0,"[1, 12, 3, 8, 11, 14]",True,1.6
objectLevel,3.45,0.01,True,6,24,4,True,after_each_move,0.25,full,251,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",344.75,"[10, 3, 6, 7, 5, 11]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,252,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-16.0,"[0, 14, 1, 3, 4, 7]",True,1.6
featureBased,1.03,0.01,True,4,24,4,True,after_each_move,1.0,full,253,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",103.0,"[7, 6, 13, 8, 5, 3]",True,1.6
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.25,full,254,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",,,True,1.6
featureBased,2.65,0.01,True,3,24,4,True,after_each_move,0.25,full,255,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",265.25,"[8, 7, 15, 0, 2, 5]",True,1.6
featureBased,2.44,0.01,True,4,24,4,True,after_each_move,1.0,full,256,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",244.0,"[11, 12, 14, 3, 2, 10]",True,1.6
none,2.79,0.01,True,0,24,4,False,after_each_move,0.25,none,257,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",278.75,"[11, 12, 2, 8, 1, 9]",True,1.6
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,258,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-48.0,"[14, 15, 5, 10, 6, 12]",True,1.6
featureBased,2.18,0.01,True,4,24,4,True,after_each_move,1.0,full,259,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",218.0,"[7, 13, 5, 11, 14, 15]",True,1.6
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,260,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-120.0,"[8, 6, 1, 11, 2, 14]",True,1.6
none,0.12,0.01,True,2,24,4,False,after_each_move,4.0,none,261,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",12.0,"[1, 0, 5, 10, 6, 2]",True,1.6
featureBased,2.32,0.01,True,4,24,4,True,after_each_move,1.0,full,262,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",232.0,"[9, 10, 8, 1, 2, 3]",True,1.6
objectLevel,1.36,0.01,True,8,24,4,True,after_each_move,4.0,full,263,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",136.0,"[6, 7, 8, 4, 2, 1]",True,1.6
none,2.44,0.01,True,1,24,4,False,after_each_move,1.0,none,264,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",244.0,"[14, 0, 10, 15, 3, 11]",True,1.6
objectLevel,1.63,0.01,True,7,24,4,True,after_each_move,1.0,full,265,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",163.0,"[7, 15, 4, 14, 10, 6]",True,1.6
objectLevel,3.45,0.01,True,6,24,4,True,after_each_move,0.25,full,266,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",344.75,"[1, 8, 4, 2, 7, 5]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,267,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-32.0,"[11, 13, 2, 6, 4, 8]",True,1.6
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,268,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-112.0,"[15, 6, 11, 3, 9, 0]",True,1.6
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,269,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-56.0,"[5, 9, 7, 13, 15, 3]",True,1.6
none,0.0,0.01,True,1,24,4,False,after_each_move,1.0,none,270,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",-7.0,"[2, 10, 15, 1, 0, 13]",True,1.6
featureBased,3.43,0.01,True,3,24,4,True,after_each_move,0.25,full,271,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",343.0,"[5, 6, 12, 10, 13, 8]",True,1.6
none,1.24,0.01,True,1,24,4,False,after_each_move,1.0,none,272,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",124.0,"[12, 7, 10, 6, 4, 9]",True,1.6
none,0.56,0.01,True,2,24,4,False,after_each_move,4.0,none,273,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",56.0,"[11, 15, 8, 3, 13, 1]",True,1.6
featureBased,0.08,0.01,True,5,24,4,True,after_each_move,4.0,full,274,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",8.0,"[1, 8, 2, 5, 4, 10]",True,1.6
featureBased,2.34,0.01,True,4,24,4,True,after_each_move,1.0,full,275,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",234.0,"[13, 8, 1, 7, 10, 6]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,276,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-72.0,"[5, 14, 7, 11, 2, 9]",True,1.6
none,3.47,0.01,True,0,24,4,False,after_each_move,0.25,none,277,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",347.0,"[12, 9, 15, 8, 13, 0]",True,1.6
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.0,full,278,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",-16.0,"[14, 11, 1, 12, 0, 7]",True,1.6
objectLevel,0.0,0.01,True,6,24,4,True,after_each_move,0.25,full,279,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",-36.0,"[11, 7, 6, 8, 3, 0]",True,1.6
none,0.72,0.01,True,1,24,4,False,after_each_move,1.0,none,280,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",72.0,"[8, 6, 15, 3, 7, 10]",True,1.6
none,3.57,0.01,True,0,24,4,False,after_each_move,0.25,none,281,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",357.25,"[1, 3, 15, 9, 14, 10]",True,1.6
featureBased,3.26,0.01,True,3,24,4,True,after_each_move,0.25,full,282,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",325.5,"[2, 9, 15, 5, 6, 12]",True,1.6
none,1.22,0.01,True,1,24,4,False,after_each_move,1.0,none,283,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",122.0,"[13, 6, 12, 10, 0, 5]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,284,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-8.0,"[15, 10, 7, 14, 2, 1]",True,1.6
objectLevel,1.35,0.01,True,7,24,4,True,after_each_move,1.0,full,285,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",135.0,"[2, 7, 6, 10, 8, 0]",True,1.6
none,0.48,0.01,True,0,24,4,False,after_each_move,0.25,none,286,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",48.0,"[3, 14, 7, 2, 10, 1]",True,1.6
none,0.64,0.01,True,2,24,4,False,after_each_move,4.0,none,287,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",64.0,"[11, 7, 12, 9, 1, 5]",True,1.6
objectLevel,1.1,0.01,True,7,24,4,True,after_each_move,1.0,full,288,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",110.0,"[2, 10, 11, 7, 6, 8]",True,1.6
none,0.08,0.01,True,1,24,4,False,after_each_move,1.0,none,289,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",8.0,"[12, 15, 11, 6, 4, 9]",True,1.6
featureBased,1.83,0.01,True,4,24,4,True,after_each_move,1.0,full,290,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",183.0,"[10, 15, 13, 2, 14, 0]",True,1.6
featureBased,0.36,0.01,True,5,24,4,True,after_each_move,4.0,full,291,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",36.0,"[6, 0, 14, 15, 12, 10]",True,1.6
none,2.23,0.01,True,1,24,4,False,after_each_move,1.0,none,292,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",223.0,"[14, 10, 0, 2, 12, 3]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,293,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-36.0,"[14, 12, 7, 4, 0, 11]",True,1.6
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,294,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",,,True,1.6
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,295,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",,,True,1.6
none,2.14,0.01,True,1,24,4,False,after_each_move,1.0,none,296,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",214.0,"[1, 12, 4, 11, 3, 7]",True,1.6
objectLevel,3.7,0.01,True,6,24,4,True,after_each_move,0.25,full,297,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",370.0,"[15, 12, 3, 6, 4, 10]",True,1.6
none,0.19,0.01,True,1,24,4,False,after_each_move,1.0,none,298,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",19.0,"[10, 0, 13, 2, 15, 4]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,299,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-120.0,"[3, 11, 9, 13, 10, 6]",True,1.6
none,0.0,0.01,False,1,24,4,False,after_each_move,1.0,none,300,"[1.9484115264310722, 0.4288647055137153, 0.269370854918958, 0.44258532182537325, 0.9912367388407017]",,,True,1.6
objectLevel,3.51,0.01,True,6,24,4,True,after_each_move,0.25,full,301,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",351.0,"[11, 0, 9, 8, 7, 13]",True,1.6
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,302,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-44.0,"[14, 4, 2, 12, 5, 11]",True,1.6
none,2.54,0.01,True,0,24,4,False,after_each_move,0.25,none,303,"[2.3252393134113225, 0.09975155227317743, 0.08032182729437333, 0.8450937421220647, 0.997435322775085]",253.75,"[6, 10, 12, 1, 3, 14]",True,1.6
none,0.12,0.01,True,2,24,4,False,after_each_move,4.0,none,304,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",12.0,"[6, 7, 3, 12, 1, 4]",True,1.6
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,305,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-48.0,"[4, 3, 12, 15, 1, 14]",True,1.6
