,pid,info_cost,PR_type,message,trial_index,trial_id,delays,score,n_click,clicks,click_times,path,action_times
0,0,0.25,objectLevel,full,1,1.0,[0],35.75,1,[5],[4687],"[1, 6, 8]","[6674, 8082, 10311]"
1,0,0.25,objectLevel,full,2,11.0,[0],11.5,2,"[9, 5]","[1565, 3802]","[1, 14, 15]","[5275, 7427, 9284]"
2,0,0.25,objectLevel,full,3,3.0,[0],-5.0,4,"[5, 13, 9, 1]","[1269, 2251, 2862, 3626]","[1, 10, 11]","[5104, 9123, 13606]"
3,0,0.25,objectLevel,full,4,6.0,[0],26.75,5,"[9, 5, 1, 13, 10]","[2067, 3001, 3543, 4205, 5397]","[1, 10, 12]","[7227, 9004, 10132]"
4,0,0.25,objectLevel,full,5,14.0,[12],16.5,14,"[5, 6, 7, 8, 14, 16, 15, 11, 12, 10, 2, 3, 4, 1]","[1543, 2400, 3057, 3810, 4820, 5250, 5835, 7042, 8080, 9049, 10209, 10760, 11347, 11924]","[1, 2, 4]","[13393, 26493, 27765]"
5,0,0.25,objectLevel,full,6,7.0,[0],24.5,14,"[5, 8, 6, 7, 13, 14, 16, 15, 10, 9, 1, 2, 3, 4]","[1821, 2761, 3244, 4073, 5110, 5542, 6419, 7156, 8219, 8791, 10468, 10920, 11763, 12355]","[1, 14, 16]","[16866, 17864, 18697]"
6,0,0.25,objectLevel,full,7,4.0,[0],25.5,10,"[5, 13, 1, 9, 6, 8, 7, 14, 16, 15]","[3205, 4382, 5140, 6026, 6866, 7846, 8721, 9463, 9897, 10485]","[1, 6, 7]","[12160, 12894, 14561]"
7,0,0.25,objectLevel,full,8,5.0,[0],25.5,10,"[5, 9, 13, 1, 2, 4, 3, 10, 12, 11]","[1440, 2366, 2912, 3451, 4034, 4522, 5066, 5895, 6360, 7138]","[1, 10, 12]","[9169, 9905, 10667]"
8,0,0.25,objectLevel,full,9,15.0,[0],34.5,6,"[5, 13, 9, 1, 10, 12]","[1592, 2468, 3140, 3691, 4819, 5224]","[1, 10, 12]","[6790, 7451, 8129]"
9,0,0.25,objectLevel,full,10,10.0,[0],25.5,10,"[5, 9, 13, 1, 4, 14, 16, 15, 12, 10]","[3062, 4428, 5000, 5512, 6262, 7006, 7604, 8306, 9300, 9996]","[1, 10, 12]","[11173, 11947, 12627]"
