p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,,109053,,109054,,,instructions,"[{""page_index"":0,""viewing_time"":33561},{""page_index"":1,""viewing_time"":33086},{""page_index"":2,""viewing_time"":17492},{""page_index"":3,""viewing_time"":24913}]",0
,,,,,,,,,,,,,,,457221,,457226,,,instructions,"[{""page_index"":0,""viewing_time"":152531},{""page_index"":1,""viewing_time"":109204},{""page_index"":2,""viewing_time"":128770},{""page_index"":3,""viewing_time"":66713}]",1
,,,,,,,,,,,,,,,35151,,634756,,,instructions,"[{""page_index"":0,""viewing_time"":9729},{""page_index"":1,""viewing_time"":10984},{""page_index"":2,""viewing_time"":12515},{""page_index"":3,""viewing_time"":1920}]",1
,,,,,,,,,,,,,,,196711,,196714,,,instructions,"[{""page_index"":0,""viewing_time"":75444},{""page_index"":1,""viewing_time"":66564},{""page_index"":2,""viewing_time"":35443},{""page_index"":3,""viewing_time"":19259}]",2
,,,,,,,,,,,,,,,286427,,286428,,,instructions,"[{""page_index"":0,""viewing_time"":232177},{""page_index"":1,""viewing_time"":14278},{""page_index"":2,""viewing_time"":26661},{""page_index"":3,""viewing_time"":13309}]",3
,,,,,,,,,,,,,,,138469,,138469,,,instructions,"[{""page_index"":0,""viewing_time"":33619},{""page_index"":1,""viewing_time"":54112},{""page_index"":2,""viewing_time"":33643},{""page_index"":3,""viewing_time"":17094}]",4
,,,,,,,,,,,,,,,245663,,245663,,,instructions,"[{""page_index"":0,""viewing_time"":143422},{""page_index"":1,""viewing_time"":57576},{""page_index"":2,""viewing_time"":44663}]",5
,,,,,,,,,,,,,,,131112,,131113,,,instructions,"[{""page_index"":0,""viewing_time"":40263},{""page_index"":1,""viewing_time"":72207},{""page_index"":2,""viewing_time"":9921},{""page_index"":3,""viewing_time"":8720}]",6
,,,,,,,,,,,,,,,25198,,189536,,,instructions,"[{""page_index"":0,""viewing_time"":14783},{""page_index"":1,""viewing_time"":4096},{""page_index"":2,""viewing_time"":4439},{""page_index"":3,""viewing_time"":1879}]",6
,,,,,,,,,,,,,,,90461,,90463,,,instructions,"[{""page_index"":0,""viewing_time"":22469},{""page_index"":1,""viewing_time"":26648},{""page_index"":2,""viewing_time"":28303},{""page_index"":3,""viewing_time"":13041}]",7
,,,,,,,,,,,,,,,254361,,254362,,,instructions,"[{""page_index"":0,""viewing_time"":115135},{""page_index"":1,""viewing_time"":25900},{""page_index"":2,""viewing_time"":30104},{""page_index"":3,""viewing_time"":83218}]",8
,,,,,,,,,,,,,,,6292,,367068,,,instructions,"[{""page_index"":0,""viewing_time"":3405},{""page_index"":1,""viewing_time"":1410},{""page_index"":2,""viewing_time"":684},{""page_index"":3,""viewing_time"":793}]",8
,,,,,,,,,,,,,,,60024,,60025,,,instructions,"[{""page_index"":0,""viewing_time"":27210},{""page_index"":1,""viewing_time"":21974},{""page_index"":2,""viewing_time"":10839}]",9
,,,,,,,,,,,,,,,31668,,120430,,,instructions,"[{""page_index"":0,""viewing_time"":5066},{""page_index"":1,""viewing_time"":22344},{""page_index"":2,""viewing_time"":4257}]",9
,,,,,,,,,,,,,,,153863,,153864,,,instructions,"[{""page_index"":0,""viewing_time"":50119},{""page_index"":1,""viewing_time"":51496},{""page_index"":2,""viewing_time"":23423},{""page_index"":3,""viewing_time"":28825}]",10
