action_times,actions,button_pressed,correct,delays,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[4309, 21053, 29413]","[u'up', u'up', u'left']",,,"[9, 3, 3]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'3', u'7', u'12'], u'time': [1089, 2318, 19721, 28114]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4309, 2863, 3177]",25.8,,910770,4.0,9.0,mouselab-mdp,,1
"[6449, 16442, 29776]","[u'left', u'left', u'up']",,,"[4, 0, 4]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'14'], u'time': [3597, 28306]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6447, 1695, 11959]",4.4,,973082,5.0,6.0,mouselab-mdp,,1
"[1360, 5064, 11463]","[u'up', u'up', u'right']",,,"[0, 0, 4]","[1, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13'], u'time': [10428]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1360, 20, 5008]",32.2,,1030818,6.0,8.0,mouselab-mdp,,1
"[6266, 23954, 25347]","[u'down', u'down', u'right']",,,"[12, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'14', u'17'], u'time': [2890, 4450]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6265, 528, 29]",36.4,,1114330,7.0,4.0,mouselab-mdp,,1
"[7635, 18739, 20131]","[u'left', u'left', u'down']",,,"[6, 0, 0]","[1, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'14'], u'time': [3403]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7633, 453, 8]",11.2,,1195712,8.0,1.0,mouselab-mdp,,1
"[4745, 8558, 10033]","[u'down', u'down', u'left']",,,"[0, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4743, 7, 43]",-2.0,,1248307,9.0,10.0,mouselab-mdp,,1
"[1401, 5084, 9617]","[u'right', u'right', u'down']",,,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1401, 5, 3147]",0.0,,1298547,10.0,3.0,mouselab-mdp,,1
"[608, 4409, 7832]","[u'up', u'up', u'right']",,,"[0, 0, 0]","[1, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[608, 109, 1803]",1.0,,1355572,11.0,5.0,mouselab-mdp,,1
"[3770, 13151, 71362]","[u'down', u'down', u'right']",,,"[0, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'17', u'16'], u'time': [23976, 29045]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3770, 5496, 56772]",4.4,,1432515,12.0,0.0,mouselab-mdp,,1
"[31400, 34074, 35399]","[u'up', u'up', u'left']",,,"[0, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'7', u'9', u'8', u'14', u'15', u'12', u'13'], u'time': [8811, 9710, 10609, 11397, 13725, 14816, 18159, 20858, 21476, 22501, 23310]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[31400, 3, 714]",36.89,,429507,1.0,9.0,mouselab-mdp,,2
"[8645, 23581, 24781]","[u'up', u'up', u'left']",,,"[2, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'12', u'13', u'5', u'9'], u'time': [1626, 2773, 4484, 18636, 20234, 20797]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8645, 11092, 193]",40.94,,489024,2.0,8.0,mouselab-mdp,,2
"[17521, 20056, 22113]","[u'down', u'down', u'right']",,,"[0, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'6', u'10', u'11', u'7', u'13', u'12', u'9', u'17', u'16'], u'time': [1328, 2430, 3127, 3926, 5647, 6649, 7695, 9416, 10047, 10768, 12476, 13173, 13826]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17521, 3, 1504]",33.87,,539174,3.0,7.0,mouselab-mdp,,2
"[16438, 19128, 20902]","[u'down', u'down', u'left']",,,"[0, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'5', u'4', u'2', u'9', u'17', u'16', u'7', u'12', u'13'], u'time': [1192, 2069, 5917, 6625, 8211, 8820, 9629, 11272, 12183, 12836]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16438, 3, 1158]",45.9,,610892,4.0,1.0,mouselab-mdp,,2
"[18995, 21899, 23643]","[u'right', u'right', u'up']",,,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'3', u'4', u'2', u'9', u'6', u'7', u'17', u'16', u'10', u'11', u'8', u'14', u'15'], u'time': [1183, 1957, 2665, 3982, 5546, 6491, 7448, 9202, 9877, 10664, 11306, 14557, 14973, 15480]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18995, 4, 1183]",33.86,,669522,5.0,3.0,mouselab-mdp,,2
"[16489, 27345, 28585]","[u'right', u'right', u'up']",,,"[4, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'6', u'10', u'11', u'7', u'13', u'12', u'8', u'14', u'15'], u'time': [1376, 1960, 2657, 3153, 3974, 4649, 5324, 6077, 6516, 7372, 8890, 9284, 14438]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16489, 4182, 671]",21.87,,725672,6.0,10.0,mouselab-mdp,,2
"[21089, 23714, 24833]","[u'right', u'right', u'down']",,,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'5', u'2', u'4', u'9', u'17', u'16', u'7', u'13', u'12', u'8', u'14', u'15', u'6', u'10', u'11'], u'time': [1209, 2029, 2693, 3785, 4730, 5461, 8116, 10006, 11018, 11694, 12560, 12998, 13494, 14686, 15642, 16407]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21089, 3, 619]",37.84,,777550,7.0,6.0,mouselab-mdp,,2
"[11530, 14713, 16449]","[u'down', u'down', u'right']",,,"[0, 0, 2]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'8', u'14', u'15', u'9', u'17', u'16', u'6'], u'time': [1017, 1984, 2491, 3041, 3975, 4856, 5426, 6495, 6979, 24316, 26554]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11530, 532, 1052]",41.89,,836387,8.0,4.0,mouselab-mdp,,2
"[18638, 54645, 56184]","[u'down', u'down', u'right']",,,"[15, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'4', u'9', u'16', u'17'], u'time': [41030, 41952, 43673, 48803, 49467, 50153]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18638, 19261, 3]",9.94,,904473,9.0,0.0,mouselab-mdp,,2
"[16433, 19373, 22985]","[u'left', u'left', u'up']",,,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'6', u'8', u'9', u'7', u'10', u'11', u'15', u'14'], u'time': [1879, 2778, 3453, 4015, 5231, 6130, 6840, 7863, 10147, 10687, 11789, 12419]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16433, 3, 2982]",33.88,,955543,10.0,5.0,mouselab-mdp,,2
"[13257, 16441, 18272]","[u'right', u'right', u'up']",,,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'6', u'8', u'9', u'10', u'11', u'14', u'15'], u'time': [1553, 2047, 2564, 3172, 4353, 5265, 6075, 7233, 8043, 9101, 9978]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13257, 152, 1209]",33.89,,1006973,11.0,2.0,mouselab-mdp,,2
"[13565, 19189, 23949]","[u'right', u'right', u'down']",,,"[1, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'5', u'4', u'6', u'10', u'11', u'9', u'17', u'16', u'7', u'13', u'12'], u'time': [1413, 2043, 2683, 3268, 4562, 4978, 5686, 8680, 9107, 9602, 10626, 11053, 11570]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13565, 1895, 4209]",37.87,,1069435,12.0,11.0,mouselab-mdp,,2
"[36636, 116292, 132468]","[u'right', u'right', u'up']",,,"[53, 9, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'4', u'3', u'5', u'9', u'17', u'1'], u'time': [4096, 9990, 11677, 15893, 20679, 22469, 24533, 25461, 26612, 102709]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[36635, 21169, 5796]",-20.0,,255713,1.0,7.0,mouselab-mdp,,3
"[10951, 27511, 30910]","[u'right', u'right', u'down']",,,"[9, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2'], u'time': [5432, 8168]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10951, 3816, 2222]",32.4,,316826,2.0,11.0,mouselab-mdp,,3
"[7234, 16083, 19027]","[u'up', u'up', u'right']",,,"[4, 0, 0]","[1, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3'], u'time': [3276]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7234, 1472, 1778]",-1.8,,371098,3.0,5.0,mouselab-mdp,,3
"[4362, 13675, 16739]","[u'left', u'left', u'up']",,,"[4, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4'], u'time': [2067]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4361, 1971, 1900]",7.2,,425409,4.0,8.0,mouselab-mdp,,3
"[9979, 27987, 30483]","[u'up', u'up', u'left']",,,"[13, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3'], u'time': [3466, 5434, 7490]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9979, 909, 1285]",-11.4,,489585,5.0,0.0,mouselab-mdp,,3
"[6983, 20631, 26102]","[u'left', u'left', u'down']",,,"[9, 0, 0]","[1, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'4', u'8'], u'time': [3224, 4943, 66805]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6983, 911, 4303]",19.6,,558633,6.0,9.0,mouselab-mdp,,3
"[5991, 18535, 23591]","[u'up', u'up', u'right']",,,"[8, 0, 0]","[1, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3'], u'time': [4064]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5991, 794, 3881]",6.2,,616730,7.0,6.0,mouselab-mdp,,3
"[6715, 20892, 23660]","[u'down', u'down', u'left']",,,"[9, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'5'], u'time': [3677, 5124]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6715, 1450, 1589]",8.4,,675722,8.0,4.0,mouselab-mdp,,3
"[6335, 19975, 21806]","[u'down', u'down', u'right']",,,"[9, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'5'], u'time': [2959, 4447]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6335, 817, 652]",-1.6,,736970,9.0,2.0,mouselab-mdp,,3
"[5167, 13216, 15656]","[u'right', u'right', u'down']",,,"[4, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2'], u'time': [3169]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5167, 615, 1281]",7.2,,791378,10.0,10.0,mouselab-mdp,,3
"[2750, 11390, 15214]","[u'down', u'down', u'right']",,,"[4, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5'], u'time': [1135]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2750, 1225, 2667]",-2.8,,845754,11.0,3.0,mouselab-mdp,,3
"[5418, 15019, 22114]","[u'up', u'up', u'left']",,,"[4, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3'], u'time': [3892]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5418, 2071, 5912]",18.2,,901938,12.0,1.0,mouselab-mdp,,3
"[9259, 19542, 22683]","[u'left', u'left', u'down']",,,"[4, 0, 0]","[1, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'5'], u'time': [2618, 6835]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9258, 2858, 2020]",10.8,,708672,1.0,1.0,mouselab-mdp,,4
"[1565, 10352, 11571]","[u'up', u'up', u'left']",,,"[5, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1565, 1149, 5]",41.0,,763839,2.0,8.0,mouselab-mdp,,4
"[950, 10234, 11633]","[u'right', u'right', u'up']",,,"[5, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[950, 1246, 5]",22.0,,818269,3.0,10.0,mouselab-mdp,,4
"[1543, 9733, 10884]","[u'down', u'down', u'left']",,,"[5, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1543, 410, 2]",2.0,,877944,4.0,9.0,mouselab-mdp,,4
