A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,initialized,0,,1524002076566
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,window_resize,0,"[922, 686]",1524002076566
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,focus,68,on,1524002076634
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,window_resize,196,"[922, 686]",1524002076830
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,focus,107652,on,1524002184482
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,focus,0,off,1524002184482
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,window_resize,4,"[1920, 980]",1524002184486
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,focus,4322,on,1524002188808
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,window_resize,970,"[922, 686]",1524002189778
A0450532L5P3GX6JEY8C:32EYX73OY09EAYPQ3QFQIKREFMPRUL,window_resize,516,"[1920, 980]",1524002190294
A10M4SVDCER758:32AT8R96GL9QBDP3IFFV8UWA1PVUS1,initialized,0,,1524004930304
A10M4SVDCER758:32AT8R96GL9QBDP3IFFV8UWA1PVUS1,window_resize,0,"[1024, 768]",1524004930304
A10M4SVDCER758:32AT8R96GL9QBDP3IFFV8UWA1PVUS1,window_resize,285,"[1024, 768]",1524004930589
A119S66722ZWOW:3NC5L260MOMMU30KG93N2PL6UCPFO0,initialized,0,,1523999147977
A119S66722ZWOW:3NC5L260MOMMU30KG93N2PL6UCPFO0,window_resize,0,"[1024, 768]",1523999147977
A119S66722ZWOW:3NC5L260MOMMU30KG93N2PL6UCPFO0,window_resize,231,"[1024, 768]",1523999148208
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,initialized,0,,1523998946825
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,window_resize,0,"[1024, 768]",1523998946825
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,window_resize,294,"[1024, 768]",1523998947119
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,window_resize,107135,"[1024, 768]",1523999054254
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,window_resize,38628,"[1024, 768]",1523999092882
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,4927,off,1523999097809
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,4921,on,1523999102730
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,5562,off,1523999108292
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,151,on,1523999108443
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,54,off,1523999108497
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,5652,on,1523999114149
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,158,off,1523999114307
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,2813,on,1523999117120
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,288151,off,1523999405271
A12FCLCVIM2CL3:3GDTJDAPVUBPFL5LVFI40TFFC808M0,focus,2077,on,1523999407348
A12FQA7MZPXMB2:3SB4CE2TJVVESLX46K4R711890IXAB,initialized,0,,1523998576952
A12FQA7MZPXMB2:3SB4CE2TJVVESLX46K4R711890IXAB,window_resize,0,"[1024, 656]",1523998576952
A12FQA7MZPXMB2:3SB4CE2TJVVESLX46K4R711890IXAB,window_resize,318,"[1024, 656]",1523998577270
A12FQA7MZPXMB2:3SB4CE2TJVVESLX46K4R711890IXAB,focus,44375,off,1523998621645
A12FQA7MZPXMB2:3SB4CE2TJVVESLX46K4R711890IXAB,focus,1,on,1523998621646
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,initialized,0,,1524011406951
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,window_resize,0,"[1024, 732]",1524011406951
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,window_resize,274,"[1024, 732]",1524011407225
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,161616,off,1524011568841
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,212,on,1524011569053
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,28519,off,1524011597572
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,4700,on,1524011602272
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,2,off,1524011602274
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,212,on,1524011602486
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,1918,off,1524011604404
A15TM7050JAXO8:3QRYMNZ7FYHEVNI9AE8Z4402VCRNT2,focus,55501,on,1524011659905
A166F8N4LPYBR0:3A7Y0R2P2OOPTE080QH4004RZO5XJM,initialized,0,,1524008467085
A166F8N4LPYBR0:3A7Y0R2P2OOPTE080QH4004RZO5XJM,window_resize,0,"[1024, 721]",1524008467085
A166F8N4LPYBR0:3A7Y0R2P2OOPTE080QH4004RZO5XJM,window_resize,263,"[1024, 721]",1524008467348
A166F8N4LPYBR0:3A7Y0R2P2OOPTE080QH4004RZO5XJM,focus,11095,off,1524008478443
A166F8N4LPYBR0:3A7Y0R2P2OOPTE080QH4004RZO5XJM,focus,13217,on,1524008491660
A177TGXFNCV6KI:3NJM2BJS4W6XCRSB47Q1JJ5T75TCP5,initialized,0,,1524011916501
A177TGXFNCV6KI:3NJM2BJS4W6XCRSB47Q1JJ5T75TCP5,window_resize,0,"[1024, 721]",1524011916501
A177TGXFNCV6KI:3NJM2BJS4W6XCRSB47Q1JJ5T75TCP5,window_resize,317,"[1024, 721]",1524011916818
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,initialized,0,,1524007408062
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,window_resize,0,"[1024, 768]",1524007408062
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,window_resize,269,"[1024, 768]",1524007408331
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,focus,80381,off,1524007488712
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,focus,42157,on,1524007530869
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,focus,12312,off,1524007543181
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,focus,6044,on,1524007549225
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,focus,12788,off,1524007562013
A17LRY89BBPCUG:3KGTPGBS6XLX6E85O00PHCJ63V0U22,focus,3343,on,1524007565356
