pid,temp,p_error,logp,satisfice,prune,model,trial_idx
83,1e-10,0.48000000000000004,-9.298918473412808,5,-10,depth_first,0
83,1e-10,0.48000000000000004,-9.467055395214807,5,-30,breadth_first,0
83,1e-10,0.48000000000000004,-9.298918473412808,5,-10,progressive_deepening,0
83,10.0,0.26,-8.077035085760901,5,-10,best_first,0
83,1e-05,1.0,-11.947560950378174,,,optimal,0
83,1e-10,1.0,-11.947560950378174,,,random,0
83,1e-10,0.54,-19.459874361518423,15,-30,depth_first,1
83,1e-10,0.5800000000000001,-18.730042508372232,15,-30,breadth_first,1
83,1e-10,0.8,-21.379801202903305,15,-30,progressive_deepening,1
83,10.0,0.15000000000000002,-14.272729476423258,15,-30,best_first,1
83,2.44205309454865,0.01,-20.308008771039663,,,optimal,1
83,1e-10,1.0,-21.85901667256348,,,random,1
83,1e-10,0.63,-20.94370300403633,15,-30,depth_first,2
83,1e-10,0.65,-20.151128324914332,10,-30,breadth_first,2
83,1e-10,0.9,-22.419342942891756,15,-30,progressive_deepening,2
83,3.2374575428176398,0.24000000000000002,-15.269264322941352,15,-30,best_first,2
83,0.7906043210907702,0.01,-20.042027240130434,,,optimal,2
83,1e-10,1.0,-22.552163853123425,,,random,2
83,1e-10,0.73,-6.76883995007713,5,-30,depth_first,3
83,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,3
83,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,3
83,1e-05,0.73,-6.76883995007713,5,-30,best_first,3
83,1e-05,0.01,-3.4215794435813742,,,optimal,3
83,1e-10,1.0,-7.447751280047908,,,random,3
83,1e-10,0.73,-6.76883995007713,5,-30,depth_first,4
83,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,4
83,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,4
83,1e-05,0.73,-6.76883995007713,5,-30,best_first,4
83,1e-05,0.01,-3.4215794435813742,,,optimal,4
83,1e-10,1.0,-7.447751280047908,,,random,4
83,1e-10,1.0,-15.972912641113323,5,-30,depth_first,5
83,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,5
83,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,5
83,1e-05,1.0,-15.972912641113323,5,-30,best_first,5
83,1e-05,0.01,-6.629114438930426,,,optimal,5
83,1e-10,1.0,-15.972912641113323,,,random,5
83,1e-10,1.0,-15.972912641113323,5,-30,depth_first,6
83,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,6
83,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,6
83,1e-05,1.0,-15.972912641113323,5,-30,best_first,6
83,1e-05,0.21000000000000002,-11.149242609648264,,,optimal,6
83,1e-10,1.0,-15.972912641113323,,,random,6
83,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,7
83,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,7
83,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,7
83,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,7
83,1e-05,0.01,-4.8141660364000645,,,optimal,7
83,1e-10,1.0,-9.750336373041954,,,random,7
83,1e-10,0.9,-11.78121634810736,5,-30,depth_first,8
83,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,8
83,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,8
83,1e-05,0.9,-11.78121634810736,5,-30,best_first,8
83,1e-05,0.01,-5.91969082609729,,,optimal,8
83,1e-10,1.0,-11.947560950378174,,,random,8
83,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,9
83,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,9
83,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,9
83,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,9
83,1e-05,0.01,-4.8141660364000645,,,optimal,9
83,1e-10,1.0,-9.750336373041954,,,random,9
83,1e-10,0.55,-3.864301788447619,5,-30,depth_first,10
83,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,10
83,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,10
83,1e-05,0.55,-3.864301788447619,5,-30,best_first,10
83,1e-05,0.01,-1.8063675729911355,,,optimal,10
83,1e-10,1.0,-5.049856007249537,,,random,10
83,1e-10,1.0,-20.76040438389537,5,-30,depth_first,11
83,1e-10,1.0,-20.76040438389537,5,-30,breadth_first,11
83,1e-10,1.0,-20.76040438389537,5,-30,progressive_deepening,11
83,1e-05,1.0,-20.76040438389537,5,-30,best_first,11
83,1e-05,0.29000000000000004,-15.315575615873959,,,optimal,11
83,1e-10,1.0,-20.76040438389537,,,random,11
83,1e-10,1.0,-20.76040438389537,5,-30,depth_first,12
83,1e-10,1.0,-20.76040438389537,5,-30,breadth_first,12
83,1e-10,1.0,-20.76040438389537,5,-30,progressive_deepening,12
83,1e-05,1.0,-20.76040438389537,5,-30,best_first,12
83,1e-05,0.29000000000000004,-14.961043376847586,,,optimal,12
83,1e-10,1.0,-20.76040438389537,,,random,12
