pid,temp,p_error,logp,satisfice,prune,model,trial_idx
43,1e-10,0.78,-20.98010990026392,5,-30,depth_first,0
43,1e-10,1.0,-22.552163853123425,5,-30,breadth_first,0
43,1e-10,0.8200000000000001,-21.633860716260177,5,-30,progressive_deepening,0
43,10.0,0.9500000000000001,-22.518260269197224,5,-30,best_first,0
43,10.0,0.23,-22.539918650729298,,,optimal,0
43,1e-10,1.0,-22.552163853123425,,,random,0
43,1e-10,0.56,-19.30191662544095,10,-30,depth_first,1
43,1e-10,0.8200000000000001,-22.041799134266498,10,-30,breadth_first,1
43,1e-10,0.5800000000000001,-19.82845620633894,10,-30,progressive_deepening,1
43,10.0,0.6900000000000001,-21.37475578480158,10,-30,best_first,1
43,5.689866029018293,0.01,-20.75345826176112,,,optimal,1
43,1e-10,1.0,-22.552163853123425,,,random,1
43,1e-10,1.0,-15.972912641113323,5,-30,depth_first,2
43,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,2
43,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,2
43,1e-05,1.0,-15.972912641113323,5,-30,best_first,2
43,1e-05,0.21000000000000002,-11.149242609648264,,,optimal,2
43,1e-10,1.0,-15.972912641113323,,,random,2
43,1e-10,0.9500000000000001,-17.724125182398463,25,-30,depth_first,3
43,1e-10,0.9500000000000001,-17.724125182398463,25,-30,breadth_first,3
43,1e-10,0.9500000000000001,-17.724125182398463,25,-30,progressive_deepening,3
43,1e-05,0.86,-17.26351246033281,25,-30,best_first,3
43,1e-05,0.56,-16.197953155712643,,,optimal,3
43,1e-10,1.0,-17.76467211034138,,,random,3
43,1e-10,1.0,-21.85901667256348,5,-30,depth_first,4
43,1e-10,1.0,-21.85901667256348,5,-30,breadth_first,4
43,1e-10,1.0,-21.85901667256348,5,-30,progressive_deepening,4
43,1e-05,1.0,-21.85901667256348,5,-30,best_first,4
43,1.389495494373136,0.01,-21.073269739710227,,,optimal,4
43,1e-10,1.0,-21.85901667256348,,,random,4
43,1e-10,1.0,-19.37411002277548,5,-30,depth_first,5
43,1e-10,1.0,-19.37411002277548,5,-30,breadth_first,5
43,1e-10,1.0,-19.37411002277548,5,-30,progressive_deepening,5
43,1e-05,1.0,-19.37411002277548,5,-30,best_first,5
43,0.4498432668969444,0.01,-15.328320503016243,,,optimal,5
43,1e-10,1.0,-19.37411002277548,,,random,5
43,1e-10,1.0,-21.85901667256348,5,-30,depth_first,6
43,1e-10,0.98,-21.852496837883514,5,-30,breadth_first,6
43,1e-10,1.0,-21.85901667256348,5,-30,progressive_deepening,6
43,1e-05,1.0,-21.85901667256348,5,-30,best_first,6
43,4.291934260128778,0.01,-21.318549600261537,,,optimal,6
43,1e-10,1.0,-21.85901667256348,,,random,6
43,1e-10,1.0,-17.76467211034138,5,-30,depth_first,7
43,1e-10,1.0,-17.76467211034138,5,-30,breadth_first,7
43,1e-10,1.0,-17.76467211034138,5,-30,progressive_deepening,7
43,1e-05,1.0,-17.76467211034138,5,-30,best_first,7
43,0.2559547922699533,0.01,-11.293089639326288,,,optimal,7
43,1e-10,1.0,-17.76467211034138,,,random,7
43,1e-10,0.6,-8.398633456691682,5,-30,depth_first,8
43,1e-10,0.6,-8.398633456691682,5,-30,breadth_first,8
43,1e-10,0.6,-8.398633456691682,5,-30,progressive_deepening,8
43,1e-05,0.6,-8.398633456691682,5,-30,best_first,8
43,1e-05,0.55,-7.6218740390275,,,optimal,8
43,1e-10,1.0,-9.750336373041954,,,random,8
43,1e-10,0.9500000000000001,-13.983364371545422,5,-30,depth_first,9
43,1e-10,0.9500000000000001,-13.983364371545422,5,-30,breadth_first,9
43,1e-10,0.9500000000000001,-13.983364371545422,5,-30,progressive_deepening,9
43,1e-05,0.9500000000000001,-13.983364371545422,5,-30,best_first,9
43,0.2559547922699533,0.01,-9.667277440372743,,,optimal,9
43,1e-10,1.0,-14.02700249205801,,,random,9
43,1e-10,0.73,-6.76883995007713,5,-30,depth_first,10
43,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,10
43,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,10
43,1e-05,0.73,-6.76883995007713,5,-30,best_first,10
43,0.14563484775012445,0.01,-3.8879607191647616,,,optimal,10
43,1e-10,1.0,-7.447751280047908,,,random,10
43,1e-10,0.9,-11.78121634810736,5,-30,depth_first,11
43,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,11
43,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,11
43,1e-05,0.9,-11.78121634810736,5,-30,best_first,11
43,0.2559547922699533,0.01,-8.533901562821557,,,optimal,11
43,1e-10,1.0,-11.947560950378174,,,random,11
43,1e-10,1.0,-17.76467211034138,5,-30,depth_first,12
43,1e-10,1.0,-17.76467211034138,5,-30,breadth_first,12
43,1e-10,1.0,-17.76467211034138,5,-30,progressive_deepening,12
43,1e-05,1.0,-17.76467211034138,5,-30,best_first,12
43,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,12
43,1e-10,1.0,-17.76467211034138,,,random,12
43,1e-10,0.72,-11.09825419260578,5,-30,depth_first,13
43,1e-10,0.72,-11.09825419260578,5,-30,breadth_first,13
43,1e-10,0.72,-11.09825419260578,5,-30,progressive_deepening,13
43,1e-05,0.72,-11.09825419260578,5,-30,best_first,13
43,1e-05,0.46,-8.664514416006805,,,optimal,13
43,1e-10,1.0,-11.947560950378174,,,random,13
43,1e-10,1.0,-17.76467211034138,5,-30,depth_first,14
43,1e-10,1.0,-17.76467211034138,5,-30,breadth_first,14
43,1e-10,1.0,-17.76467211034138,5,-30,progressive_deepening,14
43,1e-05,1.0,-17.76467211034138,5,-30,best_first,14
43,1e-05,0.36000000000000004,-13.809292773656225,,,optimal,14
43,1e-10,1.0,-17.76467211034138,,,random,14
43,1e-10,0.91,-22.45523498092446,30,-30,depth_first,15
43,1e-10,1.0,-22.552163853123425,5,-30,breadth_first,15
43,1e-10,0.91,-22.45523498092446,30,-30,progressive_deepening,15
43,7.543120063354607,0.91,-22.49526243869391,30,-30,best_first,15
43,0.4498432668969444,0.01,-19.339469427564307,,,optimal,15
43,1e-10,1.0,-22.552163853123425,,,random,15
43,1e-10,1.0,-17.76467211034138,5,-30,depth_first,16
43,1e-10,1.0,-17.76467211034138,5,-30,breadth_first,16
43,1e-10,1.0,-17.76467211034138,5,-30,progressive_deepening,16
43,1e-05,1.0,-17.76467211034138,5,-30,best_first,16
43,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,16
43,1e-10,1.0,-17.76467211034138,,,random,16
43,1e-10,0.9,-11.78121634810736,5,-30,depth_first,17
43,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,17
43,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,17
43,1e-05,0.9,-11.78121634810736,5,-30,best_first,17
43,0.19306977288832497,0.01,-7.823310151729071,,,optimal,17
43,1e-10,1.0,-11.947560950378174,,,random,17
43,1e-10,1.0,-19.37411002277548,5,-30,depth_first,18
43,1e-10,1.0,-19.37411002277548,5,-30,breadth_first,18
43,1e-10,1.0,-19.37411002277548,5,-30,progressive_deepening,18
43,1e-05,1.0,-19.37411002277548,5,-30,best_first,18
43,0.2559547922699533,0.01,-15.197829713521825,,,optimal,18
43,1e-10,1.0,-19.37411002277548,,,random,18
43,1e-10,1.0,-15.972912641113323,5,-30,depth_first,19
43,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,19
43,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,19
43,1e-05,1.0,-15.972912641113323,5,-30,best_first,19
43,1e-05,0.01,-6.629114438930426,,,optimal,19
43,1e-10,1.0,-15.972912641113323,,,random,19
43,1e-10,1.0,-17.76467211034138,5,-30,depth_first,20
43,1e-10,1.0,-17.76467211034138,5,-30,breadth_first,20
