,pid,temp,p_error,logp,satisfice,prune,model,trial_idx,k,N,bic
5410,124,0.5963623316594636,0.01,-17.115565713486937,,,optimal,1,2,9,38.62558058164631
5417,124,1e-10,1.0,-21.85901667256348,,,random,2,0,11,43.71803334512696
5423,124,1e-10,1.0,-21.85901667256348,,,random,3,0,11,43.71803334512696
5428,124,1e-05,0.53,-19.02353488372621,,,optimal,4,2,11,42.84286031304916
5434,124,1e-05,0.13,-12.336589642840655,,,optimal,5,2,11,29.468969831278052
5440,124,0.3393221771895329,0.01,-14.469701401244151,,,optimal,6,2,9,33.33385195716074
5447,124,1e-10,1.0,-11.947560950378175,,,random,7,0,5,23.89512190075635
5452,124,0.4498432668969444,0.01,-11.719811015440602,,,optimal,8,2,6,27.023140969337312
5458,124,0.3393221771895329,0.01,-14.527562157980695,,,optimal,9,2,8,33.21400739932106
5465,124,1e-10,1.0,-11.947560950378175,,,random,10,0,5,23.89512190075635
5470,124,1e-05,0.01,-6.629114438930426,,,optimal,11,2,7,17.15004917597148
5476,124,1e-05,0.21,-11.020294876691398,,,optimal,12,2,7,25.932410051493424
5482,124,1e-05,0.01,-5.91969082609729,,,optimal,13,2,5,15.058257477062782
5488,124,1e-05,0.3,-9.18460702534004,,,optimal,14,2,5,21.588089875548278
5494,124,1e-05,0.21,-11.149242609648264,,,optimal,15,2,7,26.190305517407154
5500,124,1e-05,0.01,-6.620506064393825,,,optimal,16,2,6,16.82453106724376
5506,124,1e-05,0.01,-3.4215794435813742,,,optimal,17,2,3,9.040383464498968
5512,124,1e-05,0.13,-12.336589642840655,,,optimal,18,2,11,29.468969831278052
5518,124,0.3393221771895329,0.01,-11.69888235493532,,,optimal,19,2,7,27.289585007981266
5524,124,1e-05,0.01,-1.806367572991136,,,optimal,20,2,2,4.999029507102162
5530,124,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
5536,124,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
5542,124,1e-05,0.01,-1.806367572991136,,,optimal,23,2,2,4.999029507102162
5548,124,1e-05,0.25,-10.384336834773977,,,optimal,24,2,6,24.352192608004064
5554,124,1e-05,0.01,-3.4215794435813742,,,optimal,25,2,3,9.040383464498968
5560,124,1e-05,0.01,-1.806367572991136,,,optimal,26,2,2,4.999029507102162
5566,124,1e-05,0.01,-3.4215794435813742,,,optimal,27,2,3,9.040383464498968
5572,124,1e-05,0.01,-6.620506064393825,,,optimal,28,2,6,16.82453106724376
5578,124,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
5583,128,7.543120063354608,0.14,-14.070306343283674,25.0,-30.0,best_first,0,4,13,38.4004101164135
5586,128,1e-10,0.48,-15.866004880915847,10.0,-30.0,depth_first,1,3,10,38.639765040813835
5596,128,1e-05,0.01,-5.91969082609729,,,optimal,2,2,5,15.058257477062782
5603,128,1e-10,1.0,-7.447751280047907,,,random,3,0,3,14.895502560095814
5609,128,1e-10,1.0,-22.55216385312343,,,random,4,0,13,45.10432770624686
5614,128,1e-05,0.01,-4.8141660364000645,,,optimal,5,2,4,12.40092079503991
5620,128,1e-05,0.01,-1.806367572991136,,,optimal,6,2,2,4.999029507102162
5626,128,1e-05,0.01,-1.806367572991136,,,optimal,7,2,2,4.999029507102162
5632,128,1e-05,0.01,-4.8141660364000645,,,optimal,8,2,4,12.40092079503991
5638,128,1e-05,0.01,-6.620506064393825,,,optimal,9,2,6,16.82453106724376
5644,128,1e-05,0.01,-1.806367572991136,,,optimal,10,2,2,4.999029507102162
5650,128,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
5656,128,1e-05,0.01,-4.8141660364000645,,,optimal,12,2,4,12.40092079503991
5662,128,1e-05,0.38,-17.691593955811427,,,optimal,13,2,12,40.35300121119886
5668,128,1e-05,0.21,-11.149242609648264,,,optimal,14,2,7,26.190305517407154
5674,128,1e-05,0.01,-6.629114438930426,,,optimal,15,2,7,17.15004917597148
5680,128,1e-05,0.01,-5.91969082609729,,,optimal,16,2,5,15.058257477062782
5686,128,1e-05,0.01,-5.91969082609729,,,optimal,17,2,5,15.058257477062782
5692,128,1e-05,0.01,-6.629114438930426,,,optimal,18,2,7,17.15004917597148
5698,128,1e-05,0.01,-5.91969082609729,,,optimal,19,2,5,15.058257477062782
5704,128,1e-05,0.01,-1.806367572991136,,,optimal,20,2,2,4.999029507102162
5710,128,1e-05,0.01,-4.8141660364000645,,,optimal,21,2,4,12.40092079503991
5716,128,1e-05,0.01,-6.629114438930426,,,optimal,22,2,7,17.15004917597148
5722,128,1e-05,0.01,-4.8141660364000645,,,optimal,23,2,4,12.40092079503991
5728,128,1e-05,0.15000000000000002,-11.335438195803475,,,optimal,24,2,9,27.06532554627939
5734,128,1e-05,0.01,-1.806367572991136,,,optimal,25,2,2,4.999029507102162
5740,128,1e-05,0.01,-6.620506064393825,,,optimal,26,2,6,16.82453106724376
5746,128,1e-05,0.01,-5.91969082609729,,,optimal,27,2,5,15.058257477062782
5752,128,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
5758,128,1e-05,0.01,-6.620506064393825,,,optimal,29,2,6,16.82453106724376
5760,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
5766,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
5772,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
5778,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
5784,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
5790,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
5796,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
5802,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
5808,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
5814,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
5820,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
5826,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
5832,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
5838,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
5844,131,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
5850,131,1e-10,0.13,-7.7363166457622246,20.0,-30.0,depth_first,15,3,9,22.064307023533107
5856,131,1e-10,0.01,-1.8348753027571167,10.0,-30.0,depth_first,16,3,5,8.498064342816534
5862,131,1e-10,0.24,-6.43257669928367,5.0,-30.0,depth_first,17,3,5,17.69346713586964
5868,131,1e-10,0.01,-1.8259466720128157,5.0,-30.0,depth_first,18,3,4,7.810776427385303
5874,131,1e-10,0.01,-1.8348753027571167,5.0,-30.0,depth_first,19,3,5,8.498064342816534
5880,131,1e-10,0.24,-6.43257669928367,10.0,-30.0,depth_first,20,3,5,17.69346713586964
5886,131,1e-10,0.23,-6.330554310464157,25.0,-30.0,depth_first,21,3,5,17.489422358230613
5892,131,1e-10,0.01,-3.2524066324599907,15.0,-30.0,depth_first,22,3,9,13.09648699692864
5898,131,1e-10,0.11,-7.749070354826532,15.0,-30.0,depth_first,23,3,13,23.192988782037673
5904,131,1e-10,0.01,-1.8348753027571167,5.0,-30.0,depth_first,24,3,5,8.498064342816534
5910,131,1e-10,0.01,-3.2524066324599907,15.0,-30.0,depth_first,25,3,9,13.09648699692864
5916,131,1e-10,0.33,-9.938416421888997,5.0,-30.0,depth_first,26,3,7,25.714563290943932
5927,131,1e-10,1.0,-9.750336373041954,,,random,27,0,4,19.500672746083907
5932,131,0.047148663634573935,0.01,-3.121726558700217,,,optimal,28,2,4,9.016041839640215
5938,131,1e-05,0.01,-3.4215794435813742,,,optimal,29,2,3,9.040383464498968
5940,143,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
5949,143,2.44205309454865,0.19,-15.107593410631516,5.0,-30.0,best_first,1,4,12,40.15481342041503
5952,143,1e-10,0.01,-3.2443744607627263,5.0,-30.0,depth_first,2,3,8,12.72707354656496
5958,143,1e-10,0.22,-10.96533993957517,10.0,-30.0,depth_first,3,3,11,29.12436569754545
5968,143,1e-05,0.01,-5.91969082609729,,,optimal,4,2,5,15.058257477062782
5974,143,1e-05,0.01,-6.629114438930426,,,optimal,5,2,7,17.15004917597148
5980,143,1e-05,0.01,-4.8141660364000645,,,optimal,6,2,4,12.40092079503991
5986,143,1e-05,0.01,-1.806367572991136,,,optimal,7,2,2,4.999029507102162
5992,143,1e-05,0.21,-11.020294876691398,,,optimal,8,2,7,25.932410051493424
5998,143,1e-05,0.01,-3.4215794435813742,,,optimal,9,2,3,9.040383464498968
6004,143,1e-05,0.01,-6.620506064393825,,,optimal,10,2,6,16.82453106724376
6010,143,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
6016,143,1e-05,0.01,-1.806367572991136,,,optimal,12,2,2,4.999029507102162
6022,143,1e-05,0.01,-6.629114438930426,,,optimal,13,2,7,17.15004917597148
6028,143,1e-05,0.01,-1.806367572991136,,,optimal,14,2,2,4.999029507102162
6034,143,1e-05,0.01,-6.629114438930426,,,optimal,15,2,7,17.15004917597148
6040,143,1e-05,0.01,-6.629114438930426,,,optimal,16,2,7,17.15004917597148
6046,143,1e-05,0.01,-3.4215794435813742,,,optimal,17,2,3,9.040383464498968
6052,143,1e-05,0.01,-6.629114438930426,,,optimal,18,2,7,17.15004917597148
6058,143,1e-05,0.01,-6.620506064393825,,,optimal,19,2,6,16.82453106724376
6064,143,1e-05,0.21,-11.020294876691398,,,optimal,20,2,7,25.932410051493424
6070,143,1e-05,0.01,-6.620506064393825,,,optimal,21,2,6,16.82453106724376
6076,143,1e-05,0.21,-11.020294876691398,,,optimal,22,2,7,25.932410051493424
6082,143,1e-05,0.01,-3.4215794435813742,,,optimal,23,2,3,9.040383464498968
6088,143,1e-05,0.01,-4.8141660364000645,,,optimal,24,2,4,12.40092079503991
6094,143,1e-05,0.21,-11.020294876691398,,,optimal,25,2,7,25.932410051493424
6100,143,1e-05,0.01,-1.806367572991136,,,optimal,26,2,2,4.999029507102162
6106,143,1e-05,0.01,-5.91969082609729,,,optimal,27,2,5,15.058257477062782
6112,143,1e-05,0.01,-6.629114438930426,,,optimal,28,2,7,17.15004917597148
6118,143,1e-05,0.01,-3.4215794435813742,,,optimal,29,2,3,9.040383464498968
6125,148,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
6127,148,1e-10,0.01,-3.640971395738265,10.0,-30.0,breadth_first,1,3,7,13.11967323864247
6133,148,1e-10,0.18000000000000002,-8.191353222821794,5.0,-30.0,breadth_first,2,3,7,22.220436892809527
6139,148,1e-10,0.18000000000000002,-8.191353222821794,10.0,-30.0,breadth_first,3,3,7,22.220436892809527
6145,148,1e-10,0.01,-10.22756845909991,15.0,-30.0,breadth_first,4,3,13,28.14998499058443
6151,148,1e-10,0.28,-15.572962122923201,10.0,-30.0,breadth_first,5,3,13,38.84077231823101
6157,148,1e-10,0.01,-6.134609308793356,10.0,-10.0,breadth_first,6,3,9,18.86089234959537
6163,148,1e-10,0.48,-17.829029769755188,15.0,-30.0,breadth_first,7,3,13,43.352907611894985
6171,148,3.23745754281764,0.01,-6.689427729682139,10.0,-30.0,best_first,8,4,8,21.69662162608362
6177,148,1e-05,0.17,-7.646390731740046,5.0,-30.0,best_first,9,4,7,23.076422059701343
6181,148,1e-10,0.01,-7.0446902244713785,15.0,-30.0,breadth_first,10,3,9,20.681054180951413
6187,148,1e-10,0.01,-10.22756845909991,25.0,-30.0,breadth_first,11,3,13,28.14998499058443
6195,148,2.44205309454865,0.01,-7.613972750228823,5.0,-30.0,best_first,12,4,8,23.545711667176988
6201,148,1e-05,0.01,-3.2266769054103293,5.0,-30.0,best_first,13,4,6,13.620391687732878
6207,148,1e-05,0.01,-2.5357668622487406,10.0,-30.0,best_first,14,4,6,12.238571601409701
6210,148,1e-10,0.01,-3.961433522529787,25.0,-30.0,depth_first,15,3,13,15.617715117444185
6216,148,1e-10,0.34,-10.34294050791183,25.0,-30.0,depth_first,16,3,7,26.5236114629896
6222,148,1e-10,0.01,-1.8348753027571167,15.0,-30.0,depth_first,17,3,5,8.498064342816534
6231,148,1e-05,0.13,-8.549376327604588,25.0,-30.0,best_first,18,4,10,26.30909302718536
6234,148,1e-10,0.56,-17.833745741319582,15.0,-5.0,depth_first,19,3,11,42.861177301034274
6241,148,1e-10,0.15000000000000002,-12.742203691971962,10.0,-30.0,breadth_first,20,3,11,32.678093202339035
6249,148,1e-05,0.01,-2.535878737590345,15.0,-30.0,best_first,21,4,6,12.238795352092911
6255,148,1e-05,0.01,-5.0400790931676624,25.0,-30.0,best_first,22,4,9,18.869056495680205
6258,148,1e-10,0.01,-1.8259466720128157,10.0,-30.0,depth_first,23,3,4,7.810776427385303
6267,148,3.23745754281764,0.01,-9.046972512441293,5.0,-30.0,best_first,24,4,11,27.68552611607607
6273,148,1e-05,0.32,-13.498009413240714,10.0,-30.0,best_first,25,4,13,37.25581625632758
6276,148,1e-10,0.22,-10.310193877193838,15.0,-5.0,depth_first,26,3,11,27.81407357278279
6285,148,1e-05,0.01,-3.9608593082160737,15.0,-30.0,best_first,27,4,13,18.181516046278293
6289,148,1e-10,0.42,-14.45821296246922,15.0,-30.0,breadth_first,28,3,9,35.508099656947095
6297,148,4.291934260128778,0.01,-6.004790686888303,30.0,-30.0,best_first,29,4,7,19.79322196999786
6303,153,1e-05,0.28,-5.37821004103267,10.0,-30.0,best_first,0,4,4,16.301597526544903
6311,153,1e-10,1.0,-19.37411002277548,,,random,1,0,9,38.74822004555096
6312,153,1e-10,0.01,-3.2660496727178656,25.0,-5.0,depth_first,2,3,11,13.725785163830842
6320,153,1e-10,0.48,-18.357059292733,25.0,-30.0,progressive_deepening,3,3,12,44.16883853483
6329,153,1e-10,1.0,-9.750336373041954,,,random,4,0,4,19.500672746083907
6330,153,1e-10,0.01,-3.2443744607627263,10.0,-30.0,depth_first,5,3,8,12.72707354656496
6336,153,1e-10,0.35000000000000003,-11.290511511527159,25.0,-5.0,depth_first,6,3,7,28.418753470220256
6346,153,1e-05,0.21,-11.260077726535853,,,optimal,7,2,7,26.411975751182332
6352,153,1e-05,0.31,-14.38309004665401,,,optimal,8,2,9,33.16062924798046
6359,153,1e-10,1.0,-11.947560950378175,,,random,9,0,5,23.89512190075635
6364,153,1e-05,0.43,-13.540448359895036,,,optimal,10,2,7,30.9727170179007
6370,153,1e-05,0.31,-14.38309004665401,,,optimal,11,2,9,33.16062924798046
6376,153,0.14563484775012445,0.34,-10.0076380945982,,,optimal,12,2,5,23.2341520140646
6382,153,1e-05,0.32,-10.099793070714627,,,optimal,13,2,5,23.418461966297453
6389,153,1e-10,1.0,-15.972912641113323,,,random,14,0,7,31.945825282226647
6395,153,1e-10,1.0,-11.947560950378175,,,random,15,0,5,23.89512190075635
6400,153,1e-05,0.21,-11.149242609648264,,,optimal,16,2,7,26.190305517407154
6406,153,1e-05,0.01,-5.91969082609729,,,optimal,17,2,5,15.058257477062782
6413,153,1e-10,1.0,-11.947560950378175,,,random,18,0,5,23.89512190075635
6418,153,1e-05,0.31,-14.38309004665401,,,optimal,19,2,9,33.16062924798046
6424,153,0.4498432668969444,0.01,-11.657086377355904,,,optimal,20,2,6,26.897691693167918
6430,153,1e-05,0.49,-16.950550491040225,,,optimal,21,2,9,38.29555013675289
6436,153,0.5963623316594636,0.01,-18.35050483215256,,,optimal,22,2,10,41.30617985029321
6442,153,0.4498432668969444,0.01,-11.703911906519814,,,optimal,23,2,6,26.991342751495736
6449,153,1e-10,1.0,-11.947560950378175,,,random,24,0,5,23.89512190075635
6455,153,1e-10,1.0,-11.947560950378175,,,random,25,0,5,23.89512190075635
6461,153,1e-10,1.0,-19.37411002277548,,,random,26,0,9,38.74822004555096
6466,153,0.5963623316594636,0.01,-16.93036953800708,,,optimal,27,2,9,38.2551882306866
6472,153,0.5963623316594636,0.01,-16.93036953800708,,,optimal,28,2,9,38.2551882306866
6478,153,0.4498432668969444,0.01,-18.820927713240053,,,optimal,29,2,11,42.43764597207685
6485,159,1e-10,1.0,-7.447751280047907,,,random,0,0,3,14.895502560095814
6491,159,1e-10,1.0,-15.972912641113323,,,random,1,0,7,31.945825282226647
6496,159,1e-05,0.01,-6.620506064393825,,,optimal,2,2,6,16.82453106724376
6502,159,0.3393221771895329,0.01,-12.730656319096672,,,optimal,3,2,7,29.35313293630397
6508,159,1e-05,0.01,-6.620506064393825,,,optimal,4,2,6,16.82453106724376
6514,159,0.4498432668969444,0.01,-11.820417935470786,,,optimal,5,2,6,27.22435480939768
6520,159,1e-05,0.01,-6.620506064393825,,,optimal,6,2,6,16.82453106724376
6526,159,1e-05,0.01,-5.91969082609729,,,optimal,7,2,5,15.058257477062782
6532,159,1e-05,0.01,-6.620506064393825,,,optimal,8,2,6,16.82453106724376
6538,159,1e-05,0.01,-6.629114438930426,,,optimal,9,2,7,17.15004917597148
6544,159,1e-05,0.01,-4.8141660364000645,,,optimal,10,2,4,12.40092079503991
6550,159,1e-05,0.01,-6.620506064393825,,,optimal,11,2,6,16.82453106724376
6556,159,1e-05,0.01,-3.4215794435813742,,,optimal,12,2,3,9.040383464498968
6563,159,1e-10,1.0,-15.972912641113323,,,random,13,0,7,31.945825282226647
6568,159,1e-05,0.01,-3.4215794435813742,,,optimal,14,2,3,9.040383464498968
6575,159,1e-10,1.0,-19.37411002277548,,,random,15,0,9,38.74822004555096
6580,159,1e-05,0.01,-6.629114438930426,,,optimal,16,2,7,17.15004917597148
6586,159,1e-05,0.01,-6.620506064393825,,,optimal,17,2,6,16.82453106724376
6593,159,1e-10,1.0,-11.947560950378175,,,random,18,0,5,23.89512190075635
6598,159,1e-05,0.01,-4.8141660364000645,,,optimal,19,2,4,12.40092079503991
6604,159,1e-05,0.01,-3.4215794435813742,,,optimal,20,2,3,9.040383464498968
6610,159,1e-05,0.21,-11.020294876691398,,,optimal,21,2,7,25.932410051493424
6617,159,1e-10,1.0,-15.972912641113323,,,random,22,0,7,31.945825282226647
6622,159,1e-05,0.21,-11.020294876691398,,,optimal,23,2,7,25.932410051493424
6628,159,1e-05,0.01,-6.620506064393825,,,optimal,24,2,6,16.82453106724376
6634,159,0.2559547922699533,0.01,-7.704521973036266,,,optimal,25,2,4,18.181632668312314
6640,159,1e-05,0.01,-6.629114438930426,,,optimal,26,2,7,17.15004917597148
6646,159,0.2559547922699533,0.01,-8.90896163845137,,,optimal,27,2,5,21.03679910177094
6652,159,0.3393221771895329,0.01,-11.170248908747208,,,optimal,28,2,6,25.924016755950525
6658,159,1e-05,0.01,-6.629114438930426,,,optimal,29,2,7,17.15004917597148
6665,160,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
6666,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
6677,160,1e-10,1.0,-5.049856007249537,,,random,2,0,2,10.099712014499074
6683,160,1e-10,1.0,-5.049856007249537,,,random,3,0,2,10.099712014499074
6689,160,1e-10,1.0,-5.049856007249537,,,random,4,0,2,10.099712014499074
6690,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
6696,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
6702,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
6708,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
6714,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
6725,160,1e-10,1.0,-5.049856007249537,,,random,10,0,2,10.099712014499074
6726,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
6732,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
6738,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
6749,160,1e-10,1.0,-5.049856007249537,,,random,14,0,2,10.099712014499074
6755,160,1e-10,1.0,-5.049856007249537,,,random,15,0,2,10.099712014499074
6756,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
6767,160,1e-10,1.0,-5.049856007249537,,,random,17,0,2,10.099712014499074
6773,160,1e-10,1.0,-5.049856007249537,,,random,18,0,2,10.099712014499074
6774,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
6780,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
6786,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
6792,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
6798,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
6804,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
6810,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
6816,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
6822,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
6828,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
6834,160,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,29,3,1,5.1298987149230735
6845,161,1e-10,1.0,-7.447751280047907,,,random,0,0,3,14.895502560095814
6851,161,1e-10,1.0,-5.049856007249537,,,random,1,0,2,10.099712014499074
6857,161,1e-10,1.0,-5.049856007249537,,,random,2,0,2,10.099712014499074
6863,161,1e-10,1.0,-5.049856007249537,,,random,3,0,2,10.099712014499074
6869,161,1e-10,1.0,-5.049856007249537,,,random,4,0,2,10.099712014499074
6871,161,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,5,3,4,16.49251795253136
6881,161,1e-10,1.0,-5.049856007249537,,,random,6,0,2,10.099712014499074
6887,161,1e-10,1.0,-5.049856007249537,,,random,7,0,2,10.099712014499074
6889,161,1e-10,0.48,-9.48810700998094,5.0,-30.0,breadth_first,8,3,5,23.804527757264182
6898,161,1e-05,0.16,-9.201180024275278,,,optimal,9,2,8,22.561243131910228
6901,161,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,10,3,5,17.697880866681245
6907,161,1e-10,0.48,-9.48810700998094,5.0,-30.0,breadth_first,11,3,5,23.804527757264182
6913,161,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,12,3,6,24.934709246086598
6919,161,1e-10,0.48,-9.304494297423368,5.0,-30.0,breadth_first,13,3,5,23.437302332149038
6929,161,1e-10,1.0,-17.76467211034138,,,random,14,0,8,35.52934422068276
6934,161,1e-05,0.01,-6.629114438930426,,,optimal,15,2,7,17.15004917597148
6940,161,0.3393221771895329,0.01,-10.443291648667783,,,optimal,16,2,6,24.470102235791675
6946,161,1e-05,0.01,-1.806367572991136,,,optimal,17,2,2,4.999029507102162
6952,161,1e-05,0.01,-6.629114438930426,,,optimal,18,2,7,17.15004917597148
6958,161,1e-05,0.01,-6.620506064393825,,,optimal,19,2,6,16.82453106724376
6964,161,1e-05,0.01,-1.806367572991136,,,optimal,20,2,2,4.999029507102162
6970,161,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
6976,161,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
