pid,temp,p_error,logp,satisfice,prune,model,trial_idx
232,1e-10,1.0,-2.5649493574615367,5,-30,depth_first,0
232,1e-10,1.0,-2.5649493574615367,5,-30,breadth_first,0
232,1e-10,1.0,-2.5649493574615367,5,-30,progressive_deepening,0
232,1e-05,1.0,-2.5649493574615367,5,-30,best_first,0
232,1e-05,1.0,-2.5649493574615367,,,optimal,0
232,1e-10,1.0,-2.5649493574615367,,,random,0
232,1e-10,0.41000000000000003,-10.671510420782997,5,-5,depth_first,1
232,1e-10,0.2,-7.401514637892821,5,-30,breadth_first,1
232,1e-10,0.41000000000000003,-10.671510420782997,5,-5,progressive_deepening,1
232,10.0,0.01,-5.456342866870726,5,-5,best_first,1
232,1e-05,1.0,-14.02700249205801,,,optimal,1
232,1e-10,1.0,-14.02700249205801,,,random,1
232,1e-10,0.2,-7.487466942334971,10,-30,depth_first,2
232,1e-10,0.6,-12.278568147568327,5,-30,breadth_first,2
232,1e-10,0.41000000000000003,-10.579617016196059,10,-30,progressive_deepening,2
232,1e-05,0.01,-2.5358787375903455,10,-30,best_first,2
232,1e-05,0.5800000000000001,-11.831714443189473,,,optimal,2
232,1e-10,1.0,-14.02700249205801,,,random,2
232,1e-10,0.8,-13.533282336194956,5,-30,depth_first,3
232,1e-10,0.39,-9.779715419201215,5,-30,breadth_first,3
232,1e-10,0.8,-13.533282336194956,5,-30,progressive_deepening,3
232,1e-05,0.39,-9.779715419201215,5,-30,best_first,3
232,10.0,0.01,-13.672893296822666,,,optimal,3
232,1e-10,1.0,-14.02700249205801,,,random,3
232,1e-10,0.93,-17.690271143917982,5,-30,depth_first,4
232,1e-10,0.93,-17.690271143917982,5,-30,breadth_first,4
232,1e-10,0.93,-17.690271143917982,5,-30,progressive_deepening,4
232,1e-05,0.93,-17.690271143917982,5,-30,best_first,4
232,1e-05,0.32,-12.208884494639193,,,optimal,4
232,1e-10,1.0,-17.76467211034138,,,random,4
232,1e-10,0.55,-3.864301788447619,5,-30,depth_first,5
232,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,5
232,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,5
232,1e-05,0.55,-3.864301788447619,5,-30,best_first,5
232,1e-05,0.01,-1.8063675729911355,,,optimal,5
232,1e-10,1.0,-5.049856007249537,,,random,5
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,6
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,6
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,6
232,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,6
232,1e-05,0.01,-4.8141660364000645,,,optimal,6
232,1e-10,1.0,-9.750336373041954,,,random,6
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,7
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,7
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,7
232,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,7
232,1e-05,0.01,-4.8141660364000645,,,optimal,7
232,1e-10,1.0,-9.750336373041954,,,random,7
232,1e-10,0.55,-3.864301788447619,5,-30,depth_first,8
232,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,8
232,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,8
232,1e-05,0.55,-3.864301788447619,5,-30,best_first,8
232,1e-05,0.01,-1.8063675729911355,,,optimal,8
232,1e-10,1.0,-5.049856007249537,,,random,8
232,1e-10,0.73,-6.76883995007713,5,-30,depth_first,9
232,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,9
232,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,9
232,1e-05,0.73,-6.76883995007713,5,-30,best_first,9
232,1e-05,0.01,-3.4215794435813742,,,optimal,9
232,1e-10,1.0,-7.447751280047908,,,random,9
232,1e-10,0.73,-6.76883995007713,5,-30,depth_first,10
232,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,10
232,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,10
232,1e-05,0.73,-6.76883995007713,5,-30,best_first,10
232,1e-05,0.01,-3.4215794435813742,,,optimal,10
232,1e-10,1.0,-7.447751280047908,,,random,10
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,11
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,11
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,11
232,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,11
232,1e-05,0.01,-4.8141660364000645,,,optimal,11
232,1e-10,1.0,-9.750336373041954,,,random,11
232,1e-10,0.73,-6.76883995007713,5,-30,depth_first,12
232,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,12
232,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,12
232,1e-05,0.73,-6.76883995007713,5,-30,best_first,12
232,1e-05,0.01,-3.4215794435813742,,,optimal,12
232,1e-10,1.0,-7.447751280047908,,,random,12
232,1e-10,0.9,-11.78121634810736,5,-30,depth_first,13
232,1e-10,0.9,-11.78121634810736,5,-30,breadth_first,13
232,1e-10,0.9,-11.78121634810736,5,-30,progressive_deepening,13
232,1e-05,0.9,-11.78121634810736,5,-30,best_first,13
232,1e-05,0.01,-5.91969082609729,,,optimal,13
232,1e-10,1.0,-11.947560950378174,,,random,13
232,1e-10,0.73,-6.76883995007713,5,-30,depth_first,14
232,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,14
232,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,14
232,1e-05,0.73,-6.76883995007713,5,-30,best_first,14
232,1e-05,0.01,-3.4215794435813742,,,optimal,14
232,1e-10,1.0,-7.447751280047908,,,random,14
232,1e-10,0.73,-6.76883995007713,5,-30,depth_first,15
232,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,15
232,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,15
232,1e-05,0.73,-6.76883995007713,5,-30,best_first,15
232,1e-05,0.01,-3.4215794435813742,,,optimal,15
232,1e-10,1.0,-7.447751280047908,,,random,15
232,1e-10,1.0,-15.972912641113323,5,-30,depth_first,16
232,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,16
232,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,16
232,1e-05,1.0,-15.972912641113323,5,-30,best_first,16
232,1e-05,0.01,-6.629114438930426,,,optimal,16
232,1e-10,1.0,-15.972912641113323,,,random,16
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,17
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,17
232,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,17
232,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,17
232,1e-05,0.01,-4.8141660364000645,,,optimal,17
232,1e-10,1.0,-9.750336373041954,,,random,17
232,1e-10,1.0,-15.972912641113323,5,-30,depth_first,18
232,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,18
232,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,18
232,1e-05,1.0,-15.972912641113323,5,-30,best_first,18
232,1e-05,0.21000000000000002,-11.020294876691398,,,optimal,18
232,1e-10,1.0,-15.972912641113323,,,random,18
232,1e-10,0.73,-6.76883995007713,5,-30,depth_first,19
232,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,19
232,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,19
232,1e-05,0.73,-6.76883995007713,5,-30,best_first,19
232,1e-05,0.01,-3.4215794435813742,,,optimal,19
232,1e-10,1.0,-7.447751280047908,,,random,19
232,1e-10,1.0,-17.76467211034138,5,-30,depth_first,20
232,1e-10,1.0,-17.76467211034138,5,-30,breadth_first,20
232,1e-10,1.0,-17.76467211034138,5,-30,progressive_deepening,20
232,1e-05,1.0,-17.76467211034138,5,-30,best_first,20
232,0.10985411419875572,0.01,-11.484075951637392,,,optimal,20
232,1e-10,1.0,-17.76467211034138,,,random,20
232,1e-10,0.9500000000000001,-13.983364371545422,5,-30,depth_first,21
232,1e-10,0.9500000000000001,-13.983364371545422,5,-30,breadth_first,21
232,1e-10,0.9500000000000001,-13.983364371545422,5,-30,progressive_deepening,21
232,1e-05,0.9500000000000001,-13.983364371545422,5,-30,best_first,21
232,1e-05,0.01,-6.620506064393825,,,optimal,21
232,1e-10,1.0,-14.02700249205801,,,random,21
232,1e-10,1.0,-15.972912641113323,5,-30,depth_first,22
232,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,22
232,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,22
232,1e-05,1.0,-15.972912641113323,5,-30,best_first,22
232,1e-05,0.21000000000000002,-11.020294876691398,,,optimal,22
232,1e-10,1.0,-15.972912641113323,,,random,22
232,1e-10,0.73,-6.76883995007713,5,-30,depth_first,23
232,1e-10,0.73,-6.76883995007713,5,-30,breadth_first,23
232,1e-10,0.73,-6.76883995007713,5,-30,progressive_deepening,23
232,1e-05,0.73,-6.76883995007713,5,-30,best_first,23
232,1e-05,0.01,-3.4215794435813742,,,optimal,23
232,1e-10,1.0,-7.447751280047908,,,random,23
232,1e-10,0.55,-3.864301788447619,5,-30,depth_first,24
232,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,24
232,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,24
232,1e-05,0.55,-3.864301788447619,5,-30,best_first,24
232,1e-05,0.01,-1.8063675729911355,,,optimal,24
232,1e-10,1.0,-5.049856007249537,,,random,24
232,1e-10,1.0,-15.972912641113323,5,-30,depth_first,25
232,1e-10,1.0,-15.972912641113323,5,-30,breadth_first,25
232,1e-10,1.0,-15.972912641113323,5,-30,progressive_deepening,25
232,1e-05,1.0,-15.972912641113323,5,-30,best_first,25
232,1e-05,0.01,-6.629114438930426,,,optimal,25
232,1e-10,1.0,-15.972912641113323,,,random,25
232,1e-10,0.55,-3.864301788447619,5,-30,depth_first,26
232,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,26
232,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,26
232,1e-05,0.55,-3.864301788447619,5,-30,best_first,26
232,1e-05,0.01,-1.8063675729911355,,,optimal,26
232,1e-10,1.0,-5.049856007249537,,,random,26
232,1e-10,0.9500000000000001,-13.983364371545422,5,-30,depth_first,27
232,1e-10,0.9500000000000001,-13.983364371545422,5,-30,breadth_first,27
232,1e-10,0.9500000000000001,-13.983364371545422,5,-30,progressive_deepening,27
232,1e-05,0.9500000000000001,-13.983364371545422,5,-30,best_first,27
232,1e-05,0.01,-6.620506064393825,,,optimal,27
232,1e-10,1.0,-14.02700249205801,,,random,27
232,1e-10,0.55,-3.864301788447619,5,-30,depth_first,28
232,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,28
232,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,28
232,1e-05,0.55,-3.864301788447619,5,-30,best_first,28
232,1e-05,0.01,-1.8063675729911355,,,optimal,28
232,1e-10,1.0,-5.049856007249537,,,random,28
232,1e-10,0.55,-3.864301788447619,5,-30,depth_first,29
232,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,29
232,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,29
232,1e-05,0.55,-3.864301788447619,5,-30,best_first,29
232,1e-05,0.01,-1.8063675729911355,,,optimal,29
232,1e-10,1.0,-5.049856007249537,,,random,29
236,1e-10,0.87,-7.366272680683515,5,-30,depth_first,0
236,1e-10,0.42000000000000004,-5.878135861800979,5,-30,breadth_first,0
236,1e-10,0.87,-7.366272680683515,5,-30,progressive_deepening,0
236,1e-05,0.42000000000000004,-5.878135861800979,5,-30,best_first,0
236,1e-05,1.0,-7.447751280047908,,,optimal,0
236,1e-10,1.0,-7.447751280047908,,,random,0
236,1e-10,0.93,-17.690271143917982,5,-30,depth_first,1
236,1e-10,0.93,-17.690271143917982,5,-30,breadth_first,1
236,1e-10,0.93,-17.690271143917982,5,-30,progressive_deepening,1
236,1e-05,0.93,-17.690271143917982,5,-30,best_first,1
236,1e-05,0.48000000000000004,-14.537672304153585,,,optimal,1
236,1e-10,1.0,-17.76467211034138,,,random,1
236,1e-10,0.55,-3.864301788447619,5,-30,depth_first,2
236,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,2
236,1e-10,0.55,-3.864301788447619,5,-30,progressive_deepening,2
236,1e-05,0.55,-3.864301788447619,5,-30,best_first,2
236,1e-05,0.01,-1.8063675729911355,,,optimal,2
236,1e-10,1.0,-5.049856007249537,,,random,2
236,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,3
236,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,3
236,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,3
236,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,3
236,1e-05,0.01,-4.8141660364000645,,,optimal,3
236,1e-10,1.0,-9.750336373041954,,,random,3
236,1e-10,0.8300000000000001,-9.381105804877004,5,-30,depth_first,4
236,1e-10,0.8300000000000001,-9.381105804877004,5,-30,breadth_first,4
236,1e-10,0.8300000000000001,-9.381105804877004,5,-30,progressive_deepening,4
236,1e-05,0.8300000000000001,-9.381105804877004,5,-30,best_first,4
236,1e-05,0.01,-4.8141660364000645,,,optimal,4
236,1e-10,1.0,-9.750336373041954,,,random,4
236,1e-10,0.55,-3.864301788447619,5,-30,depth_first,5
236,1e-10,0.55,-3.864301788447619,5,-30,breadth_first,5
