action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,time_elapsed,trial_index,trial_id,trial_type,pid
"[4499, 5152, 5833]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[4490, 132, 164]",10.0,"[None, None, None]",8888,0.0,3.812331254939213e+18,mouselab-mdp,0
"[3687, 4375, 4943]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 10]","[3682, 171, 56]",10.0,"[None, None, None]",17816,1.0,-5.559450979544907e+18,mouselab-mdp,0
"[2020, 2543, 3284]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[2014, 4, 213]",20.0,"[None, None, None]",24390,2.0,-8.208271881207171e+18,mouselab-mdp,0
"[2716, 3276, 3932]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[2711, 45, 137]",10.0,"[None, None, None]",30550,3.0,7.434111409514572e+18,mouselab-mdp,0
"[1558, 2093, 2781]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[1554, 24, 161]",30.0,"[None, None, None]",35630,4.0,4.0767595266326287e+18,mouselab-mdp,0
"[1923, 2442, 2994]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -10]","[1918, 6, 25]",5.0,"[None, None, None]",40670,5.0,4.709696185255814e+18,mouselab-mdp,0
"[3300, 4332, 4859]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 10]","[3296, 509, 4]",10.0,"[None, None, None]",47783,6.0,-3.06599297092415e+18,mouselab-mdp,0
"[5409, 6024, 6568]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[5405, 102, 28]",15.0,"[None, None, None]",57399,7.0,-3.8790525829275725e+17,mouselab-mdp,0
"[3422, 4285, 4813]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 5]","[3417, 348, 10]",15.0,"[None, None, None]",65063,8.0,-7.701717791270176e+18,mouselab-mdp,0
"[15917, 16604, 17204]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[15912, 174, 90]",30.0,"[None, None, None]",85158,9.0,-1.4141965748565614e+17,mouselab-mdp,0
"[5263, 5830, 6942]","[u'up', u'up', u'left']",train_hidden,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[5258, 48, 593]",30.0,"[None, None, None]",97222,10.0,-5.630369455004455e+18,mouselab-mdp,0
"[693, 1269, 1789]","[u'right', u'right', u'up']",train_hidden,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[689, 55, 9]",15.0,"[None, None, None]",101342,11.0,2.702860947760116e+18,mouselab-mdp,0
"[436, 1211, 2179]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[431, 254, 455]",10.0,"[None, None, None]",105655,12.0,3.0262455045681644e+18,mouselab-mdp,0
"[514, 1306, 2346]","[u'up', u'up', u'left']",train_hidden,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, -10]","[510, 270, 527]",-10.0,"[None, None, None]",110207,13.0,3.6695183518116547e+18,mouselab-mdp,0
"[265, 834, 1401]","[u'up', u'up', u'left']",train_hidden,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, -5]","[260, 42, 43]",-10.0,"[None, None, None]",113855,14.0,-5.149457503050632e+18,mouselab-mdp,0
"[11449, 12385, 12961]","[u'up', u'up', u'left']",train_inspector,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'5', u'7', u'6', u'8', u'9', u'10', u'11', u'12'], u'time': [4245, 4719, 5639, 6193, 6670, 7345, 7787, 8142, 8741, 9636, 9930, 10469]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[11444, 422, 66]",30.0,"[None, None, None]",131302,15.0,7.502188167921001e+17,mouselab-mdp,0
"[12128, 12647, 13179]","[u'up', u'up', u'left']",train_inspector,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'6', u'7', u'5', u'8', u'9', u'10', u'12', u'11'], u'time': [483, 997, 1338, 2210, 3603, 3983, 4552, 5270, 5979, 6453, 6747, 7839]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, -10]","[12122, 3, 3]",10.0,"[None, None, None]",192062,16.0,-5.833452680797874e+18,mouselab-mdp,0
"[7948, 8804, 9484]","[u'left', u'left', u'down']",train_inspector,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'1', u'3', u'7', u'6', u'8', u'5', u'9', u'10', u'11', u'12'], u'time': [350, 1196, 1561, 1931, 2314, 2895, 3203, 4064, 4543, 5117, 5386, 5734]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[7943, 342, 153]",25.0,"[None, None, None]",204774,17.0,8.845312654804484e+18,mouselab-mdp,0
"[102055, 102791, 103463]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'10', u'9', u'1', u'4', u'3', u'2', u'5', u'6', u'7', u'8'], u'time': [92825, 94333, 94660, 95013, 95869, 96607, 97282, 97709, 98446, 98880, 99234, 100750]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 5]","[102050, 213, 151]",20.0,"[None, None, None]",311076,18.0,6.142163930824438e+17,mouselab-mdp,0
"[7770, 8721, 9633]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'10', u'12', u'9', u'4', u'2', u'3', u'1', u'5', u'6', u'7', u'8'], u'time': [566, 836, 1188, 1505, 2320, 2628, 2918, 3233, 3832, 4162, 4761, 5345]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[7764, 436, 398]",10.0,"[None, None, None]",322756,19.0,-5.0462050224693914e+17,mouselab-mdp,0
"[15237, 15764, 16453]","[u'left', u'left', u'up']",train_inspect_cost,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1', u'3', u'4', u'7', u'6', u'5', u'9', u'10', u'11', u'12'], u'time': [5353, 6159, 7171, 7850, 8577, 8952, 9399, 10457, 11135, 11487, 12304]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 10]","[15234, 15, 153]",-1.0,"[None, None, None]",343772,20.0,-6.72824086845133e+18,mouselab-mdp,0
"[11473, 12385, 13025]","[u'up', u'up', u'left']",train_inspect_cost,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'6', u'7', u'8', u'4', u'2'], u'time': [629, 2342, 2917, 4428, 4971, 5948, 6790, 7477]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 5]","[11468, 390, 130]",-3.0,"[None, None, None]",359381,21.0,1.159689721296071e+18,mouselab-mdp,0
"[3509, 4373, 4948]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'7', u'6'], u'time': [919, 1444, 2627, 3077]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 5]","[3505, 348, 57]",21.0,"[None, None, None]",366372,22.0,-3.081449241277774e+18,mouselab-mdp,0
"[3372, 3909, 4844]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'6', u'7'], u'time': [369, 849, 1368, 2326, 2764]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 5]","[3367, 11, 412]",15.0,"[None, None, None]",373660,23.0,-3.810609463936167e+18,mouselab-mdp,0
"[9890, 10450, 11009]","[u'left', u'left', u'down']",train_inspect_cost,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'2', u'3', u'6', u'10', u'11', u'12'], u'time': [701, 2456, 2887, 3647, 4109, 4722, 6204, 6761, 7973]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -5]","[9885, 25, 35]",1.0,"[None, None, None]",386996,24.0,4.517249616187461e+18,mouselab-mdp,0
"[12940, 13524, 14348]","[u'up', u'up', u'left']",train_final,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'2', u'4'], u'time': [9490, 10164, 11432, 11857]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[12936, 64, 306]",16.0,"[None, None, None]",411133,25.0,-3.8748518639778094e+18,mouselab-mdp,0
"[7713, 8681, 9361]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'2', u'3', u'4', u'7', u'12', u'11', u'8'], u'time': [829, 1224, 2058, 2561, 2982, 3749, 4396, 5862, 6341, 6941]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 5]","[7709, 429, 158]",10.0,"[None, None, None]",423388,26.0,7.199021816796713e+18,mouselab-mdp,0
"[4434, 5258, 5794]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'7', u'6'], u'time': [881, 1419, 2180, 3235, 3929]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[4429, 303, 6]",15.0,"[None, None, None]",431461,27.0,9.10621497278211e+18,mouselab-mdp,0
"[4851, 5715, 6339]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'7', u'6'], u'time': [614, 1975, 2538, 3636, 4099]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 5]","[4847, 332, 88]",0.0,"[None, None, None]",440012,28.0,5.015924348765825e+18,mouselab-mdp,0
"[7242, 7825, 8713]","[u'right', u'right', u'down']",train_final,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'6', u'8', u'2', u'10', u'1'], u'time': [733, 1693, 2210, 2653, 3992, 5056, 6580]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[7238, 53, 358]",3.0,"[None, None, None]",451012,29.0,6.186837397190105e+18,mouselab-mdp,0
"[14257, 15121, 15801]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'11', u'10', u'12', u'2', u'4'], u'time': [7477, 8021, 8604, 9490, 9872, 10383, 12786, 13295]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -5, 5]","[14252, 337, 168]",-13.0,"[None, None, None]",525940,30.0,7.839838664789078e+18,mouselab-mdp,0
"[5340, 7957, 8772]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'2', u'5', u'9'], u'time': [766, 1862, 2292, 3317, 4677]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 5]","[5335, 2085, 284]",0.0,"[None, None, None]",537092,31.0,7.91556335598923e+18,mouselab-mdp,0
"[5476, 6331, 6916]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'4', u'2', u'3', u'7', u'6'], u'time': [521, 978, 1815, 2363, 2757, 3247, 4070, 4538]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 5]","[5469, 321, 73]",-8.0,"[None, None, None]",545995,32.0,-3.3393520083480607e+18,mouselab-mdp,0
"[10644, 11159, 11691]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'9', u'1', u'5', u'7', u'6', u'8', u'12', u'3', u'2', u'4'], u'time': [554, 965, 1947, 2470, 3322, 4475, 4986, 6543, 7287, 7857, 8436]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, -5]","[10639, 4, 4]",-11.0,"[None, None, None]",559700,33.0,2.9612134047696353e+18,mouselab-mdp,0
"[6524, 7220, 7740]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'6', u'7', u'8', u'1', u'2', u'4', u'3'], u'time': [535, 2432, 2887, 3537, 4596, 5101, 5571, 6150]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 5]","[6521, 184, 3]",17.0,"[None, None, None]",569493,34.0,2.0031782822548767e+18,mouselab-mdp,0
"[4025, 4849, 5401]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'2', u'4'], u'time': [595, 1286, 2920, 3602]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[4021, 302, 37]",26.0,"[None, None, None]",577043,35.0,6.300325444535346e+18,mouselab-mdp,0
"[5231, 6143, 6727]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'11'], u'time': [792, 1602, 2778, 4625]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 10]","[5226, 372, 74]",21.0,"[None, None, None]",586340,36.0,-2.406626739250812e+18,mouselab-mdp,0
"[3025, 3568, 4473]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7'], u'time': [706, 1807]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[3021, 11, 365]",18.0,"[None, None, None]",592868,37.0,7.211868466475451e+18,mouselab-mdp,0
"[3405, 3948, 4724]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'6', u'8'], u'time': [621, 1501, 1942, 2874]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[3400, 13, 240]",6.0,"[None, None, None]",599595,38.0,-7.325569627557755e+18,mouselab-mdp,0
"[5077, 5684, 6210]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'10', u'11'], u'time': [1126, 1668, 2211, 3255, 4354]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[5072, 79, 3]",5.0,"[None, None, None]",608091,39.0,-6.467484867280245e+18,mouselab-mdp,0
"[4788, 5372, 5996]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'7', u'4'], u'time': [419, 804, 1439, 2982, 4180]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -10, 10]","[4783, 64, 105]",-10.0,"[None, None, None]",616275,40.0,-8.661724116053019e+18,mouselab-mdp,0
"[3933, 5020, 6124]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9'], u'time': [1990, 2505, 3175]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, -10]","[3929, 554, 593]",2.0,"[None, None, None]",624714,41.0,1.0328961532146797e+17,mouselab-mdp,0
"[3457, 3992, 4881]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'12', u'10'], u'time': [679, 1077, 1571, 2346, 2846]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[3452, 11, 350]",15.0,"[None, None, None]",631579,42.0,-2.6765330699051464e+18,mouselab-mdp,0
"[9005, 9556, 10220]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'7', u'8', u'4'], u'time': [923, 3257, 4049, 4871, 5525, 8252]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -5]","[9000, 26, 123]",4.0,"[None, None, None]",643923,43.0,5.439632916575948e+18,mouselab-mdp,0
"[4733, 5340, 6251]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'4', u'3'], u'time': [1533, 2140, 3472, 4205]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[4727, 80, 392]",26.0,"[None, None, None]",652235,44.0,7.553211965372142e+18,mouselab-mdp,0
"[3754, 4287, 4903]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'3'], u'time': [401, 1008, 1607, 3040]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[3749, 11, 76]",1.0,"[None, None, None]",659387,45.0,8.892810546696874e+17,mouselab-mdp,0
"[7190, 7765, 8757]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'12', u'11', u'10'], u'time': [881, 1954, 2561, 3966, 4597, 6683]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, -5]","[7184, 53, 477]",-1.0,"[None, None, None]",670306,46.0,2.5857685737037445e+18,mouselab-mdp,0
"[7455, 8390, 9006]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'3', u'4', u'2'], u'time': [1610, 2686, 3257, 3780, 4423, 6996]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, -5]","[7450, 403, 102]",9.0,"[None, None, None]",681498,47.0,-2.113118043168124e+18,mouselab-mdp,0
