action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,time_elapsed,trial_index,trial_id,trial_type,pid
"[9276, 10082, 10811]","[u'left', u'left', u'up']",train_inspector,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'10', u'12', u'11'], u'time': [3077, 3940, 4886, 5934, 6740, 7732]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 10]","[9270, 307, 217]",25.0,"[None, None, None]",259836,17.0,-2.406626739250812e+18,mouselab-mdp,8
"[14079, 15000, 15678]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'2', u'4', u'3', u'6', u'10', u'11', u'12'], u'time': [1295, 3334, 4185, 5785, 6708, 7460, 8512, 9416, 10386, 11215]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[14074, 420, 181]",5.0,"[None, None, None]",277643,18.0,8.892810546696874e+17,mouselab-mdp,8
"[13937, 15006, 15767]","[u'right', u'right', u'up']",train_inspector,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'6', u'7', u'8', u'2', u'3'], u'time': [2032, 3657, 4604, 6160, 7223, 8354, 9825, 10572]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[13932, 560, 254]",15.0,"[None, None, None]",296112,19.0,4.79729195570316e+18,mouselab-mdp,8
"[19249, 20015, 22572]","[u'up', u'up', u'left']",train_inspect_cost,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'6', u'2'], u'time': [11397, 12287, 13482, 15409, 16624]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -10]","[19244, 272, 2060]",0.0,"[None, None, None]",323423,20.0,6.142163930824438e+17,mouselab-mdp,8
"[9150, 10094, 10767]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'6', u'8', u'7'], u'time': [2527, 3325, 4174, 5414, 6468, 7387]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[9146, 434, 174]",4.0,"[None, None, None]",337123,21.0,-7.325569627557755e+18,mouselab-mdp,8
"[9240, 10031, 10749]","[u'left', u'left', u'up']",train_inspect_cost,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1', u'10', u'12', u'11'], u'time': [1623, 2448, 3237, 4676, 6461, 7441]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 10]","[9233, 283, 217]",19.0,"[None, None, None]",350963,22.0,4.842692465290208e+18,mouselab-mdp,8
"[9443, 10232, 11143]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'6', u'8', u'7'], u'time': [1854, 2540, 3238, 4237, 5503, 6502]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 5]","[9439, 290, 416]",19.0,"[None, None, None]",365632,23.0,-3.081449241277774e+18,mouselab-mdp,8
"[10777, 11533, 12230]","[u'left', u'left', u'down']",train_inspect_cost,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'10', u'12'], u'time': [3655, 4436, 5155, 6145, 7929]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[10772, 253, 200]",20.0,"[None, None, None]",380434,24.0,1.0328961532146797e+17,mouselab-mdp,8
"[23164, 23851, 25260]","[u'left', u'left', u'up']",train_final,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'6', u'10', u'11'], u'time': [14923, 16306, 17197, 18411, 19555, 21055]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[23158, 193, 902]",19.0,"[None, None, None]",410417,25.0,-6.909700207174625e+18,mouselab-mdp,8
"[9437, 10079, 11507]","[u'up', u'up', u'left']",train_final,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'2', u'6', u'3'], u'time': [1159, 1835, 2565, 3476, 4482, 7203]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[9431, 143, 921]",4.0,"[None, None, None]",424742,26.0,3.0262455045681644e+18,mouselab-mdp,8
"[12012, 12630, 13312]","[u'right', u'right', u'down']",train_final,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'6', u'2', u'7'], u'time': [1904, 2650, 3357, 5642, 6525, 9716]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, -5]","[12006, 114, 179]",-6.0,"[None, None, None]",440719,27.0,-8.661724116053019e+18,mouselab-mdp,8
"[10900, 11475, 12942]","[u'up', u'up', u'right']",train_final,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'2', u'3'], u'time': [1065, 3056, 3928, 4921, 9429]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[10895, 71, 972]",25.0,"[None, None, None]",456537,28.0,-5.799413076952947e+18,mouselab-mdp,8
"[8253, 8958, 9671]","[u'up', u'up', u'left']",train_final,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'3', u'4'], u'time': [1455, 2122, 2759, 5559, 6579]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[8248, 207, 219]",25.0,"[None, None, None]",468604,29.0,7.502188167921001e+17,mouselab-mdp,8
"[16361, 16918, 17680]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'6', u'10', u'7', u'8'], u'time': [4123, 5068, 5859, 7997, 10781, 12493, 13940]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 10]","[16355, 53, 266]",3.0,"[None, None, None]",534204,30.0,5.015924348765825e+18,mouselab-mdp,8
"[8832, 9569, 10340]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'10', u'12', u'11'], u'time': [1478, 2186, 3647, 4817, 5689, 6655]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[8827, 236, 275]",9.0,"[None, None, None]",547304,31.0,-3.06599297092415e+18,mouselab-mdp,8
"[21531, 22229, 23165]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'7', u'8', u'10', u'11', u'12'], u'time': [954, 1678, 2414, 5832, 6965, 11289, 12336, 17697]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -10]","[21524, 192, 427]",-3.0,"[None, None, None]",573122,32.0,4.126289696711771e+18,mouselab-mdp,8
"[12887, 13558, 14134]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'2', u'6', u'9', u'10', u'11'], u'time': [1378, 3228, 5498, 7073, 8452, 9128, 10842]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[12878, 162, 72]",18.0,"[None, None, None]",589602,33.0,8.845312654804484e+18,mouselab-mdp,8
"[10955, 11777, 12466]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'3', u'4', u'11', u'12'], u'time': [1095, 1823, 2434, 4541, 5298, 8112, 9045]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -10, 10]","[10950, 326, 181]",-12.0,"[None, None, None]",604662,34.0,-2.113118043168124e+18,mouselab-mdp,8
"[9056, 9653, 10876]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'2', u'10', u'3'], u'time': [1326, 2186, 2777, 4322, 5161, 7055]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, -10]","[9050, 97, 718]",-6.0,"[None, None, None]",618361,35.0,-4.854145221764645e+18,mouselab-mdp,8
"[5932, 6520, 7117]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'2', u'3', u'4'], u'time': [1018, 1568, 2149, 3057, 3738, 4528]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[5928, 89, 103]",24.0,"[None, None, None]",627747,36.0,-1.4141965748565614e+17,mouselab-mdp,8
"[6344, 7038, 7642]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'2', u'4', u'3'], u'time': [980, 1568, 2098, 2934, 3769, 4629]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[6339, 171, 108]",4.0,"[None, None, None]",637599,37.0,-4.167587722078449e+18,mouselab-mdp,8
"[27481, 28428, 28985]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'10', u'12', u'11', u'2', u'4', u'3', u'6', u'7'], u'time': [7535, 9375, 10411, 12001, 13405, 14865, 16151, 16840, 22850, 24161, 24987]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, 10]","[27475, 442, 50]",-6.0,"[None, None, None]",668910,38.0,2.5857685737037445e+18,mouselab-mdp,8
"[9020, 9686, 10330]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'10', u'6', u'7', u'8'], u'time': [1106, 1904, 2497, 3741, 4572, 5768, 7021]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 10]","[9014, 164, 141]",3.0,"[None, None, None]",681491,39.0,9.041022091974375e+18,mouselab-mdp,8
"[9212, 9748, 10368]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'4', u'2', u'3'], u'time': [1670, 2383, 3080, 6610, 7226, 7775]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 5]","[9207, 30, 118]",14.0,"[None, None, None]",694821,40.0,-2.401185042585887e+18,mouselab-mdp,8
"[21247, 22018, 22780]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'6', u'7', u'8', u'10', u'2'], u'time': [974, 1498, 2155, 3369, 3952, 4888, 6247, 7758]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[21240, 266, 263]",-3.0,"[None, None, None]",720071,41.0,3.6370751421926886e+18,mouselab-mdp,8
"[20262, 22591, 23152]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'2', u'3', u'4', u'6', u'7', u'8', u'12', u'10', u'11'], u'time': [2106, 3070, 3718, 4766, 5508, 6312, 7727, 8378, 9290, 10185, 10998, 11728]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -10, 10]","[20257, 1832, 58]",-17.0,"[None, None, None]",745821,42.0,-3.214860887015687e+18,mouselab-mdp,8
"[6393, 7051, 8016]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'10', u'12'], u'time': [1016, 1758, 2984, 3829, 4441]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[6388, 159, 462]",5.0,"[None, None, None]",756551,43.0,-8.430627562648791e+18,mouselab-mdp,8
"[9103, 9666, 10331]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'3', u'4', u'2'], u'time': [1559, 2675, 3631, 5092, 5833, 7691]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, -10]","[9097, 58, 157]",4.0,"[None, None, None]",769394,44.0,-5.833452680797874e+18,mouselab-mdp,8
"[9310, 10036, 10591]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'11'], u'time': [2034, 2797, 7237]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, -5]","[9304, 220, 59]",12.0,"[None, None, None]",782769,45.0,4.0767595266326287e+18,mouselab-mdp,8
"[11447, 12168, 12819]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'8', u'11', u'12', u'7'], u'time': [1340, 2117, 2885, 4865, 6628, 8123, 9241]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 5]","[11441, 213, 149]",-7.0,"[None, None, None]",798072,46.0,3.079720304695456e+18,mouselab-mdp,8
"[5139, 5839, 6405]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1'], u'time': [805, 2295, 3038]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, -10]","[5132, 206, 67]",2.0,"[None, None, None]",807817,47.0,-7.701717791270176e+18,mouselab-mdp,8
"[5967, 6785, 7375]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'6', u'10'], u'time': [682, 1471, 2073, 3181, 4257]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -5]","[5962, 318, 91]",5.0,"[None, None, None]",817543,48.0,4.517249616187461e+18,mouselab-mdp,8
"[2086, 2636, 3317]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -10]","[2080, 41, 170]",-10.0,"[None, None, None]",823626,49.0,4.339880646647608e+18,mouselab-mdp,8
"[12460, 13229, 13963]","[u'right', u'right', u'down']",train_basic,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 10]","[12456, 260, 227]",25.0,"[None, None, None]",16403,0.0,1.532043097573411e+18,mouselab-mdp,9
"[2163, 2707, 3987]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[2162, 20, 769]",20.0,"[None, None, None]",22626,1.0,-8.208271881207171e+18,mouselab-mdp,9
"[12344, 15589, 16437]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[12342, 2725, 343]",10.0,"[None, None, None]",41313,2.0,-5.0462050224693914e+17,mouselab-mdp,9
"[4641, 5216, 5872]","[u'right', u'right', u'down']",train_basic,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[4638, 64, 137]",20.0,"[None, None, None]",49824,3.0,7.211868466475451e+18,mouselab-mdp,9
"[2464, 3647, 4225]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 10]","[2462, 672, 68]",25.0,"[None, None, None]",56256,4.0,-7.824465990977061e+18,mouselab-mdp,9
"[5131, 6170, 6732]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[5128, 535, 46]",25.0,"[None, None, None]",65247,5.0,-8.685761292807083e+18,mouselab-mdp,9
"[7611, 8952, 9480]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 10]","[7609, 828, 21]",10.0,"[None, None, None]",76846,6.0,5.439632916575948e+18,mouselab-mdp,9
"[4405, 5541, 6100]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, -5]","[4402, 617, 45]",15.0,"[None, None, None]",85022,7.0,-2.113118043168124e+18,mouselab-mdp,9
"[4324, 4868, 5428]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[4322, 23, 51]",5.0,"[None, None, None]",92606,8.0,8.892810546696874e+17,mouselab-mdp,9
"[6370, 7010, 7554]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, -5]","[6368, 135, 26]",5.0,"[None, None, None]",102444,9.0,3.079720304695456e+18,mouselab-mdp,9
"[6574, 9134, 10350]","[u'left', u'left', u'down']",train_hidden,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, -10]","[6572, 2045, 711]",-10.0,"[None, None, None]",117707,10.0,2.702860947760116e+18,mouselab-mdp,9
"[578, 1586, 2419]","[u'left', u'left', u'up']",train_hidden,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[575, 495, 314]",15.0,"[None, None, None]",122043,11.0,7.03335331080147e+17,mouselab-mdp,9
"[262, 790, 1430]","[u'right', u'right', u'down']",train_hidden,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, -10]","[261, 17, 124]",-10.0,"[None, None, None]",125179,12.0,4.49272063618337e+18,mouselab-mdp,9
"[109, 860, 1404]","[u'right', u'right', u'up']",train_hidden,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[107, 232, 26]",10.0,"[None, None, None]",129659,13.0,9.182422570892963e+18,mouselab-mdp,9
"[249, 1288, 1896]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[248, 529, 88]",10.0,"[None, None, None]",133611,14.0,3.812331254939213e+18,mouselab-mdp,9
