0.63536,0.63536,0.5
0.71879,0.71879,0.66667
0.55213,0.55213,0.5
0.71879,0.71879,0.66667
0.55213,0.55213,0.5
0.7726,0.77261,0.75
0.61147,0.61147,0.5
0.7605,0.7605,0.66667
0.67729,0.67729,0.66667
0.5226,0.52261,0.5
0.67729,0.67729,0.66667
0.42716,0.42716,0.33333
0.77261,0.7726,0.75
0.61147,0.61147,0.5
0.52261,0.5226,0.5
0.80974,0.80971,0.8
0.66106,0.66157,0.6
0.79345,0.79342,0.75
0.75191,0.75197,0.75
0.56106,0.56157,0.5
0.6949,0.6949,0.66667
0.52823,0.52823,0.5
0.79342,0.79345,0.75
0.6949,0.6949,0.66667
0.66864,0.66857,0.66667
0.50974,0.50971,0.5
0.66857,0.66864,0.66667
0.37678,0.37676,0.33333
0.75197,0.75191,0.75
0.52823,0.52823,0.5
0.37676,0.37678,0.33333
0.80971,0.80974,0.8
0.66157,0.66106,0.6
0.56157,0.56106,0.5
0.50971,0.50974,0.5
0.83677,0.83674,0.83333
0.70208,0.70209,0.66667
0.81943,0.81939,0.8
0.80019,0.80018,0.8
0.59967,0.59977,0.5
0.71495,0.71588,0.66667
0.60738,0.60746,0.6
0.81218,0.81218,0.75
0.75619,0.75621,0.75
0.7499,0.7499,0.75
0.53541,0.53543,0.5
0.67405,0.67413,0.66667
0.44828,0.44921,0.4
0.75621,0.75619,0.75
0.57258,0.57258,0.5
0.50621,0.50619,0.5
0.81939,0.81943,0.8
0.71588,0.71495,0.66667
0.67413,0.67405,0.66667
0.66684,0.66686,0.66667
0.50344,0.50341,0.5
0.66686,0.66684,0.66667
0.35277,0.35273,0.33333
0.7499,0.7499,0.75
0.50619,0.50621,0.5
0.31218,0.31218,0.25
0.80018,0.80019,0.8
0.60746,0.60738,0.6
0.44921,0.44828,0.4
0.35273,0.35277,0.33333
0.83674,0.83677,0.83333
0.70209,0.70208,0.66667
0.59977,0.59967,0.5
0.53543,0.53541,0.5
0.50341,0.50344,0.5
0.85704,0.85704,0.85714
0.72605,0.73553,0.71429
0.84035,0.8403,0.83333
0.83323,0.83323,0.83333
0.63072,0.63548,0.57143
0.73625,0.73628,0.66667
0.66811,0.66811,0.66667
0.82883,0.82878,0.8
0.80083,0.80079,0.8
0.7999,0.7999,0.8
0.5593,0.56405,0.5
0.6831,0.6832,0.66667
0.51643,0.51653,0.5
0.76125,0.76263,0.75
0.62264,0.62268,0.6
0.5999,0.5999,0.6
