0.63056,0.63056,0.63056,0.5
0.69333,0.68889,0.68889,0.66667
0.57556,0.58778,0.58778,0.5
0.68889,0.69333,0.68889,0.66667
0.58778,0.57556,0.58778,0.5
0.68889,0.68889,0.69333,0.66667
0.58778,0.58778,0.57556,0.5
0.74583,0.74333,0.74333,0.75
0.58833,0.61,0.61,0.5
0.71667,0.71667,0.70222,0.66667
0.68111,0.65667,0.67944,0.66667
0.71667,0.70222,0.71667,0.66667
0.68111,0.67944,0.65667,0.66667
0.56333,0.57333,0.57333,0.5
0.65667,0.68111,0.67944,0.66667
0.51444,0.51444,0.51278,0.5
0.65667,0.67944,0.68111,0.66667
0.51444,0.51278,0.51444,0.5
0.74333,0.74583,0.74333,0.75
0.61,0.58833,0.61,0.5
0.70222,0.71667,0.71667,0.66667
0.67944,0.68111,0.65667,0.66667
0.57333,0.56333,0.57333,0.5
0.67944,0.65667,0.68111,0.66667
0.51278,0.51444,0.51444,0.5
0.74333,0.74333,0.74583,0.75
0.61,0.61,0.58833,0.5
0.57333,0.57333,0.56333,0.5
0.79,0.79,0.79,0.8
0.59,0.62333,0.62333,0.6
0.75667,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.75667,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.49,0.57333,0.57333,0.5
0.65667,0.65667,0.65667,0.66667
0.54,0.49,0.57333,0.5
0.65667,0.65667,0.65667,0.66667
0.54,0.57333,0.49,0.5
0.74,0.75667,0.74,0.75
0.65667,0.65667,0.65667,0.66667
0.71222,0.71222,0.71222,0.66667
0.71222,0.71222,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.71222,0.65667,0.71222,0.66667
0.65667,0.65667,0.65667,0.66667
0.74,0.74,0.75667,0.75
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.49,0.57333,0.57333,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.49,0.54,0.57333,0.5
0.65667,0.71222,0.71222,0.66667
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.37889,0.37889,0.37889,0.33333
0.74,0.74,0.74,0.75
0.49,0.57333,0.54,0.5
0.49,0.49,0.49,0.5
0.79,0.79,0.79,0.8
0.62333,0.59,0.62333,0.6
0.74,0.75667,0.74,0.75
0.74,0.74,0.74,0.75
0.57333,0.49,0.57333,0.5
0.65667,0.65667,0.65667,0.66667
0.57333,0.54,0.49,0.5
0.74,0.74,0.75667,0.75
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.57333,0.49,0.57333,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.57333,0.49,0.54,0.5
0.49,0.49,0.49,0.5
0.79,0.79,0.79,0.8
0.62333,0.62333,0.59,0.6
0.57333,0.57333,0.49,0.5
0.57333,0.57333,0.49,0.5
0.82333,0.82333,0.82333,0.83333
0.65667,0.65667,0.65667,0.66667
0.79,0.79,0.79,0.8
0.79,0.79,0.79,0.8
0.79,0.79,0.79,0.8
0.79,0.79,0.79,0.8
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.59,0.59,0.59,0.6
0.65667,0.65667,0.65667,0.66667
0.59,0.59,0.59,0.6
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0.79,0.79,0.79,0.8
0.65667,0.65667,0.65667,0.66667
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.74,0.74,0.74,0.75
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.74,0.74,0.74,0.75
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.79,0.79,0.79,0.8
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.32333,0.32333,0.32333,0.33333
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0.79,0.79,0.79,0.8
0.59,0.59,0.59,0.6
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.32333,0.32333,0.32333,0.33333
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.32333,0.32333,0.32333,0.33333
0.79,0.79,0.79,0.8
0.59,0.59,0.59,0.6
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0.82333,0.82333,0.82333,0.83333
0.65667,0.65667,0.65667,0.66667
0.79,0.79,0.79,0.8
0.79,0.79,0.79,0.8
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.59,0.59,0.59,0.6
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0.79,0.79,0.79,0.8
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.74,0.74,0.74,0.75
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0.79,0.79,0.79,0.8
0.59,0.59,0.59,0.6
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0.82333,0.82333,0.82333,0.83333
0.65667,0.65667,0.65667,0.66667
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.5
0,0,0,0
