action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_id,trial_type,pid
"[2977, 4078, 5287]","[u'right', u'right', u'up']",train_hidden,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, -8]","[2968, 569, 688]",8.0,"[None, None, None]",,67735,10.0,88708259.0,mouselab-mdp,0
"[556, 2033, 2736]","[u'right', u'right', u'down']",train_hidden,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -24, -40]","[551, 963, 185]",-72.0,"[None, None, None]",,72707,11.0,41343719.0,mouselab-mdp,0
"[398, 1240, 2111]","[u'left', u'left', u'up']",train_hidden,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 24]","[392, 330, 351]",72.0,"[None, None, None]",,77535,12.0,79153833.0,mouselab-mdp,0
"[403, 1474, 2806]","[u'down', u'down', u'left']",train_hidden,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -40, 8]","[398, 540, 813]",-40.0,"[None, None, None]",,82519,13.0,94650616.0,mouselab-mdp,0
"[544, 1425, 2473]","[u'up', u'up', u'right']",train_hidden,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 40, -8]","[537, 357, 524]",8.0,"[None, None, None]",,87344,14.0,46935555.0,mouselab-mdp,0
"[18661, 20978, 21661]","[u'left', u'left', u'down']",train_inspector,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'6', u'12', u'11', u'3', u'7', u'13', u'1', u'5', u'10', u'9', u'8', u'15', u'16', u'14'], u'time': [3144, 4715, 5696, 6350, 6966, 7905, 8604, 9727, 10590, 11259, 11936, 12835, 14600, 15142, 15637, 16846]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -24, 8]","[18652, 1798, 171]",-8.0,"[None, None, None]",,113474,15.0,2407791.0,mouselab-mdp,0
"[16251, 16911, 17444]","[u'left', u'left', u'down']",train_inspector,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'2', u'3', u'7', u'13', u'14', u'15', u'8', u'16', u'10', u'5', u'9', u'12', u'6', u'11'], u'time': [1483, 2247, 3418, 5076, 6030, 6484, 7453, 8220, 9249, 9733, 10560, 11024, 12316, 13748, 14352, 14982]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 8]","[16246, 132, 7]",56.0,"[None, None, None]",,133306,16.0,13327080.0,mouselab-mdp,0
"[7084, 7750, 8733]","[u'up', u'up', u'left']",train_inspector,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'2', u'3', u'7', u'13', u'6', u'11', u'12'], u'time': [1070, 1660, 2155, 2649, 3143, 4103, 4858, 5322, 5866]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 24]","[7076, 149, 473]",72.0,"[None, None, None]",,145839,17.0,33499252.0,mouselab-mdp,0
"[23219, 23928, 24633]","[u'up', u'up', u'right']",train_inspector,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'3', u'7', u'13', u'14', u'4', u'8', u'15', u'16', u'10', u'5', u'9', u'12', u'6', u'11'], u'time': [2696, 3432, 3968, 5320, 5874, 6580, 7334, 7770, 8204, 8708, 9333, 9767, 10322, 12493, 12956, 13440]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -24, 24]","[23211, 188, 195]",8.0,"[None, None, None]",,173517,18.0,33603321.0,mouselab-mdp,0
"[12056, 12877, 13470]","[u'down', u'down', u'right']",train_inspector,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'3', u'8', u'16', u'15', u'1', u'5', u'9', u'10'], u'time': [1152, 2311, 3260, 4197, 4661, 5772, 7467, 8699, 9456, 10220]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, -8]","[12046, 308, 72]",8.0,"[None, None, None]",,189555,19.0,8242142.0,mouselab-mdp,0
"[22505, 23095, 26307]","[u'up', u'up', u'right']",train_inspect_cost,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'2', u'3', u'8', u'6', u'12'], u'time': [12506, 13069, 13695, 14581, 18648, 20135, 21371]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[22496, 76, 2690]",17.0,"[None, None, None]",,220569,20.0,57926881.0,mouselab-mdp,0
"[7094, 7842, 8453]","[u'right', u'right', u'up']",train_inspect_cost,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'1', u'5'], u'time': [1257, 1872, 2518, 4970]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, 24]","[7087, 226, 88]",84.0,"[None, None, None]",,232067,21.0,15887038.0,mouselab-mdp,0
"[7323, 7971, 9531]","[u'right', u'right', u'up']",train_inspect_cost,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'4', u'3', u'1', u'5'], u'time': [1292, 1988, 2683, 3552, 4842, 5931]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 40, 24]","[7312, 138, 1049]",66.0,"[None, None, None]",,244574,22.0,70946724.0,mouselab-mdp,0
"[6755, 7464, 8238]","[u'left', u'left', u'down']",train_inspect_cost,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'3', u'4', u'7'], u'time': [1087, 2124, 2941, 4181, 5171]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, -24]","[6748, 192, 253]",-13.0,"[None, None, None]",,256879,23.0,20822846.0,mouselab-mdp,0
"[17047, 17621, 18198]","[u'left', u'left', u'down']",train_inspect_cost,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'3', u'5', u'7', u'13', u'9', u'10', u'14'], u'time': [1150, 1781, 3062, 3688, 5869, 6805, 9441, 11668, 13968, 14970]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[17040, 54, 66]",30.0,"[None, None, None]",,278100,24.0,72251478.0,mouselab-mdp,0
"[23892, 25800, 27028]","[u'left', u'left', u'up']",train_final,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'11', u'12', u'3', u'1', u'4'], u'time': [16721, 17274, 17881, 18637, 20361, 22238, 22882]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-40, 24, 24]","[23886, 1378, 667]",1.0,"[None, None, None]",,509606,25.0,80257913.0,mouselab-mdp,0
"[1928, 2873, 3409]","[u'up', u'up', u'right']",train_final,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 40, -8]","[1924, 423, 9]",40.0,"[None, None, None]",,515292,26.0,2994777.0,mouselab-mdp,0
"[132, 1001, 1766]","[u'down', u'down', u'right']",train_final,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -24, 24]","[126, 346, 250]",8.0,"[None, None, None]",,519224,27.0,21317219.0,mouselab-mdp,0
"[1262, 1783, 2911]","[u'down', u'down', u'left']",train_final,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, -8]","[1257, 5, 600]",40.0,"[None, None, None]",,524722,28.0,62760486.0,mouselab-mdp,0
"[1286, 2032, 2750]","[u'down', u'down', u'right']",train_final,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 40]","[1283, 221, 207]",72.0,"[None, None, None]",,530351,29.0,52874461.0,mouselab-mdp,0
"[23847, 24551, 25907]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'11', u'12', u'1', u'3', u'7', u'13', u'14', u'4', u'8', u'15', u'16', u'5', u'9'], u'time': [2208, 2732, 5265, 6022, 7627, 9988, 11363, 11956, 13499, 15799, 17686, 18554, 19422, 21339, 22448]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 24]","[23841, 180, 837]",25.0,"[None, None, None]",,724494,30.0,66575077.0,mouselab-mdp,0
"[13844, 15095, 15831]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'4', u'1', u'3', u'7', u'13', u'14', u'5', u'9', u'10', u'8', u'16'], u'time': [1499, 2443, 3656, 4249, 4754, 5399, 5924, 7024, 7942, 8650, 9607, 10555, 11120]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, 8]","[13835, 728, 185]",-5.0,"[None, None, None]",,742797,31.0,15535487.0,mouselab-mdp,0
"[8777, 9485, 10050]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'1', u'3', u'6', u'12'], u'time': [919, 1886, 3055, 4580, 6175, 7101]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 8]","[8769, 190, 39]",-14.0,"[None, None, None]",,755095,32.0,25744833.0,mouselab-mdp,0
"[6475, 7130, 8062]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'1', u'3', u'7', u'13'], u'time': [1121, 2077, 2652, 3691, 4953, 5517]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[6469, 132, 410]",50.0,"[None, None, None]",,765349,33.0,420161.0,mouselab-mdp,0
"[11819, 12574, 13429]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'2', u'3', u'5', u'6', u'7', u'13'], u'time': [1059, 2208, 3005, 4095, 5477, 6476, 8445, 9058]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 8]","[11814, 244, 335]",0.0,"[None, None, None]",,782005,34.0,76790504.0,mouselab-mdp,0
"[7568, 8177, 8921]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'8', u'3', u'2', u'6', u'12'], u'time': [1061, 1675, 2542, 4278, 4793, 5725, 6427]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[7563, 97, 224]",33.0,"[None, None, None]",,793103,35.0,47142652.0,mouselab-mdp,0
"[13572, 14373, 14969]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'8', u'16', u'15', u'6', u'12', u'5', u'9'], u'time': [2373, 2929, 3739, 4352, 5380, 5955, 6551, 9306, 9840, 11292, 11787]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -24, 8]","[13565, 283, 80]",-3.0,"[None, None, None]",,810312,36.0,23055091.0,mouselab-mdp,0
"[245025, 245613, 246149]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'3', u'7', u'13', u'14'], u'time': [240702, 241286, 242145, 242749, 243405, 244113]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[245020, 62, 18]",34.0,"[None, None, None]",,1058517,37.0,68966599.0,mouselab-mdp,0
"[5477, 6177, 6711]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1'], u'time': [754, 2303, 3898]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, -8]","[5472, 178, 13]",21.0,"[None, None, None]",,1067636,38.0,49024411.0,mouselab-mdp,0
"[4921, 6359, 7405]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'4'], u'time': [1310, 1949, 2534, 3839]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, -24]","[4915, 917, 531]",-28.0,"[None, None, None]",,1077217,39.0,62347637.0,mouselab-mdp,0
"[3593, 4653, 5444]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4'], u'time': [1914]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, -8]","[3589, 537, 280]",23.0,"[None, None, None]",,1084895,40.0,18428125.0,mouselab-mdp,0
"[10772, 11305, 11995]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'6', u'3', u'4', u'8', u'16'], u'time': [1443, 3883, 4750, 5791, 6644, 7212, 9088]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, -24]","[10766, 20, 176]",-47.0,"[None, None, None]",,1099119,41.0,7546193.0,mouselab-mdp,0
"[2890, 3847, 4733]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1'], u'time': [880, 1614]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -24, 24]","[2883, 439, 360]",6.0,"[None, None, None]",,1105914,42.0,46753980.0,mouselab-mdp,0
"[3737, 4315, 5534]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1'], u'time': [1901, 2517]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -40, 8]","[3728, 65, 703]",-10.0,"[None, None, None]",,1113698,43.0,9743184.0,mouselab-mdp,0
"[7957, 8549, 9361]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'2', u'3', u'7'], u'time': [1568, 2246, 4029, 4604, 5886]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[7949, 70, 299]",35.0,"[None, None, None]",,1125176,44.0,72905213.0,mouselab-mdp,0
"[5279, 6210, 7273]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'8', u'15'], u'time': [1084, 1733, 2575, 3815]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, -8]","[5271, 411, 538]",36.0,"[None, None, None]",,1134739,45.0,59702951.0,mouselab-mdp,0
"[6562, 7239, 7774]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'6', u'2', u'3'], u'time': [1432, 1926, 4026, 4599, 5184]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, -24]","[6554, 168, 20]",-29.0,"[None, None, None]",,1144714,46.0,8929385.0,mouselab-mdp,0
"[4183, 4794, 5447]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'5'], u'time': [1012, 1756, 2886]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[4176, 97, 133]",53.0,"[None, None, None]",,1152646,47.0,56543306.0,mouselab-mdp,0
"[3444, 4492, 5688]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'2'], u'time': [917, 1397, 2035]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -40, 40]","[3435, 524, 671]",5.0,"[None, None, None]",,1160548,48.0,23557899.0,mouselab-mdp,0
