bonus,bonusRate,branching,completed,condition,inspectCost,pid,startTime,with_feedback,version
1.68,0.002,312,True,1,1,0,Mon Mar 05 2018 14:46:43 GMT-0500 (Eastern Standard Time),True,T1.1
1.68,0.002,312,True,1,1,1,Mon Mar 05 2018 11:26:12 GMT-0600 (Central Standard Time),True,T1.1
1.97,0.002,312,True,0,1,2,Mon Mar 05 2018 14:45:32 GMT-0600 (CST),False,T1.1
1.59,0.002,312,True,0,1,3,Mon Mar 05 2018 11:42:35 GMT-0800 (PST),False,T1.1
2.17,0.002,312,True,1,1,4,Mon Mar 05 2018 12:31:33 GMT-0500 (Eastern Standard Time),True,T1.1
1.51,0.002,312,True,0,1,5,Mon Mar 05 2018 12:53:22 GMT-0500 (Eastern Standard Time),False,T1.1
0.62,0.002,312,True,0,1,6,Mon Mar 05 2018 15:26:45 GMT-0500 (Eastern Standard Time),False,T1.1
1.55,0.002,312,True,0,1,7,Mon Mar 05 2018 12:57:08 GMT-0800 (Pacific Standard Time),False,T1.1
0.36,0.002,312,True,0,1,8,Mon Mar 05 2018 15:08:43 GMT-0500 (Eastern Standard Time),False,T1.1
1.83,0.002,312,True,0,1,9,Mon Mar 05 2018 14:18:23 GMT-0500 (EST),False,T1.1
0.0,0.002,312,True,0,1,10,Mon Mar 05 2018 14:29:00 GMT-0500 (Eastern Standard Time),False,T1.1
1.98,0.002,312,True,1,1,11,Mon Mar 05 2018 12:50:22 GMT-0800 (Pacific Standard Time),True,T1.1
0.71,0.002,312,True,0,1,12,Mon Mar 05 2018 13:10:10 GMT-0700 (Mountain Standard Time),False,T1.1
1.54,0.002,312,True,1,1,13,Mon Mar 05 2018 14:25:41 GMT-0500 (Eastern Standard Time),True,T1.1
2.04,0.002,312,True,0,1,14,Mon Mar 05 2018 10:39:05 GMT-0700 (US Mountain Standard Time),False,T1.1
2.5,0.002,312,True,1,1,15,Mon Mar 05 2018 14:29:45 GMT-0500 (Eastern Standard Time),True,T1.1
1.69,0.002,312,True,1,1,16,Mon Mar 05 2018 15:12:52 GMT-0500 (Eastern Standard Time),True,T1.1
1.16,0.002,312,True,1,1,17,Mon Mar 05 2018 11:26:42 GMT-0600 (Central Standard Time),True,T1.1
0.24,0.002,312,True,0,1,18,Mon Mar 05 2018 20:55:19 GMT+0200 (Jerusalem Standard Time),False,T1.1
1.87,0.002,312,True,1,1,19,Mon Mar 05 2018 15:25:29 GMT-0700 (US Mountain Standard Time),True,T1.1
1.91,0.002,312,True,0,1,20,Mon Mar 05 2018 15:45:43 GMT-0700 (US Mountain Standard Time),False,T1.1
0.37,0.002,312,True,0,1,21,Mon Mar 05 2018 12:28:41 GMT-0500 (Eastern Standard Time),False,T1.1
1.48,0.002,312,True,1,1,22,Mon Mar 05 2018 12:24:17 GMT-0800 (Pacific Standard Time),True,T1.1
1.51,0.002,312,True,1,1,23,Mon Mar 05 2018 16:25:48 GMT-0500 (Eastern Standard Time),True,T1.1
1.79,0.002,312,True,1,1,24,Mon Mar 05 2018 11:53:58 GMT-0600 (Central Standard Time),True,T1.1
1.79,0.002,312,True,0,1,25,Mon Mar 05 2018 12:32:38 GMT-0700 (MST),False,T1.1
0.41,0.002,312,True,0,1,26,Mon Mar 05 2018 15:29:08 GMT-0500 (EST),False,T1.1
1.92,0.002,312,True,0,1,27,Mon Mar 05 2018 17:37:19 GMT-0500 (Eastern Standard Time),False,T1.1
1.94,0.002,312,True,0,1,28,Mon Mar 05 2018 15:16:09 GMT-0500 (Eastern Standard Time),False,T1.1
1.93,0.002,312,True,0,1,29,Mon Mar 05 2018 16:23:22 GMT-0600 (Central Standard Time),False,T1.1
1.41,0.002,312,True,1,1,30,Mon Mar 05 2018 15:51:40 GMT-0800 (Pacific Standard Time),True,T1.1
1.78,0.002,312,True,1,1,31,Mon Mar 05 2018 14:08:52 GMT-0600 (Central Standard Time),True,T1.1
0.76,0.002,312,True,0,1,32,Mon Mar 05 2018 12:31:06 GMT-0500 (Eastern Standard Time),False,T1.1
1.66,0.002,312,True,1,1,33,Mon Mar 05 2018 14:34:03 GMT-0600 (CST),True,T1.1
1.74,0.002,312,True,1,1,34,Mon Mar 05 2018 13:22:38 GMT-0700 (Mountain Standard Time),True,T1.1
0.0,0.002,312,True,0,1,35,Mon Mar 05 2018 13:14:37 GMT-0500 (Eastern Standard Time),False,T1.1
1.66,0.002,312,True,1,1,36,Mon Mar 05 2018 13:41:44 GMT-0700 (Mountain Standard Time),True,T1.1
1.82,0.002,312,True,1,1,37,Mon Mar 05 2018 11:21:23 GMT-0700 (MST),True,T1.1
1.91,0.002,312,True,0,1,38,Mon Mar 05 2018 12:25:46 GMT-0500 (EST),False,T1.1
0.09,0.002,312,True,0,1,39,Mon Mar 05 2018 15:27:32 GMT-0500 (US Eastern Standard Time),False,T1.1
0.0,0.002,312,True,0,1,40,Mon Mar 05 2018 14:01:25 GMT-0600 (Central Standard Time),False,T1.1
0.61,0.002,312,True,0,1,41,Mon Mar 05 2018 13:26:55 GMT-0600 (Central Standard Time),False,T1.1
1.72,0.002,312,True,0,1,42,Mon Mar 05 2018 14:10:45 GMT-0600 (Central Standard Time),False,T1.1
1.52,0.002,312,True,1,1,43,Mon Mar 05 2018 12:33:22 GMT-0500 (Eastern Standard Time),True,T1.1
0.17,0.002,312,True,0,1,44,Mon Mar 05 2018 15:13:49 GMT-0500 (Eastern Standard Time),False,T1.1
1.64,0.002,312,True,1,1,45,Mon Mar 05 2018 15:14:33 GMT-0500 (Eastern Standard Time),True,T1.1
0.42,0.002,312,True,1,1,46,Mon Mar 05 2018 12:36:02 GMT-0500 (EST),True,T1.1
0.0,0.002,312,True,0,1,47,Mon Mar 05 2018 15:39:54 GMT-0500 (Eastern Standard Time),False,T1.1
1.51,0.002,312,True,1,1,48,Mon Mar 05 2018 17:21:18 GMT-0600 (Central Standard Time),True,T1.1
1.52,0.002,312,True,0,1,49,Mon Mar 05 2018 14:20:45 GMT-0500 (Eastern Standard Time),False,T1.1
1.75,0.002,312,True,1,1,50,Mon Mar 05 2018 02:37:56 GMT-0500 (Eastern Standard Time),True,T1.1
1.25,0.002,312,True,0,1,51,Mon Mar 05 2018 15:23:19 GMT-0500 (EST),False,T1.1
1.68,0.002,312,True,1,1,52,Mon Mar 05 2018 13:39:28 GMT-0500 (EST),True,T1.1
1.6,0.002,312,True,0,1,53,Mon Mar 05 2018 12:39:15 GMT-0600 (Central Standard Time),False,T1.1
1.55,0.002,312,True,1,1,54,Mon Mar 05 2018 15:10:19 GMT-0500 (Eastern Standard Time),True,T1.1
1.95,0.002,312,True,1,1,55,Mon Mar 05 2018 15:44:58 GMT-0500 (Eastern Standard Time),True,T1.1
1.55,0.002,312,True,0,1,56,Mon Mar 05 2018 15:07:03 GMT-0500 (EST),False,T1.1
1.88,0.002,312,True,1,1,57,Mon Mar 05 2018 15:10:44 GMT-0500 (Eastern Standard Time),True,T1.1
1.94,0.002,312,True,1,1,58,Mon Mar 05 2018 17:09:05 GMT-0500 (Eastern Standard Time),True,T1.1
1.64,0.002,312,True,0,1,59,Mon Mar 05 2018 11:25:58 GMT-0800 (PST),False,T1.1
1.5,0.002,312,True,1,1,60,Mon Mar 05 2018 17:42:18 GMT-0500 (Eastern Standard Time),True,T1.1
2.0,0.002,312,True,0,1,61,Mon Mar 05 2018 15:09:47 GMT-0500 (Eastern Standard Time),False,T1.1
1.94,0.002,312,True,1,1,62,Mon Mar 05 2018 16:36:24 GMT-0500 (Eastern Standard Time),True,T1.1
1.5,0.002,312,True,1,1,63,Mon Mar 05 2018 14:58:36 GMT-0600 (Central Standard Time),True,T1.1
1.74,0.002,312,True,0,1,64,Mon Mar 05 2018 14:24:32 GMT-0500 (Eastern Standard Time),False,T1.1
1.66,0.002,312,True,1,1,65,Mon Mar 05 2018 13:16:55 GMT-0600 (Central Standard Time),True,T1.1
1.76,0.002,312,True,0,1,66,Mon Mar 05 2018 12:33:55 GMT-0800 (Pacific Standard Time),False,T1.1
1.91,0.002,312,True,0,1,67,Mon Mar 05 2018 15:07:54 GMT-0500 (Eastern Standard Time),False,T1.1
1.51,0.002,312,True,1,1,68,Mon Mar 05 2018 15:13:56 GMT-0500 (Eastern Standard Time),True,T1.1
2.04,0.002,312,True,0,1,69,Mon Mar 05 2018 15:25:38 GMT-0500 (Eastern Standard Time),False,T1.1
1.66,0.002,312,True,0,1,70,Mon Mar 05 2018 12:44:06 GMT-0800 (Pacific Standard Time),False,T1.1
1.56,0.002,312,True,1,1,71,Mon Mar 05 2018 13:25:49 GMT-0600 (Central Standard Time),True,T1.1
2.08,0.002,312,True,1,1,72,Mon Mar 05 2018 15:13:57 GMT-0500 (Eastern Standard Time),True,T1.1
1.52,0.002,312,True,0,1,73,Mon Mar 05 2018 12:03:40 GMT-0800 (Pacific Standard Time),False,T1.1
0.13,0.002,312,True,0,1,74,Mon Mar 05 2018 12:36:37 GMT-0500 (EST),False,T1.1
0.46,0.002,312,True,1,1,75,Mon Mar 05 2018 15:07:41 GMT-0500 (Eastern Standard Time),True,T1.1
1.89,0.002,312,True,0,1,76,Mon Mar 05 2018 14:13:16 GMT-0600 (Central Standard Time),False,T1.1
1.85,0.002,312,True,1,1,77,Mon Mar 05 2018 15:35:31 GMT-0500 (Eastern Standard Time),True,T1.1
1.48,0.002,312,True,1,1,78,Mon Mar 05 2018 12:04:44 GMT-0800 (Pacific Standard Time),True,T1.1
0.65,0.002,312,True,0,1,79,Mon Mar 05 2018 14:18:01 GMT-0600 (Central Standard Time),False,T1.1
1.43,0.002,312,True,1,1,80,Mon Mar 05 2018 14:18:10 GMT-0600 (Central Standard Time),True,T1.1
1.65,0.002,312,True,1,1,81,Mon Mar 05 2018 13:38:00 GMT-0600 (CST),True,T1.1
1.72,0.002,312,True,1,1,82,Mon Mar 05 2018 15:06:12 GMT-0500 (Eastern Standard Time),True,T1.1
1.76,0.002,312,True,0,1,83,Mon Mar 05 2018 11:24:26 GMT-0600 (Central Standard Time),False,T1.1
1.74,0.002,312,True,1,1,84,Mon Mar 05 2018 11:24:39 GMT-0600 (Central Standard Time),True,T1.1
1.69,0.002,312,True,0,1,85,Mon Mar 05 2018 15:13:09 GMT-0600 (Central Standard Time),False,T1.1
2.14,0.002,312,True,1,1,86,Mon Mar 05 2018 12:28:53 GMT-0500 (Eastern Standard Time),True,T1.1
1.99,0.002,312,True,0,1,87,Mon Mar 05 2018 15:08:50 GMT-0500 (Eastern Standard Time),False,T1.1
0.45,0.002,312,True,0,1,88,Mon Mar 05 2018 09:30:49 GMT-0800 (Pacific Standard Time),False,T1.1
1.69,0.002,312,True,1,1,89,Mon Mar 05 2018 13:28:43 GMT-0800 (PST),True,T1.1
1.79,0.002,312,True,1,1,90,Mon Mar 05 2018 15:16:37 GMT-0500 (Eastern Standard Time),True,T1.1
1.86,0.002,312,True,1,1,91,Mon Mar 05 2018 11:59:53 GMT-0600 (Central Standard Time),True,T1.1
1.78,0.002,312,True,1,1,92,Mon Mar 05 2018 12:33:45 GMT-0700 (Mountain Standard Time),True,T1.1
2.08,0.002,312,True,1,1,93,Mon Mar 05 2018 16:35:43 GMT-0500 (Eastern Standard Time),True,T1.1
0.83,0.002,312,True,0,1,94,Mon Mar 05 2018 14:05:28 GMT-0600 (Central Standard Time),False,T1.1
1.83,0.002,312,True,1,1,95,Mon Mar 05 2018 11:28:54 GMT-0800 (Pacific Standard Time),True,T1.1
1.78,0.002,312,True,0,1,96,Mon Mar 05 2018 15:11:27 GMT-0600 (Central Standard Time),False,T1.1
1.91,0.002,312,True,1,1,97,Mon Mar 05 2018 15:34:16 GMT-0500 (Eastern Standard Time),True,T1.1
1.67,0.002,312,True,1,1,98,Mon Mar 05 2018 12:13:02 GMT-0800 (PST),True,T1.1
0.34,0.002,312,True,0,1,99,Mon Mar 05 2018 14:14:44 GMT-0600 (Central Standard Time),False,T1.1
1.94,0.002,312,True,1,1,100,Mon Mar 05 2018 15:08:23 GMT-0500 (Eastern Standard Time),True,T1.1
2.01,0.002,312,True,0,1,101,Mon Mar 05 2018 12:50:51 GMT-0800 (Pacific Standard Time),False,T1.1
1.76,0.002,312,True,0,1,102,Mon Mar 05 2018 09:26:42 GMT-0800 (Pacific Standard Time),False,T1.1
0.61,0.002,312,True,0,1,103,Mon Mar 05 2018 14:05:45 GMT-0500 (Eastern Standard Time),False,T1.1
1.7,0.002,312,True,0,1,104,Mon Mar 05 2018 13:34:53 GMT-0700 (Mountain Standard Time),False,T1.1
1.63,0.002,312,True,0,1,105,Mon Mar 05 2018 11:31:14 GMT-0600 (Central Standard Time),False,T1.1
1.59,0.002,312,True,1,1,106,Mon Mar 05 2018 13:04:48 GMT-0600 (Central Standard Time),True,T1.1
1.68,0.002,312,True,1,1,107,Mon Mar 05 2018 18:40:21 GMT-0500 (EST),True,T1.1
1.67,0.002,312,True,0,1,108,Mon Mar 05 2018 14:11:55 GMT-0600 (Central Standard Time),False,T1.1
2.18,0.002,312,True,1,1,109,Mon Mar 05 2018 14:42:19 GMT-0500 (Eastern Standard Time),True,T1.1
2.11,0.002,312,True,1,1,110,Mon Mar 05 2018 15:11:57 GMT-0500 (Eastern Standard Time),True,T1.1
1.82,0.002,312,True,1,1,111,Mon Mar 05 2018 13:11:33 GMT-0700 (Mountain Standard Time),True,T1.1
1.59,0.002,312,True,1,1,112,Mon Mar 05 2018 11:52:16 GMT-0600 (Central Standard Time),True,T1.1
2.23,0.002,312,True,0,1,113,Mon Mar 05 2018 15:32:35 GMT-0500 (Eastern Standard Time),False,T1.1
