key_press,rt,time_elapsed,trial_type,pid
39.0,18989,18995,text,0
32.0,31802,51803,text,0
32.0,9295,62099,text,0
32.0,20023,112756,text,0
32.0,1078,262260,text,0
32.0,20261,283525,text,0
32.0,17588,17596,text,1
32.0,30104,48705,text,1
32.0,7935,57643,text,1
32.0,16806,99097,text,1
32.0,2258,359971,text,1
32.0,10802,371776,text,1
32.0,11767,11782,text,2
32.0,22213,34999,text,2
32.0,6171,42175,text,2
32.0,14922,87167,text,2
32.0,2078,509117,text,2
32.0,8468,518590,text,2
32.0,2009,2020,text,3
32.0,1529,4561,text,3
32.0,1177,6746,text,3
32.0,2392,23337,text,3
32.0,957,126489,text,3
32.0,1722,129219,text,3
32.0,10781,10792,text,4
32.0,13117,24912,text,4
32.0,4978,30900,text,4
32.0,6652,69630,text,4
32.0,1505,222586,text,4
32.0,9960,233551,text,4
18.0,28230,28240,text,5
32.0,41232,70479,text,5
32.0,8522,80002,text,5
32.0,25979,142405,text,5
32.0,1633,352806,text,5
32.0,22633,376446,text,5
32.0,20563,20570,text,6
32.0,13091,34671,text,6
32.0,6341,42015,text,6
32.0,12228,68887,text,6
32.0,1533,187026,text,6
32.0,10931,198965,text,6
32.0,14873,14902,text,7
32.0,22215,38125,text,7
32.0,3589,42725,text,7
32.0,5447,76792,text,7
32.0,2090,181537,text,7
32.0,9020,191570,text,7
32.0,32774,32789,text,8
32.0,6894,40691,text,8
32.0,3735,45427,text,8
32.0,3127,67716,text,8
32.0,2201,187316,text,8
32.0,4563,192883,text,8
32.0,31140,31150,text,9
32.0,35978,68139,text,9
32.0,11957,81099,text,9
32.0,20591,148537,text,9
32.0,8695,380222,text,9
32.0,17337,398564,text,9
17.0,14804,14836,text,10
17.0,23974,39827,text,10
32.0,17837,58683,text,10
32.0,25171,112027,text,10
32.0,2277,228404,text,10
32.0,20040,249489,text,10
32.0,18147,18175,text,11
32.0,32616,51797,text,11
32.0,5835,58642,text,11
32.0,15854,128705,text,11
32.0,1402,442947,text,11
32.0,13461,457418,text,11
40.0,16413,16447,text,12
32.0,24277,41733,text,12
32.0,15770,58523,text,12
32.0,26342,119738,text,12
32.0,2717,302498,text,12
32.0,11301,314811,text,12
32.0,68745,68773,text,13
32.0,116297,186125,text,13
32.0,10688,197828,text,13
32.0,16666,248478,text,13
32.0,8361,850667,text,13
32.0,10601,862314,text,13
32.0,35611,35620,text,14
32.0,33593,70226,text,14
32.0,11532,82760,text,14
32.0,17501,136834,text,14
32.0,4511,341210,text,14
32.0,11515,353737,text,14
32.0,19601,19609,text,15
39.0,6035,26654,text,15
32.0,2700,30357,text,15
32.0,1341,79419,text,15
32.0,2878,711047,text,15
32.0,14212,726270,text,15
32.0,22296,22301,text,16
32.0,25650,48965,text,16
32.0,8207,58176,text,16
32.0,17939,115465,text,16
32.0,840,406285,text,16
32.0,10121,417413,text,16
32.0,3164,3175,text,17
32.0,33470,37655,text,17
32.0,6246,44915,text,17
32.0,15810,133229,text,17
32.0,1840,364572,text,17
32.0,11426,377013,text,17
32.0,29715,29726,text,18
32.0,5974,36709,text,18
32.0,2950,40663,text,18
32.0,14064,72429,text,18
32.0,2699,185125,text,18
32.0,18271,204402,text,18
32.0,242586,242603,text,19
32.0,2657,246296,text,19
32.0,1731,249031,text,19
32.0,12894,284967,text,19
32.0,1111,431438,text,19
32.0,14801,447246,text,19
32.0,27001,27037,text,20
32.0,56992,85039,text,20
32.0,10710,96763,text,20
32.0,40730,197018,text,20
32.0,2783,470849,text,20
32.0,16134,487998,text,20
32.0,2425,2443,text,21
32.0,25046,28495,text,21
32.0,4789,34294,text,21
32.0,12647,74272,text,21
32.0,1881,186723,text,21
32.0,14912,202646,text,21
32.0,20905,20927,text,22
32.0,27830,49769,text,22
32.0,3549,54321,text,22
32.0,24563,113920,text,22
32.0,1738,450726,text,22
32.0,22985,474722,text,22
32.0,27660,27673,text,23
39.0,1732,30412,text,23
32.0,9483,40898,text,23
32.0,13565,74755,text,23
32.0,2244,397747,text,23
32.0,16211,414966,text,23
32.0,49861,49872,text,24
32.0,39527,90414,text,24
32.0,11750,103166,text,24
32.0,16775,183364,text,24
32.0,4105,524613,text,24
32.0,9717,535342,text,24
32.0,42226,42242,text,25
32.0,22859,66111,text,25
32.0,7898,75026,text,25
32.0,35794,146628,text,25
32.0,2052,297027,text,25
32.0,22255,320295,text,25
32.0,9539,9550,text,26
32.0,14895,25454,text,26
32.0,1489,27948,text,26
32.0,5463,142802,text,26
32.0,2029,260064,text,26
32.0,9109,270181,text,26
32.0,16633,16641,text,27
32.0,20237,37882,text,27
32.0,7789,46674,text,27
32.0,21726,106801,text,27
32.0,1899,230203,text,27
32.0,12640,243849,text,27
40.0,12598,12606,text,28
39.0,6833,20451,text,28
32.0,3035,24503,text,28
32.0,10499,66307,text,28
32.0,2760,231096,text,28
32.0,9383,241491,text,28
39.0,12117,12124,text,29
32.0,41104,54235,text,29
32.0,5232,60474,text,29
32.0,23913,103518,text,29
32.0,7223,234602,text,29
32.0,23489,259097,text,29
32.0,44811,44822,text,30
32.0,32042,77884,text,30
32.0,7624,86514,text,30
32.0,20251,135634,text,30
32.0,3265,496002,text,30
32.0,13982,510993,text,30
32.0,20223,20242,text,31
32.0,21893,44313,text,31
32.0,6249,51575,text,31
32.0,13702,93320,text,31
32.0,2050,488134,text,31
32.0,12346,501494,text,31
32.0,19995,20009,text,32
32.0,22209,43241,text,32
32.0,7445,51695,text,32
32.0,15971,89181,text,32
32.0,1254,199920,text,32
32.0,6759,207691,text,32
32.0,12787,12795,text,33
32.0,18337,32138,text,33
32.0,5927,39075,text,33
32.0,27703,122190,text,33
32.0,2320,362812,text,33
32.0,5700,369522,text,33
17.0,2323,2343,text,34
17.0,569,3915,text,34
17.0,1489,6406,text,34
32.0,9396,55929,text,34
32.0,2902,368053,text,34
32.0,12444,381505,text,34
32.0,9175,9183,text,35
32.0,12657,22846,text,35
32.0,4016,27869,text,35
32.0,10008,58589,text,35
32.0,1244,184764,text,35
32.0,5849,191621,text,35
32.0,11586,11603,text,36
39.0,1962,14571,text,36
37.0,996,16576,text,36
32.0,9617,48762,text,36
32.0,1827,277031,text,36
32.0,8680,286725,text,36
32.0,12953,12967,text,37
32.0,12442,26414,text,37
32.0,5708,33132,text,37
32.0,21584,75433,text,37
32.0,1896,369505,text,37
32.0,8547,379062,text,37
32.0,8882,8917,text,38
32.0,11588,21531,text,38
32.0,3914,26451,text,38
32.0,4700,68734,text,38
32.0,2021,185852,text,38
32.0,7777,194669,text,38
32.0,33056,33078,text,39
32.0,48165,82253,text,39
32.0,19869,103124,text,39
32.0,28780,173279,text,39
32.0,2839,290445,text,39
32.0,27418,318869,text,39
32.0,2111,2116,text,40
32.0,699,3817,text,40
32.0,600,5419,text,40
32.0,1471,19660,text,40
32.0,1517,290202,text,40
32.0,941,292146,text,40
32.0,20322,20340,text,41
32.0,30675,52038,text,41
32.0,12054,65107,text,41
32.0,34418,181962,text,41
32.0,2744,375071,text,41
32.0,15319,391407,text,41
32.0,15317,15332,text,42
32.0,21375,37712,text,42
32.0,8527,47306,text,42
32.0,13260,90091,text,42
32.0,2591,220920,text,42
32.0,8430,230360,text,42
32.0,13503,13515,text,43
32.0,14501,29019,text,43
32.0,2002,32027,text,43
32.0,9749,63053,text,43
32.0,1645,303410,text,43
32.0,8468,312892,text,43
39.0,20957,20971,text,44
39.0,3433,25407,text,44
32.0,2944,29354,text,44
32.0,2528,48072,text,44
32.0,2479,157410,text,44
32.0,11576,169994,text,44
32.0,16461,16506,text,45
32.0,15638,33154,text,45
32.0,4462,38632,text,45
32.0,12512,90197,text,45
32.0,973,327916,text,45
32.0,9968,338898,text,45
32.0,46284,46298,text,46
32.0,39360,86672,text,46
32.0,12246,99923,text,46
32.0,32525,168273,text,46
32.0,1875,811422,text,46
32.0,18772,831198,text,46
32.0,11690,11717,text,47
32.0,15967,28698,text,47
32.0,2296,32000,text,47
32.0,2183,51492,text,47
32.0,1998,175903,text,47
32.0,10485,187399,text,47
32.0,18785,18795,text,48
32.0,19233,39032,text,48
32.0,8724,48759,text,48
32.0,10774,93432,text,48
32.0,2118,355454,text,48
32.0,15697,372158,text,48
32.0,21714,21721,text,49
32.0,20545,43284,text,49
32.0,1725,46014,text,49
32.0,9312,89013,text,49
32.0,2321,234216,text,49
32.0,11248,246476,text,49
32.0,23800,23813,text,50
32.0,16581,41398,text,50
32.0,6717,49121,text,50
32.0,19991,133448,text,50
32.0,1841,285732,text,50
32.0,14133,300871,text,50
32.0,22203,22217,text,51
32.0,17003,40227,text,51
32.0,4601,45838,text,51
32.0,19511,136515,text,51
32.0,1943,452764,text,51
32.0,8876,462650,text,51
32.0,36922,36961,text,52
32.0,43216,81185,text,52
32.0,8422,90619,text,52
32.0,34147,177873,text,52
32.0,2454,477397,text,52
32.0,27453,505867,text,52
32.0,17644,17659,text,53
32.0,40669,59337,text,53
32.0,7107,67456,text,53
32.0,11220,121225,text,53
32.0,1603,257905,text,53
32.0,9496,268408,text,53
32.0,21201,21236,text,54
32.0,17394,39650,text,54
32.0,5766,46421,text,54
32.0,14593,93716,text,54
32.0,1907,408675,text,54
32.0,9565,419253,text,54
38.0,18301,18315,text,55
32.0,21273,40618,text,55
32.0,8956,50594,text,55
32.0,16219,99096,text,55
32.0,2471,676895,text,55
32.0,10526,688455,text,55
32.0,17665,17682,text,56
32.0,19341,38030,text,56
32.0,5117,44159,text,56
32.0,16284,112302,text,56
32.0,1882,308995,text,56
32.0,9807,319811,text,56
32.0,22274,22282,text,57
32.0,23509,46795,text,57
32.0,7075,54872,text,57
32.0,11148,98505,text,57
32.0,3033,253257,text,57
32.0,10232,264492,text,57
32.0,19161,19173,text,58
32.0,28625,48817,text,58
32.0,8514,58337,text,58
32.0,17974,139873,text,58
32.0,2141,332358,text,58
32.0,12917,346288,text,58
32.0,13947,13955,text,59
32.0,17682,32642,text,59
32.0,6452,40100,text,59
32.0,13216,70160,text,59
32.0,1899,217648,text,59
32.0,15679,234332,text,59
32.0,11875,11887,text,60
32.0,14422,27312,text,60
32.0,4383,32698,text,60
32.0,12344,70508,text,60
32.0,1646,329153,text,60
32.0,18733,348891,text,60
32.0,17082,17092,text,61
32.0,16457,34565,text,61
32.0,6243,41820,text,61
32.0,15113,75065,text,61
32.0,2410,202061,text,61
32.0,11398,214492,text,61
32.0,47254,47262,text,62
32.0,9589,57856,text,62
32.0,2734,61591,text,62
32.0,9835,95539,text,62
32.0,908,308392,text,62
32.0,7682,317081,text,62
32.0,27442,27613,text,63
39.0,17052,45704,text,63
32.0,3483,50193,text,63
32.0,14097,83596,text,63
32.0,2079,362310,text,63
32.0,14367,377700,text,63
32.0,9772,9778,text,64
38.0,1841,12625,text,64
32.0,3789,17416,text,64
32.0,5400,41351,text,64
32.0,787,165200,text,64
32.0,4391,170603,text,64
32.0,21308,21320,text,65
32.0,33224,55550,text,65
32.0,9639,66196,text,65
32.0,26526,136546,text,65
32.0,1776,354888,text,65
32.0,14166,370059,text,65
32.0,4179,4215,text,66
32.0,11208,16435,text,66
32.0,1067,18511,text,66
32.0,1305,317960,text,66
32.0,929,431484,text,66
32.0,5487,437992,text,66
32.0,12558,12583,text,67
39.0,1672,15266,text,67
32.0,2562,18832,text,67
32.0,2130,39840,text,67
32.0,2775,171570,text,67
32.0,7695,180288,text,67
32.0,21985,22046,text,68
32.0,48268,71363,text,68
32.0,8827,81206,text,68
32.0,15864,138674,text,68
32.0,8119,845657,text,68
32.0,23434,870126,text,68
32.0,2747,2757,text,69
32.0,13493,17254,text,69
32.0,2082,20340,text,69
32.0,4172,52208,text,69
32.0,1598,220256,text,69
32.0,5589,226856,text,69
32.0,8950,8958,text,70
18.0,4420,14381,text,70
32.0,2248,17629,text,70
32.0,7351,44598,text,70
32.0,1471,163956,text,70
32.0,5443,170404,text,70
32.0,9675,9688,text,71
32.0,12417,23111,text,71
32.0,7914,32030,text,71
32.0,2555,55404,text,71
32.0,2773,331296,text,71
32.0,5636,337946,text,71
32.0,20794,20803,text,72
32.0,31147,52968,text,72
32.0,11263,65240,text,72
32.0,16870,112256,text,72
32.0,1805,434323,text,72
32.0,10859,446189,text,72
17.0,1234,1242,text,73
32.0,16988,19233,text,73
32.0,6354,26592,text,73
32.0,12438,86904,text,73
32.0,1191,203983,text,73
32.0,8153,213143,text,73
32.0,44267,44279,text,74
38.0,1429,46719,text,74
32.0,9637,57361,text,74
32.0,19012,88941,text,74
32.0,11337,222962,text,74
32.0,31305,255272,text,74
32.0,31009,31048,text,75
32.0,30154,62232,text,75
32.0,13833,77082,text,75
32.0,24012,134118,text,75
32.0,3533,551451,text,75
32.0,21978,574451,text,75
32.0,24086,24120,text,76
32.0,26500,51626,text,76
32.0,7296,59924,text,76
32.0,21771,121283,text,76
32.0,1827,275936,text,76
32.0,11739,288679,text,76
32.0,6340,6350,text,77
32.0,20037,27394,text,77
32.0,5117,33522,text,77
32.0,10141,89439,text,77
32.0,1570,243356,text,77
32.0,8199,252564,text,77
32.0,17388,17401,text,78
32.0,20489,38895,text,78
32.0,6664,46565,text,78
32.0,12025,104902,text,78
32.0,1461,345615,text,78
32.0,12608,359234,text,78
32.0,37130,37139,text,79
32.0,23771,61915,text,79
32.0,5678,68594,text,79
32.0,20753,128052,text,79
32.0,1711,259027,text,79
32.0,9317,269348,text,79
32.0,30482,30499,text,80
32.0,32431,63962,text,80
32.0,10066,75037,text,80
32.0,24348,140443,text,80
32.0,2340,389943,text,80
32.0,12651,403600,text,80
32.0,14033,14065,text,81
32.0,12498,27596,text,81
32.0,2601,31217,text,81
32.0,29824,127184,text,81
32.0,25832,738811,text,81
32.0,15514,755371,text,81
32.0,38064,38097,text,82
32.0,24814,63927,text,82
32.0,5130,70060,text,82
32.0,15679,132444,text,82
32.0,3222,355682,text,82
32.0,12052,368747,text,82
32.0,31752,31769,text,83
32.0,36121,68900,text,83
32.0,9473,79391,text,83
32.0,25353,161972,text,83
32.0,4702,344858,text,83
32.0,21120,366995,text,83
32.0,12623,12631,text,84
32.0,26492,40141,text,84
32.0,6418,47563,text,84
32.0,15404,89412,text,84
32.0,1648,313822,text,84
32.0,24114,338948,text,84
32.0,37426,37434,text,85
32.0,30216,68665,text,85
32.0,8046,77715,text,85
32.0,18822,136752,text,85
32.0,1999,289771,text,85
32.0,12978,303760,text,85
38.0,17356,17364,text,86
32.0,6809,25187,text,86
32.0,1841,28034,text,86
32.0,6949,52015,text,86
32.0,2471,284227,text,86
32.0,17782,303015,text,86
32.0,12208,12218,text,87
32.0,17032,30270,text,87
32.0,5336,36608,text,87
32.0,13002,69921,text,87
32.0,1614,184101,text,87
32.0,12335,197445,text,87
32.0,30947,30966,text,88
32.0,15349,47328,text,88
32.0,2433,50776,text,88
32.0,18708,97876,text,88
32.0,1414,223474,text,88
32.0,6166,230657,text,88
39.0,4968,4977,text,89
32.0,4798,10781,text,89
32.0,2307,14093,text,89
32.0,1972,35334,text,89
32.0,1542,294480,text,89
