p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,179709,,179710,,,instructions,"[{""page_index"":0,""viewing_time"":77393},{""page_index"":1,""viewing_time"":53692},{""page_index"":2,""viewing_time"":48623}]",0
,,,,,,,,,,,,,,59859,,59860,,,instructions,"[{""page_index"":0,""viewing_time"":25238},{""page_index"":1,""viewing_time"":21789},{""page_index"":2,""viewing_time"":12830}]",1
,,,,,,,,,,,,,,88098,,88100,,,instructions,"[{""page_index"":0,""viewing_time"":33836},{""page_index"":1,""viewing_time"":201},{""page_index"":0,""viewing_time"":1537},{""page_index"":1,""viewing_time"":33140},{""page_index"":2,""viewing_time"":19383}]",2
,,,,,,,,,,,,,,44877,,175457,,,instructions,"[{""page_index"":0,""viewing_time"":20829},{""page_index"":1,""viewing_time"":14928},{""page_index"":2,""viewing_time"":9120}]",2
,,,,,,,,,,,,,,100371,,100372,,,instructions,"[{""page_index"":0,""viewing_time"":54876},{""page_index"":1,""viewing_time"":22587},{""page_index"":2,""viewing_time"":22907}]",3
,,,,,,,,,,,,,,32070,,32072,,,instructions,"[{""page_index"":0,""viewing_time"":20397},{""page_index"":1,""viewing_time"":4287},{""page_index"":2,""viewing_time"":7385}]",4
,,,,,,,,,,,,,,33145,,82361,,,instructions,"[{""page_index"":0,""viewing_time"":14817},{""page_index"":1,""viewing_time"":10487},{""page_index"":2,""viewing_time"":7840}]",4
,,,,,,,,,,,,,,150668,,150669,,,instructions,"[{""page_index"":0,""viewing_time"":61381},{""page_index"":1,""viewing_time"":46038},{""page_index"":2,""viewing_time"":43248}]",5
,,,,,,,,,,,,,,79651,,79652,,,instructions,"[{""page_index"":0,""viewing_time"":36961},{""page_index"":1,""viewing_time"":23825},{""page_index"":2,""viewing_time"":18864}]",6
,,,,,,,,,,,,,,7883,,7884,,,instructions,"[{""page_index"":0,""viewing_time"":5806},{""page_index"":1,""viewing_time"":1571},{""page_index"":2,""viewing_time"":505}]",7
,,,,,,,,,,,,,,73547,,93962,,,instructions,"[{""page_index"":0,""viewing_time"":69934},{""page_index"":1,""viewing_time"":1168},{""page_index"":2,""viewing_time"":2444}]",7
,,,,,,,,,,,,,,195658,,303288,,,instructions,"[{""page_index"":0,""viewing_time"":182235},{""page_index"":1,""viewing_time"":8062},{""page_index"":2,""viewing_time"":5361}]",7
,,,,,,,,,,,,,,11306,,332527,,,instructions,"[{""page_index"":0,""viewing_time"":9928},{""page_index"":1,""viewing_time"":812},{""page_index"":2,""viewing_time"":562}]",7
,,,,,,,,,,,,,,64995,,64996,,,instructions,"[{""page_index"":0,""viewing_time"":36804},{""page_index"":1,""viewing_time"":4161},{""page_index"":2,""viewing_time"":24029}]",8
,,,,,,,,,,,,,,57828,,148618,,,instructions,"[{""page_index"":0,""viewing_time"":8591},{""page_index"":1,""viewing_time"":32868},{""page_index"":2,""viewing_time"":16368}]",8
,,,,,,,,,,,,,,23886,,186959,,,instructions,"[{""page_index"":0,""viewing_time"":20864},{""page_index"":1,""viewing_time"":1618},{""page_index"":2,""viewing_time"":1404}]",8
,,,,,,,,,,,,,,23129,,225251,,,instructions,"[{""page_index"":0,""viewing_time"":9365},{""page_index"":1,""viewing_time"":12684},{""page_index"":2,""viewing_time"":1080}]",8
,,,,,,,,,,,,,,136499,,136499,,,instructions,"[{""page_index"":0,""viewing_time"":62253},{""page_index"":1,""viewing_time"":40889},{""page_index"":2,""viewing_time"":33356}]",9
,,,,,,,,,,,,,,43952,,43957,,,instructions,"[{""page_index"":0,""viewing_time"":9824},{""page_index"":1,""viewing_time"":16040},{""page_index"":2,""viewing_time"":18088}]",10
,,,,,,,,,,,,,,51635,,51635,,,instructions,"[{""page_index"":0,""viewing_time"":19349},{""page_index"":1,""viewing_time"":18887},{""page_index"":2,""viewing_time"":13399}]",11
,,,,,,,,,,,,,,80889,,80890,,,instructions,"[{""page_index"":0,""viewing_time"":24048},{""page_index"":1,""viewing_time"":36159},{""page_index"":2,""viewing_time"":20680}]",12
,,,,,,,,,,,,,,10738,,10739,,,instructions,"[{""page_index"":0,""viewing_time"":1833},{""page_index"":1,""viewing_time"":1632},{""page_index"":2,""viewing_time"":7272}]",13
